Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
CSE 150	Intro Comp Networks	Christina Leigh Parsa	2021 Winter Quarter	2210	N	5	37	17	6	12	8	8	11			2			1	6				7		120
CSE 150L	Int Comp Net Lab	Christina Leigh Parsa	2021 Winter Quarter	2210	N	5	37	17	6	12	8	8	11			2			1	6				7		120
CSE 156	Network Programming	Mehrdad Parsa	2021 Winter Quarter	2210	N		4	4	2	5	1	4	1	1					2	2				1		27
CSE 156L	Network Progrm Lab	Mehrdad Parsa	2021 Winter Quarter	2210	N		4	4	2	5	1	4	1	1					2	2				1		27
CSE 170	Mgmt Of Tech Seminr	Subhas Desa	2021 Winter Quarter	2210	N		77	10	1				1			1		1						2		93
CSE 171B	Intro Mgmt of Tech II	Subhas Desa	2021 Winter Quarter	2210	Y	16	52	26	18	9	3	2	2					3	2					1		134
CSE 174	Decision Analysis	Yihsu Chen	2021 Winter Quarter	2210	N	1	3	4	3	2	1									1						15
CSE 180	Database Systems I	Sheldon Finkelstein	2021 Winter Quarter	2210	N	7	8	30	18	23	9	15	4	1		1			1	2				1		120
CSE 185E	Tech Writ Comp Engs	Gerald Bennett Moulds	2021 Winter Quarter	2210	Y		27	9	4	4	3		2					2		1						52
CSE 185S	Tech Writ Comp Engs	Gerald Bennett Moulds	2021 Winter Quarter	2210	Y		57	17	6	2	4		1					1	1					2		91
CSE 201	Analysis Algorithms	Patrick Tantalo	2021 Winter Quarter	2210	N	6	12	10	3	2											2	1				36
CSE 210A	Programming Languag	Cormac A Flanagan	2021 Winter Quarter	2210	N	4	7	7	2	5								1			2					28
CSE 220	Comp Architecture	Scott Beamer	2021 Winter Quarter	2210	N	1	10	4	1									2			1					19
CSE 234	Understanding Crypto	Darrell D. E. Long; James Prescott Hughes	2021 Winter Quarter	2210	N	1	3	1	2	5	1		1									1				15
CSE 259	Sensor Networks	Chen Qian	2021 Winter Quarter	2210	N	1	8																	1		10
CSE 260	Computer Graphics	James Edward Davis	2021 Winter Quarter	2210	N	3	9	3	2	3								1			2					23
CSE 280S	Seminar Comp Syst	Darrell D. E. Long; Heiner Litz	2021 Winter Quarter	2210	N		2														9					11
CSE 290S	Adv Topics:Comp Sys	Peter Alexander Alvaro	2021 Winter Quarter	2210	N	3	7			2												1				13
EART 3	Geology Natl Parks	Susan Y. Schwartz	2021 Winter Quarter	2210	N	7	31	27	27	26	13	16	18	1		3		12	39	6				5		231
EART 10	Geologic Principles	Andrew T Fisher	2021 Winter Quarter	2210	N	1	13	14	3	2	3	1	2	2					3					1		45
EART 10L	Geologic Princ Lab	Andrew T Fisher	2021 Winter Quarter	2210	N		3	1	1	3		1	1					1								11
EART 10L	Geologic Princ Lab	Andrew T Fisher	2021 Winter Quarter	2210	N	1	2	2	4											1						10
EART 12	Intr Weathr/Climate	Nicole A Feldl	2021 Winter Quarter	2210	N	4	7	17	9	5	4	2	10		2	1	6	1	13	9				3		93
EART 66	Nat His of Dinosaur	Hilde L Schwartz	2021 Winter Quarter	2210	N	14	11	20	8	17	6	1	10			1		6	16	4	1			8		123
EART 102	Marine Geology	Pratigya Polissar	2021 Winter Quarter	2210	N	3	3	3	1	5	2	1	1			1		1	1	2				3		27
EART 105	Coastal Geology	Gary B Griggs	2021 Winter Quarter	2210	N	5	6	7	2	6	10	2	6					1								45
EART 110C	The Dynamic Earth	Ian Garrick-Bethell	2021 Winter Quarter	2210	N	4	7	9	4	1	7	3	2	1	1				3							42
EART 110N	Dynamic Earth Lab	Ian Garrick-Bethell	2021 Winter Quarter	2210	N		20						2			1		1		1						25
EART 110N	Dynamic Earth Lab	Ian Garrick-Bethell	2021 Winter Quarter	2210	N		11			2						1										14
EART 116	Hydrology	Margaret Zimmer	2021 Winter Quarter	2210	N		9	2	2	4		1						2	1		1			2		24
EART 125	StatsDataGeosciences	Matthew E Clapham	2021 Winter Quarter	2210	Y		8	1		2		1	11						9	1						33
EART 126	Geomechanics	Heather Savage	2021 Winter Quarter	2210	N		2	2	1		2	1	1								1			1		11
EART 148	Glaciology	Slawomir M Tulaczyk	2021 Winter Quarter	2210	N	4	4	6	3	4	2	2	1		1				1	1						29
EART 189A	GIS-Earth Sciences	Noah J Finnegan	2021 Winter Quarter	2210	N		4	3	2		1		1					1								12
ECE 9	Statics & Materials	Michael Wehner	2021 Winter Quarter	2210	N	9	29	11	12	9	1	3	1			1				1				1		78
ECE 80T	Modern Elec Tech	Kenneth Pedrotti	2021 Winter Quarter	2210	N	7	19	13	14	13	2	4	2					2	7	2				4		89
ECE 101	Intro Elec Circuits	Sara Abrahamsson	2021 Winter Quarter	2210	N	45	33	14	9	5	2			1		1	1			1				1		113
ECE 101L	Intr Elec Circ Lab	Sara Abrahamsson	2021 Winter Quarter	2210	N	64	10	8	5	3	1	3	1	1		3	2	3	1	3				1		109
ECE 121	Micro Sys Design	Maxwell James Dunne	2021 Winter Quarter	2210	N	4	24	4	2	1			1					1		1				4		42
ECE 129B	Capstone Project II	Stephen C Petersen	2021 Winter Quarter	2210	N			10	7	22	3	3	3		1					1						50
ECE 129B	Capstone Project II	Tela Favaloro	2021 Winter Quarter	2210	N				5	7	5	1	4		1									1		24
ECE 151	Communicats Systms	Hamid R Sadjadpour	2021 Winter Quarter	2210	N		5	4	10	5	6	3	4			1		2		1				2		43
ECE 157	RF Hardware Design	Stephen C Petersen	2021 Winter Quarter	2210	N				4	1	1		3	1		1		5	1	1						18
ECE 157L	RF HardwarDesignLab	Stephen C Petersen	2021 Winter Quarter	2210	N			1	1	3	1	3	1			1		6		1						18
ECE 171	Analog Electronics	Kenneth Pedrotti	2021 Winter Quarter	2210	N	4	5	3	4	5	7	2	6		1	2		3	2	2				12		58
ECE 171L	Analog Electron Lab	Kenneth Pedrotti	2021 Winter Quarter	2210	N		36	1			1		1			1		4	1	2				13		60
ECE 176	Energy Conv/Ctrl	Leila Parsa	2021 Winter Quarter	2210	N		3		2	2	6	1	6			1			1	1						23
ECE 176L	Energy Conv/Ctrl Lab	Leila Parsa	2021 Winter Quarter	2210	N		4	6	4	3	2		1					1	1	1						23
ECE 178	Device Electronics	Nobuhiko P Kobayashi	2021 Winter Quarter	2210	Y	3	2		2	3	1		1							1						13
ECE 216	Bio-Inspired Locomotion	Mircea S.V. Teodorescu	2021 Winter Quarter	2210	N	8	14	1		1	1							1				1		2		29
ECE 224	Device Electronics	Nobuhiko P Kobayashi	2021 Winter Quarter	2210	Y		1			3	1	2									4					11
ECE 241	FeedbackContrlSystm	Steve McGuire	2021 Winter Quarter	2210	N		11	5		2	1								1		6					26
ECE 279	Opt/Control:PowerSys	Yu Zhang	2021 Winter Quarter	2210	N		6	1	1	1											1	1				11
ECON 1	Intro Microeconomic	Kwok-Chiu Fung	2021 Winter Quarter	2210	N	14	53	56	92	85	22	20	7	5		7		6	21					2		390
ECON 2	Intro Macroeconomic	Ajay Z Shenoy	2021 Winter Quarter	2210	N	8	16	27	38	42	36	18	11	15	8	8	6	28	6	8				6		281
ECON 10A	Econ of Accounting	Yu Hsiang Chen	2021 Winter Quarter	2210	N	1	10	8	9	31	6	6	23	3	6	10		8	13	10				7		151
ECON 10B	Econ of Accounting	Kevin K Jones	2021 Winter Quarter	2210	N		4	7	15	46	22	12	34	2	3	1		4	10	10				7		177
ECON 11B	Math Methds Econ II	Jonathan Rice Katznelson	2021 Winter Quarter	2210	Y	1	5	1		1									1					1		10
ECON 100A	Intermed Microecon	Natalia Lazzati	2021 Winter Quarter	2210	N	9	9	21	12	6	14	13	16			10		1	1	4				2		118
ECON 100A	Intermed Microecon	Justin Marion	2021 Winter Quarter	2210	N	5	13	5	4	14	8	8	18					3	4					8		90
ECON 100B	Intermed Macroecon	Hikaru Saijo	2021 Winter Quarter	2210	N	10	16	17	9	12	4		5			2		4	3	1				3		86
ECON 100B	Intermed Macroecon	Alonso A Villacorta	2021 Winter Quarter	2210	N	3	24	17	15	14	7	3	10	8		5		1	2	4				3		116
ECON 101	Managerial Econ	Julie H Gonzalez	2021 Winter Quarter	2210	N		14	12	10	8	11	9	15			1		3	23	3				3		112
ECON 104	Numbr Truth: Statis	George Bulman	2021 Winter Quarter	2210	N	3	17	12	5	8	2	1	4	1		2		5	7	1				5		73
ECON 111B	Intrmd Accountng II	Kevin K Jones	2021 Winter Quarter	2210	N		8	2	5	9	4	3	7			2			8	2				3		53
ECON 112	Auditing Attestation	Vikas Agarwal	2021 Winter Quarter	2210	N	14	10	4		5		2		1	1			2	8							47
ECON 113	Intro Econometrics	Brenda Samaniego de la Parra	2021 Winter Quarter	2210	N	14	15	15	10	26	4	22	2	4		3		5	8	7				5		140
ECON 117A	Income Tax Factors	Thomas Moschetti; Yacoub Intonios Moussa	2021 Winter Quarter	2210	N	7	25	4	15	12	3	10	10						9					4		99
ECON 125	Econ History Of US	Aaron Gregory Meininger	2021 Winter Quarter	2210	N	1	12	8	4	6	7	6	6					2	11	2				1		66
ECON 130	Money & Banking	Michael M Hutchison	2021 Winter Quarter	2210	N	2	10		6	8	8	2	6			4		1	8	3				7		65
ECON 131	Internatnl Markets	Chenyue Hu	2021 Winter Quarter	2210	N	2	13	12	13	12	7	3	2			1			5	1				1		72
ECON 135	Corporate Finance	Kai Pommerenke	2021 Winter Quarter	2210	N	6	13	20	11	4	2	1	1	4		1			5							68
ECON 136	Business Strategy	Robert Brian Baden	2021 Winter Quarter	2210	N	18	26	31	9	13	6	3				2		1	4	1				1		115
ECON 139A	Electronic Commerce	Stephen Arthur Owen	2021 Winter Quarter	2210	N		49	28	11	20	3	2	2						15					1		131
ECON 170	Environmental Econ	Jeremy West	2021 Winter Quarter	2210	N	3	7	9	9	7	3		2						5					1		46
ECON 197	Economic Rhetoric	Julie H Gonzalez	2021 Winter Quarter	2210	N	1	4	3	11	9	3		4						3							38
ECON 197	Economic Rhetoric	Julie H Gonzalez	2021 Winter Quarter	2210	N	1	3	5	9	5	6		2					1	4							36
ECON 202	Macroecon Analysis	Dohyeon Lee	2021 Winter Quarter	2210	N	8	4	9	5	5											8					39
ECON 217	Applied Economet II	Jessie Li	2021 Winter Quarter	2210	N	2	10	10	7	3											9					41
ECON 235	Corporate Finance	Kai Pommerenke	2021 Winter Quarter	2210	N	2	4	6	4	3	1		1								6	2				29
ECON 294A	Applied EconFin Lab	Naresh Kumar	2021 Winter Quarter	2210	N	3	5	3	4	3											7					25
ECON 294A	Applied EconFin Lab	Naresh Kumar	2021 Winter Quarter	2210	N		4	7					2								5					18
EDUC 100A	Cal Teach2: Sci/Math	Courtney Bowman	2021 Winter Quarter	2210	N	2	8				1															11
EDUC 102	Education Media&Soc	Nolan Higdon	2021 Winter Quarter	2210	N	33	8	3			2	1						1	4					3		55
EDUC 102	Education Media&Soc	Nolan Higdon	2021 Winter Quarter	2210	N	36	2	1	3		1							1	2							46
EDUC 104	Ethical Issue Teach	Ronald Glass	2021 Winter Quarter	2210	N	4	13	15	11	1										1				1		46
EDUC 110	Ed, Dem, and Movements	Sheeva Melodie Sabati	2021 Winter Quarter	2210	N		22	29	9	1									5							66
EDUC 177	TeachingLingDiverse	Eduardo Mosqueda	2021 Winter Quarter	2210	N	29	24	2	2										6							63
EDUC 180	Intro To Teaching	Amanda Lashaw	2021 Winter Quarter	2210	N	1	22	32	13	4						1			2	1						76
EDUC 185B	Intro To Math Ed	Judit Nora Moschkovich	2021 Winter Quarter	2210	N	6	2		2	1	2								6					1		20
EDUC 201	Inter Student Teach	Danna Moreno; Johnnie Brooks Wilson	2021 Winter Quarter	2210	N		5														20					25
EDUC 201	Inter Student Teach	Jennifer Jones Hinz	2021 Winter Quarter	2210	N		4														12					16
EDUC 201	Inter Student Teach	Ana England	2021 Winter Quarter	2210	N		1			1											19					21
EDUC 201A	Inter Student Teach	Jennifer Jones Hinz	2021 Winter Quarter	2210	N		4														12					16
EDUC 201A	Inter Student Teach	Ana England	2021 Winter Quarter	2210	N		1			1											19					21
EDUC 203	Teaching Engl Lang Dev	Kip T Tellez	2021 Winter Quarter	2210	N		6														19					25
EDUC 212B	Biling&Biliteracy:B	Janet Rachel Johns	2021 Winter Quarter	2210	N	2	2														9					13
EDUC 221	Sci Lrn/Teach Elem	Jerome M Shaw	2021 Winter Quarter	2210	N		5														20					25
EDUC 233	Soc Sci Teaching	Daisy A Martin	2021 Winter Quarter	2210	N		3														7					10
ENVS 18	NatHist Illustration	Emily F Underwood	2021 Winter Quarter	2210	N	2	11	3			1	1	2						3					1		24
ENVS 18	NatHist Illustration	Emily F Underwood	2021 Winter Quarter	2210	N	5	12	1	2	1	2								1	1						25
ENVS 19	Topics in Nat Hist	Christian Fernando Schwarz	2021 Winter Quarter	2210	N	3	14	2																		19
ENVS 25	Enviro Policy/Econ	Sikina Jinnah	2021 Winter Quarter	2210	N		199	79	20	11	7	4	1	2		1	1	4	8	1				1		339
ENVS 100	Ecology and Society	Gregory S Gilbert	2021 Winter Quarter	2210	N	6	75	19	9	3		1	1						1					1		116
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2021 Winter Quarter	2210	N		11	3	2	3	2							1								22
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2021 Winter Quarter	2210	N		9	4		1	2					3										19
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2021 Winter Quarter	2210	N		6	5	1	3	3	1				1										20
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2021 Winter Quarter	2210	N	1	12	3	1		2							1								20
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2021 Winter Quarter	2210	N		11	4	3		1					1										20
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2021 Winter Quarter	2210	N		13	4	2	1														1		21
ENVS 115B	Intermediate GIS	Barry Nickel	2021 Winter Quarter	2210	Y	8	5	3		2									2					1		21
ENVS 120	Conservation Biology	Christopher C Wilmers	2021 Winter Quarter	2210	Y	1	4	2	7	2	1	2							9					3		31
ENVS 125	Ecosystems of Calif	Erika S Zavaleta	2021 Winter Quarter	2210	Y	2	8	1	1	3	1	1						1	3							21
ENVS 130B	Sustainability in Ag	Maywa Montenegro de Wit	2021 Winter Quarter	2210	N	7	21	9	1	2									2	1	1					44
ENVS 133	Agroeco Practicum	Katie Lenore Monsen	2021 Winter Quarter	2210	N	1	5	2		4								1	1					2		16
ENVS 135	Sustainable Aquacultur	Pallab Kumer Sarker	2021 Winter Quarter	2210	N	7	9	3																		19
ENVS 142	Sustainable Energy	Elliott Campbell	2021 Winter Quarter	2210	N		9	13	4	5	4		1					1	6					1		44
ENVS 147	Env Ineq/Env Justice	S Ravi Rajan	2021 Winter Quarter	2210	N	9	11	8	6	5		1	1						15	3						59
ENVS 150	Coastal/MarinePolcy	Stephanie Webb	2021 Winter Quarter	2210	N	3	4	7	2	3	1		1						10	1						32
ENVS 154	Amazon Cultur/Consrv	Julianne Adams Hazlewood	2021 Winter Quarter	2210	N		8	6	2			1	1					2	2	1						23
ENVS 158	Pol Ecol & Socl Chg	Adam Kerry French	2021 Winter Quarter	2210	N		10	3	3	2		1	1					2	7							29
ENVS 161A	Soil/Plant Nutriton	Weixin Cheng	2021 Winter Quarter	2210	N	3	15	10	1	2		2							1							34
ENVS 167	Freshwater/Wetland	Katie Lenore Monsen	2021 Winter Quarter	2210	N	3	6	4	4	5	1	2	2				1	1	2							31
ENVS 167L	Freshwater Eco Lab	Katie Lenore Monsen	2021 Winter Quarter	2210	N	4	3	3					1					1								12
ENVS 184	Envs Stu Internship	Katie Lenore Monsen	2021 Winter Quarter	2210	N														43	4				1		48
ENVS 196	Senior Seminar	S Ravi Rajan	2021 Winter Quarter	2210	N	4	11			1																16
ESCI 30	Bio Princip Env Sci	Katlin L Bowman	2021 Winter Quarter	2210	N	3	15	22	11	5	4		2	2			1	1	1	1						68
ESCI 100A	Intro Env Sciences	Mathis P Hain	2021 Winter Quarter	2210	N	2	10	9	4	8		1	1					1		1						37
ESCI 191	Capstone Seminar	Patrick Y Chuang	2021 Winter Quarter	2210	N	1	1	1	1	3	2							2	1							12
FILM 20C	Intro Digital Media	Warren Sack	2021 Winter Quarter	2210	N	35	70	41	11	12	6	5	2	1		1		4		2						190
FILM 80S	Sp Top Film/Dig Med	Susana Ruiz	2021 Winter Quarter	2210	N	6	45	17	3	2		1						1	5	1				5		86
FILM 80V	Video Games/Culture	Soraya E.A. Murray	2021 Winter Quarter	2210	N	18	211	94	19	14	8	2	6	3		1	2	3	4	3				4		392
FILM 120	Intro Media Theory	Irene Gustafson	2021 Winter Quarter	2210	N	4	40	53	23	15	9	2	1					5	6					1		159
FILM 132B	Internatnl Cinema	Peter Eo Limbrick	2021 Winter Quarter	2210	N	3	13	36	32	25	13	4	2					2	2	1				4		137
FILM 136D	Documentry Film&Vid	Daryl Bjorn Jones	2021 Winter Quarter	2210	N	5	48	11	2	5	1		2	4					2	3						83
FILM 165B	Race on Screen	Yiman Wang	2021 Winter Quarter	2210	N	5	17	9	5	8	3					1		4	4	4						60
FILM 165E	Chicana/o Flm/Video	John Jota Leanos	2021 Winter Quarter	2210	N	12	16	4	3	12	1	2	4					2	2	1				1		60
FILM 168	Natnl Cine & Cultur	Peter Eo Limbrick	2021 Winter Quarter	2210	N		4	5	4	6	3	1				2		4	1	2				1		33
FILM 170B	Film/Video Productn	Gustavo O Vazquez	2021 Winter Quarter	2210	N	1	13	3	2	1																20
FILM 170B	Film/Video Productn	Jacqueline Olive	2021 Winter Quarter	2210	N	7	5		3	1	1					1			1							19
FILM 172	NarrativeVideoWksp	Cameron Maxwell Archer	2021 Winter Quarter	2210	N		13		1	6																20
FILM 175	Documen Video Wkshp	Irene E. Lusztig	2021 Winter Quarter	2210	N		3	5	7	3																18
FILM 179B	Doc Animation Wkshp	Alessia Cecchet	2021 Winter Quarter	2210	N	4	7	5					1													17
FILM 185D	Sound/Image Theory	Elia C Vargas	2021 Winter Quarter	2210	N	5	6	2	4	4	2	2	2	1			1		2					1		32
FILM 187	Adv Topics TV Stds	Lahn S Kim	2021 Winter Quarter	2210	N		6	6	7	1									2							22
FILM 194C	New Media Theor Sem	Edward A. Shanken	2021 Winter Quarter	2210	N		4	3	3	1	3									1				1		16
FILM 194S	Special Topics Seminar	Lahn S Kim	2021 Winter Quarter	2210	N		10	3	1																	14
FILM 194S	Special Topics Seminar	John Jota Leanos	2021 Winter Quarter	2210	N	2	12	2	2	3																21
FILM 196B	Sr Prjct Scrnwrting	Natasha V.	2021 Winter Quarter	2210	N	1	2	4		1	1								3	1						13
FMST 14	Pop Culture S Asia	Madhavi Murty	2021 Winter Quarter	2210	N	7	8	15	8	7	1		1						12	2						61
FMST 20	Feminism/SocJust	Nicholas Oliver Mitchell	2021 Winter Quarter	2210	N	62	113	30	17	6	4	1	3			4		10	33	3				4		290
FMST 100	Feminist Theories	Anjali R Arondekar	2021 Winter Quarter	2210	N	31	28	10	1	2	5		3	2					6					2		90
FMST 119	Indigenous Feminisms	Caitlin A Keliiaa	2021 Winter Quarter	2210	Y	8	6	1			2							1								18
FMST 125	Race, Sex, and Tech	Felici Schaeffer-Grabiel	2021 Winter Quarter	2210	N	6	14	5	2	5	2	1	1					5	2					2		45
FMST 188	Topics in FMST	Halima Kazem	2021 Winter Quarter	2210	N	5	4	5	1	1	2							2	1					2		23
FMST 188	Topics in FMST	Felici Schaeffer-Grabiel	2021 Winter Quarter	2210	N		3		1				2					1			2			1		10
FREN 1	French: First Year	Vincent Minquoy	2021 Winter Quarter	2210	N		8	2	2	6		3							2							23
FREN 1	French: First Year	Harley Siskin	2021 Winter Quarter	2210	N	3	9	4	1	3	2	2			1	1			4							30
FREN 2	French: First Year	Carine Rohmer	2021 Winter Quarter	2210	N	2	9	1	1	1		1									2					17
FREN 2	French: First Year	Carine Rohmer	2021 Winter Quarter	2210	N	3	14	2	1	2			1								2					25
FREN 4	French: Second Year	Harley Siskin	2021 Winter Quarter	2210	N	6	4	2	1	1																14
FREN 5	French: Second Year	Renee Cailloux	2021 Winter Quarter	2210	N	2	11		1	1		1	1													17
GAME 202	ALT CTRL Games	Edward Franklin Melcer	2021 Winter Quarter	2210	N		10														14					24
GAME 215	Audio Direction	Patrick Trinh	2021 Winter Quarter	2210	N	7	3														8					18
GAME 236	Game Development II	Mason T Remaley	2021 Winter Quarter	2210	N	10	2														8	1				21
GAME 272	Games&PlayStudio III	Elin Carstensdottir	2021 Winter Quarter	2210	N		13														21	1				35
GAME 280A	Games Proseminar	Edward Franklin Melcer	2021 Winter Quarter	2210	N		26	1													43					70
GERM 1A	German: Accel	Sarah T Schuchard	2021 Winter Quarter	2210	N	1	10	5		2				1			2	1	2		1					25
GERM 2	German: First Year	Gabriela Andrea Gavande	2021 Winter Quarter	2210	N		7		1										1		1					10
GERM 2	German: First Year	Gabriela Andrea Gavande	2021 Winter Quarter	2210	N		7	2			1										2			1		13
GERM 5	German: Second Year	Gabriela Andrea Gavande	2021 Winter Quarter	2210	N		9	2	2										1		2					16
HAVC 10	African Visual Culture	Kristen Salvador Laciste	2021 Winter Quarter	2210	N	40	58	14	7	4	3	2		2				1	4					1		136
HAVC 30	Intro Visual Europe	Allan Langdale	2021 Winter Quarter	2210	N		42	28	11	19	4	4	2	1	1	2		8	11	3				3		139
HAVC 51	Ancient Greek Art	Maria Evangelatou	2021 Winter Quarter	2210	N	5	21	31	15	13	10	6	1		1			4	14	6				5		132
HAVC 64	Indigenous Resistance	Yve Barthelemy Chavez	2021 Winter Quarter	2210	N	3	6	10	18	1	4	5	1						15	1				2		66
HAVC 70	Pacific Islands Art	Margaret Florence Wander	2021 Winter Quarter	2210	N	11	78	15	6	10	3	3						2	11	1						140
HAVC 100A	Approaches Vis Stu	Kyle T Parry	2021 Winter Quarter	2210	N	4	15	1	5	1	1							3	1	1				1		33
HAVC 135D	Revolt/Revolution	Kailani Polzak	2021 Winter Quarter	2210	N	2	8	8	5	6		2	2		1	1		2	4							41
HAVC 141K	Activst Art 1960 On	T.J. Demos	2021 Winter Quarter	2210	N	15	15	18	7	8	4	1	1					3	11	3				1		87
HAVC 143F	Memory in Architecture	Albert Narath	2021 Winter Quarter	2210	N	8	8	7	2	1	2	1							3	3						35
HAVC 157B	Italian Renaissance	Allan Langdale	2021 Winter Quarter	2210	N		5	13	4	3	2	1					1	2	2					1		34
HAVC 160A	Visual Cltr: Mexico	Carolyn Dean	2021 Winter Quarter	2210	N	1	8	10	7	6	4	7	3	1	2	1		5	8	3				2		68
HAVC 162A	Adv Studies:The Maya	Carolyn Dean	2021 Winter Quarter	2210	N	2	6	3	4	1	3	5	2		1			7	3	1				2		40
HAVC 185	Art and Community	Stacy L Kamehiro	2021 Winter Quarter	2210	N		1	7	4	1	1	1							4					1		20
HEBR 2	Hebrew: First Year	Galia Stein-Rosen	2021 Winter Quarter	2210	N	2	5	1					1						1							10
HIS 2A	The World to 1500	Edward G Smyth IV	2021 Winter Quarter	2210	N	10	17	21	9	17	12	1	5			3		3	13	2				2		115
HIS 10B	US Hist 1877-1977	Matthew Lasar	2021 Winter Quarter	2210	N	7	70	75	19	10	2	2	1	1			1	3	29	3				2		225
HIS 40A	Early Mod East Asia	Minghui Hu	2021 Winter Quarter	2210	N		9	10	2	5	4	3	4						13	5				2		57
HIS 58	Hist Mod Mediterranean	Muriam H. Davis	2021 Winter Quarter	2210	N	2	28	34	21	4	2	2	1					1	19	2				3		119
HIS 59	Hist Eng Language	Charles W Hedrick	2021 Winter Quarter	2210	N	2	22	21	17	15	11	5	7	1		2	1	17	26	19				7		173
HIS 70A	ModEurope1500-1815	Benjamin Patrick Breen	2021 Winter Quarter	2210	N	2	47	21	7	9	4		2					8	10	5				2		117
HIS 74B	Intro Jews & Muslims	Alma Heckman	2021 Winter Quarter	2210	N	3	9	6	6	6	3	1					1	3	7	3				7		55
HIS 100	His Skills & Methds	Catherine A Jones	2021 Winter Quarter	2210	N	1	5	4	5	3	4		1					1	1	2				1		28
HIS 101F	Global Environment His	Minghui Hu	2021 Winter Quarter	2210	N		2		1	2	3	1	2		1	1		4	5					3		25
HIS 104C	Am Ind Hist On Film	Edward G Smyth IV	2021 Winter Quarter	2210	N	4	6	5	1	7	6	4	2		1			3	4	6				1		50
HIS 105	Nations&Nationalism	Kiva Rafael Silver	2021 Winter Quarter	2210	N		33	8	4	3	1	1						3	2	1				2		58
HIS 124A	Panama Canal U.S. Emp	Aims McGuinness	2021 Winter Quarter	2210	N		30			1	1					1			1							34
HIS 128	Chicana/o History	Grace P. Delgado	2021 Winter Quarter	2210	N	3	22	8	7	3	2		1			1		3	4	1				2		57
HIS 130	His of Modern Cuba	Maria E Diaz	2021 Winter Quarter	2210	N		5	3	2	4	1		1					1	1	3				3		24
HIS 141A	China:10C Bce-6C Ce	Christopher L Connery	2021 Winter Quarter	2210	Y	2	1	1	1	1			1					1	2							10
HIS 143B	His Philp 1815-Present	Kathleen Gutierrez	2021 Winter Quarter	2210	N	1	7	7		8	3	1	3					1	3	2				1		37
HIS 149	Plants, People SE Asia	Kathleen Gutierrez	2021 Winter Quarter	2210	N	2	7	9	4		2	1	2	1		1			3					1		33
HIS 161B	Topics in Roman His	Mark J Pawlowski	2021 Winter Quarter	2210	N	4	5		6	6	2	2	5		1				4					1		36
HIS 167A	The First World War	Bruce A Thompson	2021 Winter Quarter	2210	N	6	13	14	6	3	2	1	1					3	7	1	1					58
HIS 185O	Holocaust&ArabWorld	Alma Heckman	2021 Winter Quarter	2210	N	4	4	1	6	1	2	1						1	6	4				4		34
HIS 189	Digital History	Elaine A. Sullivan	2021 Winter Quarter	2210	N	2	6	3	2	1	1													1		16
HIS 190U	Power, Culture, FBI	Matthew Lasar	2021 Winter Quarter	2210	N		9	7		3									1							20
HIS 196E	Modern Irish Histry	Bruce A Thompson	2021 Winter Quarter	2210	N	8	6	4		1											1					20
HISC 80S	War and the Media	Isaac Samuel Blacksin	2021 Winter Quarter	2210	N	2	44	23	16	7	2							4	21	1				1		121
HISC 104	Political Writing	Melody Jessica Nixon	2021 Winter Quarter	2210	N	1	7	7	3		1		2					2	5	1						29
HISC 105	Antisocial Media	Adrian Jay Drummond-Cole	2021 Winter Quarter	2210	N	8	13	16	5	7			2					2	1							54
HISC 166	Race Science Hum	Rasmus G Winther	2021 Winter Quarter	2210	N	2	10	3	6	6	1															28
HISC 169	Blue Humanities	Rasmus G Winther	2021 Winter Quarter	2210	N	3	10	2	1																	16
ITAL 1A	Italian: Accel	Maria A. Prencipe	2021 Winter Quarter	2210	N		5	5	1	1	2	1	1					1		1						18
ITAL 2	Italian: First Year	Giulia Centineo	2021 Winter Quarter	2210	N		1	2	2			1	1			1			2							10
ITAL 2	Italian: First Year	Giulia Centineo	2021 Winter Quarter	2210	N		3	1	2	2	1	2	3						4		1					19
ITAL 5	Italian: Second Year	Maria A. Prencipe	2021 Winter Quarter	2210	N		3	3	3		1								1		1			1		13
ITAL 80	Italian/Film	Giulia Centineo	2021 Winter Quarter	2210	N	1	4	2	4	3	2					1			4	2						23
JAPN 2	Japanese: First Year	Sakae Fujita	2021 Winter Quarter	2210	N	1	4	1	6	1		1		1		1		1	2	3						22
JAPN 2	Japanese: First Year	Naoko Matsuo	2021 Winter Quarter	2210	N		7	1	1	3	3			1				2	4	1						23
JAPN 2	Japanese: First Year	Naoko Yamamoto	2021 Winter Quarter	2210	N		4	1	3	2	1			2		1			5	2				1		22
JAPN 2	Japanese: First Year	Keiko Yukawa	2021 Winter Quarter	2210	N	1	7	2		4	6			1					2	1				1		25
JAPN 2	Japanese: First Year	Naoko Matsuo	2021 Winter Quarter	2210	N	2	8	1	7	2	2								2							24
