Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
ANTH 184	Zooarchaeology	Erendira M Quintana Morales	2021 Winter Quarter	2210	Y	16	7	12	1	3	1	1	1	1			1	1		2				1		48
ANTH 196U	Historical Anthro	Tsim D Schneider	2021 Winter Quarter	2210	N	8	6		1									1								16
APLX 80	Intro Applied Ling	Zsuzsanna Abrams	2021 Winter Quarter	2210	N	9	11	7	2	2	2	1						3	2	1						40
APLX 101	L2 Acquisition	Eve C Zyzik	2021 Winter Quarter	2210	N	1	17	7	1	4			2											3		35
APLX 102	Bilingualism	Mark Amengual	2021 Winter Quarter	2210	N	3	12	7		1	1		3					2						1		30
ARBC 2	Arabic: First Year	Abdelkader Berrahmoun	2021 Winter Quarter	2210	N		15	1											1		4	1				22
ART 10D	2D Foundation	Sarah Sanford	2021 Winter Quarter	2210	N	7	52	56	20	23	3	2	4			2		2	12	1				2		186
ART 20H	Intro Sculpt/Public	Sean M Monaghan	2021 Winter Quarter	2210	N		6	5	9	1	1															22
ART 20J	Intro Draw/Paint	Melissa Gwyn	2021 Winter Quarter	2210	N		18	3	2	1																24
ART 80T	Digital Tools Art	Kristen Ling Gillette	2021 Winter Quarter	2210	N	10	215	51	23	13	22	1	8					13	13	7				2		378
ART 80T	Digital Tools Art	Kristen Ling Gillette	2021 Winter Quarter	2210	N	1	11		1										2					8		23
ART 101	Computer Prog Arts	Wes Modes	2021 Winter Quarter	2210	N		39	15	6		1		2						16	2						81
ART 106E	3D Model Animation	Elliot W Anderson	2021 Winter Quarter	2210	N		15	3										2		1				2		23
ART 119	Spec Topics Drawing	Sarah Sanford	2021 Winter Quarter	2210	N		8	5	2		1								1							17
ART 125	Enviro Art Studio	Jorge Mascarenhas Menna Barreto	2021 Winter Quarter	2210	N	8	9		3			1														21
ART 138	Facture and Meaning	Melissa Gwyn	2021 Winter Quarter	2210	N		12	5											1							18
ART 153	Still to Moving	Yolande Constance Harris	2021 Winter Quarter	2210	N	3	3	1	1	1			1	1					1	1						13
ART 156	Project Devlop Photo	Kathleen Chris Perry	2021 Winter Quarter	2210	N		9	2																		11
ART 161B	Relief Mix Med Print	Jimin Lee	2021 Winter Quarter	2210	N	3	7	3																		13
ART 166	Art of Bookmaking	Kathleen Chris Perry	2021 Winter Quarter	2210	N		5	9	2	4	2													1		23
ART 181	Art Power & Politics	Wendy Dee Hibbert-Jones	2021 Winter Quarter	2210	N	3	3	1	2	1		2														12
ART 182	Materiality of Color	Laurie Palmer	2021 Winter Quarter	2210	N		21			2									1							24
ART 190A	Writing for Artists	Laurie Palmer	2021 Winter Quarter	2210	N		42	24	10	2			1					1	5	1				3		89
ARTG 80H	Crit His Digital Games	Zoe Sandoval	2021 Winter Quarter	2210	N	52	86	42	6	5	1		2			1		1	3	1				1		201
ARTG 118	Char Creation in Games	Eduard Joseph Gregor	2021 Winter Quarter	2210	N	5	27	12		3			2					2	1							52
ARTG 131	3D Game Art Prod	Mirek James Stolee	2021 Winter Quarter	2210	N	2	7	9	4	1	1	1						1	1					1		28
ARTG 134	Spectacular Play	A.M. Darke	2021 Winter Quarter	2210	N	2	9	8												1				1		21
ARTG 137	Tabletop RPG Design	Elizabeth A Swensen	2021 Winter Quarter	2210	N	3	18	2	1										1							25
ARTG 171	Game Design II	Elizabeth A Swensen; Matthew R.F. Balousek	2021 Winter Quarter	2210	N	62	38																			100
ASTR 1	The Cosmos	Nia Imara; Puragra Guha Thakurta	2021 Winter Quarter	2210	N	32	53	43	22	27	11	4	13	1	2	3	2	4	8	5				2		232
ASTR 6	Space-Age Solr Sysm	Graeme H Smith	2021 Winter Quarter	2210	N	37	71	29	15	14	6	4	7	1				3	27	1						215
ASTR 8	Astro Data	Jonathan J Fortney	2021 Winter Quarter	2210	N		27	3		3								2								35
ASTR 8	Astro Data	Constance Mary Rockosi	2021 Winter Quarter	2210	N		7	2	2	4			2					1		1				1		20
ASTR 113	Intro Cosmology	Piero Madau	2021 Winter Quarter	2210	N	1	3	3	2	4		4	2											1		20
ASTR 119	Intro Sci Computing	Naor Movshovitz	2021 Winter Quarter	2210	N	5	5		1	6	1		1			2		8		3				2		34
ASTR 220A	Stars and Planets I	Ryan Joseph Foley	2021 Winter Quarter	2210	N	5	4	2	2	2																15
BIOC 100B	Biochemistry	William G Scott	2021 Winter Quarter	2210	N		156	5		5			3			1		3						1		174
BIOC 163B	Bioc Thermodynamics	Glenn L Millhauser	2021 Winter Quarter	2210	N	6	18	7	5	12	4	1	1			3										57
BIOE 19	Biodiversity	Beth Alison Shapiro	2021 Winter Quarter	2210	N	1	10	6	4	4		3				1		4	2	1				3		39
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2021 Winter Quarter	2210	N		132	28	13	9	2	3	2					2		1				2		194
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2021 Winter Quarter	2210	N		38	2	2			1					1	1								45
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2021 Winter Quarter	2210	N	6	12	18	16	48	22	29	36		1	6		9	9	4				3		219
BIOE 107	Ecology	Bruce E Lyon	2021 Winter Quarter	2210	N	7	17	8	11	21	8	16	6			4		4	1	2				2		107
BIOE 108	Marine Ecology	Mark H Carr	2021 Winter Quarter	2210	Y	6	15	10	14	19	14		7					1		2				2		90
BIOE 109	Evolution	Grant Pogson	2021 Winter Quarter	2210	N	10	37	16	14	26	13	1	5					2	1	1				2		128
BIOE 117	Botany Flower Plnts	Julia Gardner Harencár; Kathleen M Kay	2021 Winter Quarter	2210	N	12	11	7	5	7	1	3	3			1		1						1		52
BIOE 117L	Systemtc Botany Lab	Kathleen M Kay	2021 Winter Quarter	2210	N	10	6	3	3	5	2															29
BIOE 117L	Systemtc Botany Lab	Kathleen M Kay	2021 Winter Quarter	2210	N	4	6	4	1	3	1						1	2						1		23
BIOE 122	Invertebrat Zoology	Baldo Branimir Marinovic	2021 Winter Quarter	2210	N	4	16	11	13	15	13	14	4					2	2					2		96
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2021 Winter Quarter	2210	N	3	5	7	3	2			1					1						1		23
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2021 Winter Quarter	2210	N	3	6	7	3			1	2					1						1		24
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2021 Winter Quarter	2210	N	9	8	3	3	1																24
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2021 Winter Quarter	2210	N	4	10	3	3		1	1	1					1								24
BIOE 125	Ecosystems of Calif	Erika S Zavaleta	2021 Winter Quarter	2210	Y	6	7	1	2	2	1	1						4	1	2						27
BIOE 131	Animal Physiology	Rita Mehta; Terrie M Williams	2021 Winter Quarter	2210	N	1	91	7	1	4		2	1					2		2						111
BIOE 131L	Animal Physiolo Lab	Rita Mehta; Terrie M Williams	2021 Winter Quarter	2210	N	8	10	4	1					1												24
BIOE 131L	Animal Physiolo Lab	Rita Mehta; Terrie M Williams	2021 Winter Quarter	2210	N		7	10	1		2															20
BIOE 131L	Animal Physiolo Lab	Rita Mehta; Terrie M Williams	2021 Winter Quarter	2210	N	12	2	1			1															16
BIOE 141L	Behav Ecol Fld Crs	Barry R Sinervo; Bruce E Lyon	2021 Winter Quarter	2210	N	2	5	2	2	5		2						1	1							20
BIOE 163	Reef/Mangrv/Seagras	Donald C Potts	2021 Winter Quarter	2210	N	3	4	5	4	5	2	2	2	1				1		1						30
BIOE 163L	Reef/Mangr Eco Lab	Donald C Potts	2021 Winter Quarter	2210	N	7	7	2	4	4	2		2					1		1						30
BIOL 15	Research Reports	Alan Mark Zahler	2021 Winter Quarter	2210	N		9												3							12
BIOL 20A	Cell & Molecular Bi	Jeremy C Lee	2021 Winter Quarter	2210	N	2	15	24	22	24	27	17	58			20		17	1	9				3		239
BIOL 20L	Experimental Lab	James A Shanks	2021 Winter Quarter	2210	N	23	78	42	15	19	8	6	4			2		1								198
BIOL 86	Research Deconstruct	Susan Carpenter	2021 Winter Quarter	2210	N	5	20			1																26
BIOL 100	Biochemistry	Jeremy C Lee	2021 Winter Quarter	2210	N	1	22	27	40	39	28	26	55			14		18	1	3				4		278
BIOL 101L	Molecular Bio Lab	James A Shanks	2021 Winter Quarter	2210	N	9	35	22	19	12	9	9	10			2		2		1				2		132
BIOL 104L	Corona Bioinform Lab	Guido Bordignon	2021 Winter Quarter	2210	N	14	76		20	17		1	4													132
BIOL 105	Genetics	Rohinton T Kamakaka	2021 Winter Quarter	2210	N	11	17	20	16	13	26	27	35			18		15	1	4				8		211
BIOL 110	Cell Biology	Zhu Wang	2021 Winter Quarter	2210	N	3	18	11	18	33	11	7	41	5		5		3		2				1		158
BIOL 111A	Immunology I	Susan Carpenter	2021 Winter Quarter	2210	N	6	25	6	6	18		1	2							1	1			1		67
BIOL 112	Virology	Martha C Zuniga	2021 Winter Quarter	2210	N	2	5	6	1		2															16
BIOL 115	Eukaryotc Molec Bio	Hanns Hinrich Boeger	2021 Winter Quarter	2210	N	2	4	8	38	7	13	6	11											2		91
BIOL 117	Neglected Diseases	William Sullivan	2021 Winter Quarter	2210	N	3	36	25	2	19			1			1										87
BIOL 125	Intro to Neurosci	Euiseok Kim	2021 Winter Quarter	2210	N	1	4	12	10	8	5	12	9			2			5					3		71
BIOL 130	Human Physiology	Giulia Jale Gurun Gurun	2021 Winter Quarter	2210	N	2	14	14	15	19	16	4	10		1	1	1	5	7	5				11		125
BIOL 130L	Human Physiology Lab	Giulia Jale Gurun Gurun	2021 Winter Quarter	2210	N		4	8	5	19	15		7				1	2	3	3				4		71
BIOL 189W	Human Biology DC	Martha C Zuniga	2021 Winter Quarter	2210	N		3	9		1	4															17
BIOL 189W	Human Biology DC	Jeremy Earl Kreher	2021 Winter Quarter	2210	N	10	38	43	28	15	6	3				1								2		146
BIOL 200F	Logic Sci Discovery	Bin Chen; Victoria A Stone	2021 Winter Quarter	2210	N		33														2					35
BIOL 215	MCD Biostatistics	Joshua A Arribere	2021 Winter Quarter	2210	N		7			7																14
BME 5	Intro to Biotech	Wendy Faye Rothwell	2021 Winter Quarter	2210	N	1	15	2	2	9	1	5	1					2	7	4				2		51
BME 51A	Appl Electronics 1	Kevin Karplus	2021 Winter Quarter	2210	N				2	4	11	9	9											1		36
BME 80H	The Human Genome	Wendy Faye Rothwell	2021 Winter Quarter	2210	N	1	16	1	1	10	2	4	2						3	1				1		42
BME 110	Comp Bio Tools	Daniel Kim	2021 Winter Quarter	2210	N	25	11	15	5	4	3	2	3	2										2		72
BME 128	Protein Engineering	Rebecca M Dubois	2021 Winter Quarter	2210	N	2	5	2	5	1	1	3		1				1	2	2	2			1		28
BME 129B	Design/Implement BME	Mark A Akeson	2021 Winter Quarter	2210	N		1	6	2	4	5	1														19
BME 160	ResBioProgramming	David Lee Bernick	2021 Winter Quarter	2210	N	5	23	13	7	3	5	2	2		1	1		5	5	2	1	1		7		83
BME 178	Stem Cell Biology	Camilla E Forsberg	2021 Winter Quarter	2210	Y	1	4		8	7	1	1							3							25
BME 201	Scientific Writing	Joshua M Stuart	2021 Winter Quarter	2210	N	3	1	1		1											8					14
BME 230A	Intro Comp Genomics	Benedict John Paten; Joshua M Stuart	2021 Winter Quarter	2210	N	4	6	4	3	4	1	2	2					1			6					33
BME 280B	Bioinform/Bioeng Sem	Ali Shariati	2021 Winter Quarter	2210	N			1											4		21	2				28
BME 281J	Seminar in Genomics	Benedict John Paten	2021 Winter Quarter	2210	N		2														9					11
BME 281N	Transcriptomics	Angela Brooks	2021 Winter Quarter	2210	N		4														8					12
CHEM 1A	General Chemistry	Seth M Rubin	2021 Winter Quarter	2210	N	6	34	17	45	40	49	37	82	26		22		26	9	12	1			9		415
CHEM 1B	General Chemistry	William G Scott	2021 Winter Quarter	2210	N		345	12	8	37	4	1	15			2		9	1	3				2		439
CHEM 1C	General Chemistry	Peter Scott Weiss	2021 Winter Quarter	2210	N	55	60	34	28	22	13	9	12					6	1	3						243
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2021 Winter Quarter	2210	N		212	16	6	11	2	2	3			1		4	2	3				4		266
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2021 Winter Quarter	2210	N		182	13	8	9	4	1	1						1	1				1		221
CHEM 8A	Organic Chemistry	Robert Scott Lokey	2021 Winter Quarter	2210	N	13	35	64	24	53	29	7	9			3		3	1	1				2		244
CHEM 8B	Organic Chemistry	Rebecca Braslau	2021 Winter Quarter	2210	N	17	32	21	10	27	18	7	24	5		5		32		22				12		232
CHEM 8L	Organic Chem Lab	Caitlin Maria Binder	2021 Winter Quarter	2210	N	17	138	26	8	6	1	1				1		4	1	1				1		205
CHEM 8M	Organic Chem Lab	Caitlin Maria Binder	2021 Winter Quarter	2210	N	21	117	26	8	8			1					2		1				3		187
CHEM 144	Organic Synthesis	Bakthan Singaram	2021 Winter Quarter	2210	N		3	5		2	2	2								1	1					16
CHEM 151A	Chemistry of Metals	Scott R Oliver	2021 Winter Quarter	2210	N	12	14	16	5	9	9		3			1		1								70
CHEM 151L	Inorganic Lab	Scott R Oliver	2021 Winter Quarter	2210	N	32	17	7	3	4	1	1	2					3								70
CHEM 163B	Chem Thermodynamics	Shaowei Chen	2021 Winter Quarter	2210	N	2	19	22	16	4	7	1		1										1		73
CHEM 164	Physical Chem Lab	Yat Li	2021 Winter Quarter	2210	N	3	12	12	5	4	3	2	3					2								46
CHEM 200B	Adv Macro Structr	Sarah Loerch	2021 Winter Quarter	2210	N	2	3	1	1		1					1					1					10
CHIN 2	Chinese: First Year	Jing Wu	2021 Winter Quarter	2210	N	4	16			1			2					1	1							25
CHIN 2	Chinese: First Year	Jing Wu	2021 Winter Quarter	2210	N	2	15			5								1	1		1					25
CHIN 5	Chinese: Second Year	Ting-Ting Wu	2021 Winter Quarter	2210	N	13	3	1		4	1		1													23
CHIN 107	Chinese: Classical Prose	Ting-Ting Wu	2021 Winter Quarter	2210	N	13	10	3		1	2	1							1							31
CHIN 107	Chinese: Classical Prose	Ting-Ting Wu	2021 Winter Quarter	2210	N	8	16	1		2								1								28
CLNI 1	ALE:Intl/Global Persp	Remy Franklin	2021 Winter Quarter	2210	N		1	2		2	1	2		1		1	1	14	1					2		28
CLNI 85	Global Action	Erin S Ramsden	2021 Winter Quarter	2210	N	2	16	3	1				1						1							24
CLNI 85	Global Action	Erin S Ramsden	2021 Winter Quarter	2210	N		21												2							23
CLNI 85	Global Action	Erin S Ramsden	2021 Winter Quarter	2210	N	6	12	2	1										1							22
CLNI 85	Global Action	Erin S Ramsden	2021 Winter Quarter	2210	N		18	2											3					1		24
CLTE 35	Knowledge For Justice	Robert D Majzler	2021 Winter Quarter	2210	N	1	18	2		1								1	1							24
CMMU 20	Media/Social Movements	Rachel A Goodman	2021 Winter Quarter	2210	N	6	17	6	7	1	2	3	3			2			3	3				2		55
CMMU 101	Soc Mvmts/3rd Sectr	Lani Hanna	2021 Winter Quarter	2210	N	16	12	1	7	7																43
CMMU 107	Analys Fld Material	Andrea Steiner	2021 Winter Quarter	2210	N	7	8	5	3	3	1	1														28
CMMU 141	Political Justice	Neva Walker	2021 Winter Quarter	2210	N		8	1	3		2		1	1												16
CMMU 165	CommunityGlobalHealth	Andrea Steiner	2021 Winter Quarter	2210	N	2	16	5	3	3	1	1														31
CMMU 186	FoodAgri/Soc	Antonio Roman-Alcala	2021 Winter Quarter	2210	N	3	5		3	4	3			1					2					1		22
CMPM 26	3D Animation	Christopher Yonge	2021 Winter Quarter	2210	N	10	14	1		4	3							2	7	2						43
CMPM 80A	Accessible Games	Jared Scott Duval	2021 Winter Quarter	2210	N	2	38	18	4	4	4	1	2	3	1	1		1	5	1						85
CMPM 80K	FoundationsGameDesgn	Jim Whitehead	2021 Winter Quarter	2210	N	127	113	32	5	7	7	1	3	1	1			2	10	2				1		312
CMPM 147	Generative Design	Adam Marshall Smith	2021 Winter Quarter	2210	N	8	7	9	4	7	2							2	3					2		44
CMPM 148	Interactive Story	Michael J Mateas	2021 Winter Quarter	2210	N	3	15	24	12	5	3	3	4						6	3						78
CMPM 150	Digital Audio	Nathan Altice	2021 Winter Quarter	2210	N	8	13	24	8	7	4								3	2						69
CMPM 151	Algorithmic Music	Brian M Hansen	2021 Winter Quarter	2210	N	3	33	3	1	4	5	5	1						5	1				1		62
CMPM 163	Game Graphics	Oskar Elek	2021 Winter Quarter	2210	N	15	14	3	1	3	2	1						2	2	1						44
CMPM 171	Game Design II	Tad Ander Leckman	2021 Winter Quarter	2210	N	37	28																			65
CMPM 171	Game Design II	Max Kreminski; Tad Ander Leckman	2021 Winter Quarter	2210	N	12	15																			27
CMPM 176	Game Systems	Tad Ander Leckman	2021 Winter Quarter	2210	N	1	44	37	10	8	2		1	1					7	1						112
CMPM 178	Design Research	Sri H Kurniawan	2021 Winter Quarter	2210	N	3	71	13	4		4													1		96
CMPM 297A	Ind Stu or Research	Michael B John	2021 Winter Quarter	2210	N		3														9					12
COWL 11B	Leader Network	Miranda Allen-Brower	2021 Winter Quarter	2210	N	3	9	6	1	3									2							24
COWL 52	Personal Finance	Patricia M Kelly	2021 Winter Quarter	2210	N	62	140	37	26	19	9	5	8			3		12	32	4				6		363
COWL 52	Personal Finance	Patricia M Kelly	2021 Winter Quarter	2210	N	8	16	2	1			1						3	4	1				1		37
COWL 65	Meaning Paradox Love	Addi Somekh	2021 Winter Quarter	2210	N	4	54						1					1	1							61
COWL 111	Mock Trial Workshop	Caitlin Marie Stinneford	2021 Winter Quarter	2210	N	8	25	1	1		1			1					2							39
COWL 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2021 Winter Quarter	2210	Y	6	22	2				1	1						2							34
COWL 168	Social Change	Caitlin Marie Stinneford	2021 Winter Quarter	2210	N	7	64	6	3			1	1	1					3							86
CRES 70S	Intro to the Sikhs	Talib Ali Jabbar	2021 Winter Quarter	2210	N	3	12	9	3	4	4								2							37
CRES 94	Group Tutorial	Christine Hong	2021 Winter Quarter	2210	N		1	1											8							10
CRES 100	Comparative Theories	Neel K Ahuja	2021 Winter Quarter	2210	N		13	14	8	3	3							2	7					7		57
CRES 112	AsianAm Enviro Justice	Danielle Brianna Crawford	2021 Winter Quarter	2210	N	8	9	7			2		1					1	3	2						33
CRES 119	Indigenous Feminisms	Caitlin A Keliiaa	2021 Winter Quarter	2210	Y	1	4	5										1	3					1		15
CRES 188B	Black Studies Topics	Theresa Hice-Fromille	2021 Winter Quarter	2210	N	7	13	1	2	1			1			2		1	2	3				1		34
CRSN 10	Academic Success	Lindsay Elizabeth Knisely	2021 Winter Quarter	2210	Y		4	3	1			1	1			1			1							12
CRSN 15	STEM Jump Start	Stella Hein	2021 Winter Quarter	2210	N		16			3						1		4	1					1		26
CRSN 20G	PeregrFalconsReturn	Glenn Roy Stewart	2021 Winter Quarter	2210	N	28	16			6			2					1	3	1						57
CRSN 55	Service Learning	Susan Allen Watrous	2021 Winter Quarter	2210	N		12	8	2	1									1							24
CRSN 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2021 Winter Quarter	2210	Y	6	20	3	1		1		1						6							38
CRSN 151A	Sustain Praxis	Kristen Kusic Heady	2021 Winter Quarter	2210	N	3	9			2									2							16
CRWN 1	ALE:Emerging Tech	Marilyn Dilworth Patton	2021 Winter Quarter	2210	N	8	11	1	3	2	1		1					1		1						29
CRWN 70	Intro to Radio	Shay Leigh Stoklos	2021 Winter Quarter	2210	N	5	3	1											2							11
CRWN 90	EntrepreneurshipAcad	Nada Miljkovic	2021 Winter Quarter	2210	N	7	15		1										2	1						26
CRWN 95	Business Assistance	Nada Miljkovic	2021 Winter Quarter	2210	N	8	2	2										1						1		14
CRWN 96	Digital Theater WS	Abel Cornejo	2021 Winter Quarter	2210	N	5	11			1			1						2	1						21
CRWN 97A	Applied Ethics	Linda MacDonald Glenn	2021 Winter Quarter	2210	N	2	10	6	2	8		2	1													31
CRWN 98	Podcasting	Nada Miljkovic	2021 Winter Quarter	2210	N	26	9	1											4							40
CRWN 185	Career&Internship	Christina Mosteller Hall	2021 Winter Quarter	2210	N	75	9	2		3	1	2							7	1						100
CSE 3	Personal Computers	Gerald Bennett Moulds	2021 Winter Quarter	2210	N		296		14	15		1	1					4	9	1				6		347
CSE 12	Com Sys/Assmbly Lan	Sagnik Nath	2021 Winter Quarter	2210	N	50	140	35	41	64	13	13	20	2	4	5	1	16	1	22				11		438
CSE 12L	Comp Sys/Lang Lab	Sagnik Nath	2021 Winter Quarter	2210	N	50	140	35	41	64	13	13	20	2	4	5	1	18	1	20				11		438
CSE 13E	Embedded Systems&C	Maxwell James Dunne	2021 Winter Quarter	2210	N	4	13	6	9	23	7	9	14			6		10	1	10				6		118
CSE 13S	Comp Sys and C Prog	Darrell D. E. Long	2021 Winter Quarter	2210	N	4	20		43	36		20	12	11		1		8	1	12				24		192
CSE 16	Appl Discrete Math	Alvaro A Cardenas	2021 Winter Quarter	2210	N	31	75	44	17	40	15	7	21	3		2		3	2	2				2		264
CSE 20	Beginning Python	Tracy Larrabee	2021 Winter Quarter	2210	N	36	94	7	14	11	2	1	5	4		1		2	4	2				3		186
CSE 20	Beginning Python	Benedict John Paten	2021 Winter Quarter	2210	N	59	42	16	21	22	9	6	4	2	3			4	20	5				8		221
CSE 20	Beginning Python	Larissa A Munishkina	2021 Winter Quarter	2210	N	49	45	19	16	17	8	4	12		2	2	14	13	5	8	1			5		220
CSE 30	Prog Abs Python	Luca De Alfaro	2021 Winter Quarter	2210	N	34	285	50	21	19	11	5	9			2		9	5	12				8		470
CSE 50	Business Inf System	John T Musacchio	2021 Winter Quarter	2210	N	1	63	5	15	15	4	3	2					4	13	2				1		128
CSE 58	Analysis And Design	Paul Hubert Francis Vroomen	2021 Winter Quarter	2210	N	11	26	38	28	25	17	6	6	2	1	1	1	1	5	1						169
CSE 80C	Starting New Tech	David Lee	2021 Winter Quarter	2210	N	5	9		2	1			2		1				1							21
CSE 80N	Intro to Networking	Richard Michael Jude Graziani	2021 Winter Quarter	2210	N	63	45	9	2	9	1		7					2	3	1				1		143
CSE 100	Logic Design	Martine Schlag	2021 Winter Quarter	2210	N	9	23	7	6	16	2		5			2				3				7		80
CSE 100L	Logic Design Lab	Martine Schlag	2021 Winter Quarter	2210	N	9	23	7	6	16	2		5			3		1		1				9		82
CSE 101	Data Structs & Algs	James Edward Davis	2021 Winter Quarter	2210	N	58	13	27	11	37	5		12					9		7				6		185
CSE 101	Data Structs & Algs	Patrick Tantalo	2021 Winter Quarter	2210	N	24	37	18	14	13	18	9	9	1			1	6		8				12		170
CSE 102	Intro Algorthm Anyl	Daniel Fremont	2021 Winter Quarter	2210	N	1	8	11	26	21	16	14	17			1		3	2	3				10		133
CSE 102	Intro Algorthm Anyl	David Lee Martin	2021 Winter Quarter	2210	N	4	12	15	14	21	11	14	11		1	3		1	2	2				5		116
CSE 103	Computational Models	Delbert Dean Bailey	2021 Winter Quarter	2210	N		22			85			65			11		6	2	2				3		196
CSE 107	Probability/Stats	Allen Van Gelder	2021 Winter Quarter	2210	N	55	18	11	12	13	6	3	4					8		1						131
CSE 111	Adv Programming	Wesley F Mackey	2021 Winter Quarter	2210	N	20	23	17	14	16	2	5	2		2	1		4	1	3				19		129
CSE 112	Compar Prog Lang	Wesley F Mackey	2021 Winter Quarter	2210	N	28	42	57	16	15	10	3	2		2	3	2	4		2				13		199
CSE 115A	Intro Software Eng	Richard K Jullig	2021 Winter Quarter	2210	N	22	47	8	3									1								81
CSE 115B	Software Design Pro	Richard K Jullig	2021 Winter Quarter	2210	N	7	14																			21
CSE 120	Computer Architect	Heiner Litz	2021 Winter Quarter	2210	N	5	21	34	52	36	39	23	14	8	2					2				1		237
CSE 122	Intro to VLSI	Sagnik Nath	2021 Winter Quarter	2210	Y		10	2	5	1	1	1						1						2		23
CSE 123A	Engr Design Proj I	David Charles Harrison	2021 Winter Quarter	2210	N		23	36	5																	64
CSE 130	Prin Comp Sys Dsgn	David Charles Harrison	2021 Winter Quarter	2210	N		13	30	58	43	24	19	15			3		42	1	5				7		260
CSE 140	Artif Intelligence	Lise Getoor	2021 Winter Quarter	2210	N	2	32	29	18	11	9	2		1				1	1	2				7		115
CSE 142	Machine Learning	Xin Wang	2021 Winter Quarter	2210	N	4	13	4	3	8	8	5	8	3		1	1	1	2	3				10		74
CSE 143	Natural Lang Process	Marilyn A Walker	2021 Winter Quarter	2210	N	4	7	4	2	8	1		2					1	1		2			3		35
CSE 144	Applied ML	Narges Norouzi	2021 Winter Quarter	2210	N	8	21	35	13	11	4	1	2				1	2	5	3				7		113
CSE 145	Intro to Data Mining	Yi Zhang	2021 Winter Quarter	2210	N	2	8	6	5	4	4		1		2		1	2						2		37
