Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
BIOE 112	Ornithology	Bruce E Lyon	2021 Fall Quarter	2218	N	1	11	1	2	8	2		1	1					1							28
BIOE 112L	Ornithology Field	Bruce E Lyon	2021 Fall Quarter	2218	N	9	11	1	3	1		1	1						1							28
BIOE 124	Mammalogy	Gizelle M Hurtado	2021 Fall Quarter	2218	N	17		2	1		2															22
BIOE 124L	Mammalogy Lab	Gizelle M Hurtado	2021 Fall Quarter	2218	N	9		6	3		1		3													22
BIOE 126	Biol Large Marine Vert	Roxanne Santina Beltran	2021 Fall Quarter	2218	N	8	30	7	2	3	6	1			1				2	1				1		62
BIOE 127	Ichthyology	Giacomo Bernardi	2021 Fall Quarter	2218	N	23	32	5	18	15	4	3	2			3										105
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2021 Fall Quarter	2218	N	16	3		3			2	1													25
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2021 Fall Quarter	2218	N	13	4	3	3	1	1	1														26
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2021 Fall Quarter	2218	N	13	3	2	3	2	1	1				1										26
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2021 Fall Quarter	2218	N	21	1	1	1		2		1			1										28
BIOE 134	Comparative Anatomy	Rita Mehta	2021 Fall Quarter	2218	N	3	18	15	6	9	1		2													54
BIOE 134L	Comparative Anatomy Lab	Rita Mehta	2021 Fall Quarter	2218	N		20	3	1		1															25
BIOE 134L	Comparative Anatomy Lab	Rita Mehta	2021 Fall Quarter	2218	N		14	8	3	3	1															29
BIOE 135	Plant Physiology	Jarmila Pittermann	2021 Fall Quarter	2218	N		20		4	6	5	2	1					1								39
BIOE 135L	Plant Physiology Lab	Jarmila Pittermann	2021 Fall Quarter	2218	N		11		2	3	2							1								19
BIOE 135L	Plant Physiology Lab	Jarmila Pittermann	2021 Fall Quarter	2218	N		3		9	3	4		1													20
BIOE 142L	Behavior in the Wild	Suzanne Henson Alonzo	2021 Fall Quarter	2218	N	5	12	1	4	1			1											1		25
BIOE 155	Freshwater Ecology	Eric P. Palkovacs	2021 Fall Quarter	2218	N	3	7	6	7	7	6	3	7	3				1		2						52
BIOE 159F	Global Change Ecology	Kristy Jean Kroeker	2021 Fall Quarter	2218	N	1	5	5	2	7	1			1		1		1								24
BIOE 161	Kelp Forest Ecology	Mark H Carr; Peter T Raimondi	2021 Fall Quarter	2218	N	5	5	4	4	8	1		1						1							29
BIOE 161L	Kelp Forest Eco Lab	Mark H Carr; Peter T Raimondi	2021 Fall Quarter	2218	N	5	6	4	4	8	1		1													29
BIOE 165	Marine Conserv Bio	Donald A Croll	2021 Fall Quarter	2218	N	2	21	20	8	2	3	1	2				2									61
BIOL 15	Research Reports	Alan Mark Zahler	2021 Fall Quarter	2218	N		12	3											1							16
BIOL 20A	Cell & Molecular Bi	John W Tamkun	2021 Fall Quarter	2218	N	4	39	5	11	44	29	78	39	21	1	21		16	4	13				7		332
BIOL 20L	Experimental Lab	James A Shanks	2021 Fall Quarter	2218	N	32	39	32	17	25	8	5	2			2		2	1	1				2		168
BIOL 80A	Female Physiology	Stella Villegas Amtmann	2021 Fall Quarter	2218	N	23	51	48	32	26	21	6	6	4		2		3	5	1						228
BIOL 89	Fdns4Global&CommHealth	Grant A Hartzog; William Sullivan	2021 Fall Quarter	2218	Y	10	22	6	6	2	1	1	1	1		1		1	1	4				1		58
BIOL 101	Molecular Biology	Carol Greider; Victoria A Stone	2021 Fall Quarter	2218	N	2	40	23	13	29	11	9	15	5	1		1	2		2				1		154
BIOL 101L	Molecular Bio Lab	Jeremy Earl Kreher	2021 Fall Quarter	2218	N	2	22	35	23	24	14	11	16			3		6						2		158
BIOL 104L	Corona Bioinform Lab	Jeremy Earl Kreher	2021 Fall Quarter	2218	N	1	2	1		7	1	1	5			1		1		1				1		22
BIOL 105	Genetics	Susan Strome	2021 Fall Quarter	2218	N	11	74	12	25	85	15	17	77			27		25	1	9				9		387
BIOL 107J	Synthetic Gene Reg I	Rohinton T Kamakaka	2021 Fall Quarter	2218	N	7	5	3	4	1																20
BIOL 109L	Yeast Molecular Gen	Giulia Jale Gurun Gurun	2021 Fall Quarter	2218	N	1	3	2	5	5	3		1													20
BIOL 110	Cell Biology	Guido Bordignon	2021 Fall Quarter	2218	N	14	126		16	51		5	14		1	2		1	1	1				1		233
BIOL 121L	Enviro Phage Bio Lab	James A Shanks	2021 Fall Quarter	2218	N	3	10	1	1	4																19
BIOL 125	Intro to Neurosci	James Ackman	2021 Fall Quarter	2218	N	10	53	19	12	12	3	1	2	1					1	1						115
BIOL 186L	Undergrad Rsrch MCD	Jeremy C Lee	2021 Fall Quarter	2218	Y	4	3	2		1																10
BIOL 189W	Human Biology DC	Martha C Zuniga	2021 Fall Quarter	2218	N	2	1	2	1	5		1														12
BIOL 189W	Human Biology DC	Hannah Marie Vicars	2021 Fall Quarter	2218	N	2	4	4	1	1		1						3						1		17
BIOL 200A	Critical Analysis	Carol Greider; Jordan Ward	2021 Fall Quarter	2218	N		15	2		1																18
BIOL 200E	Experimental Design	Needhi Bhalla	2021 Fall Quarter	2218	N		15	1													1					17
BME 5	Intro to Biotech	Wendy Faye Rothwell	2021 Fall Quarter	2218	N	1	21	4	3	9	7	7	4			1			8					1		66
BME 18	Sci Principles Life	David Haussler	2021 Fall Quarter	2218	N	11	5	6	9	7	1	3	3			2			7					1		55
BME 21L	Intro to Basic Lab	Nader Pourmand	2021 Fall Quarter	2218	N	10	9	7	5	6	1	1	2							1				2		44
BME 80G	Bioethics 21st Cent	Sandra Lyn Dreisbach	2021 Fall Quarter	2218	Y		79	11		2	2			1	1			7	4	1	3					111
BME 80H	The Human Genome	Christopher Vollmers; Richard Edward E Green	2021 Fall Quarter	2218	N	2	9	12	4	5	7	5	3	1				1	11	1				1		62
BME 110	Comp Bio Tools	Todd M.J. Lowe	2021 Fall Quarter	2218	N	4	8	10	3	7	2	2	6	1	3		1	2	1	1				4		55
BME 122H	Env Virology	David Lee Bernick	2021 Fall Quarter	2218	N	1	13		4	2									2							22
BME 129A	Project Des/Imp BME I	Mark A Akeson	2021 Fall Quarter	2218	N		1	3	6	5																15
BME 130	Genomes	Richard Edward E Green	2021 Fall Quarter	2218	N	1	9	1		5	1		4					1	1		1			2		26
BME 132	Evol Genomics	Maximilian Genetti	2021 Fall Quarter	2218	N	1	6	3	2	2	2									1				1		18
BME 140	Bioinstrumentation	Nader Pourmand	2021 Fall Quarter	2218	N	5	10	3		1																19
BME 185	Tech Writing Biomol	Joy Anna Hagen	2021 Fall Quarter	2218	N		11	3	3	1								2		2				1		23
BME 205	BioinfoModel/Algorthm	David Lee Bernick	2021 Fall Quarter	2218	N		24	4	5		3		1					2			7	1		1		48
BME 280B	Bioinform/Bioeng Sem	Angela Brooks	2021 Fall Quarter	2218	N														1		31	2				34
BME 281H	Sem Compar Genomics	David Haussler	2021 Fall Quarter	2218	N		1												1		7	1				10
CHEM 1A	General Chemistry	Aura Alegra Eroy-Reveles	2021 Fall Quarter	2218	N		37	7	8	5	2	3	1	1						1				3		68
CHEM 1A	General Chemistry	Aura Alegra Eroy-Reveles	2021 Fall Quarter	2218	N		338	29	43	41	15	28	28	5		9		30	8	13				11		598
CHEM 1B	General Chemistry	Geri Kerstiens	2021 Fall Quarter	2218	N		92	31	29	60	18	6	17	1		2		13	1	3						273
CHEM 1C	General Chemistry	Peter Scott Weiss	2021 Fall Quarter	2218	N	8	18	22	31	14	21	10	14			2		8						3		151
CHEM 1C	General Chemistry	Peter Scott Weiss	2021 Fall Quarter	2218	N		1	3	1	5	2	4	2													18
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2021 Fall Quarter	2218	N		116	6	4	6	4		6					5		3				3		153
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2021 Fall Quarter	2218	N		116	18	10	6	2	1	3											4		160
CHEM 8A	Organic Chemistry	Jevgenij Raskatov	2021 Fall Quarter	2218	N		98			193			100					57	4	14				9		475
CHEM 8L	Organic Chem Lab	Rachel Ann Snelling	2021 Fall Quarter	2218	N	119	96	27	9	3	2	3	6			1		5		3				3		277
CHEM 8L	Organic Chem Lab	Caitlin Maria Binder	2021 Fall Quarter	2218	N	11	67	16	1	6		1	1			1		3						1		108
CHEM 122	Instrumental Analys	Pradip Mascharak	2021 Fall Quarter	2218	N	3	5	4	4									1	1							18
CHEM 139	Chemical Prob Solving	Alex Ayzner	2021 Fall Quarter	2218	N		12	2	4	1	2								6					1		28
CHEM 143	Org Chem Structure	Bakthan Singaram	2021 Fall Quarter	2218	N		6	3	2	5	5	1														22
CHEM 146A	Adv Lab Organic	Caitlin Maria Binder	2021 Fall Quarter	2218	N	3	12		1				1					1								18
CHEM 163A	Quantum Mech & Spec	Yuan Ping	2021 Fall Quarter	2218	N	2	7	13	9	9	6	10	4	2	2	1										65
CHEM 200A	Adv Biophys Methods	Seth M Rubin	2021 Fall Quarter	2218	N		6	7	4												1					18
CHEM 268	Solid State Chem	Yat Li	2021 Fall Quarter	2218	N		3	2	3	2									1							11
CHEM 271	Chemical Biology	Shaun M Mckinnie	2021 Fall Quarter	2218	Y	2	10	2																		14
CHIN 1	Chinese: First Year	Zheng Wen	2021 Fall Quarter	2218	N	3	8	2		2					1	1		1	3	1				4		26
CHIN 1	Chinese: First Year	Zheng Wen	2021 Fall Quarter	2218	N	3	6	3	3	1	3		2		2		1	1		2						27
CHIN 1	Chinese: First Year	Elu (I Ju) Tu	2021 Fall Quarter	2218	N	4	3	1	1	1					1			1	1							13
CHIN 4	Chinese: Second Year	Ting-Ting Wu	2021 Fall Quarter	2218	N	3	5		2	1									2	1						14
CHIN 103	Advanced Chinese	Ting-Ting Wu	2021 Fall Quarter	2218	N	14	11	1		2																28
CHIN 103	Advanced Chinese	Ting-Ting Wu	2021 Fall Quarter	2218	N	15	5	3		1		2						2								28
CLNI 1	ALE:Intl/Global Persp	David M Lau	2021 Fall Quarter	2218	N	3	16	4			1		1	1				1								27
CLNI 1	ALE:Intl/Global Persp	Pamela Faye Rittelmeyer	2021 Fall Quarter	2218	N	12	11	1		2																26
CLNI 1	ALE:Intl/Global Persp	David M Lau	2021 Fall Quarter	2218	N	8	14	3		1									1							27
CLNI 1	ALE:Intl/Global Persp	Pamela Faye Rittelmeyer	2021 Fall Quarter	2218	N	13	6	2	1	2	1							1								26
CLNI 1	ALE:Intl/Global Persp	Emily Murai	2021 Fall Quarter	2218	N	2	15	7	1	2																27
CLNI 1	ALE:Intl/Global Persp	Emily Murai	2021 Fall Quarter	2218	N	4	14	3	1	2										1						25
CLNI 1	ALE:Intl/Global Persp	Amber Sylva	2021 Fall Quarter	2218	N	4	11	9	2	1																27
CLNI 1	ALE:Intl/Global Persp	Jeremy Gauger	2021 Fall Quarter	2218	N	4	18	3	2																	27
CLNI 1	ALE:Intl/Global Persp	David William Hammerbeck	2021 Fall Quarter	2218	N	3	12	2		6	2		1					1								27
CLNI 1	ALE:Intl/Global Persp	David William Hammerbeck	2021 Fall Quarter	2218	N		8	3		7	1		4			1			1					1		26
CLNI 1	ALE:Intl/Global Persp	M. W. Amarasiri de Silva	2021 Fall Quarter	2218	N	7	8	2	2	2			1						1							23
CLNI 1	ALE:Intl/Global Persp	M. W. Amarasiri de Silva	2021 Fall Quarter	2218	N	3	14	1	2	3	1		1											1		26
CLNI 1	ALE:Intl/Global Persp	Ajit Abraham	2021 Fall Quarter	2218	N		9	10	1	1	1															22
CLNI 1	ALE:Intl/Global Persp	Ajit Abraham	2021 Fall Quarter	2218	N		14	5		1	3	1														24
CLNI 1	ALE:Intl/Global Persp	Oscar Perea Rodriguez	2021 Fall Quarter	2218	N		1	14	6		1		1													23
CLNI 1	ALE:Intl/Global Persp	Oscar Perea Rodriguez	2021 Fall Quarter	2218	N		5	6	2	5	3							1								22
CLNI 1	ALE:Intl/Global Persp	Ceylan Cemali	2021 Fall Quarter	2218	N	10	9	4		1			1			1			1							27
CLNI 1	ALE:Intl/Global Persp	Remy Franklin	2021 Fall Quarter	2218	N	2	15	1	1																	19
CLNI 1	ALE:Intl/Global Persp	Remy Franklin	2021 Fall Quarter	2218	N	1	10	1										1								13
CLNI 60	Water Justice	Vivian Ruth Underhill	2021 Fall Quarter	2218	N	6	10	4											1							21
CLTE 1	ALE: Social Justice	Angela Renee Birts	2021 Fall Quarter	2218	N		16	8		2						1										27
CLTE 1	ALE: Social Justice	Angela Renee Birts	2021 Fall Quarter	2218	N		18	5	2	1																26
CLTE 1	ALE: Social Justice	Elliott Oakley	2021 Fall Quarter	2218	N		18	6	2			1														27
CLTE 1	ALE: Social Justice	Elliott Oakley	2021 Fall Quarter	2218	N		20	1	2	2		1						1								27
CLTE 1	ALE: Social Justice	Joshua D Brahinsky	2021 Fall Quarter	2218	N		11	3	8	2			2					1								27
CLTE 1	ALE: Social Justice	Joshua D Brahinsky	2021 Fall Quarter	2218	N	1	10	12	3				1													27
CLTE 1	ALE: Social Justice	Robert D Majzler	2021 Fall Quarter	2218	N	3	19	2	1	1								1								27
CLTE 1	ALE: Social Justice	Robert D Majzler	2021 Fall Quarter	2218	N		24	1	1	1																27
CLTE 1	ALE: Social Justice	Kathleen J Greaney	2021 Fall Quarter	2218	N	10	10	4	2																	26
CLTE 1	ALE: Social Justice	Ariel Robello	2021 Fall Quarter	2218	N		24											2								26
CLTE 1	ALE: Social Justice	Rachel A Goodman	2021 Fall Quarter	2218	N	4	7	3	5	1	3	1							2							26
CLTE 1	ALE: Social Justice	Rachel A Goodman	2021 Fall Quarter	2218	N	4	9	7	3	1	1		1													26
CLTE 1	ALE: Social Justice	Robert Foran	2021 Fall Quarter	2218	N	20	1	1		1		1		2				1								27
CLTE 1	ALE: Social Justice	Kendall Grady	2021 Fall Quarter	2218	N	4	17	3		2	1															27
CLTE 1	ALE: Social Justice	Robert Foran	2021 Fall Quarter	2218	N	15	2	5	3				1					1								27
CLTE 1	ALE: Social Justice	Noah Aaron Charles Luce	2021 Fall Quarter	2218	N	4	16	5	1		1															27
CLTE 1	ALE: Social Justice	Elliott Oakley	2021 Fall Quarter	2218	N		17	1	1	3	1	2						1								26
CLTE 1	ALE: Social Justice	Susan Maret	2021 Fall Quarter	2218	N		12	4	1	4			3													24
CMMU 10	Intr To Cmmu Actvsm	Leslie Lopez	2021 Fall Quarter	2218	N	1	19	15	25	9	8	2	9	1	2	1		6	1	4				6		109
CMMU 105A	Field Study	Mary Beth Pudup	2021 Fall Quarter	2218	N	7	10	4	1	3	3	2	3													33
CMMU 105B	Field Study	Mary Beth Pudup	2021 Fall Quarter	2218	N	1	17	8	1	2	2		2													33
CMMU 105C	Field Study	Mary Beth Pudup	2021 Fall Quarter	2218	N	14	14	2	2		1															33
CMMU 132	Amer Cities Soc Chg	John Elrick	2021 Fall Quarter	2218	N	3	22	3	2			1	1						1					1		34
CMMU 163	Healthcare Inequal	Andrea Steiner	2021 Fall Quarter	2218	N	3	24	13	7	3	3	2	1							1				1		58
CMPM 25	3D Modeling	Christopher Yonge	2021 Fall Quarter	2218	N	56	60	19	14	10		5	1					3	21	4				2		195
CMPM 35	Data Structs Media	Adam Marshall Smith	2021 Fall Quarter	2218	N	15	21	28	6	9	9	5	3	1	1			3	6	5				2		114
CMPM 121	Game Technologies	Mason T Remaley	2021 Fall Quarter	2218	N	43	10	1		2								2	1					1		60
CMPM 146	Game AI	Daniel G Shapiro	2021 Fall Quarter	2218	N	6	9	15	12	12	3	2				1			3					3		66
CMPM 150	Digital Audio	Brian M Hansen	2021 Fall Quarter	2218	N		62	8	5	10	1	1	3					1	4	2				2		99
CMPM 170	Game Design I	Nathan Altice; Tad Ander Leckman	2021 Fall Quarter	2218	N	75	30	7	5	3	2		1					1								124
CMPM 176	Game Systems	Nathan Altice	2021 Fall Quarter	2218	N	8	13	42	23	12	11	4	4			1	2		1							121
CMPM 179	Game Design Practicum	Tad Ander Leckman	2021 Fall Quarter	2218	Y	3	21	1																		25
CMPM 179	Game Design Practicum	Joel Dreskin	2021 Fall Quarter	2218	Y		14		3	2								1								20
CMPM 201	Intro Comp Media	Noah Wardrip-Fruin	2021 Fall Quarter	2218	N		6														11					17
CMPM 280C	CM Seminar	Sri H Kurniawan	2021 Fall Quarter	2218	N		2														19					21
CMPM 290K	SocEmoHumanInteract	Katherine C Isbister	2021 Fall Quarter	2218	N	2	1														11					14
COWL 1	ALE:ImaginingJustice	Dion N Farquhar	2021 Fall Quarter	2218	N	2	2	6	2	10	1	1	2													26
COWL 1	ALE:ImaginingJustice	Kathryn McQueen	2021 Fall Quarter	2218	N		8	5	5	3	2			1				1	1							26
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2021 Fall Quarter	2218	N		14	4	3	1	3		1													26
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2021 Fall Quarter	2218	N		14	5	2	2			2					1								26
COWL 1	ALE:ImaginingJustice	Kathryn McQueen	2021 Fall Quarter	2218	N		3	5	3	5	3	2	2		1			2	1							27
COWL 1	ALE:ImaginingJustice	Kathryn McQueen	2021 Fall Quarter	2218	N		4	4	2	6	4	1	2	1	1											25
COWL 1	ALE:ImaginingJustice	Micaela Tours Quintana	2021 Fall Quarter	2218	N		11	7	2	3		2	1													26
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2021 Fall Quarter	2218	N		13	6	2	1					1				1	1						25
COWL 1	ALE:ImaginingJustice	Micaela Tours Quintana	2021 Fall Quarter	2218	N		8	9	5				1						1							24
COWL 1	ALE:ImaginingJustice	Richard Mahon	2021 Fall Quarter	2218	N	1	5	2	3	3			2					4								20
COWL 1	ALE:ImaginingJustice	Steven Aldridge	2021 Fall Quarter	2218	N	1	7	9	4	3	1					1										26
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2021 Fall Quarter	2218	N		15	4	1	1	1	2						2								26
COWL 1	ALE:ImaginingJustice	Abel Cornejo	2021 Fall Quarter	2218	N		20			5						1										26
COWL 1	ALE:ImaginingJustice	Catherine Marie Carlstroem	2021 Fall Quarter	2218	N		6	4	8	5			1							1						25
COWL 1	ALE:ImaginingJustice	Catherine Marie Carlstroem	2021 Fall Quarter	2218	N		9	5	7	2	2															25
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2021 Fall Quarter	2218	N		20			4			1							1						26
COWL 1	ALE:ImaginingJustice	Maria Frangos	2021 Fall Quarter	2218	N	1	16	6		1	1		1													26
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2021 Fall Quarter	2218	N		16	5		3		1	1													26
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2021 Fall Quarter	2218	N		14	6	1	2	1		1						1							26
COWL 1	ALE:ImaginingJustice	Maria Frangos	2021 Fall Quarter	2218	N	1	10	4	2	5	1							1	1							25
COWL 11A	ELP:Leadership Tools	Miranda Allen-Brower	2021 Fall Quarter	2218	N	8	9	2											4	1						24
