Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2019 Fall Quarter	2198	N		5	5	2	5	3	1	2													23
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2019 Fall Quarter	2198	N	1	6	14	4	2	1															28
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2019 Fall Quarter	2198	N	1	4	6	8	4																23
BIOE 135	Plant Physiology	Jarmila Pittermann	2019 Fall Quarter	2198	N	2	18	5	5	16	4	1														51
BIOE 135L	Plant Physiology Lab	Jarmila Pittermann	2019 Fall Quarter	2198	N		12	5	4	3	1															25
BIOE 135L	Plant Physiology Lab	Jarmila Pittermann	2019 Fall Quarter	2198	N		13	5	3	5																26
BIOE 136	Enviro Physiology	Robin Christine Dunkin	2019 Fall Quarter	2198	N	3	20	21	15	13	4		1													77
BIOE 137	Molecular Eco	Rachel Meyer	2019 Fall Quarter	2198	N	3	9	2	1	2	1															18
BIOE 137L	Molecular Eco Lab	Rachel Meyer	2019 Fall Quarter	2198	N	3	7	5	2	1																18
BIOE 140	Behavioral Ecology	Barry R Sinervo	2019 Fall Quarter	2198	N	11	13	7	18	7	17		4					2		1						80
BIOE 145	Plant Ecology	Ingrid Marie Parker	2019 Fall Quarter	2198	Y		10	3	5	5	4	1	3					1						1		33
BIOE 145L	Plant Ecology Field	Katharine Lora Cary	2019 Fall Quarter	2198	N		4	2	2	1			1													10
BIOE 155	Freshwater Ecology	Eric P. Palkovacs	2019 Fall Quarter	2198	N	2	4	5	10	12	1	6	14	3		2										59
BIOE 161	Kelp Forest Ecology	Mark H Carr; Peter T Raimondi	2019 Fall Quarter	2198	N	2	3	5	4	7	1															22
BIOE 161L	Kelp Forest Eco Lab	Mark H Carr; Peter T Raimondi	2019 Fall Quarter	2198	N	2	3	5	4	7	1															22
BIOE 165	Marine Conserv Bio	Donald A Croll	2019 Fall Quarter	2198	N	4	6	13	10	12	5	2	2		1											55
BIOE 183W	Research in EEB	Kathleen M Kay	2019 Fall Quarter	2198	N		7	3																		10
BIOL 15	Research Reports	Melissa S Jurica	2019 Fall Quarter	2198	N		21	4											2							27
BIOL 20A	Cell & Molecular Bi	John W Tamkun	2019 Fall Quarter	2198	N	1	28	8	21	54	13	67	72	27	2	28	2	24	2	10				8		367
BIOL 20L	Experimental Lab	James A Shanks	2019 Fall Quarter	2198	N	12	39	32	15	5	4		1			2		2		2				2		116
BIOL 100	Biochemistry	Jeremy C Lee	2019 Fall Quarter	2198	N	4	16	19	18	27	21	40	52			32		15		1				6		251
BIOL 101L	Molecular Bio Lab	James A Shanks	2019 Fall Quarter	2198	N		7	14	15	14	9	5	12			1		2						1		80
BIOL 102J	Toxic RNA Lab I	Jeremy R Sanford	2019 Fall Quarter	2198	N	2	22		1										1							26
BIOL 105	Genetics	Rohinton T Kamakaka	2019 Fall Quarter	2198	N	8	35	35	29	40	38	59	60			30		41		1				19		395
BIOL 105L	Eukaryotc Genet Lab	Jeremy Earl Kreher	2019 Fall Quarter	2198	N			1			6	1	1											2		11
BIOL 109L	Yeast Molecular Gen	Giulia Jale Gurun Gurun	2019 Fall Quarter	2198	N		4	2	2	2	2	1	1					1								15
BIOL 110	Cell Biology	Michael Rexach	2019 Fall Quarter	2198	N	21	16	21	24	34	35	21	36	6	3	5	1	2		2				5		232
BIOL 117	Neglected Diseases	William Sullivan	2019 Fall Quarter	2198	N	4	48	9		25			4							1				1		92
BIOL 125	Intro to Neurosci	Bin Chen; David A Feldheim	2019 Fall Quarter	2198	N		32	5	11	30	9	7	39			2			1					4		140
BIOL 130	Human Physiology	Giulia Jale Gurun Gurun	2019 Fall Quarter	2198	N	2	4	6	5	9	17	6	9		8	4		1	2	3				2		78
BIOL 130L	Human Physiology Lab	Giulia Jale Gurun Gurun	2019 Fall Quarter	2198	N		3	4	8	12	8	3	12		1	2	1	2	1					3		60
BIOL 186L	Undergrad Rsrch MCD	Yi Zuo	2019 Fall Quarter	2198	Y	2	15	1	2	2																22
BIOL 188	A Life in Medicine	Scott K. Vahradian	2019 Fall Quarter	2198	N	3	44																			47
BIOL 200A	Critical Analysis	Euiseok Kim; William M Saxton	2019 Fall Quarter	2198	N		3		1	11	1															16
BME 5	Intro to Biotech	Wendy Faye Rothwell	2019 Fall Quarter	2198	N	1	18	4	6	17	5	9	4					1	8	1				2		76
BME 18	Sci Principles Life	David Haussler	2019 Fall Quarter	2198	N	1	9	6	4	17	4	8	6			1		1	9	6				4		76
BME 80G	Bioethics 21st Cent	Sandra Lyn Dreisbach	2019 Fall Quarter	2198	Y	1	31	37	22	15	11	4	7			1		1	5	1	2			1		139
BME 110	Comp Bio Tools	Todd M.J. Lowe	2019 Fall Quarter	2198	N	3	11	9	11	15	6	2	5			3			4	1	1			3		74
BME 122H	Env Virology	David Lee Bernick	2019 Fall Quarter	2198	N	1	18												4							23
BME 129A	Project Des/Imp BME I	Mark A Akeson	2019 Fall Quarter	2198	N		3	4	7	7	1		2											3		27
BME 130	Genomes	Richard Edward E Green	2019 Fall Quarter	2198	N	1	11	2	2	9	5	1	11						3							45
BME 132	Evol Genomics	Russell Corbett-Detig	2019 Fall Quarter	2198	Y	1	9	2										1	4							17
BME 140	Bioinstrumentation	Nader Pourmand	2019 Fall Quarter	2198	N	5	5	6		5	3										1			2		27
BME 185	Tech Writing Biomol	Joy Anna Hagen	2019 Fall Quarter	2198	N		5	5	2	1	2	2						4						1		22
BME 205	BioinfoModel/Algorthm	David Lee Bernick	2019 Fall Quarter	2198	N		20	2	2	2	2		2					1			6					37
BME 272	Precision Medicine	Daniel Kim	2019 Fall Quarter	2198	N	2	1		1		1										5					10
BME 280B	Bioinform/Bioeng Sem	Camilla E Forsberg	2019 Fall Quarter	2198	N		25											1	8		27			1		62
BME 296	Research Bioinfo	Richard Edward E Green	2019 Fall Quarter	2198	N		9														5					14
CHEM 1A	General Chemistry	Scott R Oliver	2019 Fall Quarter	2198	N	101	67	61	42	40	42	36	24	17		13		7	12	11				5		478
CHEM 1B	General Chemistry	Jin Zhong Zhang	2019 Fall Quarter	2198	N	46	47	47	43	52	35	21	20	12		4		9	1	7				10		354
CHEM 1C	General Chemistry	Peter Scott Weiss	2019 Fall Quarter	2198	N	3	12	18	26	30	38	25	35			9		5	2	1				3		207
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2019 Fall Quarter	2198	N		129	1	8	18			2											1		159
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2019 Fall Quarter	2198	N		186	6	8	15	1	3	3											3		225
CHEM 8A	Organic Chemistry	Caitlin Maria Binder	2019 Fall Quarter	2198	N	7	97	8	32	125	5	21	59	16		7		4		3				7		391
CHEM 8L	Organic Chem Lab	Caitlin Maria Binder	2019 Fall Quarter	2198	N	15	142	99	26	47	8	3	10	2		1		1		2				6		362
CHEM 122	Instrumental Analys	Pradip Mascharak	2019 Fall Quarter	2198	N		4	1	1	4	7	1	1											2		21
CHEM 143	Org Chem Structure	Bakthan Singaram	2019 Fall Quarter	2198	N	2	6	9	5	4	5							4		1				1		37
CHEM 146A	Adv Lab Organic	Caitlin Maria Binder	2019 Fall Quarter	2198	N	1	11	1		1	2															16
CHEM 163A	Quantum Mech & Spec	Yuan Ping	2019 Fall Quarter	2198	N	5	8	18	23	19	7	7	6	3	6						1					103
CHEM 200A	Adv Biophys Methods	Seth M Rubin	2019 Fall Quarter	2198	N		6	3	2											1	5					17
CHIN 1	Chinese: First Year	Jing Wu	2019 Fall Quarter	2198	N	3	8	6										1	3							21
CHIN 1	Chinese: First Year	Jing Wu	2019 Fall Quarter	2198	N	5	13	3											1					1		23
CHIN 1	Chinese: First Year	Jing Wu	2019 Fall Quarter	2198	N		15	2											1	1						19
CHIN 1	Chinese: First Year	Jennifer S Macasek	2019 Fall Quarter	2198	N	5	2	2						1												10
CHIN 4	Chinese: Second Year	Ting-Ting Wu	2019 Fall Quarter	2198	N	2	12	4	2				1						2							23
CHIN 103	Advanced Chinese	Ting-Ting Wu	2019 Fall Quarter	2198	N	3	12	2	3	2	3	1	1								1					28
CLNI 1	ALE:Intl/Global Persp	Lawrence R Quill	2019 Fall Quarter	2198	N	3	3	8	4	5	2	1						1						1		28
CLNI 1	ALE:Intl/Global Persp	Lawrence R Quill	2019 Fall Quarter	2198	N	2	9	6	9		4															30
CLNI 1	ALE:Intl/Global Persp	Toby H Loeffler	2019 Fall Quarter	2198	N			8	8	7		2							1	4						30
CLNI 1	ALE:Intl/Global Persp	Toby H Loeffler	2019 Fall Quarter	2198	N		3	11	5	6									5							30
CLNI 1	ALE:Intl/Global Persp	Gabriela Andrea Gavande	2019 Fall Quarter	2198	N		5	10	7	7		1														30
CLNI 1	ALE:Intl/Global Persp	David William Hammerbeck	2019 Fall Quarter	2198	N	4	11	6	1	1	1		1	1					3							29
CLNI 1	ALE:Intl/Global Persp	Pamela Faye Rittelmeyer	2019 Fall Quarter	2198	N	2	10	6	1	2	2		1						4	1						29
CLNI 1	ALE:Intl/Global Persp	David M Lau	2019 Fall Quarter	2198	N	2	8	14	4	1	2															31
CLNI 1	ALE:Intl/Global Persp	Thomas Serres	2019 Fall Quarter	2198	N		2	15	5	6	2															30
CLNI 1	ALE:Intl/Global Persp	Thomas Serres	2019 Fall Quarter	2198	N		2	16	8	3									1							30
CLNI 1	ALE:Intl/Global Persp	Emily Murai	2019 Fall Quarter	2198	N	1	9	9	1	3	2	1		1					1					1		29
CLNI 1	ALE:Intl/Global Persp	Ryan Giljoo Lee	2019 Fall Quarter	2198	N	1	6	11	3	2	1	1	2					1	2							30
CLNI 1	ALE:Intl/Global Persp	Ryan Giljoo Lee	2019 Fall Quarter	2198	N	2	4	10	5	4		2	2						1							30
CLNI 90	Intercultural Study	Hailey Lauren Elizabeth Lopez	2019 Fall Quarter	2198	N		9	2	1			2														14
CLTE 1	ALE: Social Justice	Steven John Coulter	2019 Fall Quarter	2198	N	6	5	3	2	9			1					1	3							30
CLTE 1	ALE: Social Justice	Ariel Robello	2019 Fall Quarter	2198	N	4	26	1																		31
CLTE 1	ALE: Social Justice	Ariel Robello	2019 Fall Quarter	2198	N	1	24	1											2							28
CLTE 1	ALE: Social Justice	Robert D Majzler	2019 Fall Quarter	2198	N	4	15	8		2									1							30
CLTE 1	ALE: Social Justice	Steven John Coulter	2019 Fall Quarter	2198	N	4	8	2	6	5									3	1						29
CLTE 1	ALE: Social Justice	Robert D Majzler	2019 Fall Quarter	2198	N	1	16	9	2	1				1												30
CLTE 1	ALE: Social Justice	Chris Hables Gray	2019 Fall Quarter	2198	N	4	11	6	4	2	1		1						1							30
CLTE 1	ALE: Social Justice	Angela Renee Birts	2019 Fall Quarter	2198	N		12	10	2	5									1							30
CLTE 1	ALE: Social Justice	Joshua D Brahinsky	2019 Fall Quarter	2198	N		16	9	2	1								1								29
CLTE 1	ALE: Social Justice	Joshua D Brahinsky	2019 Fall Quarter	2198	N		5	13	3	4	1		2						1							29
CLTE 1	ALE: Social Justice	Margaret L Wilson	2019 Fall Quarter	2198	N	1	6	4	6	4	4		1	1		1										28
CLTE 1	ALE: Social Justice	Rachel A Goodman	2019 Fall Quarter	2198	N	4	6	9	4	1	1								5	1						31
CLTE 1	ALE: Social Justice	Rachel A Goodman	2019 Fall Quarter	2198	N	3	5	4	5	3	2		1						4	1						28
CMMU 10	Intr To Cmmu Actvsm	Leslie Lopez	2019 Fall Quarter	2198	N	2	41	24	7	14	2	3	2	3		3		1	2	1				1		106
CMMU 105A	Field Study	Mary Beth Pudup	2019 Fall Quarter	2198	N	1	17	12	2	8	2															42
CMMU 105B	Field Study	Mary Beth Pudup	2019 Fall Quarter	2198	N	1	23	12	3	2	1															42
CMMU 105C	Field Study	Mary Beth Pudup	2019 Fall Quarter	2198	N	10	17	9	5				1													42
CMMU 132	Amer Cities Soc Chg	John Elrick	2019 Fall Quarter	2198	N	2	27	3	2																	34
CMMU 160	Public Health	Andrea Steiner	2019 Fall Quarter	2198	N	10	15	6	9	6	4	1	1					1	2							55
CMMU 186	FoodAgri/Soc	Antonio Roman-Alcala	2019 Fall Quarter	2198	N	2	2	2	5	7	1		1						1							21
CMPM 25	3D Modeling	Christopher Yonge	2019 Fall Quarter	2198	N	4	46	28	34	16	5	5	2			2		7	38	7				4		198
CMPM 121	Game Technologies	Mason T Remaley	2019 Fall Quarter	2198	N	25	6	2					1					2	2					1		39
CMPM 147	Generative Design	Adam Marshall Smith	2019 Fall Quarter	2198	N	6	20	15	1	8		3	6					4	5					4		72
CMPM 164	Game Engines	Angus Forbes	2019 Fall Quarter	2198	N	2	8	2												1						13
CMPM 164L	Game Engines Lab	Angus Forbes	2019 Fall Quarter	2198	N		10				1									1						12
CMPM 170	Game Design I	Nathan Altice	2019 Fall Quarter	2198	N	98	10	1	1	2																112
CMPM 176	Game Systems	Nathan Altice	2019 Fall Quarter	2198	N	6	37	67	20	11	4	2	2			1		1	1							152
CMPM 179	Game Design Practicum	Tad Ander Leckman	2019 Fall Quarter	2198	Y	2	8	7		1	6		1								1					26
CMPM 179	Game Design Practicum	Joel Dreskin	2019 Fall Quarter	2198	Y		17		6	5		1			1			2								32
CMPM 179	Game Design Practicum	Tad Ander Leckman	2019 Fall Quarter	2198	Y	1	7	2	3	8	1		2					1								25
CMPM 198F	Ind Study/Research	David Lee	2019 Fall Quarter	2198	N		12	1											1							14
CMPM 201	Intro Comp Media	Noah Wardrip-Fruin	2019 Fall Quarter	2198	N		6			1											12					19
CMPM 235	User Evaluation	Stephen J Whittaker	2019 Fall Quarter	2198	N			2	2			1									12					17
CMPM 244	AI in Games	Michael J Mateas	2019 Fall Quarter	2198	N		4											1			12					17
CMPM 280C	CM Seminar	Sri H Kurniawan	2019 Fall Quarter	2198	N		4			2											24					30
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2019 Fall Quarter	2198	N		6	7	8	2		1	1	1					2							28
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2019 Fall Quarter	2198	N		10	3	7	4									3							27
COWL 1	ALE:ImaginingJustice	Maria Frangos	2019 Fall Quarter	2198	N		7	13	4	2	1								1							28
COWL 1	ALE:ImaginingJustice	Kathryn McQueen	2019 Fall Quarter	2198	N		2	7	6	2	6	2		1					1							27
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2019 Fall Quarter	2198	N	2	7	2	6	2	1	3	1	1				1	2							28
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2019 Fall Quarter	2198	N	1	8	5	5	3	2	1				1				1						27
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2019 Fall Quarter	2198	N	2	11	6	3	5																27
COWL 1	ALE:ImaginingJustice	Catherine Marie Carlstroem	2019 Fall Quarter	2198	N		2	6	11	4	1								1	1						26
COWL 1	ALE:ImaginingJustice	Catherine Marie Carlstroem	2019 Fall Quarter	2198	N		2	7	11	3		3							2							28
COWL 1	ALE:ImaginingJustice	Dena Robertson	2019 Fall Quarter	2198	N	8	10	5	3										1							27
COWL 1	ALE:ImaginingJustice	Dion N Farquhar	2019 Fall Quarter	2198	N	2	7	12	4	3																28
COWL 1	ALE:ImaginingJustice	Joseph Mark Navarro	2019 Fall Quarter	2198	N	1	8	8	2	1		1	1	2					4							28
COWL 1	ALE:ImaginingJustice	Joseph Mark Navarro	2019 Fall Quarter	2198	N	2	3	12		1	2	1						1	6							28
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2019 Fall Quarter	2198	N	1	11	3	6	3	1		2						1							28
COWL 84	China Human Values	Raoul Birnbaum	2019 Fall Quarter	2198	N		7	7	4																	18
COWL 111	Mock Trial Workshop	Dena Robertson	2019 Fall Quarter	2198	N	19	5			2									5							31
COWL 122	UN-Contemporary Issues	Dena Robertson	2019 Fall Quarter	2198	Y	18	24	2		6	2								7					2		61
COWL 184A	Leadership & Instit	Todd Nathan Thorpe	2019 Fall Quarter	2198	N		29	8	1	2		1	1			2			3							47
CRES 10	Intro to CRES	Christine Hong	2019 Fall Quarter	2198	N	15	39	30	18	19	13	7	6	4		4	2	4	17	5				6		189
CRES 110Q	Black Queer Culture	Savannah T Shange-Binion	2019 Fall Quarter	2198	Y	2	1	6	4	2									4	1						20
CRES 140	Enviro-Med Intersect	Jerry Chuang-Hwa Zee	2019 Fall Quarter	2198	Y	1	12	2	1	1			1					2	1	1						22
CRES 190A	CriticalRaceFeminism	Neel K Ahuja	2019 Fall Quarter	2198	Y		2	4	2									1	2							11
CRSN 1	ALE:Environ/Society	Clara Sophia Weygandt	2019 Fall Quarter	2198	N	5	13	4	2	3	2					1										30
CRSN 1	ALE:Environ/Society	Clara Sophia Weygandt	2019 Fall Quarter	2198	N	10	8	9	1		1															29
CRSN 1	ALE:Environ/Society	Patrick M Mc Kercher	2019 Fall Quarter	2198	N			3	3		1	4	4													15
CRSN 1	ALE:Environ/Society	Tiffany Lynn Wong	2019 Fall Quarter	2198	N	2	28																			30
CRSN 1	ALE:Environ/Society	Joy Anna Hagen	2019 Fall Quarter	2198	N	1	11	7	2	3	1	1						1	2	1						30
CRSN 1	ALE:Environ/Society	John Terrance Newman	2019 Fall Quarter	2198	N		2	4	13	8	1	1														29
CRSN 1	ALE:Environ/Society	John Terrance Newman	2019 Fall Quarter	2198	N		1	5	13	6		1		1					1							28
CRSN 1	ALE:Environ/Society	Neil Schaefer	2019 Fall Quarter	2198	N		7	3	13	3	1	2	1													30
CRSN 1	ALE:Environ/Society	Neil Schaefer	2019 Fall Quarter	2198	N	1	3	4	11	6	2								3							30
CRSN 1	ALE:Environ/Society	Julianne Adams Hazlewood	2019 Fall Quarter	2198	N	2	5	9	3		4	1	1	1				1	1	2						30
CRSN 1	ALE:Environ/Society	Julianne Adams Hazlewood	2019 Fall Quarter	2198	N		7	5	4	2	2	2	2			1		1	2	1						29
