Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
LING 50	Intr To Linguistics	Jess H.-K. Law	2021 Summer Quarter	2214	N	1	7	9	7	9	7	4	1		1	1		1	4	1						53
LING 50	Intr To Linguistics	Matthew Webb Wagers	2021 Summer Quarter	2214	N	5	22	4	2	3	2			1		1		2	1					2		45
LING 53	Semantics I	Adrian Brasoveanu	2021 Summer Quarter	2214	N	15	10	3	4		2			1				1	3	1				1		41
LING 80K	Invented Languages	Andrew Edward Angeles	2021 Summer Quarter	2214	N	22	11	9	3		1								12					2		60
LING 80K	Invented Languages	Pranav Anand	2021 Summer Quarter	2214	N	6	8	7	4	3		1	1	1				2	5	1						39
LING 131	Spanglish	Andrew Hedding	2021 Summer Quarter	2214	N		11	6	4	6	2	2	2						5							38
LING 133	Language OnLine (LOL)	Thomas De Haven Roberts	2021 Summer Quarter	2214	N	9	7	7	4	5	1	4					1		2							40
LIT 61U	Speculative Fiction	Zachary A Zimmer	2021 Summer Quarter	2214	N		12	1	1	2	1								4					1		22
LIT 80I	American Culture	Kirstin L Wagner	2021 Summer Quarter	2214	N	2	12	4											1							19
LIT 102	Translation Theory	Camilo Gomez-Rivas	2021 Summer Quarter	2214	N		14	17	1	4		1							6					2		45
LIT 111D	Shakespeare	Sean Keilen	2021 Summer Quarter	2214	N		4	2	6	2	1		1					1								17
LIT 112C	Charles Dickens	John O Jordan	2021 Summer Quarter	2214	N		12			1				1												14
LIT 120A	Topics in Poetry	Kristina J. Chew	2021 Summer Quarter	2214	N		18	9	3	7	1	1	1					3	4	2				3		52
LIT 131D	Global Literature	Yuki Obayashi	2021 Summer Quarter	2214	N	6	10	5	2				1					1		1						26
LIT 133D	SouthAsia Lit/Cultur	Radhika Prasad	2021 Summer Quarter	2214	N	1	6	1											1					1		10
LIT 155L	Vampire Film	Erik M. Bachman	2021 Summer Quarter	2214	N		5	4		1	2		1			1		3	2	2				3		24
LIT 164G	Lit & the Holocaust	Filippo Gianferrari	2021 Summer Quarter	2214	N	2	2	7	2	1									2							16
LIT 164K	Jewish Comedy	Thaïs Helene Miller	2021 Summer Quarter	2214	N		4	2		4			1						1					1		13
LIT 179C	Methods & Materials	Micah E Perks	2021 Summer Quarter	2214	N	1	14	1	1																	17
MATH 2	Col Algbra/Calculus	Ryan Pugh	2021 Summer Quarter	2214	N	19	12		4			1							2					1		39
MATH 3	Precalculus	Maryam Louis	2021 Summer Quarter	2214	N	24	7		2	2	2	1	1					1	1	3				1		45
MATH 3	Precalculus	Maryam Louis	2021 Summer Quarter	2214	N	11	3		2	5	1		1					3	2	1						29
MATH 11A	Calculus with Apps	Cisil Karaguzel	2021 Summer Quarter	2214	N	3	9	1	3	7	3		4					2								32
MATH 11A	Calculus with Apps	Amethyst Rachael Jade Price	2021 Summer Quarter	2214	N	11	1	1	3	2	1					1		1	2							23
MATH 11B	Calculus with Apps	Alonso Sanchez	2021 Summer Quarter	2214	N	6	4	7	3	6			1		2		1			1				1		32
MATH 11B	Calculus with Apps	Cheyenne Leigh Dowd	2021 Summer Quarter	2214	N	12	23			7		1	2					1						3		49
MATH 19A	Calc:Sci,Engin,Math	Anthony J Tromba; Longzhi Lin	2021 Summer Quarter	2214	N	4	18	5	5	12	4	3	4			3		1						2		61
MATH 19A	Calc:Sci,Engin,Math	Anthony J Tromba; Longzhi Lin	2021 Summer Quarter	2214	N		6	2	3		4		3			1										19
MATH 19B	Calc:Sci,Engin,Math	Anthony J Tromba; Tao Ma	2021 Summer Quarter	2214	N	5	7	10		7			1			1		5						2		38
MATH 19B	Calc:Sci,Engin,Math	Anthony J Tromba; Longzhi Lin	2021 Summer Quarter	2214	N	2	18	5	2	5	6		9			1		2						3		53
MATH 21	Linear Algebra	John Revere McHugh	2021 Summer Quarter	2214	N	3	20	6	6	5	2						1		1							44
MATH 21	Linear Algebra	Jennifer Simon Guerrero	2021 Summer Quarter	2214	N	9	9	1		2	1							2	1					1		26
MATH 21	Linear Algebra	David Adam Rubinstein	2021 Summer Quarter	2214	N	15	14	2	9	1			1					1	1					1		45
MATH 22	Calc of Several Var	Jadyn Valentine Breland	2021 Summer Quarter	2214	N	11	4	2	1	7		2	2					3	2	1				3		38
MATH 23A	Vector Calculus	Anthony J Tromba; Longzhi Lin	2021 Summer Quarter	2214	N		27	7	4	14	5		14			2		3						2		78
MATH 23A	Vector Calculus	Anthony J Tromba; Longzhi Lin	2021 Summer Quarter	2214	N	5	13	2	6	9	2	6	6			2		2	1					1		55
MATH 23B	Vector Calculus	Anthony J Tromba; Longzhi Lin	2021 Summer Quarter	2214	N	3	7	1	4	2	2	2	4					2						1		28
MATH 23B	Vector Calculus	Anthony J Tromba; Longzhi Lin	2021 Summer Quarter	2214	N	5	8	4	2	5	1	4	3			1				1				2		36
MATH 24	Ordinary Diff Equas	Cheyenne Leigh Dowd	2021 Summer Quarter	2214	N	2	24			2								1	1					1		31
MATH 100	Intr Proof/Prb Solv	Nathan Marianovsky	2021 Summer Quarter	2214	N	5	4	1	2	4	1	4	1				1	3	4					1		31
MATH 100	Intr Proof/Prb Solv	Sam Kim Miller	2021 Summer Quarter	2214	N		2	1	2					2				3	2					2		14
MATH 103A	Complex Analysis	Hirotaka Tamanoi	2021 Summer Quarter	2214	N	5	4			1		2	2						5					3		22
MATH 105A	Real Analysis	John Revere McHugh	2021 Summer Quarter	2214	N	1	4	1	1	3		3	4					1	7							25
MATH 106	Ordinary Diff Equas	Hirotaka Tamanoi	2021 Summer Quarter	2214	N	3	2	3	1	2	1	1	3	1				1	2					3		23
MATH 110	Intro Number Theory	Deewang Bhamidipati	2021 Summer Quarter	2214	N	8	12		1	1		1							1							24
MATH 110	Intro Number Theory	Jianqi Liu	2021 Summer Quarter	2214	N	2	6	3	1	7	4	1	6	1					1							32
MATH 117	Adv Linear Algebra	Yufei Zhang	2021 Summer Quarter	2214	N	3	4	1	3	2	1		1			1	1		3	2						22
MATH 117	Adv Linear Algebra	Nathan Marianovsky	2021 Summer Quarter	2214	N		6	3		2		1		1				3		1				2		19
MATH 124	Intro To Topology	John Gabriel Prudente Pelias	2021 Summer Quarter	2214	N		8			5			2			1			1	1						18
MATH 134	Cryptography	Philip Barron	2021 Summer Quarter	2214	N	3	14	2	2	1			3	1						2						28
MATH 181	History Mathematics	John Gabriel Prudente Pelias	2021 Summer Quarter	2214	N	2	2	7	6	6	4	1	1						3							32
MATH 194	Senior Seminar	Debra K Lewis	2021 Summer Quarter	2214	N	2	3	1	5	1				1		1	1		2							17
MERR 1A	Univ Life & Learning	Elizabeth S Abrams; Sarah-Hope Parmeter	2021 Summer Quarter	2214	N														365	52						417
METX 119	Microbiology	Karen M Ottemann	2021 Summer Quarter	2214	N	1	10	13	4	12	11	12	11	3		1		2								80
METX 119L	Gen Microbio Lab	Burcak Artun	2021 Summer Quarter	2214	N	12	9	3																1		25
METX 135	Functional Anatomy	Manel Camps	2021 Summer Quarter	2214	N	1	8	1	7	2	3	1	1						1					2		27
METX 135L	Functional Anatmy Lab	Manel Camps	2021 Summer Quarter	2214	N	1	5	1	8	3	1	1	1	1				1	1					2		26
MUSC 5A	Beg W Java Gamelan	Zachary Hejny	2021 Summer Quarter	2214	N		36	2		1									1							40
MUSC 11A	Western Classical	Grijda Spiri	2021 Summer Quarter	2214	N	20	7	1	1	2									2	1						34
MUSC 11D	Intr to World Music	Ryan Joseph Lambe	2021 Summer Quarter	2214	N	30	5	1	1	2	1							2	9	1				2		54
MUSC 13	BegTheoryMusI	Faith Suzanne Lanam	2021 Summer Quarter	2214	N	5	2	1		3									1	2						14
MUSC 73	Music and the Ocean	Yolande Constance Harris	2021 Summer Quarter	2214	N	17	2	1																		20
MUSC 80E	Race & Amer Music	Kira A Dralle	2021 Summer Quarter	2214	N	10	17	2	1	3	2	1				1		1	1							39
MUSC 80N	Music/Grateful Dead	Brock Stuessi	2021 Summer Quarter	2214	N	15	7	3	1	4	1	1	1					2	5	3				1		44
MUSC 80P	US Popular Music	Nelsen James Hutchison	2021 Summer Quarter	2214	N	34	26	7	7	6	3							1	6	1				4		95
MUSC 80Z	Laptop Music	Zachary Hejny	2021 Summer Quarter	2214	N		35	1											5	2						43
MUSC 81R	1970s Rock	Samuel Bain Cushman	2021 Summer Quarter	2214	N	31	29	12	8	3	3	5	4			1		3	6							105
NLP 271C	Capstone III: NLP	Adwait Ratnaparkhi	2021 Summer Quarter	2214	N		4	2	1	5	1										8					21
OAKS 1A	Univ Life & Learning	Marcia Ochoa; Nirshan Rex-Boniface Perera	2021 Summer Quarter	2214	N														284	17						301
OAKS 155	Rsrch 4 Social Justice	Emily Anne Hentschke	2021 Summer Quarter	2214	N	3	2	1	3	1								1	1					1		13
OCEA 1	The Oceans	Katlin L Bowman	2021 Summer Quarter	2214	N		11	8	4	10	2		1	1				3	3	1						44
OCEA 80A	Life In The Sea	Katlin L Bowman	2021 Summer Quarter	2214	N		6	8	3	7	2		2					4	3	1				3		39
PHIL 9	Intro to Logic	Ana Cristina de Souza Pedroso	2021 Summer Quarter	2214	N	2	3	4	2	2	1		2		1			3	7	7				4		38
PHIL 11	Intro To Philosophy	Mariana Imaz Sheinbaum	2021 Summer Quarter	2214	N		44	22	23	9	2	6	1	1				4	26	3				1		142
PHIL 22	Ethical Theory	Tyler Erick Olsson	2021 Summer Quarter	2214	N		64	8		5	2		1			2		2	2							86
PHIL 121	Epistemology	Kelvin Villegas	2021 Summer Quarter	2214	N	9	3	2	1	2	2	3	1					1								24
PHIL 122	Metaphysics	Dustin Gray	2021 Summer Quarter	2214	N		6	6	1	3	1	2	3					1								23
PHIL 133	Philosophy Of Mind	Austin Taylor Hunter	2021 Summer Quarter	2214	N		12	10	1	4	1							2	1	1						32
PHYS 6A	Intro Physics I	Marin Djendjinovic	2021 Summer Quarter	2214	N	4	29	4	3	20	1		11					1	1							74
PHYS 6C	Intro Phys III	Marin Djendjinovic	2021 Summer Quarter	2214	N	2	13	14	2	14	4	3	6						3	1				5		67
PHYS 6L	Intro Phys I Lab	Marin Djendjinovic	2021 Summer Quarter	2214	N	1	10	3										1								15
PHYS 6L	Intro Phys I Lab	Marin Djendjinovic	2021 Summer Quarter	2214	N		6	3	1	1	2	1						2								16
PHYS 6N	Intro Phys III Lab	Marin Djendjinovic	2021 Summer Quarter	2214	N	1	13	1		3			2						1							21
PHYS 6N	Intro Phys III Lab	Marin Djendjinovic	2021 Summer Quarter	2214	N		11	1	1	2	1															16
PHYS 133	Intermediate Lab	Joseph Mark Connell	2021 Summer Quarter	2214	N	3	3	3	4	1	1	3		1		1		3						1		24
POLI 17	US & World Economy	Mark Richard Sean Howard	2021 Summer Quarter	2214	N	1	3	4	3	1	1	1	1	1												16
POLI 65	Intro to Intl Relations	Daria Saprykina	2021 Summer Quarter	2214	N	1	19	5	8	11	1	2		1				1	4					2		55
POLI 105A	Ancient Pol Thought	Rowan Anna Powell	2021 Summer Quarter	2214	Y	1	3		7										2					1		14
POLI 108	Revolt & Revolution	Dylan Davis	2021 Summer Quarter	2214	N		1	5	2	7	1	3								1						20
POLI 116	Comparative Law	Jacqueline Susan Gehring	2021 Summer Quarter	2214	Y			3	1	1	1		1					3	1							11
POLI 120B	Democ Amer Pol Dev	Sasha Wasserstrom	2021 Summer Quarter	2214	Y	1	5	4	2	1			1			1		1		1						17
POLI 140A	European Politics	Eleonora Pasotti	2021 Summer Quarter	2214	N		3		1	5	1	2	3			1		2								18
POLI 189	PandemicsPoli&GCH	Matthew B Sparke	2021 Summer Quarter	2214	N	3	4	5	1	1		1		1				3		1				1		21
PRTR 1A	Univ Life & Learning	Gerald Casel; Ingrid B Moody	2021 Summer Quarter	2214	N														353	75						428
PRTR 41I	Improvisation	Robert Eli Giges	2021 Summer Quarter	2214	N	2	4	1	1	1	3								1	2						15
PRTR 141W	Improv Workshop	Robert Eli Giges	2021 Summer Quarter	2214	N		6	1		1	2								2	1						13
PRTR 145R	Hamlet to Hamilton	Gregory J Fritsch	2021 Summer Quarter	2214	N	2	4	1										1	1		1			1		11
PSYC 1	Intro Psychology	Tess Avril Shirefley	2021 Summer Quarter	2214	N	7	13	11	10	17	7	6	1			3	1	2	7	1				1		87
PSYC 1	Intro Psychology	Desiree Anne Ryan	2021 Summer Quarter	2214	N	4	11	12	5	8	6	3	4			3		1			1					58
PSYC 2	Intro Psyc Stats	Giselle Laiduc	2021 Summer Quarter	2214	N	7	5		4	4	2		3					1								26
PSYC 2	Intro Psyc Stats	Claudia Lorena Castaneda	2021 Summer Quarter	2214	N	5	7	4	2	2	1	1		1				2						1		26
PSYC 10	Intro Develop Psych	Paulette Desiree Garcia Peraza	2021 Summer Quarter	2214	N	30	38		8	5		3	3					1	1							89
PSYC 10	Intro Develop Psych	Andrew Gary Takimoto	2021 Summer Quarter	2214	N	10	9		4	2																25
PSYC 20	Cogn: Fund Theories	Kelsey Katherine James	2021 Summer Quarter	2214	N	7	47	6	11	6		1	3			2		1	1	1						86
PSYC 100	Research Methods	Benjamin C Storm	2021 Summer Quarter	2214	N	4	30	11	6	30	6	2	5	3	2	1		4	6	2				7		119
PSYC 102	Adolescent Develop	Paulette Desiree Garcia Peraza	2021 Summer Quarter	2214	N	19	18		2	4		1	2			2		1	1							50
PSYC 103	Adult Devel & Aging	Brenda Celina Gutierrez	2021 Summer Quarter	2214	N	8	14		5	5		4	3					2	1							42
PSYC 105	Children's Thinking	Sam McHugh	2021 Summer Quarter	2214	N	15	11	5	1	2		3	1													38
PSYC 107	Gender and Dev	Abigail Walsh	2021 Summer Quarter	2214	N	1	6	2	3	2	3	2				1			2							22
PSYC 119M	Identity Developmnt	Margarita Azmitia	2021 Summer Quarter	2214	N		8	3	3	4									2							20
PSYC 125	Psych of Language	Yasmin Chowdhury	2021 Summer Quarter	2214	N	15	18	10	14	6	5	3	2	1		1			10					4		89
PSYC 129	Learning and Memory	Benjamin C Storm	2021 Summer Quarter	2214	N	11	44	7	11	26	7	1	10					3	2					1		123
PSYC 140Q	Soc Psy Gendr	Michael E Vallerga	2021 Summer Quarter	2214	N	27	8	1		1	1		1				1									40
PSYC 149	Community Psych	Sylvane Vaccarino-Ruiz	2021 Summer Quarter	2214	N	2	5	3	1		1	1	1						2					1		17
PSYC 159D	Sexual Aggression	Eileen L Zurbriggen	2021 Summer Quarter	2214	N	2	4		4	5	2	1	1					1	2							22
PSYC 159D	Sexual Aggression	Eileen L Zurbriggen	2021 Summer Quarter	2214	N	8	6	2			3	1							1							21
PSYC 167	Clinical Psychology	Hannah Raila	2021 Summer Quarter	2214	N	4	14	8	11	13	5	6	2	2		2		1						5		73
PSYC 183	History Of Psych	Sam Hughes	2021 Summer Quarter	2214	N	3	3		1	1		1	1	1				1	1							13
SOCY 1	Intro Sociology	Mario Avalos	2021 Summer Quarter	2214	N	8	16	5	4	4	1	1			1			2	3					1		46
SOCY 3A	Evaluation/Evidence	Roxanna Villalobos	2021 Summer Quarter	2214	N	9	5	2	1	3		1	1				1		1					3		27
SOCY 10	Issues/Prblms In Am	Derrick Lamarr Jones	2021 Summer Quarter	2214	N		3			2		3	1						1					1		11
SOCY 15	World Society	Aida Mukharesh	2021 Summer Quarter	2214	N	8	13	6	4	4	2						1	2	4	1						45
SOCY 105A	Classical Soc Theor	James Demetrios Sirigotis	2021 Summer Quarter	2214	N	7	4	3	1	1	1		3					1	2							23
SOCY 105B	Contem Soc Theory	Erica Zurawski	2021 Summer Quarter	2214	N	15	3	2		1			3					2								26
SOCY 114	Sports And Society	Joel J Domhoff	2021 Summer Quarter	2214	N	11	3	1	3	3			1					1								23
SOCY 125	Society & Nature	Luz Mallery Cordoba	2021 Summer Quarter	2214	N	1	2	1		3			1					1	1							10
SOCY 126	Sex as Soc Prac & Rep	Michelle Parra	2021 Summer Quarter	2214	N	3	2	5	3	1	1		1					2								18
SOCY 128I	Race and Law	Hiroshi Fukurai	2021 Summer Quarter	2214	Y	4	7	1	1	1									1							15
SOCY 136	Social Psychology	Megan Bethany McNamara	2021 Summer Quarter	2214	N	10	15	6		1		1	4					5	2					2		46
SOCY 150	Socy Death & Dying	Megan Sara McDrew	2021 Summer Quarter	2214	N	35	8	4	1	2						2		4	3					3		62
STAT 5	Statistics	Jonathan Rice Katznelson	2021 Summer Quarter	2214	N	10	32	11	7	12	4	6	8			1		9	15	5				4		124
STAT 7	StatMthdsBio/Env/Hlth	Bruno Silva Mendes	2021 Summer Quarter	2214	N	1		3	9	8			6			9		1	1	1				1		40
STAT 7L	StatMthdsBioEnvHlthLab	Laura Nohelia Baracaldo	2021 Summer Quarter	2214	N		29			5			4					1	2					1		42
STAT 131	Intro Prob Theory	David Draper	2021 Summer Quarter	2214	N	18	36	18	5	6	2	3	4					5	1					3		101
STAT 131	Intro Prob Theory	David Draper	2021 Summer Quarter	2214	N	57	26	3		1	1		2					1								91
STEV 1A	Univ Life & Learning	Geoffrey Michael Childers; Matthew D O'Hara	2021 Summer Quarter	2214	N														390	53						443
STEV 26	Navigate University	Brij D Lunine	2021 Summer Quarter	2214	N		14			2								1	1							18
STEV 27	Service Learning	Geoffrey Michael Childers	2021 Summer Quarter	2214	N	3	8	1	1	2		1						1	2	1						20
THEA 10	Intro to Design	David Lee Cuthbert	2021 Summer Quarter	2214	N	1	1	1	2	4	4	1	2	1		2			7	1				3		30
THEA 14	Drawing	Kate Edmunds	2021 Summer Quarter	2214	N		17			2		1							1							21
THEA 20	Intr Studies Acting	Dorothy C. Atkinson	2021 Summer Quarter	2214	N	2	9				1							1								13
THEA 20	Intr Studies Acting	Gregory J Fritsch	2021 Summer Quarter	2214	N	6	10												2							18
THEA 30	Intr Modern Dance	Gerald Casel	2021 Summer Quarter	2214	N		14	1	2										1	1						19
WRIT 1	Intro to Comp	Shannon J Cummings	2021 Summer Quarter	2214	N	1	6			1						2		3	1							14
WRIT 2	Rhetoric & Inquiry	Anthony Sebastian Breakspear	2021 Summer Quarter	2214	N		3	4	7	2	1	1							5							23
WRIT 2	Rhetoric & Inquiry	Anthony Sebastian Breakspear	2021 Summer Quarter	2214	N			12	2	7		1		1				1								24
WRIT 2	Rhetoric & Inquiry	Shannon J Cummings	2021 Summer Quarter	2214	N	3	16											1	4	1						25
WRIT 2	Rhetoric & Inquiry	Erica Louise Halk	2021 Summer Quarter	2214	N	4	1	3		2			1					1	9	2				2		25
WRIT 2	Rhetoric & Inquiry	Terry L Terhaar	2021 Summer Quarter	2214	N		5	1	3	5	1	2	1	2				1	2							23
WRIT 2	Rhetoric & Inquiry	Robin Y King	2021 Summer Quarter	2214	N			3	7	7	1	1		1					2					2		24
WRIT 2	Rhetoric & Inquiry	Robin Y King	2021 Summer Quarter	2214	N			4	2	4	4		1					1	6					1		23
WRIT 2	Rhetoric & Inquiry	Philip M Longo	2021 Summer Quarter	2214	N		4	8	4										7	1				1		25
WRIT 2	Rhetoric & Inquiry	Philip M Longo	2021 Summer Quarter	2214	N		3	8	2	3	3	1							4					1		25
WRIT 2	Rhetoric & Inquiry	Ellen Spencer Newberry	2021 Summer Quarter	2214	N		13	3	1	1			2					3						1		24
WRIT 2	Rhetoric & Inquiry	Ellen Spencer Newberry	2021 Summer Quarter	2214	N		12	1	1	2	2		3					1	2							24
WRIT 2	Rhetoric & Inquiry	Bettina Osborne	2021 Summer Quarter	2214	N	15	3	1	1	1			1						2					1		25
WRIT 2	Rhetoric & Inquiry	Nirshan Rex-Boniface Perera	2021 Summer Quarter	2214	N		14	4					1						6							25
WRIT 2	Rhetoric & Inquiry	Nirshan Rex-Boniface Perera	2021 Summer Quarter	2214	N		13	3	4		1								4	1						26
WRIT 2	Rhetoric & Inquiry	Brenda Samantha Sanfilippo	2021 Summer Quarter	2214	N	5	9	1	1	1	2		2					1	1	1				1		25
WRIT 2	Rhetoric & Inquiry	Terry L Terhaar	2021 Summer Quarter	2214	N		6	1	2	3	2	2	1						2	2				2		23
WRIT 2	Rhetoric & Inquiry	Terry L Terhaar	2021 Summer Quarter	2214	N		3	4	2	3		1		2				1	3	2						21
WRIT 2	Rhetoric & Inquiry	Tiffany Lynn Wong	2021 Summer Quarter	2214	N	5	12											1	3	2						23
WRIT 2	Rhetoric & Inquiry	Tiffany Lynn Wong	2021 Summer Quarter	2214	N	3	13	3	1									1	1	1						23
WRIT 2	Rhetoric & Inquiry	Mark Baker	2021 Summer Quarter	2214	N		3	3	5	1								1	2	5				3		23
