Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
EDUC 225	Reading Across Curr	George Bunch	2022 Spring Quarter	2222	N		4														31					35
EDUC 272	Lang: Educ & Society	Josephine Pham	2022 Spring Quarter	2222	N	1															8	1				10
ENVS 23	Physcl & Chem Envir	Michael E Loik	2022 Spring Quarter	2222	N	1	11	9	23	53	10	10	21			3		4	15	2				1		163
ENVS 100	Ecology and Society	Madeleine Patricia Fairbairn	2022 Spring Quarter	2222	N	5	38	5	3	6	1			1										1		60
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2022 Spring Quarter	2222	N		8	3	1	2	1		2					1						1		19
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2022 Spring Quarter	2222	N		5	5	4		1		1			1										17
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2022 Spring Quarter	2222	N		5	2		1	1		1						1							11
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai	2022 Spring Quarter	2222	N		14	1	2	2						1										20
ENVS 104A	Intro Field Methods	Gregory S Gilbert	2022 Spring Quarter	2222	N		3	4	17	6																30
ENVS 104L	Field Methods Lab	Gregory S Gilbert	2022 Spring Quarter	2222	N		18	3	5	1	1		2													30
ENVS 107A	Nat Hist Field Qtr	Christopher Michael Lay; Ryan David Carle	2022 Spring Quarter	2222	N	7	14	1		1									2							25
ENVS 107B	Nat Hist Field Qtr	Christopher Michael Lay; Ryan David Carle	2022 Spring Quarter	2222	N	8	13	2		1									1							25
ENVS 107C	Nat Hist Field Qtr	Christopher Michael Lay; Ryan David Carle	2022 Spring Quarter	2222	N	8	13	2		1									1							25
ENVS 115C	Advanced GIS	Barry Nickel	2022 Spring Quarter	2222	N	7	2		1		1		3						1		1			1		17
ENVS 120	Conservation Biology	Natalia Ocampo-Penuela	2022 Spring Quarter	2222	N		5	11	7	15	5		2						2							47
ENVS 130C	Fld Exp Agro/Food Sys	Azucena Lucatero	2022 Spring Quarter	2222	N		5	7	2	6	2							2	2					1		27
ENVS 133	Agroeco Practicum	Damian Michael Parr	2022 Spring Quarter	2222	N		34	6	2	1	1								1							45
ENVS 142	Sustainable Energy	Elliott Campbell	2022 Spring Quarter	2222	N		23	12	5	2	3	1							3							49
ENVS 149	Envr Law & Policy	Douglas Bushey	2022 Spring Quarter	2222	Y	1	16	4	3	2	1								1					1		29
ENVS 151	Environm Assessment	Andrew Schiffrin	2022 Spring Quarter	2222	N	5	6	3	1	3		1								1				1		21
ENVS 152	Intl Env Pol	Sikina Jinnah	2022 Spring Quarter	2222	Y	6	4						1	1					1							13
ENVS 158	Pol Ecol & Socl Chg	Madeleine Patricia Fairbairn	2022 Spring Quarter	2222	N	1	9	7	8	9		1				1		2	2							40
ENVS 173	World Envir History	Emily Murai	2022 Spring Quarter	2222	N		12	4	5		1	1			1			1	1					1		27
ENVS 179	Env Interpretation	Tod Haddow	2022 Spring Quarter	2222	N	3	11			1	1							1	1							18
ENVS 184	Envs Stu Internship	Gregory S Gilbert	2022 Spring Quarter	2222	N														23	2				1		26
ENVS 184	Envs Stu Internship	Katie Lenore Monsen	2022 Spring Quarter	2222	N													1	105	11	1			1		119
ENVS 190	Capstone:EnvrProblem	Katie Lenore Monsen	2022 Spring Quarter	2222	N	5	16	7	1	12	5	1	2					1								50
ESCI 100B	Intro Env Processes	Patrick Y Chuang	2022 Spring Quarter	2222	N	4	9	6	8	8	3	8	13		5	3		1		2				1		71
ESCI 150	Field & Lab Aquat Sci	Carl Lamborg	2022 Spring Quarter	2222	Y		7			2									1							10
ESCI 167	App Enviro Time Series	Claudie Beaulieu	2022 Spring Quarter	2222	Y	1	3	3	1	2									1							11
ESCI 191	Capstone Seminar	Phoebe Lam	2022 Spring Quarter	2222	N	10	1	4		1			1											1		18
FILM 20B	Intro TV Studies	Logan Kennard Walker	2022 Spring Quarter	2222	N	50	35	37	18	13	5	2	4	1		2	1	6	1					3		178
FILM 20P	Productn Technique	Quentin Alcott Lareau	2022 Spring Quarter	2222	N		51	18	6	7	7		3					5		2				1		100
FILM 80S	Sp Top Film/Dig Med	Christina Corfield	2022 Spring Quarter	2222	N	1	50	66	33	13	3	4		1	1			6	20	1				1		200
FILM 80T	Technothrillers	Soraya E.A. Murray	2022 Spring Quarter	2222	N	6	105	47	7	9	5	4	4		1	1		5	28	5				7		234
FILM 120	Intro Media Theory	Irene Gustafson	2022 Spring Quarter	2222	N		12	26	14	10	10	1	3	1				5	1					3		86
FILM 132A	Internatnl Cinema	Christina Corfield	2022 Spring Quarter	2222	N		32	24	7	8	5	2	3				1		6	1				1		90
FILM 136C	Visual Culture&Tech	Topiary Landberg	2022 Spring Quarter	2222	N	3	15	29	18	8	7	2	2	1				2	2							89
FILM 160	Film Genres	Natasha V.	2022 Spring Quarter	2222	N		8	12	7	9	4		1	1				2	7	5						56
FILM 165A	Film,Video & Gender	Daryl Bjorn Jones	2022 Spring Quarter	2222	N		8	20	11	20	4	4	3					6	6	3						85
FILM 165D	Asian Americans	Lahn S Kim	2022 Spring Quarter	2222	N	2	14	10	10	8	9	2				1		3	5	3				1		68
FILM 170B	Film/Video Productn	Gustavo O Vazquez	2022 Spring Quarter	2222	N		14	7	4																	25
FILM 171S	Spec Topics in Prod	Susana Ruiz	2022 Spring Quarter	2222	N	1	10	4																2		17
FILM 171S	Spec Topics in Prod	Cameron Maxwell Archer	2022 Spring Quarter	2222	N		12		2																	14
FILM 180	Writing Film/TV/DM	James C Lyons	2022 Spring Quarter	2222	N	4	12	3	2				2													23
FILM 194S	Special Topics Seminar	Yiman Wang	2022 Spring Quarter	2222	N		9	2	6	3																20
FILM 194S	Special Topics Seminar	Lahn S Kim	2022 Spring Quarter	2222	N		7	3	5	4		2								1				1		23
FILM 194S	Special Topics Seminar	John Jota Leanos	2022 Spring Quarter	2222	N	3	19	2					2					1								27
FILM 196A	Sr Prjct Narr Prod	Cameron Maxwell Archer	2022 Spring Quarter	2222	N		5			5																10
FILM 196C	Sr Documntry Wksp	Irene Gustafson	2022 Spring Quarter	2222	N	4	7												1							12
FILM 234	Ethics of New Media	Soraya E.A. Murray	2022 Spring Quarter	2222	N	2	1														5	2				10
FMST 10	FeminismGlobalSouth	Anjali R Arondekar	2022 Spring Quarter	2222	N	6	22	39	17	6	3	4	1	4		1		5	2	1				2		113
FMST 16	Media Histories	Madhavi Murty	2022 Spring Quarter	2222	N	15	15	10	14	1									2	1				1		59
FMST 145	Race/Gender Formatn	Ceylan Cemali	2022 Spring Quarter	2222	N	17	18	22	11	6	2							4	10	1				1		92
FMST 188	Topics in FMST	Taylor Rose Wondergem	2022 Spring Quarter	2222	N	5	26		2									2	2					3		40
FMST 194M	Empire & Sexuality	Anjali R Arondekar	2022 Spring Quarter	2222	Y		4	2	2										2					1		11
FREN 2	French: First Year	Renee Cailloux	2022 Spring Quarter	2222	N		1	2	1	1	3					1		1	4		1					15
FREN 3	French: First Year	Vincent Minquoy	2022 Spring Quarter	2222	N	1	5	3	4	1	1	2						1	1		3					22
GAME 221	Prof Development	Michael B John	2022 Spring Quarter	2222	N		12														12					24
GAME 231	Game Technologies	Zachary Charles Emerzian	2022 Spring Quarter	2222	N	8	1														11					20
GAME 270	Games & Play Studio I	Michael B John	2022 Spring Quarter	2222	N		7														11	1				19
GERM 2	German: First Year	Sarah T Schuchard	2022 Spring Quarter	2222	N	4	4	7					1					2	1	1				1		21
GERM 3	German: First Year	Gabriela Andrea Gavande	2022 Spring Quarter	2222	N		7	4	2	1	1					1		1								17
HAVC 28	Ghosts in Asian Films	Boreth J. Ly	2022 Spring Quarter	2222	N		11	18	11	14	4	1							9	3						71
HAVC 48	Climate Justice Now!	T.J. Demos	2022 Spring Quarter	2222	N	15	42	34	9	9	8	5	4	1		2		5	4	1						139
HAVC 49	MemesDigitalVisual	Kyle T Parry	2022 Spring Quarter	2222	N	6	57	29	18	35	8	7	6	2				11	24	1				6		210
HAVC 55	Unclothed	Maria Evangelatou	2022 Spring Quarter	2222	N	9	26	18	19	19	4	2	5					8	20	9				1		140
HAVC 110	West Afr Vis Cultur	Elisabeth L Cameron	2022 Spring Quarter	2222	N		11	6	5	14	5	2	9	1		1		8	2	5						69
HAVC 124C	Art Theravada Trad	Boreth J. Ly	2022 Spring Quarter	2222	N		2	12	5	5	4	2						3	1							34
HAVC 135K	Art and Science	Kailani Polzak	2022 Spring Quarter	2222	N	3	10	6	5	4		3						1	2					1		35
HAVC 142M	Museum Exhibitions	Elisabeth L Cameron	2022 Spring Quarter	2222	N		71	15	12	6	2			1				4	7	1				2		121
HAVC 143G	Hist Arch 1968-Presnt	Albert Narath	2022 Spring Quarter	2222	N	6	21	19	3	5	2	2			1	1	1	4						1		66
HAVC 151	Greek Myths	Maria Evangelatou	2022 Spring Quarter	2222	N	6	28	29	23	16	4	3	1					8	12	6				4		140
HAVC 185	ArtCommunityEngagement	Stacy L Kamehiro	2022 Spring Quarter	2222	N		2	5	7	1	1	1			1					2						20
HAVC 191U	Campus Architecture	Albert Narath	2022 Spring Quarter	2222	N		3	6	5	1								1	2							18
HAVC 191W	ArtDisasterRslience	Kyle T Parry	2022 Spring Quarter	2222	N	2	1	1	3	1		1	1													10
HCI 203	Intro to Research	Stephen J Whittaker	2022 Spring Quarter	2222	N		4	1													7					12
HCI 271	HCI Capstone 1	Norman Su	2022 Spring Quarter	2222	N		1	4													6					11
HEBR 3	Hebrew: First Year	Galia Stein-Rosen	2022 Spring Quarter	2222	N	4	5	1	1		1															12
HEBR 80	Intro Bible Hebrew	Galia Stein-Rosen	2022 Spring Quarter	2222	N	1	21	11	3	2	2	4	2						3					1		50
HIS 11A	L Amer ColonlPeriod	Maria E Diaz	2022 Spring Quarter	2222	N	3	8	9	7	3	7	1				1		2	9	1				1		52
HIS 15	US His for NonMajors	Edward G Smyth IV	2022 Spring Quarter	2222	N	4	20	38	19	41	17	1	9	1		1	1	5	60	5				3		225
HIS 20	US Popular Music	Eric C Porter	2022 Spring Quarter	2222	N	7	26	18	11	6	4	3	6				2	5	18	5				3		114
HIS 60	Medical/Sci Term	Charles W Hedrick	2022 Spring Quarter	2222	N	3	19	13	2	4	1		1			1			8	3						55
HIS 70B	ModEurope 1815-pres	Bruce A Thompson	2022 Spring Quarter	2222	N	3	12	31	12	13	10	5	6					9	15	3				1		120
HIS 76	Holocaust Glob Persp	Nathaniel P Deutsch	2022 Spring Quarter	2222	N		15	11	9	6	3		2					5	1					4		56
HIS 78	ModernAuthoritarianism	Edward Harold Kehler	2022 Spring Quarter	2222	N	4	17	16	11	21	7	3	5	2		3		7	11	4				2		113
HIS 80Y	WWII Mem U.S. Japn	Alan S Christy; Alice S. Yang	2022 Spring Quarter	2222	N	10	61	38	28	20	12	7	6		3		1	5	48	2				1		242
HIS 82	CA Gold Rush Glob His	Aims McGuinness	2022 Spring Quarter	2222	N	1	19	6	5	3	1	3	7					4	6	2				3		60
HIS 100	His Skills & Methds	Muriam H. Davis	2022 Spring Quarter	2222	N	3	6	2	7	5	6	3	2	1				6						1		42
HIS 106B	AsianAsianAm1941-Pres	Alice S. Yang	2022 Spring Quarter	2222	N	4	19	12	8	2	1	1	2					1	4	3				1		58
HIS 118	Global Cold War	Matthew Lasar	2022 Spring Quarter	2222	N		17	18	5	6	3	1	1		1		1	1	3	1						58
HIS 121B	African-Am1877-Pres	David H Anthony	2022 Spring Quarter	2222	N	2	11	7	6	3	1	4		2				3	6	1				10		56
HIS 131	Women In Latin Amer	Maria E Diaz	2022 Spring Quarter	2222	N	1	3	3	3	3		1	1						7	3				6		31
HIS 140D	Recent Chinese Hist	Shelly Chan	2022 Spring Quarter	2222	N	10	13	8	3	1	3	2		1	1		1	2	12					1		58
HIS 150C	Modern Japan	Drew Kenneth Richardson	2022 Spring Quarter	2222	N		15	3	5	3	1	1	1						4	1				1		35
HIS 172B	German Film 1919-45	Edward Harold Kehler	2022 Spring Quarter	2222	N		5	6	7	4			2					5	3	2						34
HIS 184B	Racism & Antiracism	Muriam H. Davis	2022 Spring Quarter	2222	N	5	16	12	3	5	3	2	2					3	5					2		58
HIS 190J	Mexican History Archv	Matthew D O'Hara	2022 Spring Quarter	2222	N		3	1		1	1		2			1								1		10
HIS 196K	Eur Intellect Hist	Kiva Rafael Silver	2022 Spring Quarter	2222	N	1	2	3	1	4	4		1					2	1							19
HISC 80O	Popular Music	Jared A Gampel	2022 Spring Quarter	2222	N		26	16	19	26	14	5	9					10	15	13				7		160
HISC 80U	Labor & Globalization	Natalia Koulinka	2022 Spring Quarter	2222	N	7	5	6	3	2	4	1	1	1	1		1	2	2	1				3		40
HISC 121	What is Politics?	Massimiliano Tomba	2022 Spring Quarter	2222	N		14	7	2	1								1	1	1						27
HISC 122	What is the Psyche	Daniel G. Butler	2022 Spring Quarter	2222	N	8	6	5	7	1		1	2			1			4	2				2		39
HISC 149H	The Future	Christopher L Connery	2022 Spring Quarter	2222	Y		9	7					2						5							23
ITAL 1	Elem Italian Lang	Gabriella Notarianni Burk	2022 Spring Quarter	2222	N	1	12	2	3	3	1	2								1						25
ITAL 1B	Italian: Accel	Gabriella Notarianni Burk	2022 Spring Quarter	2222	N	2	10	1	1	1			1							1	1					18
ITAL 3	Italian: First Year	Maria A. Prencipe	2022 Spring Quarter	2222	N		5	1	1				1					1	1		1					11
ITAL 101	Ital Cultr and Food	Maria A. Prencipe	2022 Spring Quarter	2222	N		2	21	3	1									2							29
JAPN 3	Japanese: First Year	Sakae Fujita	2022 Spring Quarter	2222	N		11	1	4	1	1	1							5	3	1					28
JAPN 3	Japanese: First Year	Naoko Matsuo	2022 Spring Quarter	2222	N		4	3	2	3	1	2	1						2	1	1					20
JAPN 3	Japanese: First Year	Naoko Matsuo	2022 Spring Quarter	2222	N	1	8	2	3	2	1	3	1			1			2	1						25
JAPN 3	Japanese: First Year	Miyuki Takeuchi	2022 Spring Quarter	2222	N	1	6	3	1	2	1	1							2							17
JAPN 6	Japanese: Second Year	Keiko Yukawa	2022 Spring Quarter	2222	N	1	7	1	2	3	1								2	1						18
JAPN 6	Japanese: Second Year	Keiko Yukawa	2022 Spring Quarter	2222	N		4	2	1	1	1									2						11
JAPN 105	Advanced Japanese	Naoko Yamamoto	2022 Spring Quarter	2222	N		9		1	1	1								3							15
KRSG 52	News Reporting/Editing	Susan Allen Watrous	2022 Spring Quarter	2222	N		9												7					1		17
KRSG 100	Learning with Intent	Daniel Gordon Pearce	2022 Spring Quarter	2222	N		13	3				1							4							21
LALS 5	HumRights/SocJust	Shankari Patel	2022 Spring Quarter	2222	N	11	112	4	2	2	3	5	2					7	8	1						157
LALS 15	TruthJusticeStatistics	Karina Ruiz	2022 Spring Quarter	2222	N	1	6	5	4	8	2	4	3	1				1	4	4						43
LALS 65	Religion & Revolution	Shankari Patel	2022 Spring Quarter	2222	N	18	219	16	4	4		1		4				4	6					3		279
LALS 80D	Poli Chng In Mexico	Leslie Lopez	2022 Spring Quarter	2222	Y	1	3	1	2	1	1				1			1								11
LALS 100A	Social Science Analytics	Jeff A Erbig	2022 Spring Quarter	2222	N	8	10	7	8	7	2	3	1											1		47
LALS 100L	Soc Sci Analytics Lab	Jeff A Erbig	2022 Spring Quarter	2222	N		3	2	2	2	1	3												1		14
LALS 100L	Soc Sci Analytics Lab	Jeff A Erbig	2022 Spring Quarter	2222	N	3	2	1	3	3	1		1													14
LALS 100L	Soc Sci Analytics Lab	Jeff A Erbig	2022 Spring Quarter	2222	N	4	3	2	1	2																12
LALS 135	El Salvador	Cecilia M. Rivas	2022 Spring Quarter	2222	N	2	7	5		1														2		17
LALS 149	Whiteness: LatinAm	Patricia Pinho	2022 Spring Quarter	2222	N		13	4	5	4	5	2	2	1					7	1				3		47
LALS 168	Inter-Am Relations	Lily Balloffet	2022 Spring Quarter	2222	N	2	11	5	3	5	3	1	3					3	3	4				3		46
LALS 178	Gen,Trnsntlsm,Glbzn	Shankari Patel	2022 Spring Quarter	2222	N	7	34	1	3	1			1					1	2							50
LALS 187L	HumRightsInvestigation	Sylvanna M. Falcon	2022 Spring Quarter	2222	Y		2												16							18
LALS 194X	SocioEnviroConflict	Fernando I Leiva	2022 Spring Quarter	2222	N	4	4	2	1	3			3					1		1				1		20
LGST 105D	Contemp Poli Theory	Yasmeen Daifallah	2022 Spring Quarter	2222	Y	1	2	2	5	3								2	3					1		19
LGST 109	Legal Theory	Eric Stephen Snickars	2022 Spring Quarter	2222	N		5	4	5	13	5	3						3	5					1		44
LGST 111C	IssuesConstitutionLaw	Ryan Emmett Coonerty	2022 Spring Quarter	2222	N	5	35	4		4								4						1		53
LGST 116	Comparative Law	Jacqueline Susan Gehring	2022 Spring Quarter	2222	Y	2	37	24	11	10	7		1			3		1	2	1				1		100
LGST 117	Sports Law Politics	Jacqueline Susan Gehring	2022 Spring Quarter	2222	N	1	6	11	11	9	3	2	2	1	1				3	1				1		52
LGST 120C	Capit Amer Pol Dev	Eva C Bertram	2022 Spring Quarter	2222	Y		3		6	2	1							3	2	1						18
LGST 122	Sociology of Law	Jaimie Morse	2022 Spring Quarter	2222	Y		48	1		1	1	1						1	4	1				2		60
LGST 128C	SocHis Dem,Anarch, Ind	Hiroshi Fukurai	2022 Spring Quarter	2222	Y	3	3	2		1									2							11
LGST 144	Soc & Pol Philos	Abraham D Stone	2022 Spring Quarter	2222	Y		4	6	5	2									1	1						19
LGST 147B	Psych and Law	Craig W Haney	2022 Spring Quarter	2222	Y	1	10	2					1						1							15
LGST 148	Cities, Urban Planning	Gary Patton	2022 Spring Quarter	2222	Y		20			10			3					1	8							42
LGST 149	Envr Law & Policy	Douglas Bushey	2022 Spring Quarter	2222	Y	1	6	4	1	1				1												14
LGST 161	Intellectual Property	Kyle Robertson	2022 Spring Quarter	2222	N		26	9	5	9	2								2					1		54
LGST 167	Politics Intl Trade	Shawn Leslie Nichols	2022 Spring Quarter	2222	Y		6	3	2	4	3	1						3	1					3		26
LGST 175	Human Rights	Shawn Leslie Nichols	2022 Spring Quarter	2222	Y		1	3	4	4	2	3	1			1		2	1							22
LGST 182	The Power to Punish	Anjuli Catherine Verma	2022 Spring Quarter	2222	Y	3	7	10		1								1		1	1			1		25
LGST 196	Senior Capstone	Katharine E. Beaumont	2022 Spring Quarter	2222	N		16	4	5	1																26
LGST 196	Senior Capstone	Jaimie Morse	2022 Spring Quarter	2222	N		15	1		2			2						6					2		28
LING 50	Intr To Linguistics	Matthew Webb Wagers	2022 Spring Quarter	2222	N	10	75	35	18	31	11	2	11	3	4	2	1	8	8	2				2		223
LING 80K	Invented Languages	Pranav Anand	2022 Spring Quarter	2222	N	99	96	101	33	31	21	14	4	3	6	1	2	20	93	26				11		561
LING 80K	Invented Languages	Pranav Anand	2022 Spring Quarter	2222	N	8	4	3	2	2		2						1	2							24
LING 101	Phonology I	Jaye Padgett	2022 Spring Quarter	2222	N	2	8	5	9	2	5	1	1						3							36
LING 112	Syntax I	Jorge Hankamer	2022 Spring Quarter	2222	N		7	3		2	2	1				1		1	11	5				4		37
LING 113	Syntax II	Maziar Toosarvandani	2022 Spring Quarter	2222	N		6	6	3	7	1	1	3	1		1		2	3	2		1		1		38
LING 124	Language Typology	Ivy Sichel	2022 Spring Quarter	2222	N	6	3	3	1	1				1					9							24
LING 135	Language and Race	Julia Swan	2022 Spring Quarter	2222	Y	1	6	3	4	4	2	3		1	2			4	2	1				1		34
LING 151	Phonetics II	Grant L McGuire	2022 Spring Quarter	2222	N	4	9	5	3	8	1	2	1					1	4	1						39
LING 171	Psycholinguistics I	Morwenna Hoeks	2022 Spring Quarter	2222	N	10	15	5	2	3	2	2						3	8	1						51
LING 296	Linguistics Colloq	Maziar Toosarvandani	2022 Spring Quarter	2222	N		1												1		19					21
LIT 1	Literary Interpret	Sean Keilen	2022 Spring Quarter	2222	N	2	13	6	8	15	9	2	3	2					2	2				2		66
LIT 61H	Reading the Movies	Erik M. Bachman	2022 Spring Quarter	2222	N	1	35	22	9	11	6	4	7	1		1		5	14	9				7		132
LIT 81H	Pandemic in Literature	Filippo Gianferrari	2022 Spring Quarter	2222	N	3	34	19	11	14	5		3					2	6	1				2		100
LIT 81I	Engineering California	Zachary A Zimmer	2022 Spring Quarter	2222	N		171	35	34	21	23	8	6	6	1	1	3	10	34	8				8		369
LIT 90	Intro Creative Writ	Chacko Thomas Kuruvilla	2022 Spring Quarter	2222	N	5	10	4					1					1	4					1		26
LIT 90	Intro Creative Writ	Angie Sijun Lou	2022 Spring Quarter	2222	N	1	7	8	1	4														1		22
LIT 90	Intro Creative Writ	Thaïs Helene Miller	2022 Spring Quarter	2222	N		14	7	1											1						23
LIT 90	Intro Creative Writ	Matthew Polzin	2022 Spring Quarter	2222	N		15	6	1	1	1															24
LIT 90	Intro Creative Writ	Jose Antonio Villaran	2022 Spring Quarter	2222	Y	1	6	5	2	1	1		1					1								18
LIT 91A	Intermed Fiction/Prose	Melissa Lynn Sanders-Self	2022 Spring Quarter	2222	N		17	4																		21
LIT 91B	Inter Poetry Writing	Gary E Young	2022 Spring Quarter	2222	N		18	1											1					1		21
LIT 99F	Tutorial	Gary E Young	2022 Spring Quarter	2222	N	1	9												1							11
LIT 101	Theory & Interpretn	Vilashini Cooppan	2022 Spring Quarter	2222	N	14	28	17	9	4		1						7	3	2						85
LIT 110A	British Canon, Part I	Abigail Heald	2022 Spring Quarter	2222	N		6	7	4	7	3					1		3	1	2				1		35
LIT 133D	SouthAsia Lit/Cultur	Guriqbal Singh Sahota	2022 Spring Quarter	2222	N		2	8	2	4	1	1				2		1	4	5				1		31
LIT 138B	Regions Amer Lit	Robert J Wilson	2022 Spring Quarter	2222	N		13	8	4	3								1		1						30
LIT 139A	Amer Lit and Culture	Laurel Peacock	2022 Spring Quarter	2222	N		7	6	5	4	1	1	1					2	3	1				1		32
LIT 141A	Early Mediterranean	Camilo Gomez-Rivas	2022 Spring Quarter	2222	N		13	4	2		1							3	6	1						30
LIT 141D	Classical Arabic Lit	Camilo Gomez-Rivas	2022 Spring Quarter	2222	N		7	10	3	2	1							2	3	2				1		31
LIT 149H	The Future	Christopher L Connery	2022 Spring Quarter	2222	Y	4	23	13	7	4	1	2	2	1				1	8	1				3		70
LIT 154B	Literature & the Arts	Morgan Elizabeth Gates	2022 Spring Quarter	2222	N	5	10	7	3	3			1			1		2	1							33
LIT 155E	Cinema & Soc Change	Juan E Poblete	2022 Spring Quarter	2222	N	1	1	4	2	2	3	4	1	3	1			1	1	1				1		26
LIT 160F	Topic Cultral Study	Jody Kleinberg Biehl	2022 Spring Quarter	2222	N		9	9	7	2				1		1		1	3							33
LIT 160S	Cultures of Socialism	Andrew Hunter Bivens	2022 Spring Quarter	2222	N	12	11		2	4								2	1							32
LIT 164J	Jewish Writers	Bruce A Thompson	2022 Spring Quarter	2222	N	11	8	8	2	2									1							32
LIT 179C	Methods & Materials	Robert J Wilson	2022 Spring Quarter	2222	N	1	9	6																1		17
LIT 184A	Intro to Greek Lit	Kristina J. Chew	2022 Spring Quarter	2222	N		10	2	1	1										2						16
LIT 186A	Intro to Latin Lit	Kristina J. Chew	2022 Spring Quarter	2222	N		12	10	2	1								1								26
LIT 190K	Studies in U.S. Lit	Kirsten S Gruesz	2022 Spring Quarter	2222	N	2	10	6	3	2	2							1								26
LIT 190U	Topics in Theory	Guriqbal Singh Sahota	2022 Spring Quarter	2222	N		2	3			2		1			2		1	1							12
LIT 190V	Fiction Senior Sem	Micah E Perks	2022 Spring Quarter	2222	N	10	7	3	3									1								24
LIT 190W	Poetry Senior Sem	Ronaldo V. Wilson	2022 Spring Quarter	2222	N	5	11	1																		17
MATH 3	Precalculus	Yuk Shing Lam	2022 Spring Quarter	2222	N	2	5	4	8	7	5	5	7	2		6		5		2				2		60
MATH 3	Precalculus	Maryam Louis	2022 Spring Quarter	2222	N	21	13	7	4	5	3	3		1					1	2						60
MATH 11A	Calculus with Apps	Pedro Morales	2022 Spring Quarter	2222	N	7	41	35	23	16	8	4	8	2	2	2	3	6		1				6		164
MATH 11B	Calculus with Apps	Suzana Serboi	2022 Spring Quarter	2222	N	25	32	11	9	6	7	7	13	7	3	1	7	18		3				2		151
MATH 19A	Calc:Sci,Engin,Math	Anthony J Tromba; Frank Bauerle	2022 Spring Quarter	2222	N	5	20	20	18	22	12	6	20			4		11		3				3		144
MATH 19A	Calc:Sci,Engin,Math	Anthony J Tromba; Frank Bauerle	2022 Spring Quarter	2222	N		2	4		2		1	4			1		2		1				1		18
MATH 19B	Calc:Sci,Engin,Math	Anthony J Tromba; Frank Bauerle	2022 Spring Quarter	2222	N	16	44	30	28	23	11	9	17			7		11	1	3				3		203
MATH 19B	Calc:Sci,Engin,Math	Sam Alan Johnson	2022 Spring Quarter	2222	N	4	6	3	2	2	1		5						1					1		25
MATH 19B	Calc:Sci,Engin,Math	Anthony J Tromba; Frank Bauerle	2022 Spring Quarter	2222	N	12	27	8	7	1	3		1					2	1	1						63
MATH 21	Linear Algebra	Hirotaka Tamanoi	2022 Spring Quarter	2222	N	7	21	11	11	31	18	22	15	3	4	2		11	5	3				4		168
MATH 23A	Vector Calculus	Anthony J Tromba; Frank Bauerle	2022 Spring Quarter	2222	N	37	109	42	43	49	13	14	23			3		6	2	3				3		347
MATH 23A	Vector Calculus	Anthony J Tromba; Frank Bauerle	2022 Spring Quarter	2222	N	1	3	2		3		2	3						1							15
MATH 23B	Vector Calculus	Jesse Kass	2022 Spring Quarter	2222	N	4	8	7	6	8	8	6	7					8		2				3		67
MATH 24	Ordinary Diff Equas	Yu Chin Sun	2022 Spring Quarter	2222	N	1	17	1	3	2		1		1					1					2		29
MATH 100	Intr Proof/Prb Solv	Robert Boltje	2022 Spring Quarter	2222	N		3	1	1	4	3	3	5	2		1		7	3	4				3		40
MATH 103A	Complex Analysis	Deewang Bhamidipati	2022 Spring Quarter	2222	N	19	17		4	6			1					1	3							51
MATH 105B	Real Analysis	Jie Qing	2022 Spring Quarter	2222	N	1	3	1		1		1							5					1		13
MATH 107	Partial Diff Equas	Burak Hatinoglu	2022 Spring Quarter	2222	N		5	2	4	4		2	1				2	1	6	1				3		31
MATH 111B	Algebra	John Revere McHugh	2022 Spring Quarter	2222	N	2	3	2	1	1								2		1						12
MATH 111T	Algebra	Bruce N Cooperstein	2022 Spring Quarter	2222	N		2	3	1	2	1		1						7	2						19
MATH 116	Combinatorics	Kyle A Miller	2022 Spring Quarter	2222	N	3	2	1	2	5		2	2					3	2	1						23
MATH 117	Adv Linear Algebra	Beren Sanders	2022 Spring Quarter	2222	N	4	4	4	5	5		1	5			2		2	9	7				2		50
MATH 128A	Classical Geometry	John Gabriel Prudente Pelias	2022 Spring Quarter	2222	N	3	4	4	3	4	9	2	2			1		2	2	2				2		40
MATH 140	Industrial Math	Pedro Morales	2022 Spring Quarter	2222	N	2	8		2	4		2	1					1	1							21
MATH 148	Numerical Analysis	Francois Monard	2022 Spring Quarter	2222	N	3	3	2		1								1	4	2	1					17
MATH 148L	Numerical Analysis	Francois Monard	2022 Spring Quarter	2222	N	6	2											1		2						11
MATH 194	Senior Seminar	Beren Sanders	2022 Spring Quarter	2222	N		6	4	4	2			4					1	1							22
MATH 194	Senior Seminar	Debra K Lewis	2022 Spring Quarter	2222	N	1	3		3	2		1	1	2					3	2				1		19
MATH 194	Senior Seminar	Hirotaka Tamanoi	2022 Spring Quarter	2222	N	4	4	1										1	1							11
MATH 214	Finite Groups	Robert Boltje	2022 Spring Quarter	2222	N	1		1		1											11	1				15
MERR 1	ALE:ReadSelves/World	Nolan Higdon	2022 Spring Quarter	2222	N	2	1	2	2		1		10	7				1	1					1		28
