Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
ANTH 146	Anth & Environment	Andrew S. Mathews	2023 Spring Quarter	2232	N		11	10	11	4	1	2	3	1				1	3					1		48
ANTH 151	Ethnography Wrkshop	Alejandra Letelier Kramer	2023 Spring Quarter	2232	N	2	6			1		1					1	1								12
ANTH 171	Mat/Methods His Arch	James C Monroe	2023 Spring Quarter	2232	N	1	2	2	1	2	2	1	1	1	1	1		3	1	1						20
ANTH 177	Environmental Arch	Erendira M Quintana Morales	2023 Spring Quarter	2232	N		22	15	11	5	5	3	8					1	1	1						72
ANTH 189A	Arch Field Techniques	Tsim D Schneider	2023 Spring Quarter	2232	N	6	4		2	4								1	1							18
ANTH 194I	Consumptn/Consumerism	Mark D Anderson	2023 Spring Quarter	2232	N		9	3	3	1																16
ANTH 194V	Who Owns the Past?	Erendira M Quintana Morales	2023 Spring Quarter	2232	N		5	4	2	1	1		1					1	1							16
ANTH 196X	Medicines for the Soul	Ashwak Sam Hauter	2023 Spring Quarter	2232	N	2	10	2			1								1					1		17
APLX 55	Pardon My French	Julia Swan; Zsuzsanna Abrams	2023 Spring Quarter	2232	N		15	6	4	8	1	1	1						8	1				1		46
APLX 101	L2 Acquisition	Christian Ruvalcaba	2023 Spring Quarter	2232	N	1	2		2	2	2	1	1						1							12
APLX 102	Bilingualism	Mark Amengual	2023 Spring Quarter	2232	N	1	5	7	4	2	2	1						1								23
APLX 135	Second Lang Teach	Donald Patrick Miller	2023 Spring Quarter	2232	Y	5	11	4	2	1	1															24
APLX 136	L2 Assessment	Donald Patrick Miller	2023 Spring Quarter	2232	N	9	9		1				1						1							21
APLX 190	Research Sem APLX	Bryan A. Donaldson	2023 Spring Quarter	2232	N	7	3											1								11
ARBC 3	Arabic: First Year	Abdelkader Berrahmoun	2023 Spring Quarter	2232	N		7		2									1			2					12
ART 10F	4D Foundation	Wes Modes	2023 Spring Quarter	2232	N		74	21	16	9	7	7		3			1	10	3	2				2		155
ART 20G	Intro Print/Draw	Whitney Joanne Payne Humphreys	2023 Spring Quarter	2232	N		19	2		2	1					1										25
ART 20H	Intro Sculpt/Public	Kathleen Chris Perry	2023 Spring Quarter	2232	N	1	16	1	2							1										21
ART 20I	Intro Photography	Kathleen Chris Perry	2023 Spring Quarter	2232	N		10	7	3		1		1							3				1		26
ART 20J	Intro Draw/Paint	Grant Whipple	2023 Spring Quarter	2232	N		10	5	2	1	3								1							22
ART 80E	Enviro Art Expanded	Elizabeth Stephens	2023 Spring Quarter	2232	N	45	103	20	12	16	7	1	6	1		3		9	9	7				6		245
ART 101	Computer Prog Arts	Wes Modes	2023 Spring Quarter	2232	N		71	6	4	3	3		1	1			1	1	1	5				2		99
ART 106O	2D Animation	Ann Amica Altstatt	2023 Spring Quarter	2232	N	48	59	31	9	22	15	4	8	5	1	2	1	9	18	6				7		245
ART 137	Outdoor Paint Proj	Grant Whipple	2023 Spring Quarter	2232	N		8	3	2	4	1		4	1					1					1		25
ART 138	Facture and Meaning	Melissa Gwyn	2023 Spring Quarter	2232	N	2	10	6	3	4									1							26
ART 150	Darkroom Practices	Kathleen Chris Perry	2023 Spring Quarter	2232	N		10	1	2	2	1	1						3	2							22
ART 158	Adv Photography	Karolina Karlic	2023 Spring Quarter	2232	N	6	6			1	3															16
ART 163C	Magnified Imagination	Enrique Martinez Leal	2023 Spring Quarter	2232	N	3	2	3	4			2						1	1		1					17
ART 165	Print Med Vis Comm	Sarah Sanford	2023 Spring Quarter	2232	N	1	12	2	2	2																19
ART 177	Careers Creative Econ	Shelby Graham	2023 Spring Quarter	2232	N		19	1	1	2			1						4							28
ART 180B	Sculpture II	Jennifer A Parker	2023 Spring Quarter	2232	N		8	3	3	6										1				1		22
ART 188	Int/Adv Sclpt/Fndry	Sean M Monaghan	2023 Spring Quarter	2232	N		10	5											1					1		17
ART 189	SpecialTopicsSculpture	Jorge Mascarenhas Menna Barreto	2023 Spring Quarter	2232	N	1	8			2											1					12
ART 190B	Senior Project	Elizabeth Stephens	2023 Spring Quarter	2232	N		18	3										1	1							23
ARTG 80I	Foundations of Play	Patrick Michael Ballard	2023 Spring Quarter	2232	N	2	31	8	7	19	1		4	2				4		1				1		80
ARTG 118	Char Creation in Games	Eduard Joseph Gregor	2023 Spring Quarter	2232	N	3	21	17	2		5		2			1		5	2	2				2		62
ARTG 120	Game Design Exp	Patrick Michael Ballard	2023 Spring Quarter	2232	N	55	95	1		17	3		3	1				1		1						177
ARTG 120	Game Design Exp	Elizabeth A Swensen	2023 Spring Quarter	2232	N	101	18	2	4	2		1	1													129
ARTG 129	Spec Topic Game Des	dani wright	2023 Spring Quarter	2232	N	34	5	1		2									1							43
ARTG 131	3D Game Art Prod	Eduard Joseph Gregor	2023 Spring Quarter	2232	N		61	5	1	3				1				2	3	5				1		82
ARTG 172	Game Design III	Tamara Madeleine Duplantis	2023 Spring Quarter	2232	N		85	1	4										1							91
ARTG 172	Game Design III	dani wright	2023 Spring Quarter	2232	N	25		2		4																31
ARTG 179	Game Design Practicum	Raquel Breejon Robinson	2023 Spring Quarter	2232	Y	4	4												3							11
ASTR 3	Planetary Systems	Graeme H Smith	2023 Spring Quarter	2232	N	17	45	33	24	9	7	1	4						25	1						166
ASTR 5	Universe Formation	Ryan Joseph Foley	2023 Spring Quarter	2232	N	10	16	17	24	21	6	2	12	4	1	4		3	18	2						140
ASTR 9B	Intro Research Phys	Ruth Murray-Clay	2023 Spring Quarter	2232	Y		25			1								1	1							28
ASTR 10	Big Bang Planet Earth	Alexie Leauthaud	2023 Spring Quarter	2232	N	9	47	14	17	31	23	18	9	1	1		1	3	8	7				2		191
ASTR 112	Physics of Stars	Natalie Batalha	2023 Spring Quarter	2232	N	2	5	4	6	12	5	4	7			1		4		2				1		53
ASTR 119	Intro Sci Computing	Naor Movshovitz	2023 Spring Quarter	2232	N	16	3	1	1	1	1	1	1					1						2		28
ASTR 136	Adv Astro Lab	Constance Mary Rockosi; Olivier Hervet	2023 Spring Quarter	2232	N		3		3	4	3		3											1		17
ASTR 171	Genl Relativity	Edgar Shaghoulian	2023 Spring Quarter	2232	Y	2	3		2	1	1	1												1		11
ASTR 222	Stars and Planets II	Jonathan J Fortney	2023 Spring Quarter	2232	N		2	1													7					10
BIOC 100C	Biochemistry	Hanns Hinrich Boeger	2023 Spring Quarter	2232	N	17	38		7	11		10	14			2		10	2	4				2		117
BIOC 163B	Bioc Thermodynamics	Glenn L Millhauser	2023 Spring Quarter	2232	N	2	6	7	8	8	8	3	7			3										52
BIOE 16	Intro to Horticulture	Rachel Meyer	2023 Spring Quarter	2232	N		16	1	4					1					3	1						26
BIOE 19	Biodiversity	Beth Alison Shapiro	2023 Spring Quarter	2232	N	1	24	11	8	3		2	1			1		1	1							53
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2023 Spring Quarter	2232	N		20	28	18	26	34	6	32		4	1	1	6		1						177
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2023 Spring Quarter	2232	N	4	11	14	32	36	30	37	22		6	5		13	9	4				3		226
BIOE 20F	Field Biology Practice	Ingrid Marie Parker	2023 Spring Quarter	2232	N		11	2	2															1		16
BIOE 20F	Field Biology Practice	Ingrid Marie Parker	2023 Spring Quarter	2232	N		16			1								2								19
BIOE 107	Ecology	Auston Marmaduke Kilpatrick	2023 Spring Quarter	2232	N	4	15	14	10	13	8		11			5		5	1	2						88
BIOE 109	Evolution	Giacomo Bernardi	2023 Spring Quarter	2232	N	6	13	15	13	37	17	16	24	1			1	4	1	1				1		150
BIOE 114	Herpetology	Sean Bryant Reilly	2023 Spring Quarter	2232	N	4	12		1	4																21
BIOE 114L	Herpetolgcl Resrch	Sean Bryant Reilly	2023 Spring Quarter	2232	N	16	4						1													21
BIOE 118	Plants and Society	Jarmila Pittermann	2023 Spring Quarter	2232	N		32		1	4	4	1	2						2							46
BIOE 120	Marine Botany	Kristen Kusic Heady	2023 Spring Quarter	2232	N	11	32			9			1					3								56
BIOE 120L	Marine Botany Lab	Kristen Kusic Heady	2023 Spring Quarter	2232	N	2	8			12			3					3								28
BIOE 120L	Marine Botany Lab	Kristen Kusic Heady	2023 Spring Quarter	2232	N	6	11			11																28
BIOE 125	Ecosystems of Calif	Elizabeth Anne Howard	2023 Spring Quarter	2232	Y	1	11	7	2	6		1												3		31
BIOE 128L	LrgMarineVertebField	Roxanne Santina Beltran	2023 Spring Quarter	2232	N	10	4																			14
BIOE 129	Biol Marine Mammals	Caroline Brett Casey; Dan Costa	2023 Spring Quarter	2232	N	4	24	20	21	19	14	3	9		1	2		2		1				1		121
BIOE 129L	Marine Mammals Lab	Caroline Brett Casey; Dan Costa	2023 Spring Quarter	2232	N	1	5	2	1	7	5	3	5	1		1		5		2				1		39
BIOE 129L	Marine Mammals Lab	Caroline Brett Casey; Dan Costa	2023 Spring Quarter	2232	N	2	8	11	10		2		1					1		1						36
BIOE 129L	Marine Mammals Lab	Caroline Brett Casey; Dan Costa	2023 Spring Quarter	2232	N	1	4	7	8	5	2	3	6	1					1	1						39
BIOE 133	Exercise Physiology	Terrie M Williams	2023 Spring Quarter	2232	N	7	5	4		1	1								2							20
BIOE 133L	Exercise Phys Lab	Terrie M Williams	2023 Spring Quarter	2232	N	10	4	4											1	1						20
BIOE 136	Enviro Physiology	Robin Christine Dunkin	2023 Spring Quarter	2232	N		25	29	4	10	1	1	1						1							72
BIOE 147	Community Ecology	Laurel R Fox	2023 Spring Quarter	2232	Y	6	8	10	4	3	2		4	1				1		1						40
BIOE 149	Disease Ecology	Auston Marmaduke Kilpatrick	2023 Spring Quarter	2232	N	1	8	3	3	11	9		4					3	1	1						44
BIOE 151A	Ecol Field Methods	Donald A Croll; Gage Hart Dayton	2023 Spring Quarter	2232	N	13	2																			15
BIOE 151B	Ecol Fld Mthds Lab	Donald A Croll; Gage Hart Dayton	2023 Spring Quarter	2232	N	12	3																			15
BIOE 151C	Terrestrial Ecosys	Donald A Croll; Gage Hart Dayton	2023 Spring Quarter	2232	N	4	10	1																		15
BIOE 151D	Conserv/Practice	Donald A Croll; Gage Hart Dayton	2023 Spring Quarter	2232	N		5	10																		15
BIOE 199F	Tutorial	Roxanne Santina Beltran	2023 Spring Quarter	2232	N	26	3												2							31
BIOL 20A	Cell & Molecular Bi	John W Tamkun	2023 Spring Quarter	2232	N	4	94	10	21	71	9	56	53	29	5	10	3	37		18				15		435
BIOL 20L	Experimental Lab	Guido Bordignon	2023 Spring Quarter	2232	N	15	66		10	14		3	4					1		2						115
BIOL 80J	Biology Emerging Disea	James A Shanks	2023 Spring Quarter	2232	N	2	8	4	9	13	5	4	10	1				1	1							58
BIOL 88	Studies in Medicine	Grant A Hartzog	2023 Spring Quarter	2232	N		82	12	5			2				1		4	9	2						117
BIOL 100	Biochemistry	Joshua A Arribere	2023 Spring Quarter	2232	N	3	28			46			66			11		18	1	2				5		180
BIOL 101	Molecular Biology	Carol Greider	2023 Spring Quarter	2232	N	7	42	33	10	29	13	9	8						1							152
BIOL 101L	Molecular Bio Lab	Jeremy Earl Kreher	2023 Spring Quarter	2232	N	2	23	21	13	21	8	8	15			5		2						1		119
BIOL 105	Genetics	Jeremy C Lee	2023 Spring Quarter	2232	N	3	17	17	12	26	15	29	61	11		11		23		16				4		245
BIOL 108L	Syn Gene Reg Lab III	Rohinton T Kamakaka	2023 Spring Quarter	2232	N	6	6	6	2																	20
BIOL 110	Cell Biology	Zhu Wang	2023 Spring Quarter	2232	N		7	6	10	15	13		21	3		5				1						81
BIOL 112	Virology	David Fielding Boyd	2023 Spring Quarter	2232	N	8	11	8	3	5	5	1	1	1					1	1				1		46
BIOL 113	Prin of Epidemiology	Valerie Crystal Cortez	2023 Spring Quarter	2232	N	1	3	7	5	1	3		2					1	1	1				1		26
BIOL 114	Cancer Cell Biology	Shaheen Sikandar	2023 Spring Quarter	2232	N	4	16	6	4	17	8		3					4	7					1		70
BIOL 115L	Eukaryotc Molec Lab	Jeremy Earl Kreher	2023 Spring Quarter	2232	N	1	2	3	4	3	1	1	1													16
BIOL 120	DevelopmentalBiology	Zhu Wang	2023 Spring Quarter	2232	N	4	12	7	4	4	1	1	2			1			1	2						39
BIOL 122L	Phage Biology Lab II	James A Shanks	2023 Spring Quarter	2232	N		1	5	7	1			1			1		1								17
BIOL 128	Dev Neuro	Sofie R Salama	2023 Spring Quarter	2232	Y	3	7	1	3	8	1		5			1										29
BIOL 129L	Neurobiology Lab	James A Shanks	2023 Spring Quarter	2232	N	1	7	3	3	1	1															16
BIOL 130	Human Physiology	Christina Yang	2023 Spring Quarter	2232	N		2	1	4	12	10	5	9			3			1					1		48
BIOL 130L	Human Physiology Lab	Giulia Jale Gurun Gurun	2023 Spring Quarter	2232	N		2	3	3	9	7	6	10													40
BIOL 186L	Undergrad Rsrch MCD	Martha C Zuniga	2023 Spring Quarter	2232	Y	4	1	1	1	1		1	1													10
BIOL 189W	Human Biology DC	Michael Jake Doody	2023 Spring Quarter	2232	N	1	22	6	3	1		2														35
BIOL 215	MCD Biostatistics	Dan B Turner-Evans	2023 Spring Quarter	2232	N		9														5					14
BME 22L	BME Molecular Biology1	Dianne G Hendricks	2023 Spring Quarter	2232	N	4	6					1						1								12
BME 23L	BME Molecular Biology2	Dianne G Hendricks	2023 Spring Quarter	2232	N	3	7	1	1	1				1												14
BME 23L	BME Molecular Biology2	Dianne G Hendricks	2023 Spring Quarter	2232	N	2	12	5	1	2																22
BME 80G	Bioethics 21st Cent	Karen Hayden Miga	2023 Spring Quarter	2232	Y	57	65	20	7	7	5	2	1	1				1	3		8					177
BME 105	Genetics/Genomics	Benjamin R Topacio	2023 Spring Quarter	2232	N	11	38	8		9	5		3				1			1						76
BME 110	Comp Bio Tools	Ali Shariati	2023 Spring Quarter	2232	N	24	6	9	1		3		1				1	1		1				2		49
BME 118	Math of the Mind	David Haussler	2023 Spring Quarter	2232	Y		5	3	2	2		1	1						3							17
BME 128L	Protein Eng lab	Rebecca M Dubois	2023 Spring Quarter	2232	N	5	9	6	1	1								1	1							24
BME 128L	Protein Eng lab	Rebecca M Dubois	2023 Spring Quarter	2232	N	4	3	2	2	1									1							13
BME 129C	Design/Implement BME	David Lee Bernick	2023 Spring Quarter	2232	N		10	4	2																	16
BME 160	ResBioProgramming	David Lee Bernick	2023 Spring Quarter	2232	N	18	26	6	1	3			4		1			1	1		3			1		65
BME 163	Data Visualization	Christopher Vollmers	2023 Spring Quarter	2232	Y	33	35			6			5					5			1			2		87
BME 188A	SynBio Research:A	David Lee Bernick	2023 Spring Quarter	2232	N	3	10	3																		16
BME 218	Math of the Mind	David Haussler	2023 Spring Quarter	2232	Y		4														6	1				11
BME 263	Data Visualization	Christopher Vollmers	2023 Spring Quarter	2232	Y	6	3														18					27
BME 280B	Bioinform/Bioeng Sem	Karen Hayden Miga	2023 Spring Quarter	2232	N														1	1	35			1		38
CHEM 1A	General Chemistry	Geri Kerstiens	2023 Spring Quarter	2232	N		40	9	13	58	12	10	29	5	1	10	1	26	5	6				2		227
CHEM 1B	General Chemistry	William G Scott	2023 Spring Quarter	2232	N	7	134	33	12	98	13	2	27			6		13	2	3				1		351
CHEM 1C	General Chemistry	Aura Alegra Eroy-Reveles	2023 Spring Quarter	2232	N		130	30	43	48	21	45	43	15		15		5	1	2				7		405
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2023 Spring Quarter	2232	N		195	5	8	8	4	2	1					2						2		227
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2023 Spring Quarter	2232	N		306	20	19	16	6	6	7			1		2		1				2		386
CHEM 8B	Organic Chemistry	Rebecca Braslau	2023 Spring Quarter	2232	N	6	13	10	9	18	15	19	30			36		37	1	16				17		227
CHEM 8M	Organic Chem Lab	Caitlin Maria Binder	2023 Spring Quarter	2232	N	53	34	7	6	4	1	1	1					2		1				1		111
CHEM 103	Biochemistry	Sarah Loerch	2023 Spring Quarter	2232	N	6	8	4	4	4	3	1	4			3				1				1		39
CHEM 109	Org Chem:Apps to Bio	Jevgenij Raskatov	2023 Spring Quarter	2232	N	8	12		1	1			2						4					7		35
CHEM 110	IntermedOrganicChem	Shaun M Mckinnie	2023 Spring Quarter	2232	N	10	18	6	1	1	4	4	6			3		5		2						60
CHEM 110L	Int OrganicChem Lab	Caitlin Maria Binder	2023 Spring Quarter	2232	N	8	22	8	4	5	1	1	4			1		1								55
CHEM 146B	Adv Lab Inorganic	Timothy C Johnstone	2023 Spring Quarter	2232	N	1	5	2		2																10
CHEM 146C	Adv Lab Physical	Yat Li	2023 Spring Quarter	2232	N	2	2	6	2	2								1								15
CHEM 151B	Main Group Elements	Scott R Oliver	2023 Spring Quarter	2232	N	6	12	5	2																	25
CHEM 163C	Stat Thermo & Kinetics	Alex Ayzner	2023 Spring Quarter	2232	N	3	3	12	6	6	9	3	1		1											44
CHEM 169	Drug Design/Discvry	Cameron Rand Pye	2023 Spring Quarter	2232	N	14	8	2	3	1			1							1					1	31
CHEM 200A	Adv Biophys Methods	William G Scott	2023 Spring Quarter	2232	N	2	10																			12
CHIN 3	Chinese: First Year	Elu (I Ju) Tu	2023 Spring Quarter	2232	N	5	6	2	7	1		1							2		1					25
CHIN 3	Chinese: First Year	Elu (I Ju) Tu	2023 Spring Quarter	2232	N	2	4	3	1	1	3	1			1											16
CHIN 6	Chinese: Second Year	Ting-Ting Wu	2023 Spring Quarter	2232	N	3	13	2	3	1	1							1	2	1						27
CHIN 6	Chinese: Second Year	Ting-Ting Wu	2023 Spring Quarter	2232	N	2	12		2	2	4	2						1								25
CHIN 108	Chinese: Classcal	Ting-Ting Wu	2023 Spring Quarter	2232	N	7	10	4	2	1	1								1							26
CLNI 70	Community Garden	Linnea K Beckett	2023 Spring Quarter	2232	N	8	3	2			2	3						1	1	1				1		22
CMMU 30	NumbersSocialJustice	Julianne Elsie Foxworthy Gonzalez	2023 Spring Quarter	2232	N	2	12	10	5	3	5		1						4							42
CMMU 102	Prep Field Studies	Elliott Oakley	2023 Spring Quarter	2232	N	1	4	7	11	5	1	1												1		31
CMMU 133	Making California	Julie H Guthman	2023 Spring Quarter	2232	N	1	8	2	3	4	3	1	4			1		6	7	1				1		42
CMPM 15	Research Explorations	David Lee	2023 Spring Quarter	2232	N	6	36	1		1		1						1	6					2		54
CMPM 17	DSG Build Experience	Jim Whitehead; Tela Favaloro	2023 Spring Quarter	2232	N	13	4	2	2									2								23
CMPM 27	Substance Painter	Christopher Yonge	2023 Spring Quarter	2232	N	9	13	6	2										1	1						32
CMPM 80I	Introduction to HCI	Katherine C Isbister	2023 Spring Quarter	2232	N	37	26	3	2	8	1		2				2	5	8	2						96
CMPM 80K	FoundationsGameDesgn	Ishaan Anil Paranjape	2023 Spring Quarter	2232	N	38	24	5	3	4	7	3	1	1	3	1	1	3	1	2				2		99
CMPM 118	Rsrch Exp in ENG	David Lee	2023 Spring Quarter	2232	N		93	1											3							97
CMPM 118	Rsrch Exp in ENG	Kathryn Elizabeth Ringland	2023 Spring Quarter	2232	N	4	11																			15
CMPM 120	Game Develop Exp	Nathan Altice	2023 Spring Quarter	2232	N	23	21	22	10	9		3	2	3				2	1	2	1			2		101
CMPM 120	Game Develop Exp	Adam Marshall Smith	2023 Spring Quarter	2232	N	10	37	31	11	13	7	5	4			2		1						4		125
CMPM 131	User Experience	Leya Bre Darla C. S. Baltaxe-Admony	2023 Spring Quarter	2232	N	4	59	27	11	3	6	1	1						4							116
CMPM 148	Interactive Story	Cassandra Valorie-Blackmoon Ravenbrook	2023 Spring Quarter	2232	N	15			5			8						1	1	6				1		37
CMPM 151	Algorithmic Music	Brian M Hansen	2023 Spring Quarter	2232	N	26	30	7	1	8	6		1					1	2					1		83
CMPM 172	Game Design III	Graeme Devine; Wes Modes	2023 Spring Quarter	2232	N		71	2	2																	75
CMPM 172	Game Design III	Graeme Devine; Wes Modes	2023 Spring Quarter	2232	N		60	4										1								65
CMPM 179	Game Design Practicum	Raquel Breejon Robinson	2023 Spring Quarter	2232	Y	2	13	2	2				1													20
CMPM 203	Comp Media Methods	Sri H Kurniawan	2023 Spring Quarter	2232	N		2														10					12
CMPM 280S	Seminar Topics	David Lee	2023 Spring Quarter	2232	N		22												2							24
COWL 65	Meaning Paradox Love	Addi Somekh	2023 Spring Quarter	2232	N	5	101												3							109
COWL 70C	Advanced Book Arts	Gary E Young	2023 Spring Quarter	2232	N	2	10														1					13
COWL 89	Fac Research Colloq	Amanda M. Smith	2023 Spring Quarter	2232	N	39	72	19	6	8	8	2	8	4		1		2	4							173
COWL 111	Mock Trial Workshop	Caitlin Marie Stinneford	2023 Spring Quarter	2232	N	8	30	6		4		1	1						9							59
COWL 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2023 Spring Quarter	2232	N	5	29	6	7	3			1						3	1				3		58
COWL 140	Designing Your Life	Remy Franklin	2023 Spring Quarter	2232	Y	8	3				1								3							15
COWL 168	Social Change	Caitlin Marie Stinneford	2023 Spring Quarter	2232	N	7	29	2	1		1	1						1	4	2						48
COWL 184C	Leadership & Instit	Caitlin Marie Stinneford; Cynthia Kathleen Larive	2023 Spring Quarter	2232	N	12	21	2	5		2		1	1					1	1						46
COWL 194F	Group Tutorial	Shelly A. Grabe	2023 Spring Quarter	2232	N	4	15																	1		20
CRES 70B	Black Radical Univ?	Andrea del Carmen Vazquez	2023 Spring Quarter	2232	N	1	3	3		2								3	14	1						27
CRES 82	Intro to Filipino	Isola Dultra Tong	2023 Spring Quarter	2232	Y	9	3				1															13
CRES 83	White Like Me	Eric C Porter; Melody Jessica Nixon	2023 Spring Quarter	2232	Y	12	10	8	4	1	1			2				4	1	2				1		46
CRES 101	CRES Resrch Methods	Felici Schaeffer-Grabiel	2023 Spring Quarter	2232	N	1	8	21	6	1	1		3					5								46
CRES 110Q	Black Queer Culture	Savannah T Shange-Binion	2023 Spring Quarter	2232	Y	6	5	4	1	4	3	1						2	6	1				1		34
CRES 116	Race and the Pacific	Yuki Obayashi	2023 Spring Quarter	2232	N	10	17	3	1	1	1	1						1								35
CRES 120	Third World Feminisms	Sophia Azeb	2023 Spring Quarter	2232	N	10	7	7	4	1			3						1					1		34
CRES 130	Blackness In Motion	Savannah T Shange-Binion	2023 Spring Quarter	2232	Y	14	3	2	2	2	2	1	4						2	1						33
CRES 160	Latina/o/x Geographies	Luis Trujillo	2023 Spring Quarter	2232	N	2	2	1	2	3								1	2							13
CRES 190F	Black Queer Film	Xavier Livermon	2023 Spring Quarter	2232	N		6	1		1								2	3							13
CRSN 55	Service Learning	Susan Allen Watrous	2023 Spring Quarter	2232	N		16	2	1	1									3							23
CRSN 61	Sustainable Living	Sue A Carter	2023 Spring Quarter	2232	N	5	16	6	1	5	4	6	1					1	7	3				3		58
CRSN 82	Enviro&Soc in Film	Neil Schaefer	2023 Spring Quarter	2232	N	1	10	9	6	1		1	1						5	1						35
CRSN 90	Food Justice/Sustain	Katie Lenore Monsen	2023 Spring Quarter	2232	N	9	3					1												1		14
CRSN 152	IDEASS Lab	Tamara Bethune Ball	2023 Spring Quarter	2232	N		3	2	1	1								1	4	1						13
CRSN 152	IDEASS Lab	Kristen Kusic Heady	2023 Spring Quarter	2232	N		18											1						1		20
CRSN 161	Sustainable Living	Sue A Carter	2023 Spring Quarter	2232	N	2	16	1		3	1								1					2		26
CRWN 1	ALE:Emerging Tech	Marilyn Dilworth Patton	2023 Spring Quarter	2232	N	2	8			5		1	6					2	1							25
CRWN 70L	Radio Production	Manel Camps	2023 Spring Quarter	2232	N	2	12		2	2																18
CRWN 81	Purposeful Life	Lisa Berkley	2023 Spring Quarter	2232	N	16	7	2	2										3	1						31
CRWN 92	Soc/Creative Entrepr	Alexandra Loken; Kathleen J Greaney	2023 Spring Quarter	2232	N	2	7	4	2		1								5	1				1		23
CRWN 95	Business Assistance	Yuliya Monastyrska	2023 Spring Quarter	2232	N	22	1	1		1									2					1		28
CRWN 100	Org Fundamentals	Paul Hubert Francis Vroomen	2023 Spring Quarter	2232	N	1	1	1	2	2	1	1	3			1	1		7							21
CRWN 140	Designing Your Life	Remy Franklin	2023 Spring Quarter	2232	Y	3	6	1	2										1	1						14
CSE 3	Comp Tech in Society	Gerald Bennett Moulds	2023 Spring Quarter	2232	N		264		7	40		2	11			4		11	18	8	1	1		2		369
CSE 12	Com Sys/Assmbly Lan	Sagnik Nath	2023 Spring Quarter	2232	N	78	98	20	12	27	6	2	5		1	1		8	1	1						260
CSE 12	Com Sys/Assmbly Lan	Marcelo Siero	2023 Spring Quarter	2232	N	28	146	22	13	25	7	7	8	1				3						2		262
CSE 13S	Comp Sys and C Prog	Kerry Scott Veenstra	2023 Spring Quarter	2232	N	11	48	34	22	31	19	12	16		4	6	2	16	1	11				6		239
