Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
ASTR 113	Intro Cosmology	Piero Madau	2020 Winter Quarter	2200	N		4	3	2	5	5	4	8							1				2		34
ASTR 135B	Astrophys Adv Lab	George S Brown	2020 Winter Quarter	2200	Y		4	2	1	1	1		1													10
ASTR 202	Astrophysics I	Brant Edward Robertson	2020 Winter Quarter	2200	N	1	4		2	7											4					18
ASTR 233	Galaxies & Cosmology I	Kevin A Bundy	2020 Winter Quarter	2200	N	1	9			3						1										14
ASTR 292	Seminar	Constance Mary Rockosi	2020 Winter Quarter	2200	N		5														23					28
BIOC 100B	Biochemistry	Carrie L. Partch	2020 Winter Quarter	2200	N	26	53	13	17	26	7	4	12			1		3						2		164
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2020 Winter Quarter	2200	N		56	72	39	24	12	1	5			3		2								214
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2020 Winter Quarter	2200	N	1	19	28	19	8	5	1	1													82
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2020 Winter Quarter	2200	N	14	19	19	16	50	36	35	29	1		2		3	4	4				4		236
BIOE 82	Intro Field Res/Con	Sean Bryant Reilly	2020 Winter Quarter	2200	N	6	9												4							19
BIOE 82	Intro Field Res/Con	Gina Marie Contolini	2020 Winter Quarter	2200	N	9	7	3		3		1						1		1						25
BIOE 107	Ecology	Bruce E Lyon	2020 Winter Quarter	2200	N	7	14	9	8	20	3	6	22			2		2						2		95
BIOE 108	Marine Ecology	Mark H Carr	2020 Winter Quarter	2200	Y	10	11	10	8	22	14	7	8	5		1										96
BIOE 109	Evolution	Grant Pogson	2020 Winter Quarter	2200	N	12	17	8	18	29	13	6	5				2	1						2		113
BIOE 117	Botany Flower Plnts	Kathleen M Kay	2020 Winter Quarter	2200	N	4	8	8	7	12	5		1						1							46
BIOE 117L	Systemtc Botany Lab	Kathleen M Kay	2020 Winter Quarter	2200	N	6	4	4	1	5	1					1										22
BIOE 117L	Systemtc Botany Lab	Kathleen M Kay	2020 Winter Quarter	2200	N	5	4	4	5	4	2		1						1							26
BIOE 122	Invertebrat Zoology	Baldo Branimir Marinovic	2020 Winter Quarter	2200	N	3	8	3	5	18	14	26	10					2	1					1		91
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2020 Winter Quarter	2200	N	4	7	4	2	3	3															23
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2020 Winter Quarter	2200	N		1	3	4	2	7	3	2													22
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2020 Winter Quarter	2200	N	2	5	1	1	3	5	3	1					1						1		23
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2020 Winter Quarter	2200	N	2	5	4	3	5	2	1	1													23
BIOE 125	Ecosystems of Calif	Erika S Zavaleta	2020 Winter Quarter	2200	Y	1		8	4	2	2	2	1						2					2		24
BIOE 131	Animal Physiology	Rita Mehta; Terrie M Williams	2020 Winter Quarter	2200	N	16	26	11	12	13	11	6	11			2								1		109
BIOE 131L	Animal Physiolo Lab	Rita Mehta; Terrie M Williams	2020 Winter Quarter	2200	N	18	3		1									1						1		24
BIOE 131L	Animal Physiolo Lab	Rita Mehta; Terrie M Williams	2020 Winter Quarter	2200	N	18	4																			22
BIOE 159A	Fld Qtr:Marine Ecol	Kristy Jean Kroeker; Peter T Raimondi	2020 Winter Quarter	2200	N	19	2																			21
BIOE 159C	Fld Qtr:Field Ecolo	Kristy Jean Kroeker; Peter T Raimondi	2020 Winter Quarter	2200	N	13	8																			21
BIOE 159D	Fld Qtr:Fld Eco Lab	Kristy Jean Kroeker; Peter T Raimondi	2020 Winter Quarter	2200	N	17	4																			21
BIOE 159F	Global Change Ecology	Kristy Jean Kroeker; Peter T Raimondi	2020 Winter Quarter	2200	N	5	14	2																		21
BIOE 163	Reef/Mangrv/Seagras	Donald C Potts	2020 Winter Quarter	2200	N	3	5	1	11	8	2		2													32
BIOE 163L	Reef/Mangr Eco Lab	Donald C Potts	2020 Winter Quarter	2200	N	2	10		8	12																32
BIOL 20A	Cell & Molecular Bi	Jeremy C Lee	2020 Winter Quarter	2200	N	2	16	10	15	27	18	39	45			15		8	1	5				4		205
BIOL 20L	Experimental Lab	James A Shanks	2020 Winter Quarter	2200	N	14	74	46	20	15	5	2						1		1						178
BIOL 88	Studies in Medicine	Grant A Hartzog	2020 Winter Quarter	2200	N		34	5	2		1								2					1		45
BIOL 100	Biochemistry	Joshua A Arribere	2020 Winter Quarter	2200	N	4	20		10	94		11	53	6		15		5		2				4		224
BIOL 101	Molecular Biology	Jordan Ward	2020 Winter Quarter	2200	N	18	21	37	22	22	57	12	41			2		2						1		235
BIOL 101L	Molecular Bio Lab	Jeremy Earl Kreher	2020 Winter Quarter	2200	N		16	41	33	33	13	6	7			2		3						1		155
BIOL 105	Genetics	Upasna Sharma; William Sullivan	2020 Winter Quarter	2200	N	11	56		10	53	1	5	56			9		6		2				10		219
BIOL 106L	Eukaryotic Genetic Eng	Rohinton T Kamakaka	2020 Winter Quarter	2200	N	5	6	6		3																20
BIOL 109L	Yeast Molecular Gen	Giulia Jale Gurun Gurun	2020 Winter Quarter	2200	N		3	5	3	4		1						1								17
BIOL 110	Cell Biology	Simon Titen	2020 Winter Quarter	2200	N		8	6	6	18	13	24	11											4		90
BIOL 111A	Immunology I	Dragana Antic	2020 Winter Quarter	2200	N	6	5	5	6	4	4	3	5		1				16	6				8		69
BIOL 115	Eukaryotc Molec Bio	Hanns Hinrich Boeger	2020 Winter Quarter	2200	N	2	8	4		19	2		23			9		5	2					4		78
BIOL 115L	Eukaryotc Molec Lab	James A Shanks	2020 Winter Quarter	2200	N	1	3	3	2	4	1		1					1								16
BIOL 115L	Eukaryotc Molec Lab	Jeremy Earl Kreher	2020 Winter Quarter	2200	N		2	3	8	3																16
BIOL 120	DevelopmentalBiology	Zhu Wang	2020 Winter Quarter	2200	N	3	8	15	9	8	7	4	6					1	4							65
BIOL 128	Dev Neuro	Bin Chen	2020 Winter Quarter	2200	Y	5	6	3	3				6					1	1					2		27
BIOL 130	Human Physiology	Giulia Jale Gurun Gurun	2020 Winter Quarter	2200	N	1	15	10	10	14	8	5	28			6	4	1	3	2				3		110
BIOL 130L	Human Physiology Lab	Giulia Jale Gurun Gurun	2020 Winter Quarter	2200	N		5	8	12	12	8	4	11			2	1	2	2					2		69
BIOL 186L	Undergrad Rsrch MCD	Martha C Zuniga	2020 Winter Quarter	2200	Y		8	6	2	1	1		1						1							20
BIOL 189	Health Sci Intrnshp	David A Feldheim	2020 Winter Quarter	2200	N	1	15	4																		20
BIOL 200B	Adv Molecular Bio	Alan Mark Zahler; Melissa S Jurica	2020 Winter Quarter	2200	N		10	3	1	3											1					18
BIOL 289	Practice of Science	Douglas Kellogg	2020 Winter Quarter	2200	N		3														23					26
BME 5	Intro to Biotech	Wendy Faye Rothwell	2020 Winter Quarter	2200	N	2	21		2	15	1	8	4					2	10	1				1		67
BME 51A	Appl Electronics 1	Kevin Karplus	2020 Winter Quarter	2200	N				1	2	7	10	11						18			1		4		54
BME 80H	The Human Genome	Wendy Faye Rothwell	2020 Winter Quarter	2200	N	1	20	4	3	11	1	4	1					1	9							55
BME 105	Genetics/Genomics	Angela Brooks	2020 Winter Quarter	2200	N		14		1	15			3													33
BME 110	Comp Bio Tools	Daniel Kim	2020 Winter Quarter	2200	N	7	14	24	6	13	4	1	1					1	2					1		74
BME 128	Protein Engineering	Rebecca M Dubois	2020 Winter Quarter	2200	N	2	5	2	7	3	3		1	3				1	2							29
BME 129B	Design/Implement BME	Russell Corbett-Detig	2020 Winter Quarter	2200	N		14	5	4	2																25
BME 160	ResBioProgramming	David Lee Bernick	2020 Winter Quarter	2200	N	8	11	8	9	7	3	2	3		1	2		5			5			5		69
BME 178	Stem Cell Biology	Camilla E Forsberg	2020 Winter Quarter	2200	Y	1	1	5	5	2	5	3		1				2	3					1		29
BME 201	Scientific Writing	Joshua M Stuart	2020 Winter Quarter	2200	N	2	2	1													8					13
BME 230A	Intro Comp Genomics	Benedict John Paten; Joshua M Stuart	2020 Winter Quarter	2200	N	7	5	5	4	4	4		1								6	1				37
BME 280B	Bioinform/Bioeng Sem	Camilla E Forsberg	2020 Winter Quarter	2200	N					5									22		21					48
BME 296	Research Bioinfo	Richard Edward E Green	2020 Winter Quarter	2200	N		4														8					12
CHEM 1A	General Chemistry	Seth M Rubin	2020 Winter Quarter	2200	N	3	17	26	25	41	39	34	49	17		8		13	13	5				13		303
CHEM 1A	General Chemistry	Peter Scott Weiss	2020 Winter Quarter	2200	N	38	39	27	33	22	32	18	33			2		12	5	8				14		283
CHEM 1A	General Chemistry	Aura Alegra Eroy-Reveles	2020 Winter Quarter	2200	N	24	35	9	6	9	1	5	5	1										1		96
CHEM 1B	General Chemistry	William G Scott	2020 Winter Quarter	2200	N	148	195	14					1						4	5				4		371
CHEM 1C	General Chemistry	Ilan Benjamin	2020 Winter Quarter	2200	N	2	12	11	16	40	17	14	39	1						1						153
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2020 Winter Quarter	2200	N		198	9	11	18	1	1	2					1		2				6		249
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2020 Winter Quarter	2200	N		131	5	12	10	1		2													161
CHEM 8A	Organic Chemistry	Robert Scott Lokey	2020 Winter Quarter	2200	N		164	18		43	23		5							5						258
CHEM 8B	Organic Chemistry	Bakthan Singaram	2020 Winter Quarter	2200	N	48	41	62	49	37	45	19	16					15		5				11		348
CHEM 8L	Organic Chem Lab	Caitlin Maria Binder	2020 Winter Quarter	2200	N	23	139	36	21	21	8		2						1					1		252
CHEM 8M	Organic Chem Lab	Caitlin Maria Binder	2020 Winter Quarter	2200	N	9	96	35	13	20	2	4								1				2		182
CHEM 151A	Chemistry of Metals	Theodore R Holman	2020 Winter Quarter	2200	N	2	10	18	17	10	4	5	1								1			1		69
CHEM 151L	Inorganic Lab	Theodore R Holman	2020 Winter Quarter	2200	N		5	36	13	5	1							1								61
CHEM 163B	Chem Thermodynamics	Eugene Switkes	2020 Winter Quarter	2200	N	12	16	28	21	16	17	5	8													123
CHEM 164	Physical Chem Lab	Yat Li	2020 Winter Quarter	2200	N	2	3	5	15	4	2	4	2													37
CHEM 200B	Adv Macro Structr	Nikolaos Sgourakis	2020 Winter Quarter	2200	N		11														1			1		13
CHIN 2	Chinese: First Year	Ting-Ting Wu	2020 Winter Quarter	2200	N	2	6	1	2	2									1							14
CHIN 2	Chinese: First Year	Jennifer S Macasek	2020 Winter Quarter	2200	N	5	4			1									1							11
CHIN 2	Chinese: First Year	Jing Wu	2020 Winter Quarter	2200	N	8	10	5											1							24
CHIN 5	Chinese: Second Year	Ting-Ting Wu	2020 Winter Quarter	2200	N	4	14	2	3										2							25
CHIN 104	Chinese: Advanced	Ting-Ting Wu	2020 Winter Quarter	2200	N		17	3	1										4							25
CLNI 85	Global Action	Erin S Ramsden	2020 Winter Quarter	2200	N	12	6																			18
CLNI 85	Global Action	Erin S Ramsden	2020 Winter Quarter	2200	N	7	4												1							12
CLNI 85	Global Action	Erin S Ramsden	2020 Winter Quarter	2200	N	11	3																			14
CLTE 1	ALE: Social Justice	Angela Renee Birts	2020 Winter Quarter	2200	N		2	1	4	6	1	1	1	1		1		5	3							26
CLTE 85	Social Justice Work	Robert D Majzler	2020 Winter Quarter	2200	N		12			1														1		14
CLTE 85	Social Justice Work	Robert D Majzler	2020 Winter Quarter	2200	N		14											2	1							17
CLTE 85	Social Justice Work	Robert D Majzler	2020 Winter Quarter	2200	N		10	2	1		1															14
CMMU 20	Media/Social Movements	Rachel A Goodman	2020 Winter Quarter	2200	N	3	11	5	4	1			1		1				6							32
CMMU 101	Soc Mvmts/3rd Sectr	Mary Beth Pudup	2020 Winter Quarter	2200	N	29	3	7		1								1	3							44
CMMU 107	Analys Fld Material	Andrea Steiner	2020 Winter Quarter	2200	N	1	20	5	8	6	1	1														42
CMMU 145	Global Capitalism	Julie H Guthman	2020 Winter Quarter	2200	N	1	5	2	3	8	3	7	7	1	1	3		2	1	3				1		48
CMPM 26	3D Animation	Christopher Yonge	2020 Winter Quarter	2200	N	16	26	1		3	1							1	1	1				3		53
CMPM 35	Data Structs Media	Adam Marshall Smith	2020 Winter Quarter	2200	N	3	7	5	7	3	3	5	4			1		2	3					1		44
CMPM 80A	Accessible Games	Jared Scott Duval	2020 Winter Quarter	2200	N		37	14	2	10	5	1	1				2	2	8	2						84
CMPM 80K	FoundationsGameDesgn	Noah Wardrip-Fruin	2020 Winter Quarter	2200	N	66	64	56	30	24	5	7	7			8		6	17	3				3		296
CMPM 146	Game AI	Daniel G Shapiro	2020 Winter Quarter	2200	N	3	9	19	16	14	4		2					1	2	1				2		73
CMPM 150	Digital Audio	Nathan Altice	2020 Winter Quarter	2200	N	1	21	21	24	11	10	4		1				4	2	2				3		104
CMPM 171	Game Design II	Edward Franklin Melcer; Michael J Mateas	2020 Winter Quarter	2200	N		31	13	6	7	3	5														65
CMPM 171	Game Design II	Edward Franklin Melcer; Michael J Mateas	2020 Winter Quarter	2200	N		25	4	4	5	4	5														47
CMPM 176	Game Systems	Tad Ander Leckman	2020 Winter Quarter	2200	N	4	43	10	7	5	1		1					1			1			2		75
CMPM 178	Design Research	Leila Takayama	2020 Winter Quarter	2200	N	1	53	31	10	13	5	1							4		1					119
CMPM 179	Game Design Practicum	Tad Ander Leckman	2020 Winter Quarter	2200	Y		10	7	10	4	1															32
CMPM 202	Comp Media Reserch	Angus Forbes	2020 Winter Quarter	2200	N			2													15	1				18
CMPM 280C	CM Seminar	Sri H Kurniawan	2020 Winter Quarter	2200	N			1											3		30					34
CMPM 290K	SocEmoHumanInteract	Katherine C Isbister	2020 Winter Quarter	2200	N		4											1			6					11
COWL 12	Public Speaking	Catherine Marie Carlstroem	2020 Winter Quarter	2200	N	1	4	9	1										3	1						19
COWL 39	Brain/Mind/Conscious	Joshua D Brahinsky	2020 Winter Quarter	2200	N		35	2		1							1		3							42
COWL 52	Personal Finance	Patricia M Kelly	2020 Winter Quarter	2200	N	26	116	38	23	14	10	2	5	1		1		5	40	4				1		286
COWL 52	Personal Finance	Patricia M Kelly	2020 Winter Quarter	2200	N	3	5	1	2										3							14
COWL 111	Mock Trial Workshop	Dena Robertson	2020 Winter Quarter	2200	N	35	5	1		2			1	1					3	1				1		50
COWL 118C	Musical Theater	Marco Antonio Martinez-Galarce	2020 Winter Quarter	2200	N	1	3	8	2	2	4								12					1		33
COWL 122	UN-Contemporary Issues	Dena Robertson	2020 Winter Quarter	2200	Y	15	14	2	2				2						6							41
COWL 168	Social Change	Caitlin Marie Stinneford	2020 Winter Quarter	2200	N	48	41	8	2		1		1					1	2					1		105
COWL 184B	Leadership & Instit	Todd Nathan Thorpe	2020 Winter Quarter	2200	N		41	2										2	2							47
CRES 70S	Intro to the Sikhs	Nirvikar Singh	2020 Winter Quarter	2200	N	3	25			2			3						1							34
CRES 100	Comparative Theories	Neel K Ahuja	2020 Winter Quarter	2200	N		29	23	5									1	1		1			4		64
CRES 110G	Westside Stories	Savannah T Shange-Binion	2020 Winter Quarter	2200	Y		12	23											19	3						57
CRES 116	Race and the Pacific	Yuki Obayashi	2020 Winter Quarter	2200	N	2	12	3	3	5	2		1					2	5	1						36
CRES 190V	Marxism and Feminism	Nicholas Oliver Mitchell	2020 Winter Quarter	2200	Y		4	1											5							10
CRSN 10	Academic Success	Lindsay Elizabeth Knisely	2020 Winter Quarter	2200	Y		8	5																1		14
CRSN 20G	PeregrFalconsReturn	Glenn Roy Stewart	2020 Winter Quarter	2200	N	34	9			4	1					2		1	6					1		58
CRSN 55	Service Learning	Susan Allen Watrous	2020 Winter Quarter	2200	N		18	1	3	2									2					1		27
CRSN 122	UN-Contemporary Issues	Dena Robertson	2020 Winter Quarter	2200	Y	11	18	1					1					1	2	1				1		36
CRSN 151A	Sustain Praxis	Kristen Kusic Heady; Tamara Bethune Ball	2020 Winter Quarter	2200	N		11	2		1									2	1						17
CRSN 152	IDEASS Lab	Tamara Bethune Ball	2020 Winter Quarter	2200	N			3	5	1									8					1		18
CRSN 152	IDEASS Lab	Thomas Rettenwender	2020 Winter Quarter	2200	N	3	2	2	3	2									1		1					14
CRSN 152	IDEASS Lab	Tela Favaloro	2020 Winter Quarter	2200	N		9	7	1	4									1							22
CRWN 1	ALE:Emerging Tech	Marilyn Dilworth Patton	2020 Winter Quarter	2200	N	9	9	1	1	4			2					1	1							28
CRWN 70	Intro to Radio	Shay Leigh Stoklos	2020 Winter Quarter	2200	N	3	9	4																		16
CRWN 70L	Radio Production	Manel Camps	2020 Winter Quarter	2200	N	6	5	2	1	1																15
CRWN 79	Soc Eth Technology	Linda MacDonald Glenn	2020 Winter Quarter	2200	N	3	8	3	2										3							19
CRWN 80F	Science Fiction	Dion N Farquhar	2020 Winter Quarter	2200	N	8	9	2	1	1									6							27
CRWN 90	EntrepreneurshipAcad	Nada Miljkovic	2020 Winter Quarter	2200	N	4	17	1											1							23
CRWN 96	Digital Theater WS	Abel Cornejo	2020 Winter Quarter	2200	N		20												3							23
CRWN 98	Podcasting	Nada Miljkovic	2020 Winter Quarter	2200	N	2	5	5	1	1								1	2					1		18
CRWN 185	Career&Internship	Christina Mosteller Hall	2020 Winter Quarter	2200	N	78	2	5	2	3		2	1					1	8					1		103
CSE 3	Personal Computers	Gerald Bennett Moulds	2020 Winter Quarter	2200	N		408		14	22		2	3			3		6	10	2				1		471
CSE 12	Com Sys/Assmbly Lan	Matthew R Guthaus	2020 Winter Quarter	2200	N	2	46	21	32	129	46	22	45	14	11	19	4	31	3	14				8		447
CSE 12L	Comp Sys/Lang Lab	Matthew R Guthaus	2020 Winter Quarter	2200	N	2	46	21	32	129	46	22	45	14	11	19	4	32	3	14				8		448
CSE 13E	Embedded Systems&C	Maxwell James Dunne	2020 Winter Quarter	2200	N	2	15	14	1	12	5	6	3					2		3				3		66
CSE 13S	Comp Sys and C Prog	Darrell D. E. Long	2020 Winter Quarter	2200	N		8			25	1		23			5		6	1	12				9		90
CSE 16	Appl Discrete Math	Martine Schlag	2020 Winter Quarter	2200	N	12	74	26	18	60	7	4	31			13		5	2	4				2		258
CSE 20	Beginning Python	Tracy Larrabee	2020 Winter Quarter	2200	N	25	113	25	18	24	13	11	8	11		3			12	5				2		270
CSE 20	Beginning Python	Faisal Nawab	2020 Winter Quarter	2200	N	21	59	21	15	19	7	11	16			10		4	10					4		197
CSE 30	Prog Abs Python	Lindsey Kuper	2020 Winter Quarter	2200	N	18	55	46	34	23	15	11	6	5	1	5	2	5	3	2						231
CSE 30	Prog Abs Python	Peter Alexander Alvaro	2020 Winter Quarter	2200	N	18	35	22	14	24	18	9	9		3	1	2	7	1	2				1		166
CSE 50	Business Inf System	Paul Hubert Francis Vroomen	2020 Winter Quarter	2200	N	6	17	27	17	17	9	9	13	3	1	3		2	10	3				4		141
CSE 58	Analysis And Design	Yi Zhang	2020 Winter Quarter	2200	N	4	34	26	30	18	19	7	5	4	1	1	1	1	2					1		154
CSE 80C	Starting New Tech	David Lee	2020 Winter Quarter	2200	N	3	23	8	1	1					1			1	1							39
CSE 80N	Intro to Networking	Richard Michael Jude Graziani	2020 Winter Quarter	2200	N	58	43	7	4	6			2						10	2				1		133
CSE 100	Logic Design	Scott Beamer	2020 Winter Quarter	2200	N	4	22	11	11	8	3	5	6	2		4		2		1				2		81
CSE 100L	Logic Design Lab	Scott Beamer	2020 Winter Quarter	2200	N	4	22	11	11	8	3	5	6	2		4		3		1				2		82
CSE 101	Data Structs & Algs	Seshadhri Comandur	2020 Winter Quarter	2200	N	46	29	15	20	32	32		74					20	1	11				22		302
CSE 102	Intro Algorthm Anyl	Patrick Tantalo	2020 Winter Quarter	2200	N	19	35	37	31	25	16	14	25		4		1	2		2				3		214
CSE 102	Intro Algorthm Anyl	Allen Van Gelder	2020 Winter Quarter	2200	N	1	4	2	3	7	7	10	4			2		10		2				5		57
CSE 103	Computational Models	Delbert Dean Bailey	2020 Winter Quarter	2200	N		72			75			35			13		6		2				4		207
CSE 107	Probability/Stats	Jose J Garcia-Luna-Aceves	2020 Winter Quarter	2200	N	80	42	37	34	22	12	12	12			4		5		2				4		266
CSE 110A	Fund Compiler Des 1	Owen Arden	2020 Winter Quarter	2200	N	8	4	11	9	12	3	2	6			1		3	1	3				4		67
