Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2022 Summer Quarter	2224	N		20	2					1											2		25
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2022 Summer Quarter	2224	N		27			2	1		3					1						1		35
CHEM 8A	Organic Chemistry	Rachel Ann Snelling	2022 Summer Quarter	2224	N	16	45	32	12	23	8	3	15			7		4	1	3				5		174
CHEM 8B	Organic Chemistry	Rachel Ann Snelling	2022 Summer Quarter	2224	N	25	66	21	11	21	9	1	20					3						2		179
CHEM 8L	Organic Chem Lab	Caitlin Maria Binder	2022 Summer Quarter	2224	N	24	30	7	2	1	2							1								67
CHEM 8M	Organic Chem Lab	Caitlin Maria Binder	2022 Summer Quarter	2224	N	22	31	7	1	1			1					2								65
CMMU 10	Intr To Cmmu Actvsm	Lani Hanna	2022 Summer Quarter	2224	N	9	10		1	2					1											23
CMMU 20	Media/Social Movements	Rachel A Goodman	2022 Summer Quarter	2224	N	7	10	5	3	1	2	1						1	5					1		36
CMMU 30	NumbersSocialJustice	Julianne Elsie Foxworthy Gonzalez	2022 Summer Quarter	2224	N		10	1	1	1	2								4	2						21
CMMU 105A	Field Study	Mary Beth Pudup	2022 Summer Quarter	2224	N		6	6	8	5	3	2	2			1		1								34
CMMU 105B	Field Study	Mary Beth Pudup	2022 Summer Quarter	2224	N		14	1		16	1		1					1								34
CMMU 105C	Field Study	Mary Beth Pudup	2022 Summer Quarter	2224	N	2	11	8	5	4	1	1				1		1								34
CMPM 80K	FoundationsGameDesgn	Mirek James Stolee	2022 Summer Quarter	2224	N	4	47	3	4	1		1				1		2	1					2		66
CMPM 147	Generative Design	Julin Asiiah Song	2022 Summer Quarter	2224	N	4	5	5	4	3	3	1				1								1		27
CMPM 148	Interactive Story	Daniel G Shapiro	2022 Summer Quarter	2224	N	5	10	15	13	8	3	2							3					3		62
COWL 52	Personal Finance	Patricia M Kelly	2022 Summer Quarter	2224	N	24	105	38	15	22	4	1	7	2		2		7	10	7						244
CRES 10	Intro to CRES	Nicholas Oliver Mitchell	2022 Summer Quarter	2224	N	6	16	9	6	9	1	2	1			2		2	7	2				3		66
CRES 188S	SettlerColonialCritque	Jane Komori	2022 Summer Quarter	2224	N	2	3	1	1		1									1				1		10
CRSN 1A	Univ Life & Learning	Clara Sophia Weygandt; Sue A Carter	2022 Summer Quarter	2224	N														381	2						383
CRSN 15A	STEM Essentials	Stella Hein	2022 Summer Quarter	2224	N		26			6	1		4	1				1	2	4				3		48
CRSN 15A	STEM Essentials	Stella Hein	2022 Summer Quarter	2224	N		14			4			1					1	3	2						25
CRWN 1A	Univ Life & Learning	Manel Camps; Marilyn Dilworth Patton	2022 Summer Quarter	2224	N														392	3						395
CRWN 80F	Science Fiction	Dion N Farquhar	2022 Summer Quarter	2224	N	3	6			3									1							13
CRWN 90	EntrepreneurshipAcad	Kathleen J Greaney	2022 Summer Quarter	2224	N		4	3	6	3		1						4	1							22
CRWN 95	Business Assistance	Nikky Cherukuthota	2022 Summer Quarter	2224	N	2	15	3	3	3		1	1					1	4	1						34
CRWN 98	Podcasting	Nikki C. Silva	2022 Summer Quarter	2224	N	10	7	8		2		1							5		1			1		35
CSE 16	Appl Discrete Math	Patrick Tantalo	2022 Summer Quarter	2224	N	1	7	6	3	19	12	7	17		3	5	2	7		6				7		102
CSE 20	Beginning Python	Larissa A Munishkina	2022 Summer Quarter	2224	N	7	9	8	2	11	5	4	9		2	1		4	5	4		1		4		76
CSE 30	Prog Abs Python	Larissa A Munishkina	2022 Summer Quarter	2224	N	11	7	8		10	5	5	5		4	5		9		4				7		80
CSE 111	Adv Programming	David Charles Harrison	2022 Summer Quarter	2224	N		2		1	1	8	4	5			2		5		1				6		35
CSE 115A	Intro Software Eng	Richard K Jullig	2022 Summer Quarter	2224	N	6	32	2	1										1					1		43
CSE 186	Full Stack Web Dev. I	David Charles Harrison	2022 Summer Quarter	2224	N		1	6	4	2	4	3	7					6		3				2		38
DANM 147	Intro Queer Games Sem	dani wright	2022 Summer Quarter	2224	N	12	1												1	1						15
EART 3	Geology Natl Parks	Susan Y. Schwartz	2022 Summer Quarter	2224	N	5	16	4	3	14	1		4					4	3	2				1		57
EART 5	California Geology	Elise Knittle	2022 Summer Quarter	2224	N		37	9	3	13	2	3	2					1	17					1		88
EART 5L	Calif Geology Lab	Elise Knittle	2022 Summer Quarter	2224	N		3	3	2		1	1	1					3						1		15
EART 189B	Summer Field Study	Jeremy Keith Hourigan; Noah J Finnegan	2022 Summer Quarter	2224	N		1	7	4	3	1		1													17
ECE 13	Computer Systems & C	Satarupa Mukherjee	2022 Summer Quarter	2224	N	5	9	7	6	2	1	2		1				3	3	4				3		46
ECE 80G	Global Startups	Paul Hubert Francis Vroomen	2022 Summer Quarter	2224	Y	2	1	1	2	1	1								7					1		16
ECE 101	Intro Elec Circuits	Austin Chen	2022 Summer Quarter	2224	N		5	5	3	2	4	2	9			3			1	2				1		37
ECE 101L	Intr Elec Circ Lab	Austin Chen	2022 Summer Quarter	2224	N		15	4	5	4	3					1			1	1				1		35
ECE 171	Analog Electronics	Jorge S Hurtarte	2022 Summer Quarter	2224	N		31	16		5	3							1						1		57
ECE 171L	Analog Electron Lab	Jorge S Hurtarte	2022 Summer Quarter	2224	N		18	11	3	4				1		5		3	1	1				1		48
ECON 1	Intro Microeconomic	Jia-Yuh Chen	2022 Summer Quarter	2224	N	2	4	2	3	2	1	1							1							16
ECON 1	Intro Microeconomic	Julie H Gonzalez	2022 Summer Quarter	2224	N	1	4	5	4	4	3	6	9			1		6	7	1				2		53
ECON 2	Intro Macroeconomic	Pedro Henrique Braz Vallocci	2022 Summer Quarter	2224	N	12	5	4	6	5	3	3	5			2			3	1				1		50
ECON 2	Intro Macroeconomic	Anirban Sanyal	2022 Summer Quarter	2224	N	3	10	7	5			2												1		28
ECON 10A	Econ of Accounting	Kevin K Jones	2022 Summer Quarter	2224	N		12	1	10	18	2	3	9	2		3		4	2	4				4		74
ECON 10B	Econ of Accounting	Kevin K Jones	2022 Summer Quarter	2224	N		8	1	2	10	1	1	4	1		3		1	2							34
ECON 20	Econ for Non-Majors	Julie H Gonzalez	2022 Summer Quarter	2224	N	1	2	1	1	1	2	2	3			1		2	2	3				1		22
ECON 100A	Intermed Microecon	Subhra Saha	2022 Summer Quarter	2224	N		1	6	3	2	1	1	3		1				1							19
ECON 100A	Intermed Microecon	Kristian M Lopezvargas	2022 Summer Quarter	2224	N	2	5	10	10	18	7	8	1					2								63
ECON 100B	Intermed Macroecon	Gerald M McIntyre	2022 Summer Quarter	2224	N		34	2	3	11	6	12	11					7	4	1				3		94
ECON 101	Managerial Econ	Vivian Zheng	2022 Summer Quarter	2224	N	1	3	3	3	4	3	1	1													19
ECON 104	Numbr Truth: Statis	Hamidreza Habibi	2022 Summer Quarter	2224	N	3	1		2	1	1								1					2		11
ECON 113	Intro Econometrics	Harrison Aaron Shieh	2022 Summer Quarter	2224	N	4	5	6	8	6	8	7	10		3	2	1	4		1				3		68
ECON 113	Intro Econometrics	Aiden Rho	2022 Summer Quarter	2224	N	3	11	14	12	4		1				1			1							47
ECON 125	Econ History Of US	Aaron Gregory Meininger	2022 Summer Quarter	2224	N	1		3	2		3					1				1				2		13
ECON 133	Security Markets	Kai Pommerenke	2022 Summer Quarter	2224	N	4	10	7	9	7	7	4	1			1		4		1						55
ECON 140	International Trade	Dongwan Choo	2022 Summer Quarter	2224	N	1	5	11	4	13	4	6	2			1			7					4		58
ECON 161A	Marketing	Stephen Arthur Owen	2022 Summer Quarter	2224	N		8	26	33	16	8	1	1						4							97
ECON 197	Economic Rhetoric	Fernando Chertman	2022 Summer Quarter	2224	N		3	9	6	7			5					1	4							35
ECON 197	Economic Rhetoric	Aaron Gregory Meininger	2022 Summer Quarter	2224	N	1		4	10	10	1		1				1	1	4							33
EDUC 60	Schooling, Dem. & Jus.	Benjamin Mathews James	2022 Summer Quarter	2224	N	15	14	5	2	1								3	2	1				1		44
EDUC 128	Immigrants And Educ	Raul Meneses Samperio	2022 Summer Quarter	2224	N	2	6	4	5	5	1	1	1	1		1		2		1						30
EDUC 135	Gender & Education	Lucia Alvarado Cantero	2022 Summer Quarter	2224	N	8	12	5	3	3	5	1	2			2		2	1	1				1		46
EDUC 164	Urban Education	Kim Vachon	2022 Summer Quarter	2224	N	11	15	9		3	1			1				2		1						43
EDUC 181	Race, Class, Cultur	Melissa Marini Švigelj	2022 Summer Quarter	2224	N		26	11	1	4	1	2						1	2	1						49
EDUC 183	Child Math Thinking	Julianne Elsie Foxworthy Gonzalez	2022 Summer Quarter	2224	N	3	6	3	2	2		1							1							18
EDUC 205	Teaching,Learning	Kim Vachon	2022 Summer Quarter	2224	N		6														20					26
EDUC 205	Teaching,Learning	Josephine Pham	2022 Summer Quarter	2224	N	3															21					24
EDUC 207	Soc Fndtn Education	Charley Brooks	2022 Summer Quarter	2224	N	2	4														20					26
EDUC 207	Soc Fndtn Education	Rekia Gina Jibrin	2022 Summer Quarter	2224	N	3															21					24
EDUC 210	Health/Safety/Commun	Jamie Arleane Cutter	2022 Summer Quarter	2224	N	4															22					26
EDUC 210	Health/Safety/Commun	Jamie Arleane Cutter	2022 Summer Quarter	2224	N	1	2														21					24
EDUC 213	Child & Adol Dev	Soleste Hilberg	2022 Summer Quarter	2224	N		6														20					26
EDUC 213	Child & Adol Dev	Soleste Hilberg	2022 Summer Quarter	2224	N		3														20					23
EDUC 219	Elem Ed Prfrm Arts	Caitlin Mary Johnston	2022 Summer Quarter	2224	N		6														20					26
ENVS 18	NatHist Illustration	Emily F Underwood	2022 Summer Quarter	2224	N		16	1											1							18
ENVS 18	NatHist Illustration	Emily F Underwood	2022 Summer Quarter	2224	N	2	11	1						1				1	1	1						18
ENVS 23	Physcl & Chem Envir	Peter Scott Weiss	2022 Summer Quarter	2224	N			1	4	1	2	1	2						3					1		15
ENVS 25	Enviro Policy/Econ	Sikina Jinnah	2022 Summer Quarter	2224	N	1	6	15	8	10	5	3	3		2	1		5	1	1						61
ENVS 125	Ecosystems of Calif	Kat Bernier	2022 Summer Quarter	2224	Y		10	2	2	4	4		1					1	2	1				2		29
ENVS 131	Insect Ecology	Andy John Kulikowski II II	2022 Summer Quarter	2224	N	1	4	3	2	2	2						1	1								16
ENVS 133B	Agroecology Practicum	Damian Michael Parr	2022 Summer Quarter	2224	N	13	3												1							17
ENVS 143	Sustain Development	Adam Kerry French	2022 Summer Quarter	2224	N		12	2	1	1	1	1	1					5	1							25
ENVS 190	Capstone:EnvrProblem	Pamela Faye Rittelmeyer	2022 Summer Quarter	2224	N	3	4	3	1	1	1							1	1							15
ESCI 30	Bio Princip Env Sci	Katlin L Bowman	2022 Summer Quarter	2224	N	5	5	4	5	1	2	2	1	1			1	1						1		29
FILM 20A	Intro Film Studies	Raed El Rafei	2022 Summer Quarter	2224	N	3	27	27	3	6		2			2			4	7					4		85
FILM 20P	Productn Technique	Rebecca Ora	2022 Summer Quarter	2224	N		3	4	3	3	3	6	3			1		2	2					2		32
FILM 80V	Video Games/Culture	Soraya E.A. Murray	2022 Summer Quarter	2224	N	6	62	30	11	13	4	1	1			1		10	6					6		151
FILM 120	Intro Media Theory	Marilia Kaisar	2022 Summer Quarter	2224	N	3	5	2	2	1	1	1		2				2	1							20
FILM 132A	Internatnl Cinema	Shelley Stamp	2022 Summer Quarter	2224	N		4	5	2		1	1		1				1	1	1						17
FILM 132B	Internatnl Cinema	Christina Corfield	2022 Summer Quarter	2224	N		4	8	2	6	5	2	5	2		2	2	2	3	1						44
FILM 136D	Documentry Film&Vid	Quentin Alcott Lareau	2022 Summer Quarter	2224	N		24	3	3	3								4	1	1						39
FILM 150	Screenwriting	Natasha V.	2022 Summer Quarter	2224	N		5	4	3	2	1	1							1							17
FILM 170A	Digital Media Prod	Chris Kerich	2022 Summer Quarter	2224	N	28	6	5	6	1	1								2	1						50
FILM 185S	AdvTopicFilmStudies	Jennifer Horne	2022 Summer Quarter	2224	N	2	7	3	1	1	1							1	2							18
FMST 145	Race/Gender Formatn	Nicholas Oliver Mitchell	2022 Summer Quarter	2224	N		28						1						1					2		32
FMST 188	Topics in FMST	Marina Menezes Segatti	2022 Summer Quarter	2224	N	3	1	2	2	1		1	1					4	1							16
HAVC 118	Contemp African Dia	Axelle Toussaint	2022 Summer Quarter	2224	N	4	15	10		4	1		1			1		4	2	4				3		49
HAVC 141I	Art, Land, Space	Zoe Weldon-Yochim	2022 Summer Quarter	2224	N	1	14	7	4	2	1						1	2		3				1		36
HAVC 141P	NetworksNaturesArt	Matthew Harrison Tedford	2022 Summer Quarter	2224	N	4	2	1	2			1		1			1	2	1	1						16
HAVC 188M	Visual Culture Memory	LuLing Osofsky	2022 Summer Quarter	2224	N	2	3	4	8	2									1	1				1		22
HIS 10A	U.S. History To 1877	Donald Thomas Hickey	2022 Summer Quarter	2224	N		6	5	3	11	2		2						3	1				1		34
HIS 10B	US Hist 1877-1977	Lisa Michelle Jackson	2022 Summer Quarter	2224	N		3	4	3	1	2		1					1	8					1		24
HIS 39E	Monsters Media Japan	Drew Kenneth Richardson	2022 Summer Quarter	2224	N		20	9	4	6	4	2	6				1	9	11	4				3		79
HIS 59	Hist Eng Language	Charles W Hedrick	2022 Summer Quarter	2224	N	2	5	2	1	9	8		1		1			7	8	5				4		53
HIS 60	Medical/Sci Term	Charles W Hedrick	2022 Summer Quarter	2224	N	4	41	18	6	6	5	2	2	1				8	12	2				1		108
HIS 100	His Skills & Methds	Matthew D O'Hara	2022 Summer Quarter	2224	N		2	4	1	2		2	2					1	1					1		16
HIS 101D	World His of Science	Minghui Hu	2022 Summer Quarter	2224	N	1	1		2	1	2	2		2				1	1	1				2		16
HIS 134A	Colonial Mexico	Matthew D O'Hara	2022 Summer Quarter	2224	N		1	2	3	1		2	1					1		1						12
HIS 139G	His Medicine Mod China	Jinghong Zhang	2022 Summer Quarter	2224	N	1	2	2	2	3	3	1							3							17
HIS 140E	Women in China	Sarah Chang	2022 Summer Quarter	2224	N	3	8	2	2	8	1		2		1		2	1	3							33
HISC 80S	War and the Media	Won Jeon	2022 Summer Quarter	2224	N		4	4	1	5			2					1	3	1						21
HISC 80W	What is Imperialism	Jack William Davies	2022 Summer Quarter	2224	N		4	10	4	4		2				1			4							29
HISC 103	The Problem of CA	Adrian Jay Drummond-Cole	2022 Summer Quarter	2224	N	2	3	6	1									1	1	1						15
ITAL 1	Elem Italian Lang	Maria A. Prencipe	2022 Summer Quarter	2224	N		3	5	2										5							15
ITAL 101	Ital Cultr and Food	Maria A. Prencipe	2022 Summer Quarter	2224	N		5	6	1		1								2							15
JAPN 1	Japanese: First Year	Ian A. Hamilton	2022 Summer Quarter	2224	N	1	4	2		1	1	2	2						1	2	1					17
JRLC 1A	Univ Life & Learning	Ariel Robello; Flora E. Lu	2022 Summer Quarter	2224	N														412	3						415
KRSG 1A	Univ Life & Learning	Leonard Crosby; Mayanthi L Fernando	2022 Summer Quarter	2224	N														333	5						338
KRSG 1T	Rsrch Univ & Lib Arts	Juliana I Leslie; Mayanthi L Fernando	2022 Summer Quarter	2224	N														308	3						311
KRSG 1T	Rsrch Univ & Lib Arts	Martin Rizzo-Martinez; Mayanthi L Fernando	2022 Summer Quarter	2224	N														322	5						327
KRSG 1T	Rsrch Univ & Lib Arts	Jeremy Gauger; Mayanthi L Fernando	2022 Summer Quarter	2224	N														299	4						303
KRSG 25	Transfer Success	Farnaz Fatemi	2022 Summer Quarter	2224	N	6	7	2	4			1				2										22
KRSG 25	Transfer Success	Juliana I Leslie	2022 Summer Quarter	2224	N		24	1		4			1													30
KRSG 25	Transfer Success	Juliana I Leslie	2022 Summer Quarter	2224	N		20	2		2			2							1						27
KRSG 25	Transfer Success	Farnaz Fatemi	2022 Summer Quarter	2224	N	4	9	1		2	1		1						1					1		20
KRSG 60C	Prison Narratives	Megan Sara McDrew	2022 Summer Quarter	2224	N	17	6	2			1	1	1					1	2					1		32
KRSG 65W	KRSG Lab Cr Writing	Roswell L Spafford	2022 Summer Quarter	2224	N	1	7	3	2	1								2	3					2		21
LALS 1	Intro Latin Amer St	Boyeong Kim	2022 Summer Quarter	2224	N	17	16	3	2	2						1			2							43
LALS 15	TruthJusticeStatistics	Karina Ruiz	2022 Summer Quarter	2224	N		11	6	3	4	1	2	2	1				3	6	3				1		43
LALS 15	TruthJusticeStatistics	Karina Ruiz	2022 Summer Quarter	2224	N		9		1	5			5			1		5	5					3		34
LALS 75	Art/Soc Change LatAm	Greg Landau	2022 Summer Quarter	2224	N	4	15	4	4	3								5	10	2						47
LALS 79	Hip Hop History	Lily Balloffet	2022 Summer Quarter	2224	N	11	18	20	4	3	3		3					8	17	1				2		90
LALS 79S	Hip Hop Historia	Lily Balloffet	2022 Summer Quarter	2224	N	1			1	2	1	1						4	1	3				1		15
LALS 133	Latina/o Art & Rep	Ismael Fabricio Illescas	2022 Summer Quarter	2224	N	2	6	1		2		2				1										14
LALS 151	Race & Mobility	Patricia Pinho	2022 Summer Quarter	2224	N	4	9	2	4	8	2	4		2		1		2	2	1				2		43
LGST 10	Intro Legal Process	Nathan Thomas Coben	2022 Summer Quarter	2224	N		13	1	3									2	2					1		22
LGST 111A	Constitutional Law	Eric Stephen Snickars	2022 Summer Quarter	2224	Y		1		2	2	1	1	1		1	1								1		11
LGST 111B	Civil Liberties	Eric Stephen Snickars	2022 Summer Quarter	2224	Y				3	3			2					2	1	1						12
LGST 116	Comparative Law	Jacqueline Susan Gehring	2022 Summer Quarter	2224	Y		5	3	6	6	4	2	1	2				1	4	1				1		36
LGST 128I	Race and Law	Hiroshi Fukurai	2022 Summer Quarter	2224	Y		24	5		1								2	2					1		35
LGST 158	Law/Politics Memory	Jacqueline Susan Gehring	2022 Summer Quarter	2224	Y	1	11	5	1	2	1	2	2	1	1				2	3				3		35
LGST 185	Intern/Fld Seminar	Ryan Emmett Coonerty	2022 Summer Quarter	2224	N		18		1									4								23
LING 50	Intr To Linguistics	Jess H.-K. Law	2022 Summer Quarter	2224	N	18	6	7	3	3	1		3		1	1			1					1		45
LING 80K	Invented Languages	Andrew Edward Angeles	2022 Summer Quarter	2224	N	26	11	14	8	8	1	4		1					10	1						84
LING 80K	Invented Languages	Pranav Anand	2022 Summer Quarter	2224	N	14	11	9	6	4	2	1	2						8							57
LING 100	Phonetics I	Amanda Jasmine Rysling	2022 Summer Quarter	2224	N	11	6	5	1	1		1	1			1		5								32
LING 131	Spanglish	Jason Henry Ostrove	2022 Summer Quarter	2224	N	5	10	1	3	5			3			1		3		1						32
LING 132	California Englishes	Richard Lee Bibbs	2022 Summer Quarter	2224	N		3	1					1					2	2					1		10
LING 133	Language OnLine (LOL)	Allison Nguyen	2022 Summer Quarter	2224	N	6	5	8	8	1	1	2	1					2	3	1				1		39
LIT 61F	Reading Fiction	Kristina J. Chew	2022 Summer Quarter	2224	N		15	8	3		1		1						2	2						32
LIT 80I	American Culture	Morgan Elizabeth Gates	2022 Summer Quarter	2224	N	7	3	4		6	2	2			1			1	4					1		31
LIT 102	Translation Theory	Filippo Gianferrari	2022 Summer Quarter	2224	N	5	5	9	1	1	2							4	1							28
LIT 111D	Shakespeare	Sean Keilen	2022 Summer Quarter	2224	N		7	2	1										1					1		12
LIT 121A	Heroic Epic	Monica L Multer	2022 Summer Quarter	2224	N	1	12	5	3	3	1	1	1				2	1	3					3		36
LIT 131D	Global Literature	Yuki Obayashi	2022 Summer Quarter	2224	N	9	12	2	3	4			1					2	1					2		36
LIT 160J	ExileDiasporaMigratn	Debbie Marlee Duarte	2022 Summer Quarter	2224	N	8	10			1	1													2		22
LIT 179C	Methods & Materials	Ronaldo V. Wilson	2022 Summer Quarter	2224	N	5	15																			20
MATH 2	Col Algbra/Calculus	Ryan Pugh	2022 Summer Quarter	2224	N	12	17		1	5			1					3		1				2		42
MATH 3	Precalculus	Alex Carl Tessner	2022 Summer Quarter	2224	N	11	8	1	2	3	1	4	3	1				2	6	1	1			2		46
MATH 3	Precalculus	Maryam Louis	2022 Summer Quarter	2224	N	24	8	5		5	1		1			2		2	3	1				2		54
MATH 11A	Calculus with Apps	Yuk Shing Lam	2022 Summer Quarter	2224	N	9	9	2	2	6	1	3	7	1	2		1	1	1							45
MATH 11B	Calculus with Apps	Jennifer Simon Guerrero	2022 Summer Quarter	2224	N	13	20	6		5	1		2			2		2						1		52
MATH 11B	Calculus with Apps	Deewang Bhamidipati	2022 Summer Quarter	2224	N	19	12		7	3		2	2					2	1	2						50
MATH 19A	Calc:Sci,Engin,Math	Anthony J Tromba; Longzhi Lin	2022 Summer Quarter	2224	N	2	18	7	7	10	4	1	5			2		4	2					1		63
MATH 19A	Calc:Sci,Engin,Math	Anthony J Tromba; Longzhi Lin	2022 Summer Quarter	2224	N		13	11	8	7	8	3	4			1										55
