Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
ANTH 110P	India Diaspora Film	Annapurna Devi Pandey	2020 Fall Quarter	2208	N		4	2	10	7	4	4	1	3				5	2	2				2		46
ANTH 110Q	Black Queer Culture	Savannah T Shange-Binion	2020 Fall Quarter	2208	Y	3	3	4			1							2	3	1				1		18
ANTH 130E	Culture/Polit/SE Asia	Anna L Tsing	2020 Fall Quarter	2208	N		14	6	6	7	5							1	2	2				1		44
ANTH 130L	Latin Amer Ethnogra	Guillermo Delgado-P	2020 Fall Quarter	2208	N		24	10	5	1								2		2				4		48
ANTH 146	Anth & Environment	Andrew S. Mathews	2020 Fall Quarter	2208	Y	2	13	21	11	2	1	3							1	1						55
ANTH 150	Communicating Anth	Renya K Ramirez	2020 Fall Quarter	2208	N	5	29	6	2	1								1								44
ANTH 158	Feminist Ethnography	Alejandra Letelier Kramer	2020 Fall Quarter	2208	N		17	10	6	8	4	1								2						48
ANTH 187	Cultural Heritage	Jon D Daehnke	2020 Fall Quarter	2208	N		8	9	7	10	8		5						2							49
ANTH 194K	Reading Ethnograph	Anna L Tsing	2020 Fall Quarter	2208	N	4	9	1	2																	16
ANTH 196G	Queer Worlds	Savannah T Shange-Binion	2020 Fall Quarter	2208	Y	1	7	4		1								1	1							15
ANTH 196V	Radical Craft	Megan Colleen Moodie	2020 Fall Quarter	2208	N		9	1	2	1				1										1		15
APLX 80	Intro Applied Ling	Donald Patrick Miller	2020 Fall Quarter	2208	N	5	11	4	2	8	2		1	1			1	3								38
APLX 113	Inter-Cultural Comm	Zsuzsanna Abrams	2020 Fall Quarter	2208	N	5	12	6	3	4						1		1						1		33
APLX 138	English Grammar TESOL	Donald Patrick Miller	2020 Fall Quarter	2208	N	2	7	3	3	5	1		2		1											24
ARBC 1	Arabic: First Year	Abdelkader Berrahmoun	2020 Fall Quarter	2208	N		16	2										1			6			3		28
ART 10E	3D Foundation	Kathleen Chris Perry	2020 Fall Quarter	2208	N		25	51	29	36	9	3	3	1	1	4		6	10	4				2		184
ART 20G	Intro Print/Draw	Sarah Sanford	2020 Fall Quarter	2208	N		7	6	2	2	1	1	1						1							21
ART 20I	Intro Photography	Kathleen Chris Perry	2020 Fall Quarter	2208	N		6	3	5	2								2	1							19
ART 20J	Intro Draw/Paint	Melissa Gwyn	2020 Fall Quarter	2208	N		10	4	3	1	1															19
ART 20K	Intro New Media	Elliot W Anderson	2020 Fall Quarter	2208	N		14	3										2								19
ART 106O	2D Animation	Kristen Ling Gillette	2020 Fall Quarter	2208	N	23	50	13	2	7	11	2	1				1	4	7	1				1		123
ART 119	Spec Topics Drawing	Lisa J Rose	2020 Fall Quarter	2208	N	12	10	1										1								24
ART 130	Interm/Adv Painting	Melissa Gwyn	2020 Fall Quarter	2208	N		11	6	2	5	1															25
ART 154B	Photo, Place, Environ	Karolina Karlic	2020 Fall Quarter	2208	N	8	10													1						19
ART 156	Project Devlop Photo	Kathleen Chris Perry	2020 Fall Quarter	2208	N		4	2	4	1									1							12
ART 169	Spec Topic Printmak	Enrique Martinez Leal	2020 Fall Quarter	2208	N	4		3	5	2		1							2							17
ART 169	Spec Topic Printmak	Sarah Sanford	2020 Fall Quarter	2208	N		8			2																10
ART 175	Taking Art to Streets	John Jota Leanos	2020 Fall Quarter	2208	N	7	14	2	3	1																27
ART 189	SpecialTopicsSculpture	Jennifer A Parker	2020 Fall Quarter	2208	N		10			3			1					1								15
ART 194	Forms and Ideas	Laurie Palmer	2020 Fall Quarter	2208	N		19	1	2																	22
ARTG 80G	Vis Com Interaction	Mirek James Stolee	2020 Fall Quarter	2208	N	16	103	41	10	11	5	2	1	1		1		7	1	1				1		201
ARTG 80H	Crit His Digital Games	Zoe Sandoval	2020 Fall Quarter	2208	N	54	76	37	9	9	7	1	5				1	3	3							205
ARTG 80I	Foundations of Play	A.M. Darke	2020 Fall Quarter	2208	N	24	25	10	4	5	5		2	1				2	1					2		81
ARTG 118	Char Creation in Games	Eduard Joseph Gregor	2020 Fall Quarter	2208	N	8	29	4	1		1		1					1	1	1						47
ARTG 170	Game Design I	Matthew R.F. Balousek	2020 Fall Quarter	2208	N	87	9	3			1													1		101
ARTG 179	Game Design Practicum	Joel Dreskin	2020 Fall Quarter	2208	Y		14		4										2							20
ARTG 179	Game Design Practicum	Tad Ander Leckman	2020 Fall Quarter	2208	Y	4	3			1			2					1								11
ASTR 2	Overview Universe	Kevin A Bundy	2020 Fall Quarter	2208	N	6	43	12	20	52	17	12	15			1		7	14	2				1		202
ASTR 3	Planetary Systems	Rebecca Marie Jensen-Clem	2020 Fall Quarter	2208	N	5	68	20	11	37	8	5	6			2		4	16	3	1			1		187
ASTR 118	Planetary Systems	Natalie Batalha	2020 Fall Quarter	2208	N		4	6	9	5	8	4	1	2				1		1				1		42
ASTR 119	Intro Sci Computing	Brant Edward Robertson	2020 Fall Quarter	2208	N	6	18	3																		27
ASTR 119	Intro Sci Computing	Brant Edward Robertson	2020 Fall Quarter	2208	N	2	5			2	1		2			2			1					1		16
BIOC 100A	Biochemistry	Caileen Marie Brison	2020 Fall Quarter	2208	N		95	73	18	18	2	1	2			2		5			1			1		218
BIOC 163A	Quantum Mech/Spec BMB	William G Scott	2020 Fall Quarter	2208	N	1	46	1		3								1						1		53
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2020 Fall Quarter	2208	N	28	120	27	11	9	5		2				2	1								205
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2020 Fall Quarter	2208	N	6	22	34	51	60	43	39	31		12	6		7	8	3				1		323
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2020 Fall Quarter	2208	N		3	9	6	21	9	11	10			1			2	2						74
BIOE 82	Intro Field Res/Con	Ingrid Marie Parker	2020 Fall Quarter	2208	N		15	4		2								1	1					2		25
BIOE 107	Ecology	Laurel R Fox	2020 Fall Quarter	2208	N	10	32	11	11	17	13	3	3			4		1								105
BIOE 109	Evolution	Kathleen M Kay	2020 Fall Quarter	2208	N	32	52	8	2	13	2	5	1					2	1							118
BIOE 127	Ichthyology	Giacomo Bernardi	2020 Fall Quarter	2208	N	14	31	29	8	8	3	2	1													96
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2020 Fall Quarter	2208	N	17	4	2		1			1													25
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2020 Fall Quarter	2208	N	13	7	1	3				1													25
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2020 Fall Quarter	2208	N	14	4	1	1		1	1														22
BIOE 127L	Ichthyology Lab	Giacomo Bernardi	2020 Fall Quarter	2208	N	13	6	2	2																	23
BIOE 134	Comparative Anatomy	Rita Mehta	2020 Fall Quarter	2208	N	2	39	2		4	2		1		1					1						52
BIOE 134L	Comparative Anatomy Lab	Rita Mehta	2020 Fall Quarter	2208	N	7	11	4	1	2	3															28
BIOE 134L	Comparative Anatomy Lab	Rita Mehta	2020 Fall Quarter	2208	N	4	12	6		2	1		1													26
BIOE 135	Plant Physiology	Jarmila Pittermann	2020 Fall Quarter	2208	N	9	25	1	7	4	1					1		4	1	1				4		58
BIOE 137	Molecular Eco	Rachel Meyer	2020 Fall Quarter	2208	N	16	5	2	1	2									1		1					28
BIOE 137L	Molecular Eco Lab	Rachel Meyer	2020 Fall Quarter	2208	N		23			3									1		1					28
BIOE 140	Behavioral Ecology	Barry R Sinervo	2020 Fall Quarter	2208	N	5	11	25	9	11	2	1	4					2						1		71
BIOE 142L	Behavior in the Wild	Suzanne Henson Alonzo	2020 Fall Quarter	2208	N	9	7	3			1	1	2		1											24
BIOE 149	Disease Ecology	Auston Marmaduke Kilpatrick	2020 Fall Quarter	2208	N	4	6	4	5	9	5	2	5	1		2								2		45
BIOE 155	Freshwater Ecology	Eric P. Palkovacs	2020 Fall Quarter	2208	N	6	11	10	10	17	8	5	7					1	1							76
BIOE 165	Marine Conserv Bio	Melissa Cronin	2020 Fall Quarter	2208	N	3	24	11	10	9	4										1					62
BIOE 183W	Research in EEB	Donald C Potts	2020 Fall Quarter	2208	N	4	3	4	1	1										1						14
BIOE 199F	Tutorial	Erika S Zavaleta	2020 Fall Quarter	2208	N	5	37												2							44
BIOL 15	Research Reports	Alan Mark Zahler	2020 Fall Quarter	2208	N		17	1											2							20
BIOL 20A	Cell & Molecular Bi	John W Tamkun	2020 Fall Quarter	2208	N	2	53	5	21	49	12	52	54	22	3	3	3	13	3	12				6		313
BIOL 20L	Experimental Lab	Jeremy C Lee	2020 Fall Quarter	2208	N	33	56	18	11	11	7	1	3			1								1		142
BIOL 80A	Female Physiology	Stella Villegas Amtmann	2020 Fall Quarter	2208	N	18	33	24	12	13	3	4	2	3		1		3	4							120
BIOL 80J	Biology Emerging Disea	James A Shanks	2020 Fall Quarter	2208	N	3	17	17	6	5	4		3					4						1		60
BIOL 88	Studies in Medicine	Grant A Hartzog	2020 Fall Quarter	2208	N	3	44	9	5	1	1								2	2				1		68
BIOL 88	Studies in Medicine	Grant A Hartzog	2020 Fall Quarter	2208	N	1	5	1			1							3	1					3		15
BIOL 101	Molecular Biology	Jordan Ward	2020 Fall Quarter	2208	N	26	35	33	23	21	12	6	4			5								4		169
BIOL 101L	Molecular Bio Lab	James A Shanks; Jeremy Earl Kreher	2020 Fall Quarter	2208	N	11	73	69	51	41	13	7	5			3		8						13		294
BIOL 104L	Corona Bioinform Lab	Giulia Jale Gurun Gurun	2020 Fall Quarter	2208	N	1	15	7	12	10	1	2	2		1			1						1		53
BIOL 105	Genetics	Upasna Sharma	2020 Fall Quarter	2208	N	3	100		37	114		19	51			9		11	1	4				8		357
BIOL 110	Cell Biology	Guido Bordignon	2020 Fall Quarter	2208	N		62			124			57			9		5	1	1				2		261
BIOL 125	Intro to Neurosci	James Ackman	2020 Fall Quarter	2208	N	51	53	17	11	8	7	1	1	1												150
BIOL 189	Health Sci Intrnshp	Martha C Zuniga	2020 Fall Quarter	2208	N	3	12	1																		16
BIOL 189W	Human Biology DC	Martha C Zuniga	2020 Fall Quarter	2208	N	3	4	6	3	4	1		1					1								23
BIOL 189W	Human Biology DC	Jeremy Earl Kreher	2020 Fall Quarter	2208	N	2	4	6	7	5		2	3							1				1		31
BIOL 200A	Critical Analysis	Jordan Ward; Joshua A Arribere	2020 Fall Quarter	2208	N		14			2																16
BME 5	Intro to Biotech	Wendy Faye Rothwell	2020 Fall Quarter	2208	N	2	24	2	2	7	3	7	5			1		3	5	1				2		64
BME 18	Sci Principles Life	David Haussler	2020 Fall Quarter	2208	N	9	15	6	8	2	6	3	3	2	1	1		4	4	1						65
BME 22L	BME Molecular Biology1	Mark A Akeson	2020 Fall Quarter	2208	N		3		5				1	1												10
BME 51B	Appl Electronics 2	Kevin Karplus	2020 Fall Quarter	2208	N				1	2	3	9	13	2												30
BME 80G	Bioethics 21st Cent	Sandra Lyn Dreisbach	2020 Fall Quarter	2208	Y	3	32	14	9	6	3	4	5	1		2		8	4	3	2					96
BME 122H	Env Virology	David Lee Bernick	2020 Fall Quarter	2208	N		7	2		1																10
BME 129A	Project Des/Imp BME I	Nader Pourmand	2020 Fall Quarter	2208	N	4	3	8	4																	19
BME 132	Evol Genomics	Russell Corbett-Detig	2020 Fall Quarter	2208	Y	1	11	3																		15
BME 140	Bioinstrumentation	Nader Pourmand	2020 Fall Quarter	2208	N	1	5	2	3	2	1								1					1		16
BME 185	Tech Writing Biomol	Joy Anna Hagen	2020 Fall Quarter	2208	N		13	7	3															1		24
BME 205	BioinfoModel/Algorthm	David Lee Bernick	2020 Fall Quarter	2208	N	10	4	7	4	2	1		2					3			4					37
BME 280B	Bioinform/Bioeng Sem	Camilla E Forsberg	2020 Fall Quarter	2208	N														4	1	28	1				34
BME 296	Research Bioinfo	Russell Corbett-Detig	2020 Fall Quarter	2208	N		6														4					10
CHEM 1A	General Chemistry	Aura Alegra Eroy-Reveles	2020 Fall Quarter	2208	N		279	26	33	40	7	10	19	1		9		18	4	9				5		460
CHEM 1A	General Chemistry	Aura Alegra Eroy-Reveles	2020 Fall Quarter	2208	N		209	14	19	15	11	7	15			3		7	1	4				3		308
CHEM 1B	General Chemistry	Jin Zhong Zhang	2020 Fall Quarter	2208	N	24	25	15	23	23	25	15	14	23		4		10	4	3				7		215
CHEM 1C	General Chemistry	Peter Scott Weiss	2020 Fall Quarter	2208	N	22	63	40	33	24	10	11	6			1		6	1	1						218
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2020 Fall Quarter	2208	N		92	8	7	14	1		7					3		2				2		136
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2020 Fall Quarter	2208	N		194	12	3	10	2	4	8					3	1	2				2		241
CHEM 8A	Organic Chemistry	Jevgenij Raskatov	2020 Fall Quarter	2208	N		146			185			39					24	4	7				6		411
CHEM 8L	Organic Chem Lab	Caitlin Maria Binder	2020 Fall Quarter	2208	N	14	248	54	14	15	3	2	4			1		1		2						358
CHEM 122	Instrumental Analys	Pradip Mascharak	2020 Fall Quarter	2208	N	1	4	5	1	6	2		1													20
CHEM 143	Org Chem Structure	Bakthan Singaram	2020 Fall Quarter	2208	N		6	6	7	3	5	1	1											1		30
CHEM 146A	Adv Lab Organic	Caitlin Maria Binder	2020 Fall Quarter	2208	N	1	20		1																	22
CHEM 163A	Quantum Mech & Spec	Yuan Ping	2020 Fall Quarter	2208	N	5	14	8	13	9	8	4	4	1		2		1		2				1		72
CHEM 200A	Adv Biophys Methods	Seth M Rubin	2020 Fall Quarter	2208	N		4	6		1											3					14
CHEM 271	Chemical Biology	Shaun M Mckinnie	2020 Fall Quarter	2208	Y	3	5	2													1					11
CHIN 1	Chinese: First Year	Jing Wu	2020 Fall Quarter	2208	N	6	3	4	2		1							2	3		1			2		24
CHIN 1	Chinese: First Year	Jing Wu	2020 Fall Quarter	2208	N	14	4	2		2	1								1							24
CHIN 1	Chinese: First Year	Jing Wu	2020 Fall Quarter	2208	N	11	6	4		1								2		2						26
CHIN 4	Chinese: Second Year	Ting-Ting Wu	2020 Fall Quarter	2208	N	9	7	3	1			1	1					2	2							26
CHIN 103	Advanced Chinese	Ting-Ting Wu	2020 Fall Quarter	2208	N	10	10	3	4		1		1													29
CLNI 1	ALE:Intl/Global Persp	Remy Franklin	2020 Fall Quarter	2208	N		27	2			1															30
CLNI 1	ALE:Intl/Global Persp	Remy Franklin	2020 Fall Quarter	2208	N		29	1		1																31
CLNI 1	ALE:Intl/Global Persp	Toby H Loeffler	2020 Fall Quarter	2208	N	9	17	2	1										1							30
CLNI 1	ALE:Intl/Global Persp	Toby H Loeffler	2020 Fall Quarter	2208	N	4	13	10		1	1								1							30
CLNI 1	ALE:Intl/Global Persp	Lawrence R Quill	2020 Fall Quarter	2208	N	14	7	1	4		1	1							2							30
CLNI 1	ALE:Intl/Global Persp	Lawrence R Quill	2020 Fall Quarter	2208	N	11	11	4	2		1							1								30
CLNI 1	ALE:Intl/Global Persp	David William Hammerbeck	2020 Fall Quarter	2208	N	5	10	4	5	2	2	1							1							30
CLNI 1	ALE:Intl/Global Persp	David William Hammerbeck	2020 Fall Quarter	2208	N	6	8	3	1	5	1	1	3					2								30
CLNI 1	ALE:Intl/Global Persp	Alirio Karina	2020 Fall Quarter	2208	N	14	7	4		2								2	1							30
CLNI 1	ALE:Intl/Global Persp	Pamela Faye Rittelmeyer	2020 Fall Quarter	2208	N	12	10	4		1	2		1													30
CLNI 1	ALE:Intl/Global Persp	David M Lau	2020 Fall Quarter	2208	N	2	26		1									1								30
CLNI 1	ALE:Intl/Global Persp	David M Lau	2020 Fall Quarter	2208	N	3	25	1										1								30
CLNI 1	ALE:Intl/Global Persp	Thomas Serres	2020 Fall Quarter	2208	N		3	15	8	1	1							1	1							30
CLNI 1	ALE:Intl/Global Persp	Thomas Serres	2020 Fall Quarter	2208	N		6	10	7	2								1	2							28
CLNI 1	ALE:Intl/Global Persp	Emily Murai	2020 Fall Quarter	2208	N	4	13	4	1	3			2			1								1		29
CLNI 1	ALE:Intl/Global Persp	Emily Murai	2020 Fall Quarter	2208	N	3	10	1	4				2			1		1								22
CLTE 1	ALE: Social Justice	Gabriel Page	2020 Fall Quarter	2208	N	4	16	8	1		1															30
CLTE 1	ALE: Social Justice	Margaret L Wilson	2020 Fall Quarter	2208	N		18			2																20
CLTE 1	ALE: Social Justice	Chris Hables Gray	2020 Fall Quarter	2208	N	2	14	4	6	2	1							1	1							31
CLTE 1	ALE: Social Justice	Ariel Robello	2020 Fall Quarter	2208	N	15	8	5	2																	30
CLTE 1	ALE: Social Justice	Ariel Robello	2020 Fall Quarter	2208	N	1	8	11		1	1		2					1								25
CLTE 1	ALE: Social Justice	Rachel A Goodman	2020 Fall Quarter	2208	N	7	8	6	3	2			1						1	1						29
CLTE 1	ALE: Social Justice	Rachel A Goodman	2020 Fall Quarter	2208	N	8	7	6	3	1		1							1	1						28
CLTE 1	ALE: Social Justice	Joshua D Brahinsky	2020 Fall Quarter	2208	N		26	2		1						1										30
CLTE 1	ALE: Social Justice	Joshua D Brahinsky	2020 Fall Quarter	2208	N		25	2	2	1																30
CLTE 1	ALE: Social Justice	Angela Renee Birts	2020 Fall Quarter	2208	N		13	8	3	5																29
CLTE 1	ALE: Social Justice	Angela Renee Birts	2020 Fall Quarter	2208	N		14	14	1	1								1								31
CLTE 1	ALE: Social Justice	Susan Maret	2020 Fall Quarter	2208	N		20	4		4							1	2								31
CLTE 1	ALE: Social Justice	Edward G Smyth IV	2020 Fall Quarter	2208	N	4	12	8	4	2																30
CLTE 1	ALE: Social Justice	Elliott Oakley	2020 Fall Quarter	2208	N		25	2	2		1															30
CLTE 1	ALE: Social Justice	Elliott Oakley	2020 Fall Quarter	2208	N		15	2	1		1	1				1			1							22
CLTE 1	ALE: Social Justice	Gabriel Page	2020 Fall Quarter	2208	N	3	10	7	4	3		2				1										30
CLTE 120	PAC Planning	Erin S Ramsden	2020 Fall Quarter	2208	N		14	1											1					1		17
CMMU 10	Intr To Cmmu Actvsm	Leslie Lopez	2020 Fall Quarter	2208	N	3	16	14	11	17	5	7	11		5	2		9	6	4				1		111
CMMU 105A	Field Study	Mary Beth Pudup	2020 Fall Quarter	2208	N	6	14	5	3									1								29
CMMU 105B	Field Study	Mary Beth Pudup	2020 Fall Quarter	2208	N	5	8	10	3	2								1								29
CMMU 105C	Field Study	Mary Beth Pudup	2020 Fall Quarter	2208	N	13	11	3	1									1								29
CMMU 132	Amer Cities Soc Chg	Peter Ekman	2020 Fall Quarter	2208	N	1	6	10	3	2		2		1				2	1					1		29
CMMU 148	Problem with Solutions	Julie H Guthman	2020 Fall Quarter	2208	N	1	3	3	4	2	2										2	1		1		19
CMMU 163	Healthcare Inequal	Andrea Steiner	2020 Fall Quarter	2208	N	9	24	8	10	6	4	1	1	2		1	1		1							68
CMPM 25	3D Modeling	Christopher Yonge	2020 Fall Quarter	2208	N	48	69	17	20	11		3	1			1		1	19	4	1			2		197
CMPM 35	Data Structs Media	Angus Forbes	2020 Fall Quarter	2208	N	19	29	5	1	3		1	2						2							62
CMPM 121	Game Technologies	Mason T Remaley	2020 Fall Quarter	2208	N	33	12	1	1	2								1								50
CMPM 131	User Experience	Jared Scott Duval	2020 Fall Quarter	2208	N	7	38	8	10	8	1	1	1			1		1	2					3		81
CMPM 146	Game AI	Daniel G Shapiro	2020 Fall Quarter	2208	N	6	9	21	18	14	4	1				1		3			2			3		82
CMPM 170	Game Design I	Nathan Altice; Tad Ander Leckman	2020 Fall Quarter	2208	N	85	5	2						1		1										94
CMPM 176	Game Systems	Nathan Altice	2020 Fall Quarter	2208	N	6	27	44	24	14	4		1						2							122
CMPM 179	Game Design Practicum	Joel Dreskin	2020 Fall Quarter	2208	Y		12		2	1			2													17
CMPM 179	Game Design Practicum	Tad Ander Leckman	2020 Fall Quarter	2208	Y	13	6	3											1							23
CMPM 243	Social Computing	David Lee	2020 Fall Quarter	2208	N		4		1												8					13
CMPM 280C	CM Seminar	Sri H Kurniawan	2020 Fall Quarter	2208	N					9											51					60
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2020 Fall Quarter	2208	N		15	5	3	3																26
COWL 1	ALE:ImaginingJustice	Maria Frangos	2020 Fall Quarter	2208	N		19	3	3	1		1														27
COWL 1	ALE:ImaginingJustice	Kathryn McQueen	2020 Fall Quarter	2208	N		7	9	4	4	2	1							1							28
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2020 Fall Quarter	2208	N	5	15	4	1		1				1			1								28
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2020 Fall Quarter	2208	N		19	5	2	1									1							28
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2020 Fall Quarter	2208	N	5	11	6	1	1	2			1				1								28
COWL 1	ALE:ImaginingJustice	Joseph Mark Navarro	2020 Fall Quarter	2208	N	2	8	7	2	1	2	1	3													26
COWL 1	ALE:ImaginingJustice	Dion N Farquhar	2020 Fall Quarter	2208	N	7	8	3	6	2		1							1							28
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2020 Fall Quarter	2208	N	1	13	4	4	4						2										28
COWL 1	ALE:ImaginingJustice	Catherine Marie Carlstroem	2020 Fall Quarter	2208	N		7	6	4	4				1		1			1	3				1		28
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2020 Fall Quarter	2208	N		13	6	2	2		1				1		2		1						28
COWL 1	ALE:ImaginingJustice	Joseph Kenneth Lehnert	2020 Fall Quarter	2208	N		3	8	6	5	2	1	2													27
COWL 1	ALE:ImaginingJustice	Maria Frangos	2020 Fall Quarter	2208	N	3	13	2	4	4						1		1								28
COWL 1	ALE:ImaginingJustice	Catherine Marie Carlstroem	2020 Fall Quarter	2208	N		2	8	8	4	3	1		1												27
COWL 1	ALE:ImaginingJustice	Joseph Mark Navarro	2020 Fall Quarter	2208	N	2	9	3		3	3			1				2	1					1		25
COWL 1	ALE:ImaginingJustice	Kathryn McQueen	2020 Fall Quarter	2208	N		6	8	4	2	2	1							2							25
COWL 11A	ELP:Leadership Tools	Miranda Allen-Brower	2020 Fall Quarter	2208	N	12	7		1	1														1		22
COWL 65	Meaning Paradox Love	Addi Somekh	2020 Fall Quarter	2208	N	3	75																			78
COWL 168	Social Change	Caitlin Marie Stinneford	2020 Fall Quarter	2208	N	7	27			2		1						1	2	3						43
COWL 184A	Leadership & Instit	Caitlin Marie Stinneford	2020 Fall Quarter	2208	N	8	29	3		2									1							43
CRES 10	Intro to CRES	Nicholas Oliver Mitchell	2020 Fall Quarter	2208	N	45	52	36	14	13	6	2	2					7	14	2				2		195
CRES 68	Black Studies	Xavier Livermon	2020 Fall Quarter	2208	N	1	34	17	12	6	6	3	7						8	3						97
CRES 110Q	Black Queer Culture	Savannah T Shange-Binion	2020 Fall Quarter	2208	Y	5	4	3					1					1	2	1				1		18
CRES 114	Race Disabl Drama	Ka-Eul Yoo	2020 Fall Quarter	2208	N	5	5	4	7	1	1							6	3	1				2		35
CRES 190B	Migration Studies	Neel K Ahuja	2020 Fall Quarter	2208	N	1	6	2	1	1									1							12
CRSN 1	ALE:Environ/Society	Clara Sophia Weygandt	2020 Fall Quarter	2208	N	7	14	3		2									2	1						29
CRSN 1	ALE:Environ/Society	Clara Sophia Weygandt	2020 Fall Quarter	2208	N	13	12			2				1				1		1						30
CRSN 1	ALE:Environ/Society	Kelsey Allene Eiland	2020 Fall Quarter	2208	N	2	7	11	3		5	1														29
CRSN 1	ALE:Environ/Society	Tiffany Lynn Wong	2020 Fall Quarter	2208	N	1	21	4	3	1																30
CRSN 1	ALE:Environ/Society	Kelsey Allene Eiland	2020 Fall Quarter	2208	N	8	8	5	1	2	1	2						2								29
CRSN 1	ALE:Environ/Society	Katherine Marie Ross	2020 Fall Quarter	2208	N	1	12	7		6			2					1								29
CRSN 1	ALE:Environ/Society	Katherine Marie Ross	2020 Fall Quarter	2208	N		14	1	2	7	1		1					2								28
CRSN 1	ALE:Environ/Society	Julianne Adams Hazlewood	2020 Fall Quarter	2208	N		11	2	6	4	4		1				1			1						30
CRSN 1	ALE:Environ/Society	Cindy Wong	2020 Fall Quarter	2208	N	5	7	2	1	6	3			1	1			1	1					1		29
CRSN 1	ALE:Environ/Society	Julianne Adams Hazlewood	2020 Fall Quarter	2208	N		15	4	2	3	1		2					2	1							30
CRSN 1	ALE:Environ/Society	Neil Schaefer	2020 Fall Quarter	2208	N	1	6	11	7	3		1														29
CRSN 1	ALE:Environ/Society	Neil Schaefer	2020 Fall Quarter	2208	N	1	2	15	6	3	1									1						29
CRSN 1	ALE:Environ/Society	Martin Rizzo-Martinez	2020 Fall Quarter	2208	N		12	5	2	2	1		1					4	3							30
CRSN 1	ALE:Environ/Society	Kevin D MacClaren	2020 Fall Quarter	2208	N		13	2	2	1								1	1							20
CRSN 15	STEM Jump Start	Stella Hein	2020 Fall Quarter	2208	N		5			2						1		4	1					1		14
CRSN 55	Service Learning	Susan Allen Watrous	2020 Fall Quarter	2208	N	1	13	1	3									1	1					1		21
