Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
MATH 2	Col Algbra/Calculus	Ryan Pugh	2023 Summer Quarter	2234	N	13	19		4	6		2	2					2	1					1		50
MATH 3	Precalculus	Greyson Pesut Meyer	2023 Summer Quarter	2234	N	3	3	9	5	3	9	7	5	1	2	1	2	7	2	2				3		64
MATH 3	Precalculus	Yuk Shing Lam	2023 Summer Quarter	2234	N	7	7	2	3	6	3	3	3		1	3		2	5					1		46
MATH 11A	Calculus with Apps	Sophie Aiken	2023 Summer Quarter	2234	N	7	8	7	5	4	3					1		7	1	2				4		49
MATH 11A	Calculus with Apps	Hoda Mohamad Malak	2023 Summer Quarter	2234	N	6	6	8	14	7	7	1	1	1			1		1							53
MATH 11B	Calculus with Apps	Amethyst Rachael Jade Price	2023 Summer Quarter	2234	N	25	17	7	2	5	1	1	3					2		1				2		66
MATH 11B	Calculus with Apps	Cheyenne Leigh Dowd	2023 Summer Quarter	2234	N	21	36		3	3		2						1								66
MATH 19A	Calc:Sci,Engin,Math	Anthony J Tromba; Longzhi Lin	2023 Summer Quarter	2234	N	2	14	10	6	9		3	6			2		1						4		57
MATH 19A	Calc:Sci,Engin,Math	Anthony J Tromba; Longzhi Lin	2023 Summer Quarter	2234	N	10	8	10	9	10	7	3	10			5		1			1			3		77
MATH 19B	Calc:Sci,Engin,Math	Anthony J Tromba; Longzhi Lin	2023 Summer Quarter	2234	N	18	24	19	9	15	4		5					1						1		96
MATH 19B	Calc:Sci,Engin,Math	Anthony J Tromba; Longzhi Lin	2023 Summer Quarter	2234	N	12	24	13	6	9	7	4	2			3		1	2	1				5		89
MATH 21	Linear Algebra	Vardan Oganesyan	2023 Summer Quarter	2234	N	3	10	19	1	7	3		2			6			4	5				4		64
MATH 21	Linear Algebra	John Gabriel Prudente Pelias	2023 Summer Quarter	2234	N	8	12	11	4	9	5	1		1				2		1				4		58
MATH 21	Linear Algebra	Jennifer Simon Guerrero	2023 Summer Quarter	2234	N	11	26	3	1	3	1	1		1				1								48
MATH 22	Calc of Several Var	Rafael Almeida Fernandes	2023 Summer Quarter	2234	N	7	7		10	6		4	1					4	3	2				1		45
MATH 23A	Vector Calculus	Anthony J Tromba; Longzhi Lin	2023 Summer Quarter	2234	N	4	13	15	11	8	4	2	9					1						3		70
MATH 23A	Vector Calculus	Anthony J Tromba; Longzhi Lin	2023 Summer Quarter	2234	N	11	41	33	17	19	4	2	3			5		2	1							138
MATH 23B	Vector Calculus	Anthony J Tromba; Longzhi Lin	2023 Summer Quarter	2234	N	6	13	10	6	11	3	4	9			1		1						2		66
MATH 23B	Vector Calculus	Anthony J Tromba; Longzhi Lin	2023 Summer Quarter	2234	N	10	15	13	9	10	5	7	6			1			1							77
MATH 24	Ordinary Diff Equas	Cheyenne Leigh Dowd	2023 Summer Quarter	2234	N	25	34	1		3	1		1					1	1					3		70
MATH 100	Intr Proof/Prb Solv	Jennifer Simon Guerrero	2023 Summer Quarter	2234	N	3	7	4	3	5						2				1				1		26
MATH 100	Intr Proof/Prb Solv	David Adam Rubinstein	2023 Summer Quarter	2234	N	2	7	4	1	2	5	3				1		3		1						29
MATH 103A	Complex Analysis	Hirotaka Tamanoi	2023 Summer Quarter	2234	N	3		2		2								2	1					2		12
MATH 105A	Real Analysis	Deewang Bhamidipati	2023 Summer Quarter	2234	N	11	14		4	4		1						2	3							39
MATH 105A	Real Analysis	John Revere McHugh	2023 Summer Quarter	2234	N	2	10	1	2	3	2	1	1				1	5	2	3				1		34
MATH 110	Intro Number Theory	Xu Gao	2023 Summer Quarter	2234	N	5	6	1	2	4	2	1	1			1								3		26
MATH 110	Intro Number Theory	Xu Gao	2023 Summer Quarter	2234	N	4	11	3	6	1								1								26
MATH 110	Intro Number Theory	Malachi James Alexander	2023 Summer Quarter	2234	N	10		10			6	1	2											1		30
MATH 111A	Algebra	Vardan Oganesyan	2023 Summer Quarter	2234	N	1	3	4		2	1							1	2		1					15
MATH 117	Adv Linear Algebra	Jadyn Valentine Breland	2023 Summer Quarter	2234	N	1	3				2	1	1					1	4	1				4		18
MATH 117	Adv Linear Algebra	Rafael Almeida Fernandes	2023 Summer Quarter	2234	N	4	2		2	2			2			2		1	2					4		21
MATH 124	Intro To Topology	Hirotaka Tamanoi	2023 Summer Quarter	2234	N	3	4	4	2	1	1	3	1					1			1			1		22
MATH 134	Cryptography	Sam Kim Miller	2023 Summer Quarter	2234	N	2	5		3	7			1					3	1	4				1		27
MATH 194	Senior Seminar	Viktor Ginzburg	2023 Summer Quarter	2234	N	1	3	3	2	3			1						1							14
MERR 41	Pandemic:Public Health	Cindy Wong	2023 Summer Quarter	2234	N	2	3	2	3	1	2			2					2	2				1		20
MERR 60	Fake News	Nolan Higdon	2023 Summer Quarter	2234	N	42	13	2	1		2	1	1					3	9	1				5		80
MERR 60	Fake News	Nolan Higdon	2023 Summer Quarter	2234	N	42	8	3	1	2	1		1	1				1	12	3				8		83
METX 100	Intro to Microbiology	Christina Yang	2023 Summer Quarter	2234	N		7	4	9	1	2	4	1			2				1				1		32
METX 119L	Gen Microbio Lab	Burcak Artun	2023 Summer Quarter	2234	N	4	12		1																	17
METX 119L	Gen Microbio Lab	Christina Yang	2023 Summer Quarter	2234	N		5	5	1																	11
METX 135	Functional Anatomy	Myra Ellen Finkelstein	2023 Summer Quarter	2234	N	3	6	2	5	2		1	2	1			2		1							25
METX 135L	Functional Anatmy Lab	Myra Ellen Finkelstein	2023 Summer Quarter	2234	N	1	7	5	2	4	1	1	1		1					1						24
MUSC 11A	Western Classical	David Reeves Long	2023 Summer Quarter	2234	N	20	11	6	2	1	2	1						1	1					4		49
MUSC 13	BegTheoryMusI	Faith Suzanne Lanam	2023 Summer Quarter	2234	N	4	5	3	2	5			1	1				2	2	2				3		30
MUSC 14	TheoryMusicianshipII	Dohyun Jeon	2023 Summer Quarter	2234	N	1	5	1	2	1																10
MUSC 58	Songwriting Craft	Alexander Michael Wand	2023 Summer Quarter	2234	N	28	3	4	1		1		1					1	1	3				4		47
MUSC 73	Music and the Ocean	Yolande Constance Harris	2023 Summer Quarter	2234	N	8	2	1		2			1					1	1							16
MUSC 80P	US Popular Music	Seth Glickman	2023 Summer Quarter	2234	N		37	2		1	1							1	7							49
MUSC 80U	Psychophysic Music	C Martin Gaskell	2023 Summer Quarter	2234	Y	2			1	1	1	1					1	2	1							10
MUSC 80V	The Beatles Music	Monica Francesca Ambalal	2023 Summer Quarter	2234	N	39	54	2	3	2		2	1	1		1		1	3	2				6		117
MUSC 80X	Music of India	Samuel Bain Cushman	2023 Summer Quarter	2234	N	50	28	11	5	6		2	1		1	1		4	7					1		117
MUSC 81C	Global Pop Music	Lydia Wallace Barrett	2023 Summer Quarter	2234	N	33	1	5	1	4		1	1						4							50
MUSC 150R	Field Recording	Alexander Michael Wand	2023 Summer Quarter	2234	N	6	3	2			1									1				1		14
OAKS 1A	Univ Life & Learning	Erin Ann O'Connell; Marcia Ochoa	2023 Summer Quarter	2234	N														332	7						339
OCEA 1	The Oceans	Kimberly Anne Delong	2023 Summer Quarter	2234	N		7	1	2	4	3	1	2	1	1	1		1	7					2		33
OCEA 90	ClimateFundamentals	Murat Kucukosmanoglu	2023 Summer Quarter	2234	N	4	3	3	1		1								1	1						14
PHIL 9	Intro Symbolic Logic	Jordan B Dopkins	2023 Summer Quarter	2234	N	3	5	1	1			2	4	1				8	1							26
PHIL 11	Intro To Philosophy	James Patrick Read	2023 Summer Quarter	2234	N	2	5	2	1	1								1								12
PHIL 22	Ethical Theory	Emily Kaia Robertson	2023 Summer Quarter	2234	N	4	1		4	1		1	1		1											13
PHIL 23	Phil Cognitive Sci	Nico Orlandi	2023 Summer Quarter	2234	N	9	26	17	13	7			3					1	9	5				4		94
PHIL 121	Epistemology	Philip Douglas Groth	2023 Summer Quarter	2234	N		2	3	1	3	2	1		1				1	2							16
PHIL 122	Metaphysics	Enoch Yim	2023 Summer Quarter	2234	N		12	5	3									1								21
PHYS 6A	Intro Physics I	Barun Dhar	2023 Summer Quarter	2234	N		8		4	2		2	10	3			2	6						6		43
PHYS 6B	Intro Physics II	Eliina Sylvi Karyndinha	2023 Summer Quarter	2234	N	4	17	6		2		2	2					1	1							35
PHYS 6C	Intro Phys III	Barun Dhar	2023 Summer Quarter	2234	N	5	9	1	6	2			5							3				1		32
PHYS 6L	Intro Phys I Lab	Barun Dhar	2023 Summer Quarter	2234	N	4	5	1	2			2												2		16
PHYS 6L	Intro Phys I Lab	Barun Dhar	2023 Summer Quarter	2234	N	1	4	3	1	1			1											1		12
PHYS 6M	Intro Phys II Lab	Eliina Sylvi Karyndinha	2023 Summer Quarter	2234	N		5	7	5									3	1							21
PHYS 6N	Intro Phys III Lab	Barun Dhar	2023 Summer Quarter	2234	N	2	5	3	3	1																14
PHYS 6N	Intro Phys III Lab	Barun Dhar	2023 Summer Quarter	2234	N	2	4	4	3																	13
PHYS 133	Intermediate Lab	Joseph Mark Connell	2023 Summer Quarter	2234	N	5	4	4		2			1					5								21
POLI 103	Feminist Intervntns	Alyssa Ruth Mazer	2023 Summer Quarter	2234	N	3	9	2		1								1	1							17
POLI 105B	EarlyMod Pol Thought	Rowan Anna Powell	2023 Summer Quarter	2234	Y		2	1	4	1	1							2								11
POLI 111A	Constitutional Law	Eric Stephen Snickars	2023 Summer Quarter	2234	Y		1	3	1	1				1	1		1	1						1		11
POLI 116	Comparative Law	Jacqueline Susan Gehring	2023 Summer Quarter	2234	Y		5	3	3	3	2	1							4	1						22
POLI 140C	Latin Am Politcs	Nathan Allen Edenhofer	2023 Summer Quarter	2234	N		5	4		2			1	1				4	1							18
POLI 158	Law/Politics Memory	Jacqueline Susan Gehring	2023 Summer Quarter	2234	Y		5	2	5	2	3	1	1	1	1	1		2						3		27
POLI 166	Politics of Migration	Thomas Serres	2023 Summer Quarter	2234	N	2	8	4	1																	15
PRTR 41I	Improvisation	Robert Eli Giges	2023 Summer Quarter	2234	N	3	2	1	2	1			1						2	1				1		14
PRTR 141W	Improv Workshop	Robert Eli Giges	2023 Summer Quarter	2234	N	2	3	1	1		2	1						1	4	2				2		19
PSYC 1	Intro Psychology	Veronica Marie Hamilton	2023 Summer Quarter	2234	N	7	16	3	2	1	1							3		1						34
PSYC 1	Intro Psychology	Daniel Clark Copulsky	2023 Summer Quarter	2234	N	2	4	7	2	4	3	1	1		1				1	1				1		28
PSYC 2	Intro Psyc Stats	Claudia Lorena Castaneda	2023 Summer Quarter	2234	N	14	9		3	1		1	1					1	2	2				2		36
PSYC 10	Intro Develop Psych	Andrew Gary Takimoto	2023 Summer Quarter	2234	N	13	3		1	2			1					1								21
PSYC 10	Intro Develop Psych	Samantha Basch	2023 Summer Quarter	2234	N	28	2	6	2																	38
PSYC 20	Cogn: Fund Theories	Mercedes Taylor Oliva	2023 Summer Quarter	2234	N		7	6	1	6	3	1	6					1	2	1				2		36
PSYC 100	Research Methods	Benjamin C Storm	2023 Summer Quarter	2234	N	6	14	9	11	23	6	2	13		1	2		6	4	2						99
PSYC 102	Adolescent Develop	Margarita Azmitia	2023 Summer Quarter	2234	N	1	1	1	2		2	3	1					2	5	1						19
PSYC 105	Children's Thinking	Sam McHugh	2023 Summer Quarter	2234	N	2	7	1	4	2	1								1					2		20
PSYC 119M	Identity Developmnt	Margarita Azmitia	2023 Summer Quarter	2234	N		2	2	2	1	3							2	2	1				1		16
PSYC 129	Learning and Memory	Travis L Seymour	2023 Summer Quarter	2234	N	2	13	7	5	1	2			1	1			5	2	1				4		44
PSYC 139J	Forgetting	Benjamin C Storm	2023 Summer Quarter	2234	N	1	5			1	1	1	2			1		3						1		16
PSYC 142	Oppression/Liberation	Sylvane Vaccarino-Ruiz	2023 Summer Quarter	2234	N	2	4		2		1	1	1						2					3		16
PSYC 147A	Psych and Law	Roxy Davis	2023 Summer Quarter	2234	Y	14	6	1	2	2								3						1		29
PSYC 159D	Sexual Aggression	Eileen L Zurbriggen	2023 Summer Quarter	2234	N	1	6	6	3									3	1					2		22
PSYC 159S	Queer Intimacies	Phillip L Hammack	2023 Summer Quarter	2234	N	4	6	3	2				1						1							17
PSYC 167	Clinical Psychology	Hannah Raila	2023 Summer Quarter	2234	N		2	5	4	5	3	3	2	1	2			2	5	1				2		37
PSYC 182	Qual Reserch Methods	Daniel Alberto Rodriguez Ramirez	2023 Summer Quarter	2234	N	13	12	7	3	5	2	1	1					3	1							48
SOCY 1	Intro Sociology	Maria Betania Santos	2023 Summer Quarter	2234	N		16			3																19
SOCY 3A	Evaluation/Evidence	Juan Pedroza	2023 Summer Quarter	2234	N		1	5	3	1		1	1					1								13
SOCY 10	Issues/Prblms In Am	Michelle Parra	2023 Summer Quarter	2234	N	2	4	3	1		1	1														12
SOCY 15	World Society	Aida Mukharesh	2023 Summer Quarter	2234	N	7	3	1		2	1		2	1				2	1	1						21
SOCY 105A	Classical Soc Theor	Willie Guerrero	2023 Summer Quarter	2234	N	2	5	4		3	1							2								17
SOCY 105B	Contem Soc Theory	Koda Sokol	2023 Summer Quarter	2234	N	1	2	3	1	2	3				1			1								14
SOCY 115	Intro Sound Studies	Joseph Klett	2023 Summer Quarter	2234	N	1	15	17	7	1	1	1	1					2						1		47
SOCY 130	Socy of Food	Erica Zurawski	2023 Summer Quarter	2234	N	3	3		3	1								3								13
SOCY 136	Social Psychology	Megan Bethany McNamara	2023 Summer Quarter	2234	N	9	41	5	1	7	1	3	3	2		1		5	2	2				8		90
SOCY 146	Intro to Pop Health	Alicia Riley	2023 Summer Quarter	2234	N	2	19	6	1	4	1		1	2					2					2		40
SOCY 178Z	Disability and Soc	Laura Suzanne Harrison	2023 Summer Quarter	2234	N	3	8	3	4	9	1	1	2	1				2	3	1				1		39
STAT 5	Statistics	Jonathan Rice Katznelson	2023 Summer Quarter	2234	N	4	6	3	3	7	5	2	8	3		3			1	3				2		50
STAT 7	StatMthdsBio/Env/Hlth	Bruno Silva Mendes	2023 Summer Quarter	2234	N		1	2	14	3	6		5			6		3		2				4		46
STAT 7L	StatMthdsBioEnvHlthLab	Meini Tang	2023 Summer Quarter	2234	N		29	1	2	2	3		3					3	1					2		46
STAT 131	Intro Prob Theory	David Draper	2023 Summer Quarter	2234	N	25	170	33	17	20	9	5	15	1				11	4					6		316
STAT 131	Intro Prob Theory	Sheng Jiang	2023 Summer Quarter	2234	N		3	1	3	6	3	2	7	1		1			1					3		31
STEV 1A	Univ Life & Learning	Geoffrey Michael Childers; Matthew D O'Hara	2023 Summer Quarter	2234	N														451	4						455
STEV 26	Navigate University	Brij D Lunine	2023 Summer Quarter	2234	N		28	1	2		1		1					1	1							35
STEV 26	Navigate University	Brij D Lunine	2023 Summer Quarter	2234	N		25	8					1													34
STEV 26	Navigate University	Brij D Lunine	2023 Summer Quarter	2234	N	4	23		1	3		2						1	4							38
STEV 26	Navigate University	Kylie Alisa Kenner	2023 Summer Quarter	2234	N	2	9	2		2		1	1					1	1							19
STEV 26	Navigate University	Kylie Alisa Kenner	2023 Summer Quarter	2234	N	1	11	5	1	1			1						1							21
STEV 26	Navigate University	Kevin D MacClaren	2023 Summer Quarter	2234	N		8	1		2					1			2								14
STEV 26	Navigate University	Kevin D MacClaren	2023 Summer Quarter	2234	N	7	19	3		2								2	1							34
STEV 26	Navigate University	Kevin D MacClaren	2023 Summer Quarter	2234	N	3	21	2	3	2	1	1	1				1		1	1				1		38
STEV 26	Navigate University	Jessica Alida Samuels	2023 Summer Quarter	2234	N		16	2		1			1					1	4					1		26
STEV 26	Navigate University	Jessica Alida Samuels	2023 Summer Quarter	2234	N	1	6	5	2	3	1	1	1					3						1		24
STEV 27	Service Learning	Geoffrey Michael Childers	2023 Summer Quarter	2234	N		8	5	2	2		1	1	3		1	1	3	6	7				4		44
THEA 10	Intro to Design	David Lee Cuthbert	2023 Summer Quarter	2234	N	3	3	5	5	3	7	5	9	3	1	2		3	15	5				5		74
THEA 14	Drawing	Pamela Rodriguez-Montero	2023 Summer Quarter	2234	N	9	5	3					1							1						19
THEA 20	Intr Studies Acting	Gregory J Fritsch	2023 Summer Quarter	2234	N	4	5	1		1														1		12
THEA 20	Intr Studies Acting	Dorothy C. Atkinson	2023 Summer Quarter	2234	N		11	1																1		13
THEA 30	Intr Modern Dance	Edward C Warburton	2023 Summer Quarter	2234	N	3	7	1																		11
THEA 157	Playwriting	Kirsten L. Brandt	2023 Summer Quarter	2234	N	6	6		1	1		1		1					1					1		18
WRIT 1	Intro to Comp	Madeline M Lane	2023 Summer Quarter	2234	N		1	3	1	1		1	3	1				6	1	1				1		20
WRIT 1	Intro to Comp	Kae Roybal	2023 Summer Quarter	2234	N	1		2	1	3			1					3								11
WRIT 2	Rhetoric & Inquiry	Anthony Sebastian Breakspear	2023 Summer Quarter	2234	N		11	3	2	3	1	1		1												22
WRIT 2	Rhetoric & Inquiry	Anthony Sebastian Breakspear	2023 Summer Quarter	2234	N		7	3	2	2		3		2				1	1					1		22
WRIT 2	Rhetoric & Inquiry	Andrea Yolande Seeger	2023 Summer Quarter	2234	N	1	16	1	1	1		1	1					1	1					1		25
WRIT 2	Rhetoric & Inquiry	Andrea Yolande Seeger	2023 Summer Quarter	2234	N	4	10	1		1	1		2				1	1	2					1		24
WRIT 2	Rhetoric & Inquiry	Robin Y King	2023 Summer Quarter	2234	N		1	3	5	1			3	1			1		4	2				3		24
WRIT 2	Rhetoric & Inquiry	Kristen Terry	2023 Summer Quarter	2234	N		6	4	2	5			1					1	3	2				1		25
WRIT 2	Rhetoric & Inquiry	Kristen Terry	2023 Summer Quarter	2234	N	2	12	4	3	2			1							1						25
WRIT 2	Rhetoric & Inquiry	Mark Baker	2023 Summer Quarter	2234	N	1	8	2	3	4									4	1						23
WRIT 2	Rhetoric & Inquiry	Brenda Samantha Sanfilippo	2023 Summer Quarter	2234	N	3	12	2	2			1							4					1		25
WRIT 2	Rhetoric & Inquiry	Brenda Samantha Sanfilippo	2023 Summer Quarter	2234	N		9	5	1	4		2	1					1	1					1		25
WRIT 2	Rhetoric & Inquiry	Joseph Mark Navarro	2023 Summer Quarter	2234	N		2	2		1				1				3	3	4				2		18
WRIT 2	Rhetoric & Inquiry	Joseph Mark Navarro	2023 Summer Quarter	2234	N		2	2						1				4	4	1				2		16
WRIT 2	Rhetoric & Inquiry	Ellen Spencer Newberry	2023 Summer Quarter	2234	N	2	7	1	1									2	3					1		17
WRIT 2	Rhetoric & Inquiry	Ellen Spencer Newberry	2023 Summer Quarter	2234	N		5	1	1	1	2	1						2	2					1		16
WRIT 2	Rhetoric & Inquiry	Nirshan Rex-Boniface Perera	2023 Summer Quarter	2234	N		16	3	1	2									2					1		25
WRIT 2	Rhetoric & Inquiry	Nirshan Rex-Boniface Perera	2023 Summer Quarter	2234	N		18	1	2		1								3							25
WRIT 2	Rhetoric & Inquiry	Bettina Osborne	2023 Summer Quarter	2234	N	11	4	3	3										2	2						25
WRIT 2	Rhetoric & Inquiry	Madeline M Lane	2023 Summer Quarter	2234	N	1	17	2		1						2				1						24
WRIT 2GS	Rhetoric & Inquiry GS	Steven John Coulter	2023 Summer Quarter	2234	N	4	10		1	2			1						7							25
