Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
CHEM 1N	Gen Chem Lab	Anna Rose Johnston	2023 Summer Quarter	2234	N	2	12	2	3	1	1		1			2		1								25
CHEM 8A	Organic Chemistry	Catherine Suzanne McCaughey	2023 Summer Quarter	2234	N	3	20		4	5	3	2	4			10		2						2		55
CHEM 8B	Organic Chemistry	Catherine Suzanne McCaughey	2023 Summer Quarter	2234	N	5	15	2	3	13	4	2	9	6		8		2						4		73
CHEM 8L	Organic Chem Lab	Anna Rose Johnston	2023 Summer Quarter	2234	N	5	25	1	5	1			1											2		40
CMMU 30	NumbersSocialJustice	Julianne Elsie Foxworthy Gonzalez	2023 Summer Quarter	2234	N	2	3	4	3	4		2	1					1	3	1						24
CMMU 105A	Field Study	Sierra Marie Edenhofer	2023 Summer Quarter	2234	N	7	5	6		3	3	1	2					1								28
CMMU 105B	Field Study	Sierra Marie Edenhofer	2023 Summer Quarter	2234	N		6	11	4	4	1		1					1								28
CMMU 105C	Field Study	Sierra Marie Edenhofer	2023 Summer Quarter	2234	N	22	5	1																		28
CMMU 165	CommunityGlobalHealth	Kathryn Gougelet	2023 Summer Quarter	2234	N	8	26	5		5										1				1		46
CMPM 80K	FoundationsGameDesgn	Rehaf Aljammaz	2023 Summer Quarter	2234	N	5	7	8	1		1	1					1	1	2					2		29
CMPM 80K	FoundationsGameDesgn	Noah Wardrip-Fruin	2023 Summer Quarter	2234	N	16	6	12	6	7	7	3	4	2	1			4	6					6		80
CMPM 146	Game AI	Daniel G Shapiro	2023 Summer Quarter	2234	N	8	10	15	14	9	8	4						1	2	2				1		74
CMPM 179	Game Design Practicum	Mennatullah Hendawy	2023 Summer Quarter	2234	N		4	4	2	3																13
COWL 1A	Univ Life & Learning	Shelly A. Grabe; Todd Nathan Thorpe	2023 Summer Quarter	2234	N														452	2						454
COWL 52	Personal Finance	Patricia M Kelly	2023 Summer Quarter	2234	N	50	117	28	13	19	4	3	1	2		1		16	12	3	1			10		280
COWL 52	Personal Finance	Patricia M Kelly	2023 Summer Quarter	2234	N	39	75	24	16	9	3	4	4	2				2	11	6				5		200
COWL 140	Designing Your Life	Remy Franklin	2023 Summer Quarter	2234	N	1	15	6	1	4			1					1	3	1				2		35
CRES 10	Intro to CRES	Nicholas Oliver Mitchell	2023 Summer Quarter	2234	N	8	11	9	6	4	4	1	4	1		1		5	7	1				3		65
CRES 121	K-12 Ethnic Studies	Tricia Gallagher-Geurtsen	2023 Summer Quarter	2234	Y	5	7	3			2		1					1		1						20
CRES 188S	SettlerColonialCritque	Rowan Anna Powell	2023 Summer Quarter	2234	N	1	6		2	2			1							1						13
CRSN 1A	Univ Life & Learning	Clara Sophia Weygandt; Sue A Carter	2023 Summer Quarter	2234	N														457	3						460
CRWN 1A	Univ Life & Learning	Lisa Berkley; Marilyn Dilworth Patton	2023 Summer Quarter	2234	N														451	2						453
CRWN 80F	Science Fiction	Dion N Farquhar	2023 Summer Quarter	2234	N	4	9	1	2										1					2		19
CRWN 90	EntrepreneurshipAcad	Kathleen J Greaney	2023 Summer Quarter	2234	N	3	3		2	2		1						3	4	2				3		23
CRWN 92G	Soc. Entrepreneurship	Nada Miljkovic	2023 Summer Quarter	2234	N	2	9	2	1																	14
CRWN 94	Eco-Entrepreneurship	Alexandra Loken	2023 Summer Quarter	2234	N	3	4	6	1																	14
CRWN 95	Business Assistance	Deborah C Lindsay	2023 Summer Quarter	2234	N	17	3			1								1	1					1		24
CRWN 98	Podcasting	Rachel A Goodman	2023 Summer Quarter	2234	N	2	2	3	3										4							14
CRWN 98B	Podcasting in Ireland	Rachel A Goodman	2023 Summer Quarter	2234	N	10	3												11	1						25
CSE 16	Appl Discrete Math	Patrick Tantalo	2023 Summer Quarter	2234	N	1	1	2	1	5		1	8			2		2		2				3		28
CSE 20	Beginning Python	Larissa A Munishkina	2023 Summer Quarter	2234	N		11	2		3	2		3			1		2	1					1		26
CSE 30	Prog Abs Python	Larissa A Munishkina	2023 Summer Quarter	2234	N	1	3	3	2	8		1	3				1	2	2	2				5		33
CSE 102	Intro Algorthm Anyl	Suresh K Lodha	2023 Summer Quarter	2234	N	5	5	8	7	5	6	4	3					1	2	2				1		49
CSE 115A	Intro Software Eng	Richard K Jullig	2023 Summer Quarter	2234	N	10	42	10	2	3														1		68
CSE 118	Mobile Applications	David Charles Harrison	2023 Summer Quarter	2234	N			1	1	3	1		3			1		1	1	3				1		16
CSE 186	Full Stack Web Dev. I	David Charles Harrison	2023 Summer Quarter	2234	N			2	2	2	3	2	1			1		1		1				3		18
DANM 51	QueerTransArtHistory	Robbie Trocchia	2023 Summer Quarter	2234	N		9	5																		14
DANM 52	Altering Digital Image	Saul Villegas	2023 Summer Quarter	2234	N	23	6			1	1		2					3	3	3						42
DANM 148	Intro Game Prototyping	Rose Elizabeth Klein	2023 Summer Quarter	2234	N	5	6	3																		14
EART 3	Geology Natl Parks	Adrienne Cherie Ricker	2023 Summer Quarter	2234	N	36	15	6	2	2	2	1	1	3		1		8	15	8				3		103
EART 5	California Geology	Elise Knittle	2023 Summer Quarter	2234	N		34	8	1	16	2	2	4			1		1	7	3				1		80
EART 189B	Summer Field Study	Jeremy Keith Hourigan	2023 Summer Quarter	2234	N	1	3	3	2	5	3															17
ECE 101	Intro Elec Circuits	Austin Chen	2023 Summer Quarter	2234	N		6	5	8	11	8	8	13	2		5				2				3		71
ECE 101L	Intr Elec Circ Lab	Austin Chen	2023 Summer Quarter	2234	N		43	7	3			1						2		1				3		60
ECE 151	Communicats Systms	Hamid R Sadjadpour	2023 Summer Quarter	2234	N		2	1			4	3	9	2		2		1		1						25
ECE 171	Analog Electronics	Jorge S Hurtarte	2023 Summer Quarter	2234	N		46	1	1	1	1		1													51
ECE 171L	Analog Electron Lab	Jorge S Hurtarte	2023 Summer Quarter	2234	N	1	36	6	2	2			1					3		1						52
ECE 173	Hi-Spd Digtl Design	Stephen C Petersen	2023 Summer Quarter	2234	N		1	4		3	2	1				1		7		2						21
ECON 1	Intro Microeconomic	Julie H Gonzalez	2023 Summer Quarter	2234	N	1	4	2	4	4	5	6	9	2		2		5	2	2				1		49
ECON 1	Intro Microeconomic	Julie H Gonzalez	2023 Summer Quarter	2234	N	1	7	6	7	9	5	7	10					8	9	1				3		73
ECON 2	Intro Macroeconomic	Mariana Bessa Ribeiro	2023 Summer Quarter	2234	N	3	10	6	12	8	9	6	7	1				3	4	1				5		75
ECON 10A	Econ of Accounting	Kevin K Jones	2023 Summer Quarter	2234	N		10	5	3	12		2	7	2		2		4	3	1				8		59
ECON 10B	Econ of Accounting	Kevin K Jones	2023 Summer Quarter	2234	N		4	2	2	6			8	1				2	3	1				3		32
ECON 20	Econ for Non-Majors	Julie H Gonzalez	2023 Summer Quarter	2234	N	1	2	2	1	4	2	3	2					3	2	4				1		27
ECON 100A	Intermed Microecon	Kristian M Lopezvargas	2023 Summer Quarter	2234	N	3	13	12	11	13	7	3	3							2				4		71
ECON 100B	Intermed Macroecon	Cliff Lord Nelson	2023 Summer Quarter	2234	N	1	1			2		1				5			2					1		13
ECON 100B	Intermed Macroecon	Fernando Chertman	2023 Summer Quarter	2234	N	2	4	2	1	3	3	2						2						2		21
ECON 104	Numbr Truth: Statis	Hamidreza Habibi	2023 Summer Quarter	2234	N		3	4	3	1		1						2	3	2						19
ECON 113	Intro Econometrics	Harrison Aaron Shieh	2023 Summer Quarter	2234	N	2	6	1	4	3	5	6	3				1									31
ECON 113	Intro Econometrics	Aiden Rho	2023 Summer Quarter	2234	N	6	14	6	13	12	7	11				1								1		71
ECON 125	Econ History Of US	Aaron Gregory Meininger	2023 Summer Quarter	2234	N		5	5	2	2	2	1	3													20
ECON 133	Security Markets	Kai Pommerenke	2023 Summer Quarter	2234	N	3	9	12	12	15	4	8	3	3		3		4	5	5				4		90
ECON 135	Corporate Finance	Roberto Baltieri Mauad	2023 Summer Quarter	2234	N		2	5	3	5	1		2	1					2	1						22
ECON 136	Business Strategy	Thomas Anh Shirley	2023 Summer Quarter	2234	N		5	6																		11
ECON 141	Internatl Finance	Fernando Chertman	2023 Summer Quarter	2234	N		2	1	3	1								1	2	1						11
ECON 149	East&Southeast Asia	Kwok-Chiu Fung	2023 Summer Quarter	2234	N	28	6	2	1									3		1						41
ECON 161A	Marketing	Stephen Arthur Owen	2023 Summer Quarter	2234	N		5	18	21	21	15	7	5						3					1		96
ECON 197	Economic Rhetoric	Aaron Gregory Meininger	2023 Summer Quarter	2234	N		3	3	8	3	4	1	8					2								32
ECON 197	Economic Rhetoric	Aaron Gregory Meininger	2023 Summer Quarter	2234	N		8	2	2	2	4		5					3	2	1				1		30
EDUC 60	Schooling, Dem. & Jus.	Caroline Thompson Spurgin	2023 Summer Quarter	2234	N	10	3	4	1	2			2					1								23
EDUC 102	Education Media&Soc	Nolan Higdon	2023 Summer Quarter	2234	N	16	7	7	2			3	4	1				2	5	3				4		54
EDUC 121	K-12 Ethnic Studies	Tricia Gallagher-Geurtsen	2023 Summer Quarter	2234	Y	13	9	4	1	1	2		1					7	2							40
EDUC 135	Gender & Education	Joel De Jesus Lovos	2023 Summer Quarter	2234	N		12			2																14
EDUC 141	Bilingual & School	Benjamin Mathews James	2023 Summer Quarter	2234	N	2	1		4	1	2	1	1	1					2							15
EDUC 181	Race, Class, Cultur	Nora Walsh Lang	2023 Summer Quarter	2234	N		4	4	2	2		1							4		2					19
EDUC 205	Teaching,Learning	Kim Vachon	2023 Summer Quarter	2234	N	1	11	1													23					36
EDUC 207	Soc Fndtn Education	Rekia Gina Jibrin	2023 Summer Quarter	2234	N		13														23					36
EDUC 208	Portfolio Developmt	Jamie Dewitt	2023 Summer Quarter	2234	N		8		1												44					53
EDUC 210	Health/Safety/Commun	Jamie Arleane Cutter	2023 Summer Quarter	2234	N	1															18	1				20
EDUC 210	Health/Safety/Commun	Jamie Arleane Cutter	2023 Summer Quarter	2234	N		13														23					36
EDUC 213	Child & Adol Dev	Soleste Hilberg	2023 Summer Quarter	2234	N		11	1		1											23		1			37
EDUC 218	Elem Ed Vis Arts	Rhianna Hurt	2023 Summer Quarter	2234	N		2														17					19
ENVS 15	Naturl History UCSC	Andy John Kulikowski II II; Arini Wijayanti	2023 Summer Quarter	2234	N	15		4	2											1				1		23
ENVS 18	NatHist Illustration	Emily F Underwood	2023 Summer Quarter	2234	N		13		2	3								1								19
ENVS 18	NatHist Illustration	Emily F Underwood	2023 Summer Quarter	2234	N		17			2								1								20
ENVS 23	Physcl & Chem Envir	Michael E Loik	2023 Summer Quarter	2234	N	4	12	8				1							1					1		27
ENVS 25	Enviro Policy/Econ	Sikina Jinnah	2023 Summer Quarter	2234	N	4	18	14	5	8	5		4	1				4		1						64
ENVS 65	Fresh Water Process	Brent M Haddad	2023 Summer Quarter	2234	N	2	5	3	1				2					3		1				1		18
ENVS 131	Insect Ecology	Andy John Kulikowski II II	2023 Summer Quarter	2234	N	6	6	3	2	5	1	1				2				1				1		28
ENVS 133	Agroeco Practicum	Damian Michael Parr	2023 Summer Quarter	2234	N		11	1			1							1								14
ENVS 133B	Agroecology Practicum	Antonio Roman-Alcala	2023 Summer Quarter	2234	N	4	9												2							15
ENVS 145	Green Cities	Charles Rivasplata	2023 Summer Quarter	2234	N	1	18	5	1		1							1		2				2		31
ENVS 190	Capstone:EnvrProblem	Adam Kerry French	2023 Summer Quarter	2234	N		6	6	2	2	2		2					5	1	2				3		31
FILM 20A	Intro Film Studies	Amy C Reid	2023 Summer Quarter	2234	N	17	22		9	3		2	3	1		2		4	4	2				10		79
FILM 20P	Productn Technique	Lior Shamriz	2023 Summer Quarter	2234	N	1	6	5	7	1	2	1	1	1					3	2				1		31
FILM 80V	Video Games/Culture	Yasheng She	2023 Summer Quarter	2234	N		77	19	3	1	2	4	1				1	2	1							111
FILM 136B	Hist of Television	Ksenia Fir	2023 Summer Quarter	2234	N	4	12	12	5	6	1							1		1				1		43
FILM 136C	Visual Culture&Tech	Allen Riley	2023 Summer Quarter	2234	N	1	5		3	2	3			2												16
FILM 150	Screenwriting	Ksenia Fir	2023 Summer Quarter	2234	N	4	10	3	1		1									1						20
FILM 165B	Race on Screen	Yiman Wang	2023 Summer Quarter	2234	N		6	12	4	6	4	3	3	2	1		2	2	6	2				4		57
FILM 194H	Ethics/Doc Filmmaking	Amy C Reid	2023 Summer Quarter	2234	N	8	5		2	4		1							1							21
FMST 145	Race/Gender Formatn	Nicholas Oliver Mitchell	2023 Summer Quarter	2234	N		11	5		3								2	2	1				2		26
FMST 188	Topics in FMST	Elana Margot Santana	2023 Summer Quarter	2234	N	8	1	1	1	1		1						1						2		16
GCH 1	Fdns4Global&CommHealth	Matthew B Sparke	2023 Summer Quarter	2234	N	12	23	14	12	3	5	4		1			1	7	1	1				1		85
HAVC 118	Contemp African Dia	Axelle Toussaint	2023 Summer Quarter	2234	N	8	17	10	5	11	6		2	1	1	1		7	6	4				7		86
HAVC 141P	NetworksNaturesArt	Matthew Harrison Tedford	2023 Summer Quarter	2234	N	3	12	10	7	7	3	3	1			2		5	1					3		57
HAVC 143D	Arch City Vis Cult	Leslie Erin McShane Lodwick	2023 Summer Quarter	2234	N	7	16	2	6	13	2		3	2				9	9	2				2		73
HIS 10A	U.S. History To 1877	Amanda Linda Huse	2023 Summer Quarter	2234	N	13	28	8	3	5	2	2	3	2			1	4	6	4				1		82
HIS 10B	US Hist 1877-1977	Lisa Michelle Jackson	2023 Summer Quarter	2234	N		14	5	1	5																25
HIS 39F	Christian Missions	Manning Chan	2023 Summer Quarter	2234	N	1	4	3	3			1	1					1								14
HIS 60	Medical/Sci Term	Charles W Hedrick	2023 Summer Quarter	2234	N	5	57	14	16	4	8	1	2					12	9	7				8		143
HIS 100	His Skills & Methds	Matthew D O'Hara	2023 Summer Quarter	2234	N		6	1	5		1							1	1					1		16
HIS 101D	World His of Science	Minghui Hu	2023 Summer Quarter	2234	N	1	2	1	4	1	1	3	1					3	1	7				2		27
HIS 106B	AsianAsianAm1941-Pres	Meleia Whitaker Simon-Reynolds	2023 Summer Quarter	2234	N		12	2		1			3					1	5							24
HIS 139J	Britain Made Digital	Linda Ulbrich	2023 Summer Quarter	2234	N	2	3	1			1	1						2						1		11
HIS 150D	The Japanese Empire	Alexyss Luverne McClellan-Ufugusuku	2023 Summer Quarter	2234	N	6	3	1	2	3	1															16
HIS 170C	20th Century France	Muriam H. Davis	2023 Summer Quarter	2234	N	1	9	2	2			1														15
HISC 80U	Labor & Globalization	Stefan Yong	2023 Summer Quarter	2234	N	2	3	9	4	3	2							2	1							26
HISC 87	What is Utopia?	Justine Erika Parkin	2023 Summer Quarter	2234	N		6	3	1		2		1	1				1								15
HISC 122	What is the Psyche	Won Jeon	2023 Summer Quarter	2234	N		3	2	5	6	4		1					1	2	4						28
HUMN 25	Humans & Machines	Marilia Kaisar	2023 Summer Quarter	2234	N	9	11	4	1	1								1	6							33
HUMN 35	Language Technology	Pranav Anand	2023 Summer Quarter	2234	N	7	7	11	5		2	1		2					2	1				1		39
JRLC 1A	Univ Life & Learning	Angela Renee Birts; Flora E. Lu	2023 Summer Quarter	2234	N														453	2						455
KRSG 1A	Univ Life & Learning	Leonard Crosby; Mayanthi L Fernando	2023 Summer Quarter	2234	N														380	3						383
KRSG 1T	Rsrch Univ & Lib Arts	Deborah Silguero; Mayanthi L Fernando	2023 Summer Quarter	2234	N														280	2						282
KRSG 25	Transfer Success	Juliana I Leslie	2023 Summer Quarter	2234	N	3	11	3	2									1								20
KRSG 25	Transfer Success	Juliana I Leslie	2023 Summer Quarter	2234	N	2	18	4		1	1							1	1							28
KRSG 25	Transfer Success	Farnaz Fatemi	2023 Summer Quarter	2234	N	4	12	5	2	1	2															26
KRSG 25	Transfer Success	Farnaz Fatemi	2023 Summer Quarter	2234	N	2	8	2			1															13
KRSG 25	Transfer Success	Farnaz Fatemi	2023 Summer Quarter	2234	N	7	6		1																	14
KRSG 25	Transfer Success	Deborah Silguero	2023 Summer Quarter	2234	N		11	2			1		1	1												16
KRSG 25	Transfer Success	Deborah Silguero	2023 Summer Quarter	2234	N		5		3			1	1	1				2								13
KRSG 60C	Prison Narratives	Luke Alexander Fidler	2023 Summer Quarter	2234	N		8	3	2							1										14
KRSG 65W	KRSG Lab Cr Writing	Daniel Gordon Pearce	2023 Summer Quarter	2234	N		4	1		5										1				1		12
KRSG 65W	KRSG Lab Cr Writing	Roswell L Spafford	2023 Summer Quarter	2234	N	5	1	2	1	3	1								7					1		21
LALS 1	Intro Latin Amer St	Boyeong Kim	2023 Summer Quarter	2234	N	32	25	9	2	6	2		1		1			6	4					1		89
LALS 75	Art/Soc Change LatAm	Greg Landau	2023 Summer Quarter	2234	N	11	19	11	7	4								8	6	3				4		73
LALS 79	Hip Hop History	Lily Balloffet	2023 Summer Quarter	2234	N	7	19	10	8	16	19	6	7	2		2		14	27	11		1		15		164
LALS 129S	Memoria/Las Americas	Gabriela Segura	2023 Summer Quarter	2234	N	8	4	1	1				2						1					1		18
LALS 151	Race & Mobility	Patricia Pinho	2023 Summer Quarter	2234	N	7	23	9	5	6	3	2				1		5	7	3				11		82
LALS 190G	LALS Global Internship	Catherine S Ramirez	2023 Summer Quarter	2234	N														21	2						23
LGST 10	Intro Legal Process	Alberto Ganis	2023 Summer Quarter	2234	N	9	7	3	3	2	2					1			1							28
LGST 111A	Constitutional Law	Eric Stephen Snickars	2023 Summer Quarter	2234	Y		3	6	5	7	1					1			1					1		25
LGST 111B	Civil Liberties	Eric Stephen Snickars	2023 Summer Quarter	2234	Y		2	1	5	2		1	1											1		13
LGST 116	Comparative Law	Jacqueline Susan Gehring	2023 Summer Quarter	2234	Y	1	12	8	5	3	5	3	3					4		2				1		47
LGST 158	Law/Politics Memory	Jacqueline Susan Gehring	2023 Summer Quarter	2234	Y	1	17	3	3	5	3	1	4	1	1			1	1	2				2		45
LGST 185	Intern/Fld Seminar	Ryan Emmett Coonerty	2023 Summer Quarter	2234	N		7	1		1								1	1					1		12
LING 50	Intr To Linguistics	Matthew Webb Wagers	2023 Summer Quarter	2234	N	6	17	5	3	1	4		1					1	2	1				1		42
LING 50	Intr To Linguistics	Maxwell Kaplan	2023 Summer Quarter	2234	N	7	7	6	1	2	1	1						1		1						27
LING 53	Semantics I	Jess H.-K. Law	2023 Summer Quarter	2234	N	6	2	1	1	4	1								1					1		17
LING 80K	Invented Languages	Andrew Edward Angeles	2023 Summer Quarter	2234	N	8	9	14	9	7	5	3	2	1		1	2	2	10	3				2		78
LING 80K	Invented Languages	Andrew Edward Angeles	2023 Summer Quarter	2234	N	26	11	14	4	3	3	1	4		1				17	1				6		91
LING 100	Phonetics World Langs	Amanda Jasmine Rysling	2023 Summer Quarter	2234	N	5	4	2		1			1													13
LING 132	California Englishes	Richard Lee Bibbs	2023 Summer Quarter	2234	N	2	3		2	1	1								1							10
LING 133	Language OnLine (LOL)	Kelsey Miki Sasaki	2023 Summer Quarter	2234	N	4	8	3	10	3	2	1	1					3		1						36
LING 171	Psycholinguistics I	Jack Duff	2023 Summer Quarter	2234	N	4	12	6	1	1	1		2	1		1		1	2	1				2		35
LING 176	Variation in Lng Proc	Stephanie Ksenia Rich	2023 Summer Quarter	2234	N	4	7	4	3	1	1			1		1			2					1		25
LIT 61P	Reading Poetry	Kristina J. Chew	2023 Summer Quarter	2234	N		6	17	9	12	3	1	1			1		1	27	3				6		87
LIT 80I	American Culture	Morgan Elizabeth Gates	2023 Summer Quarter	2234	N	5	9	5	3	1	2	2	1	1		1		3		3				2		38
LIT 102	Translation Theory	Filippo Gianferrari	2023 Summer Quarter	2234	N		12		7		2		1			1				1						24
LIT 111D	Shakespeare	Sean Keilen	2023 Summer Quarter	2234	N		7	3	1	1									1							13
LIT 112C	Charles Dickens	John O Jordan	2023 Summer Quarter	2234	N		3	7	2																	12
LIT 121A	Heroic Epic	Monica L Multer	2023 Summer Quarter	2234	N	11	9	4	2	3		3	1	1				1						2		37
LIT 155L	Vampire Film	Erik M. Bachman	2023 Summer Quarter	2234	N		7	9	3	3	3		3			2	1	5	5	1				8		50
LIT 160Q	(Gender)Queer Theories	Talib Ali Jabbar	2023 Summer Quarter	2234	N		4	7	9	7	6	1	1	2		1		1		1				1		41
LIT 179C	Methods & Materials	Matthew Polzin	2023 Summer Quarter	2234	N		16	3		1								1								21
MATH 2	Col Algbra/Calculus	Malachi James Alexander	2023 Summer Quarter	2234	N	6	1		4	1		3	1	2				3	1					1		23
