Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
BIOE 133L	Exercise Phys Lab	Terrie M Williams	2022 Winter Quarter	2220	N	25	1			1											1					28
BIOE 137	Molecular Eco	Rachel Meyer	2022 Winter Quarter	2220	N	17	8	2	1				1													29
BIOE 137L	Molecular Eco Lab	Rachel Meyer	2022 Winter Quarter	2220	N	10	8	5	3				1			1	1									29
BIOE 140	Behavioral Ecology	Caroline Brett Casey	2022 Winter Quarter	2220	N	11	37	16	7	9	5	1	2		1					1				1		91
BIOE 155L	Freshwtr Eco Lab	Eric P. Palkovacs	2022 Winter Quarter	2220	N	1	9												1							11
BIOE 163	Reef/Mangrv/Seagras	Donald C Potts	2022 Winter Quarter	2220	N	3	3	5	4	5	6	3	1		1											31
BIOE 163L	Reef/Mangr Eco Lab	Donald C Potts	2022 Winter Quarter	2220	N	6	7	5	7			1		1		2		1	1							31
BIOE 183W	Research in EEB	Grant Pogson	2022 Winter Quarter	2220	N	4	5												1							10
BIOL 15	Research Reports	Theodore R Holman	2022 Winter Quarter	2220	N		8	3											1							12
BIOL 20A	Cell & Molecular Bi	Melissa S Jurica	2022 Winter Quarter	2220	N	12	17	14	15	61	21	19	21	15		12		9		3				5		224
BIOL 20L	Experimental Lab	Guido Bordignon	2022 Winter Quarter	2220	N	14	139		16	18		1	2					4		2				3		199
BIOL 80J	Biology Emerging Disea	James A Shanks	2022 Winter Quarter	2220	N	5	17	13	8	4	1	5	3					2	2	2						62
BIOL 86	Research Deconstruct	Joshua A Arribere	2022 Winter Quarter	2220	N	4	10		1	4																19
BIOL 100	Biochemistry	Jeremy C Lee	2022 Winter Quarter	2220	N	3	14	22	20	31	30	40	55		1	12		34	2	6				6		276
BIOL 101L	Molecular Bio Lab	Jeremy Earl Kreher	2022 Winter Quarter	2220	N		16	13	14	16	12	9	8			5		5		3				1		102
BIOL 102L	Toxic RNA Lab II	Jeremy R Sanford	2022 Winter Quarter	2220	N	2	19																			21
BIOL 105	Genetics	Needhi Bhalla	2022 Winter Quarter	2220	N	2	8	15	15	14	13	14	53	13		32		13		10				3		205
BIOL 107L	Syn Gene Reg Lab II	Rohinton T Kamakaka	2022 Winter Quarter	2220	N	4	4	9	3																	20
BIOL 110	Cell Biology	Jeremy Earl Kreher	2022 Winter Quarter	2220	N	1	39		25	41		14	33			8		2		1						164
BIOL 111A	Immunology I	Susan Carpenter	2022 Winter Quarter	2220	N	7	52	3	1	8			1													72
BIOL 115	Eukaryotc Molec Bio	Hanns Hinrich Boeger	2022 Winter Quarter	2220	N	2	13		5	5	1	15	12	9		3		2								67
BIOL 117	Neglected Diseases	William Sullivan	2022 Winter Quarter	2220	N	5	19	9	6	28	1		4						1							73
BIOL 118	Human Genetics	John W Tamkun	2022 Winter Quarter	2220	N	2	11	4	3	13	2	7	8		1			1	2	3						57
BIOL 121L	Enviro Phage Bio Lab	James A Shanks	2022 Winter Quarter	2220	N	2	9	6	2																	19
BIOL 121L	Enviro Phage Bio Lab	James A Shanks	2022 Winter Quarter	2220	N		9	4	5																	18
BIOL 125	Intro to Neurosci	Euiseok Kim	2022 Winter Quarter	2220	N	1	4	17	9	8	7	2	1			4		1	1	2				4		61
BIOL 130	Human Physiology	Giulia Jale Gurun Gurun	2022 Winter Quarter	2220	N	2	4	3	9	6	11	5	6		1	1	1	6		2				2		59
BIOL 130L	Human Physiology Lab	Giulia Jale Gurun Gurun	2022 Winter Quarter	2220	N	1	2	3	7	10	3	3	5			1		3	1							39
BIOL 186L	Undergrad Rsrch MCD	Bin Chen	2022 Winter Quarter	2220	Y	5	11		1	1																18
BIOL 189	Health Sci Intrnshp	Grant A Hartzog	2022 Winter Quarter	2220	N	2	16			1																19
BIOL 189W	Human Biology DC	Grant A Hartzog	2022 Winter Quarter	2220	N		11	5	2	3			1													22
BIOL 230	Grant Writing Bio Sci	Lindsay Hinck	2022 Winter Quarter	2220	N	1	1	1	1	1											11					16
BIOL 289	Practice of Science	Bin Chen; William Sullivan	2022 Winter Quarter	2220	N		8														16					24
BME 5	Intro to Biotech	Wendy Faye Rothwell	2022 Winter Quarter	2220	N	1	12	4	2	21	4	6	5			1		4	6	4				2		72
BME 21L	Intro to Basic Lab	Dianne G Hendricks	2022 Winter Quarter	2220	N		11	2																		13
BME 22L	BME Molecular Biology1	Mark A Akeson	2022 Winter Quarter	2220	N		2	9	11		3															25
BME 80H	The Human Genome	Wendy Faye Rothwell	2022 Winter Quarter	2220	N		9	4	3	12	1	9	1			1		1	4							45
BME 110	Comp Bio Tools	Daniel Kim	2022 Winter Quarter	2220	N	10	7	7	4	7	4	1	2	2	1		2		2	1	2			1		53
BME 122H	Env Virology	David Lee Bernick	2022 Winter Quarter	2220	N		16	1	1	1	1							1	1							22
BME 129B	Design/Implement BME	Nader Pourmand	2022 Winter Quarter	2220	N	4	11																			15
BME 160	ResBioProgramming	David Lee Bernick	2022 Winter Quarter	2220	N	9	19	4	4	8	2	4	7		2			3	2	2	1	1		6		74
BME 178	Stem Cell Biology	Camilla E Forsberg	2022 Winter Quarter	2220	Y	3	2	8	5	3	4	4	1					1						1		32
BME 201	Scientific Writing	Joshua M Stuart	2022 Winter Quarter	2220	N	2	3														5					10
BME 230A	Intro Comp Genomics	Benedict John Paten; Joshua M Stuart	2022 Winter Quarter	2220	N	9	11	7	5	2		1						1			3	1				40
BME 275	Entrepren in Biotech	Richard Edward E Green	2022 Winter Quarter	2220	Y		11														5					16
CHEM 1A	General Chemistry	Seth M Rubin	2022 Winter Quarter	2220	N	14	59	35	47	43	34	29	72	17		10		25	4	7				2		398
CHEM 1A	General Chemistry	Seth M Rubin	2022 Winter Quarter	2220	N	2	3	3	6	8	7	1	18	5		2		2	1					3		61
CHEM 1B	General Chemistry	Geri Kerstiens	2022 Winter Quarter	2220	N		189	46	32	93	5	6	13	1		6		16	1	2				2		412
CHEM 1C	General Chemistry	Aura Alegra Eroy-Reveles	2022 Winter Quarter	2220	N		117	14	25	13	7	15	6	8		1		5	2	4				3		220
CHEM 1C	General Chemistry	Aura Alegra Eroy-Reveles	2022 Winter Quarter	2220	N		27	4	1	6		4	2			2		1						1		48
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2022 Winter Quarter	2220	N		224	16	4	3	2			1				6						7		263
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2022 Winter Quarter	2220	N		207	16	7	7	5	1	1			1		1		2				4		252
CHEM 8A	Organic Chemistry	Robert Scott Lokey	2022 Winter Quarter	2220	N	7	42	7	48	55	31	17	23			5		1		1						237
CHEM 8B	Organic Chemistry	Caitlin Maria Binder	2022 Winter Quarter	2220	N	53	237	6	19	69		1	9	2		1		2						1		400
CHEM 8L	Organic Chem Lab	Caileen Marie Brison	2022 Winter Quarter	2220	N	5	105	31	9	9	2	2	5			3		2								173
CHEM 8M	Organic Chem Lab	Caitlin Maria Binder	2022 Winter Quarter	2220	N	36	129	13	3	13	1		2			3		3						1		204
CHEM 151A	Chemistry of Metals	Theodore R Holman	2022 Winter Quarter	2220	N	8	5	10	5	11	3	5	6					3		2				1		59
CHEM 151L	Inorganic Lab	Theodore R Holman	2022 Winter Quarter	2220	N	2	8	7	13	8	6	3	8					2						2		59
CHEM 163B	Chem Thermodynamics	Shaowei Chen	2022 Winter Quarter	2220	N		4	9	10	12	13	14	9	6	1					1						79
CHEM 164	Physical Chem Lab	Yat Li	2022 Winter Quarter	2220	N		3	6	7	5	6	2	4	1		1		4	1	1				1		42
CHEM 200B	Adv Macro Structr	Sarah Loerch	2022 Winter Quarter	2220	N	4	2	3	1	2																12
CHEM 230	Grant Writing	Carrie L. Partch	2022 Winter Quarter	2220	N		8														4					12
CHEM 256D	X-ray crystlgrphy	Timothy C Johnstone	2022 Winter Quarter	2220	N	3	6	1		1	1															12
CHIN 2	Chinese: First Year	Elu (I Ju) Tu	2022 Winter Quarter	2220	N	3	5	2	3	2	1	2							2							20
CHIN 2	Chinese: First Year	David L Keenan	2022 Winter Quarter	2220	N		5			5									1					1		12
CHIN 5	Chinese: Second Year	Ting-Ting Wu	2022 Winter Quarter	2220	N	2	6	2			2								2							14
CHIN 104	Chinese: Advanced	Ting-Ting Wu	2022 Winter Quarter	2220	N	6	11	3	2	1			2						1							26
CHIN 104	Chinese: Advanced	Ting-Ting Wu	2022 Winter Quarter	2220	N	11	8	3	3	1	2		1													29
CLNI 1	ALE:Intl/Global Persp	Pamela Faye Rittelmeyer	2022 Winter Quarter	2220	N	5				7	2	1	7					2		1						25
CLNI 85	Global Action	Erin S Ramsden	2022 Winter Quarter	2220	N	21													1					1		23
CLNI 85	Global Action	Erin S Ramsden	2022 Winter Quarter	2220	N	20													2							22
CLNI 140	Designing Your Life	Remy Franklin	2022 Winter Quarter	2220	Y		6	2	1	1	1	1							3							15
CLTE 35	Knowledge For Justice	Robert D Majzler	2022 Winter Quarter	2220	N		11	1	4	1	2	1	1			1			2							24
CLTE 92	Social Justice Issues	Linnea K Beckett	2022 Winter Quarter	2220	N	5		3						1					12					2		23
CLTE 140	Designing Your Life	Remy Franklin	2022 Winter Quarter	2220	Y		9					1							3							13
CMMU 20	Media/Social Movements	Rachel A Goodman	2022 Winter Quarter	2220	N	2	3	16	6	1	5	4	2		1				5							45
CMMU 101	Soc Mvmts/3rd Sectr	Antonio Roman-Alcala	2022 Winter Quarter	2220	N		7	6	8	12	5	2	3					1		1				1		46
CMMU 107	Analys Fld Material	Elliott Oakley	2022 Winter Quarter	2220	N	1	9	3	1	2			1													17
CMMU 107	Analys Fld Material	Jody Kleinberg Biehl	2022 Winter Quarter	2220	N		12	1		1	1		1													16
CMMU 137	CommunityClimateChange	Elliott Oakley	2022 Winter Quarter	2220	N		9	10	3		1		1						2	1				1		28
CMMU 145	Global Capitalism	Julie H Guthman	2022 Winter Quarter	2220	N		9	1	1	6	4	3	1		1			1	3	1				3		34
CMMU 165	CommunityGlobalHealth	Barbara Ann Garcia	2022 Winter Quarter	2220	N		30		1	3			2					1	2							39
CMPM 15	Research Explorations	David Lee; Jim Whitehead	2022 Winter Quarter	2220	N		24	1											3							28
CMPM 26	3D Animation	Christopher Yonge	2022 Winter Quarter	2220	N	14	20	7	6	2		1	1			1		1	7	2				1		63
CMPM 80A	Accessible Games	Sri H Kurniawan	2022 Winter Quarter	2220	N	37	31	6	4	5			1			2			8	2				1		97
CMPM 80K	FoundationsGameDesgn	Noah Wardrip-Fruin; Tad Ander Leckman	2022 Winter Quarter	2220	N	35	173	25	11	17	8	5	5			1		3	5	2				3		293
CMPM 151	Algorithmic Music	Brian M Hansen	2022 Winter Quarter	2220	N		46	11	11	10	1				1			2	1					3		86
CMPM 163	Game Graphics	Eric Lengyel	2022 Winter Quarter	2220	N	1	44			3		1						4	2	2				2		59
CMPM 169	Creative Coding	Kristen Grace Erickson	2022 Winter Quarter	2220	N	11	35			3								1			2			1		53
CMPM 171	Game Design II	Nathan Altice; Tad Ander Leckman	2022 Winter Quarter	2220	N	50	7	7	1																	65
CMPM 171	Game Design II	Nathan Altice; Tad Ander Leckman	2022 Winter Quarter	2220	N	41	7	9																		57
CMPM 176	Game Systems	Tad Ander Leckman	2022 Winter Quarter	2220	N		38	18	23	12	8		2			4		1	3	2				2		113
CMPM 178	Design Research	David Lee	2022 Winter Quarter	2220	N	11	48	13	7	4	3	1	4			1		1	1					1		95
COWL 11B	Leader Network	Miranda Allen-Brower	2022 Winter Quarter	2220	N	4	13	4	1	1	1								2							26
COWL 12	Public Speaking	Catherine Marie Carlstroem	2022 Winter Quarter	2220	N		4	2	9	1									3					1		20
COWL 52	Personal Finance	Patricia M Kelly	2022 Winter Quarter	2220	N	35	274	74	40	25	8	8	5	1		1		6	16	4				4		501
COWL 52	Personal Finance	Patricia M Kelly	2022 Winter Quarter	2220	N	7	24	3	3	3	3	1	1					1	12	1				2		61
COWL 111	Mock Trial Workshop	Caitlin Marie Stinneford	2022 Winter Quarter	2220	N	6	13	6	6	1									1					1		34
COWL 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2022 Winter Quarter	2220	Y	1	13	2	4	3		1	1					2	6					1		34
COWL 168	Social Change	Caitlin Marie Stinneford	2022 Winter Quarter	2220	N	5	78	5	5	1	1		1						2	3				1		102
COWL 184B	Leadership & Instit	Caitlin Marie Stinneford	2022 Winter Quarter	2220	N		21	2		2	1								2							28
CRES 70U	(Un)docu Studies	Christine Hong	2022 Winter Quarter	2220	N	1	8												29		1					39
CRES 100	Comparative Theories	Luis Trujillo	2022 Winter Quarter	2220	N	16	5	12	2	3	8	4			1			4	3	2						60
CRES 116	Race and the Pacific	Yuki Obayashi	2022 Winter Quarter	2220	N	8	17	3	3	2			1					2								36
CRES 121	K-12 Ethnic Studies	Tricia Gallagher-Geurtsen	2022 Winter Quarter	2220	Y	4	15	2	2	2	1	2							2					1		31
CRES 190P	Trans of Color Media	micha cardenas	2022 Winter Quarter	2220	N	2	5	2	1									1	1							12
CRES 190X	Racial Capitalism	Nicholas Oliver Mitchell	2022 Winter Quarter	2220	N		10	4	1	1									3	1						20
CRSN 10	Academic Success	Lindsay Elizabeth Knisely	2022 Winter Quarter	2220	N		5	2	4															1		12
CRSN 15	STEM Jump Start	Stella Hein	2022 Winter Quarter	2220	N		11			6			4					4	1					1		27
CRSN 20G	PeregrFalconsReturn	Glenn Roy Stewart	2022 Winter Quarter	2220	N	18	18	1		2			1					1	5	2				4		52
CRSN 55	Service Learning	Susan Allen Watrous	2022 Winter Quarter	2220	N		19	1	1	1									2							24
CRSN 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2022 Winter Quarter	2220	Y	2	17	7	3	1								1	2					1		34
CRSN 151A	Sustain Praxis	Kristen Kusic Heady	2022 Winter Quarter	2220	N	3	22																			25
CRSN 151C	Sust Lab Tools	Tela Favaloro	2022 Winter Quarter	2220	N		6	2		1	1								1							11
CRSN 152	IDEASS Lab	Tamara Bethune Ball	2022 Winter Quarter	2220	N		3	2	2			1						1	5							14
CRWN 1	ALE:Emerging Tech	Marilyn Dilworth Patton	2022 Winter Quarter	2220	N	4	10			6	2		3					5		1						31
CRWN 70	Intro to Radio	Shay Leigh Stoklos	2022 Winter Quarter	2220	N	2	3	5				2							1							13
CRWN 70L	Radio Production	Shay Leigh Stoklos	2022 Winter Quarter	2220	N	3	7	2	1		1								1							15
CRWN 86	Pro Comm in Digital Age	Kathleen J Greaney	2022 Winter Quarter	2220	N	3	12			1								1								17
CRWN 90	EntrepreneurshipAcad	Andrea Carafa; Kathleen J Greaney	2022 Winter Quarter	2220	N	5	10	4	2			1	1						1							24
CRWN 95	Business Assistance	Nikky Cherukuthota	2022 Winter Quarter	2220	N	4	3	1	2	3	1	1						1	1	2						19
CRWN 96	Digital Theater WS	Abel Cornejo	2022 Winter Quarter	2220	N		22			3										1						26
CRWN 185	Career&Internship	Caitlin Marie Stinneford	2022 Winter Quarter	2220	N	10	82	7	3	1	1	1	1					1	2	2				1		112
CSE 3	Personal Computers	Gerald Bennett Moulds	2022 Winter Quarter	2220	N		200		6	12		2	2			1		3	6	1				1		234
CSE 12	Com Sys/Assmbly Lan	Jose Renau Ardevol	2022 Winter Quarter	2220	N	46	107	57	90	41	12		4			9		20	4	7				13		410
CSE 13S	Comp Sys and C Prog	Darrell D. E. Long	2022 Winter Quarter	2220	N	7	4	13	15	16	9	14	10		4	2	5	17	2	13				17		148
CSE 13S	Comp Sys and C Prog	Alexander J Rudnick	2022 Winter Quarter	2220	N	24	30	29	23	15	17	13	35		8	6	10	9	4	16				3		242
CSE 16	Appl Discrete Math	Patrick Tantalo	2022 Winter Quarter	2220	N	11	58	25	24	52	26	15	42	3	8	7	1	14	3	2				3		294
CSE 20	Beginning Python	Tracy Larrabee	2022 Winter Quarter	2220	N		71	11	29	20	22	29	51	20		2		18	6	6				1		286
CSE 20	Beginning Python	Benedict John Paten	2022 Winter Quarter	2220	N	47	12	8	10	12		7	8		3	4		24	3	2				3		143
CSE 20	Beginning Python	Larissa A Munishkina	2022 Winter Quarter	2220	N	15	49	13	15	20	10	5	24			8	9	12	3	10	1			3		197
CSE 20	Beginning Python	Larissa A Munishkina	2022 Winter Quarter	2220	N	6	13	4	2	12	2	1	7			4		1	4	1						57
CSE 30	Prog Abs Python	Alexander J Rudnick; Peter Alexander Alvaro	2022 Winter Quarter	2220	N	80	307	42	37	34	17	10	11		4	4	4	25	4	18				13		610
CSE 80N	Intro to Networking	Richard Michael Jude Graziani	2022 Winter Quarter	2220	N	128	48	5		6	1							1	2					2		193
CSE 100	Logic Design	Sagnik Nath	2022 Winter Quarter	2220	N	5	17	7	6	10	4	1	10	2	1			5	1	3				4		76
CSE 100L	Logic Design Lab	Sagnik Nath	2022 Winter Quarter	2220	N	5	17	7	6	10	4	1	10	2	1			5	1	3				4		76
CSE 101	Data Structs & Algs	Patrick Tantalo	2022 Winter Quarter	2220	N	37	97	38	18	49	17	7	21			5	1	23	1	16				20		350
CSE 102	Intro Algorthm Anyl	Daniel Fremont	2022 Winter Quarter	2220	N	1	8	8	13	20	21	12	19	2		1		2		4				5		116
CSE 102	Intro Algorthm Anyl	Alexandra Kolla	2022 Winter Quarter	2220	N		1	7	10	27	15	22	12	1		2		2	1					2		102
CSE 103	Computational Models	Delbert Dean Bailey	2022 Winter Quarter	2220	N		11			42			47			4		1	2	2				3		112
