Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
BIOE 135L	Plant Physiology Lab	Jarmila Pittermann	2023 Fall Quarter	2238	N	12	2	2	4	1	1		1													23
BIOE 135L	Plant Physiology Lab	Jarmila Pittermann	2023 Fall Quarter	2238	N	8	3	5	2	3	1	2		1	1											26
BIOE 155	Freshwater Ecology	Eric P. Palkovacs	2023 Fall Quarter	2238	N	4	4	9	9	14	9	5	5			2		2								63
BIOE 161	Kelp Forest Ecology	Mark H Carr; Peter T Raimondi	2023 Fall Quarter	2238	N	4	6	2	1	4	2															19
BIOE 161L	Kelp Forest Eco Lab	Mark H Carr; Peter T Raimondi	2023 Fall Quarter	2238	N	3	6	3	1	4	2															19
BIOE 163	Reef/Mangrv/Seagras	Donald C Potts	2023 Fall Quarter	2238	N	3	8	6	3	6		1														27
BIOE 163L	Reef/Mangr Eco Lab	Donald C Potts	2023 Fall Quarter	2238	N	2	7	5	3	7	3													1		28
BIOE 183W	Research in EEB	Donald C Potts	2023 Fall Quarter	2238	N	3	6	1	1	1									1							13
BIOE 215	Adv Seminar EEB	Kathleen M Kay	2023 Fall Quarter	2238	N	2															7	1				10
BIOL 20A	Cell & Molecular Bi	John W Tamkun	2023 Fall Quarter	2238	N	4	47	9	12	34	8	29	67	16		24		20	1	25				6		302
BIOL 20L	Experimental Lab	James A Shanks	2023 Fall Quarter	2238	N	17	60	36	17	27	7	6	3						1					1		175
BIOL 80A	Female Physiology	Stella Villegas Amtmann	2023 Fall Quarter	2238	N	6	13	14	27	40	35	27	31	6		11	4	8	14	5	1			3		245
BIOL 100	Biochemistry	Joshua A Arribere	2023 Fall Quarter	2238	N	6	21		14	30		12	31	5		4		7		7				2		139
BIOL 101	Molecular Biology	Jordan Ward	2023 Fall Quarter	2238	N	14	14	19	11	23	15	13	15			6		1		1				2		134
BIOL 101L	Molecular Bio Lab	Jeremy Earl Kreher	2023 Fall Quarter	2238	N	2	14	22	16	29	18	6	14			5		3		1				4		134
BIOL 105	Genetics	Needhi Bhalla	2023 Fall Quarter	2238	N	5	22	27	25	27	25	21	68	9		34		40	2	26				8		339
BIOL 109L	Yeast Molecular Gen	Giulia Jale Gurun Gurun	2023 Fall Quarter	2238	N			4	3	1	1		1													10
BIOL 110	Cell Biology	Michael Jake Doody	2023 Fall Quarter	2238	N	1	15	32	24	49	26	23	37		2	2		2	1	1	1					216
BIOL 125	Intro to Neurosci	Bradley Mark Colquitt; David A Feldheim	2023 Fall Quarter	2238	N		17	6	4	12	4	6	28			3		1	2	2	1			1		87
BIOL 186L	Undergrad Rsrch MCD	Martha C Zuniga	2023 Fall Quarter	2238	Y		6	1	4																	11
BIOL 189	Health Sci Intrnshp	William Sullivan	2023 Fall Quarter	2238	N		11	5	1									1								18
BIOL 200A	Critical Analysis	Bradley Mark Colquitt; Jordan Ward	2023 Fall Quarter	2238	N	10	11	3																		24
BME 5	Intro to Biotech	Nader Pourmand	2023 Fall Quarter	2238	N	4	18	1	6	9	5	3	2	1					1	2				1		53
BME 18	Sci Principles Life	David Haussler	2023 Fall Quarter	2238	N	8	10	8	9	12	7		1			4		2	8	2				1		72
BME 21L	Intro to Basic Lab	Dianne G Hendricks	2023 Fall Quarter	2238	N	14	11	2					2			2										31
BME 23L	BME Molecular Biology2	Dianne G Hendricks	2023 Fall Quarter	2238	N	3	8	2		1						1										15
BME 80H	The Human Genome	Karen Hayden Miga; Richard Edward E Green	2023 Fall Quarter	2238	N	9	10	2	6	9		4	1					1	3	2						47
BME 110	Comp Bio Tools	Russell Corbett-Detig	2023 Fall Quarter	2238	N	6	35	11	8	4	2	2	2	1				1	1	1						74
BME 122H	Env Virology	David Lee Bernick	2023 Fall Quarter	2238	N		23												2							25
BME 129A	Project Des/Imp BME I	Rebecca M Dubois	2023 Fall Quarter	2238	N	1	7	9	3											1						21
BME 130	Genomes	Richard Edward E Green	2023 Fall Quarter	2238	N	2	7	1	1	6	4		8						1					1		31
BME 132	Evol Genomics	Shelbi Russell	2023 Fall Quarter	2238	Y	7	3	1				1								1						13
BME 140	Bioinstrumentation	Nader Pourmand	2023 Fall Quarter	2238	N		3	4	2	1	4		3								1					18
BME 185	Tech Writing Biomol	Dianne G Hendricks	2023 Fall Quarter	2238	N	22	9	2	1							1								1		36
BME 205	BioinfoModel/Algorthm	David Lee Bernick	2023 Fall Quarter	2238	N	8	10	5	3	2	1							1			15					45
BME 232	Evol Genomics	Shelbi Russell	2023 Fall Quarter	2238	Y	1				1											8					10
BME 237	RNA Bioinformatics	Todd M.J. Lowe	2023 Fall Quarter	2238	N		6	1		2								1			14					24
BME 280B	Bioinform/Bioeng Sem	Hsien-Wei Yeh	2023 Fall Quarter	2238	N														1	2	42					45
CHEM 1A	General Chemistry	Theodore R Holman	2023 Fall Quarter	2238	N		5	4	4	8	1	2	10	1				3		4				2		44
CHEM 1B	General Chemistry	Geri Kerstiens	2023 Fall Quarter	2238	N		50	15	15	72	5	6	14	2	1	2		7	2							191
CHEM 1C	General Chemistry	Peter Scott Weiss	2023 Fall Quarter	2238	N	5	42	23	29	33	18	17	7					4	1	2				1		182
CHEM 1M	Gen Chem Lab	Melissa Elizabeth Guarino-Hotz	2023 Fall Quarter	2238	N	29	42		11	12		3	3		4									2		106
CHEM 1N	Gen Chem Lab	Melissa Elizabeth Guarino-Hotz	2023 Fall Quarter	2238	N	96	81		24	9		10	4		1	2		3		1						231
CHEM 3A	General Chemistry	Aura Alegra Eroy-Reveles	2023 Fall Quarter	2238	N		267	48	75	90	20	45	19	9		5		11	3	2				3		597
CHEM 3A	General Chemistry	Aura Alegra Eroy-Reveles	2023 Fall Quarter	2238	N		50	11	8	15	5	17	11	3		3		5	1	2						131
CHEM 4A	Advanced Gen Chem	Theodore R Holman	2023 Fall Quarter	2238	N	5	22	8	5	5	1	1	3	1												51
CHEM 4AL	Advanced Gen Chem Lab	Caileen Marie Brison	2023 Fall Quarter	2238	N	12	25	2	2	8		1												1		51
CHEM 8A	Organic Chemistry	Robert Scott Lokey	2023 Fall Quarter	2238	N	9	14	51	35	110	11	16	48			66		11	1	14				2		388
CHEM 8L	Organic Chem Lab	Catherine Suzanne McCaughey	2023 Fall Quarter	2238	N	3	93	49	31	43	13	10	8	2		4				2				3		261
CHEM 122	Instrumental Analys	Pradip Mascharak	2023 Fall Quarter	2238	N		6	2	2	2								1		2	1					16
CHEM 146A	Adv Lab Organic	Jevgenij Raskatov	2023 Fall Quarter	2238	N	4	4		5	2			1													16
CHEM 163A	Quantum Mech & Spec	Xiao Wang	2023 Fall Quarter	2238	N	11	3	5	9	2	5	8	6					1								50
CHIN 1	Chinese: First Year	Elu (I Ju) Tu	2023 Fall Quarter	2238	N		12	4		1							1	1								19
CHIN 1	Chinese: First Year	Elu (I Ju) Tu	2023 Fall Quarter	2238	N		4	4		1									1	1	2			1		14
CHIN 1	Chinese: First Year	Elu (I Ju) Tu	2023 Fall Quarter	2238	N		3	5	2	1										1				1		13
CHIN 4	Chinese: Second Year	Ting-Ting Wu	2023 Fall Quarter	2238	N	2	4	3	1	1		2		1					1							15
CHIN 103	Advanced Chinese	Ting-Ting Wu	2023 Fall Quarter	2238	N	10	9	2	1	1								1		1						25
CHIN 103	Advanced Chinese	Ting-Ting Wu	2023 Fall Quarter	2238	N	1	11	4	1	2	3								1							23
CLNI 1	ALE:Intl/Global Persp	Ajit Abraham	2023 Fall Quarter	2238	N		9	10	4	4	2						1									30
CLNI 1	ALE:Intl/Global Persp	Oscar Perea Rodriguez	2023 Fall Quarter	2238	N		9	10	8		1		1						1							30
CLNI 1	ALE:Intl/Global Persp	Oscar Perea Rodriguez	2023 Fall Quarter	2238	N		4	17	7										2							30
CLNI 1	ALE:Intl/Global Persp	M. W. Amarasiri de Silva	2023 Fall Quarter	2238	N		23	5										1								29
CLNI 1	ALE:Intl/Global Persp	Amber Sylva	2023 Fall Quarter	2238	N		26		1	2	1															30
CLNI 1	ALE:Intl/Global Persp	Jared A Gampel	2023 Fall Quarter	2238	N		1	2	2	3	1	1							4							14
CLNI 1	ALE:Intl/Global Persp	M. W. Amarasiri de Silva	2023 Fall Quarter	2238	N	1	19	4	1										1							26
CLNI 1	ALE:Intl/Global Persp	Agnes Simon	2023 Fall Quarter	2238	N	5	7	12	2		1	1	1				1									30
CLNI 1	ALE:Intl/Global Persp	Agnes Simon	2023 Fall Quarter	2238	N	3	9	7	6	3		1	1													30
CLNI 1	ALE:Intl/Global Persp	Ajit Abraham	2023 Fall Quarter	2238	N		5	5	4	4			1						2							21
CLNI 1	ALE:Intl/Global Persp	Alisha Rene Romano	2023 Fall Quarter	2238	N	11	16	2	1																	30
CLNI 1	ALE:Intl/Global Persp	Ajit Abraham	2023 Fall Quarter	2238	N		6	11	6	3		1							2	1						30
CLNI 1	ALE:Intl/Global Persp	Jeremy Gauger	2023 Fall Quarter	2238	N	6	4	7	9		3					1										30
CLNI 1	ALE:Intl/Global Persp	Jared A Gampel	2023 Fall Quarter	2238	N		5	2		6	3	3	1						11							31
CLNI 1	ALE:Intl/Global Persp	Alisha Rene Romano	2023 Fall Quarter	2238	N		18	1	1	2	1				1	1										25
CMMU 10	Intr To Cmmu Actvsm	Leslie Lopez	2023 Fall Quarter	2238	N	6	30	16	7	12	1	1	1					6	3	2				2		87
CMMU 105A	Field Study	Sierra Marie Edenhofer	2023 Fall Quarter	2238	N	6	7	5	4	1		3														26
CMMU 105B	Field Study	Sierra Marie Edenhofer	2023 Fall Quarter	2238	N	3	11	5		2	2	2	1													26
CMMU 105C	Field Study	Sierra Marie Edenhofer	2023 Fall Quarter	2238	N	14	8	4																		26
CMMU 145	Global Capitalism	Julie H Guthman	2023 Fall Quarter	2238	N		7	1	1	9		1	4					2	3							28
CMPM 15	Research Explorations	David Lee	2023 Fall Quarter	2238	N	11	26	4	2	5		1	1					1	10							61
CMPM 17	DSG Build Experience	Tela Favaloro	2023 Fall Quarter	2238	N		4	4	4		1			1				1	3							18
CMPM 17	DSG Build Experience	Jim Whitehead; Tela Favaloro	2023 Fall Quarter	2238	N	6	5	3	1		1		1													17
CMPM 25	3D Modeling	Christopher Yonge	2023 Fall Quarter	2238	N	50	48	17	21	11	3	2	2			2	1	9	24	4				2		196
CMPM 80H	Human-Centered AI	Magy Seif El-Nasr	2023 Fall Quarter	2238	N	11	7	4	3	3	1	2	2	1	1	1		1	1							38
CMPM 80K	FoundationsGameDesgn	Noah Wardrip-Fruin	2023 Fall Quarter	2238	N	97	80	36	9	7	8	5	3	5			1	10	12	9				6		288
CMPM 118	Rsrch Exp in ENG	David Lee	2023 Fall Quarter	2238	N		80	3		2														1		86
CMPM 120	Game Develop Exp	Nathan Altice	2023 Fall Quarter	2238	N	11	8	11	10	2	2	1	1	4	1			3	1					1		56
CMPM 121	Game Dev Patterns	Adam Marshall Smith	2023 Fall Quarter	2238	N	15	15	8	6	5	1	2	4			1		2						1		60
CMPM 122	Business of Games	Joel Dreskin	2023 Fall Quarter	2238	N		29		3	2									3	3						40
CMPM 123	Advanced Programming	Graeme Devine	2023 Fall Quarter	2238	N		2	3	1	6	4	1			1			1	1	2				2		24
CMPM 125	Game Technologies	Tyler Coleman	2023 Fall Quarter	2238	N	32	38	12	5	1	1	1	1					2	3	3				3		102
CMPM 148	Interactive Story	Michael J Mateas	2023 Fall Quarter	2238	N	11	26	20	5	5	2							2		2				2		75
CMPM 170	Game Design I	Samantha Gorman	2023 Fall Quarter	2238	N	95	27	13	9	9	1		1	1		1								1		158
CMPM 176	Game Systems	Nathan Altice	2023 Fall Quarter	2238	N	10	19	20	6	6	7	2		1				2		1						74
CMPM 178	Design Research	David Lee	2023 Fall Quarter	2238	N	7	67	5	2	7	1		4		2				3	1				1		100
CMPM 179	Game Design Practicum	Wes Modes	2023 Fall Quarter	2238	Y		24	7	1	1				2					1					1		37
CMPM 201	Intro Comp Media	Elin Carstensdottir	2023 Fall Quarter	2238	N	5															5					10
CMPM 243	Social Computing	David Lee	2023 Fall Quarter	2238	N		8		1												3					12
CMPM 297A	Ind Stu or Research	Michael B John	2023 Fall Quarter	2238	N		4														7					11
CMPM 297A	Ind Stu or Research	Edward Franklin Melcer	2023 Fall Quarter	2238	N		4														7					11
CMPM 297F	Ind Stu or Research	Michael B John	2023 Fall Quarter	2238	N		10														13	1				24
CMPM 297F	Ind Stu or Research	Edward Franklin Melcer	2023 Fall Quarter	2238	N		4														6					10
COWL 1	ALE:ImaginingJustice	Johnny L. Allen	2023 Fall Quarter	2238	N	4	1	9	4	5		1					2	1								27
COWL 1	ALE:ImaginingJustice	Amrit Kaur	2023 Fall Quarter	2238	N	12	2	5				2	3			1										25
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2023 Fall Quarter	2238	N		20	1	1	2	1	1	1					1								28
COWL 1	ALE:ImaginingJustice	Steven Levinson	2023 Fall Quarter	2238	N		12	4	6	5								1								28
COWL 1	ALE:ImaginingJustice	Eireene Nealand	2023 Fall Quarter	2238	N		7	14	4									2								27
COWL 1	ALE:ImaginingJustice	Steven Levinson	2023 Fall Quarter	2238	N		9	10	4	2	1							1		1						28
COWL 1	ALE:ImaginingJustice	Eireene Nealand	2023 Fall Quarter	2238	N		6	16	3	1																26
COWL 1	ALE:ImaginingJustice	Richard Mahon	2023 Fall Quarter	2238	N		12	3	3	2	1	1	4			1		1								28
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2023 Fall Quarter	2238	N	1	20		1	2	1	1	3													29
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2023 Fall Quarter	2238	N	6	3	4	1		1		1		1			3		1						21
COWL 1	ALE:ImaginingJustice	Debbie Marlee Duarte	2023 Fall Quarter	2238	N	15	6		2	1			2					1								27
COWL 1	ALE:ImaginingJustice	Laurel Peacock	2023 Fall Quarter	2238	N		4	3	4	5	3	1	2			1		4								27
COWL 1	ALE:ImaginingJustice	Johnny L. Allen	2023 Fall Quarter	2238	N	3	4	6	4	2	6	1			1											27
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2023 Fall Quarter	2238	N		14	4	1	3		5														27
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2023 Fall Quarter	2238	N		13	6	1	5	1	1	1													28
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2023 Fall Quarter	2238	N	19	4		1	1		1						1								27
COWL 1	ALE:ImaginingJustice	Johnny L. Allen	2023 Fall Quarter	2238	N	5	6	4	3	4	3							1	1							27
COWL 111	Mock Trial Workshop	Caitlin Marie Stinneford	2023 Fall Quarter	2238	N	1	39	4	3		3			1					5					2		58
COWL 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2023 Fall Quarter	2238	N	4	24	9	3	3	1			1				1	2	2				1		51
COWL 140	Designing Your Life	Remy Franklin	2023 Fall Quarter	2238	N	2	17	4		1	2							2	1	1				1		31
COWL 168	Social Change	Caitlin Marie Stinneford	2023 Fall Quarter	2238	N	3	36	2		2	2															45
COWL 184A	Leadership & Instit	Caitlin Marie Stinneford	2023 Fall Quarter	2238	N	16	29	2		2	2	1	1						2							55
COWL 194F	Group Tutorial	Caitlin Marie Stinneford	2023 Fall Quarter	2238	N	3	10	3																		16
CRES 10	Intro to CRES	Marisol LeBron	2023 Fall Quarter	2238	N		179	25	2				1	1				2	10					2		222
CRES 68	Black Studies	Sophia Azeb	2023 Fall Quarter	2238	N	6	18	4	6	6	2				3				3							48
CRES 113	Music and Performance	Fahima Ife	2023 Fall Quarter	2238	N	16	20																			36
CRES 121	K-12 Ethnic Studies	Tricia Gallagher-Geurtsen	2023 Fall Quarter	2238	Y	14	14	8	4	3	3		1					1		1						49
CRES 185A	Race/Gender/Science	Kriti Sharma	2023 Fall Quarter	2238	N		28			3									1							32
CRES 190A	CriticalRaceFeminism	Xavier Livermon	2023 Fall Quarter	2238	Y		5	6	1	2																14
CRSN 1	ALE:Environ/Society	Clara Sophia Weygandt	2023 Fall Quarter	2238	N	5	21		1	1																28
CRSN 1	ALE:Environ/Society	Robin Elizabeth Somers	2023 Fall Quarter	2238	N	1	5	2		14	1			2					3							28
CRSN 1	ALE:Environ/Society	Aaron Justin Toews	2023 Fall Quarter	2238	N	5	2	1	2	4	1	1	1			1		1								19
CRSN 1	ALE:Environ/Society	Clara Sophia Weygandt	2023 Fall Quarter	2238	N	9	17	1	1																	28
CRSN 1	ALE:Environ/Society	Joy Anna Hagen	2023 Fall Quarter	2238	N		12	3		1	1	1	1					2	3							24
CRSN 1	ALE:Environ/Society	Aaron Justin Toews	2023 Fall Quarter	2238	N	6	5	2	2	1	6	1	2		1			1	1							28
CRSN 1	ALE:Environ/Society	Julianne Adams Hazlewood	2023 Fall Quarter	2238	N	1	7	2	2	5	2	4												1		24
CRSN 1	ALE:Environ/Society	Neil Schaefer	2023 Fall Quarter	2238	N		5	2	6	4	5		1					1								24
CRSN 1	ALE:Environ/Society	Neil Schaefer	2023 Fall Quarter	2238	N	1	5	3	4	8	3	3	1													28
CRSN 1	ALE:Environ/Society	Julianne Adams Hazlewood	2023 Fall Quarter	2238	N	2	9	4	5	2	1		1	1	1	1										27
CRSN 1	ALE:Environ/Society	Maximillian Myers Schmeder	2023 Fall Quarter	2238	N		24		1	1			1					1								28
CRSN 1	ALE:Environ/Society	Maximillian Myers Schmeder	2023 Fall Quarter	2238	N	1	18	4			1	1	2						1							28
CRSN 1	ALE:Environ/Society	Joy Anna Hagen	2023 Fall Quarter	2238	N		16	4	2	3	1								2							28
CRSN 1	ALE:Environ/Society	Shannon J Cummings	2023 Fall Quarter	2238	N	17	11																			28
CRSN 1	ALE:Environ/Society	Katherine Marie Ross	2023 Fall Quarter	2238	N	2	11	4	2	4		2	3													28
CRSN 1	ALE:Environ/Society	Shannon J Cummings	2023 Fall Quarter	2238	N	7	16	1		3														1		28
CRSN 1	ALE:Environ/Society	Katherine Marie Ross	2023 Fall Quarter	2238	N		13	3	2	5		1	2			1										27
CRSN 55	Service Learning	Susan Allen Watrous	2023 Fall Quarter	2238	N		8	5	2										2							17
CRSN 151C	Sust Lab Tools	Ann Amica Altstatt	2023 Fall Quarter	2238	N	9	2	1	1				1					2	1					1		18
CRSN 152	IDEASS Lab	Kristen Kusic Heady	2023 Fall Quarter	2238	N	2	9																			11
CRSN 152	IDEASS Lab	Tamara Bethune Ball	2023 Fall Quarter	2238	N		3	4	1				1					1	5					1		16
CRWN 1	ALE:Emerging Tech	Nada Miljkovic	2023 Fall Quarter	2238	N	5	10	7	3	4	1															30
CRWN 1	ALE:Emerging Tech	Kathleen J Greaney	2023 Fall Quarter	2238	N	6	15	4		2	1			1												29
CRWN 1	ALE:Emerging Tech	Tim R Fitzmaurice	2023 Fall Quarter	2238	N	10	6	6																		22
CRWN 1	ALE:Emerging Tech	Linda MacDonald Glenn	2023 Fall Quarter	2238	N	2	8	8	4	3	1	2	1						1							30
CRWN 1	ALE:Emerging Tech	Amrit Kaur	2023 Fall Quarter	2238	N	12	6	4	2	1	2	1						2								30
CRWN 1	ALE:Emerging Tech	Amrit Kaur	2023 Fall Quarter	2238	N	6	6	6	1	3	1	2	1				2	2								30
CRWN 1	ALE:Emerging Tech	Livia Perez	2023 Fall Quarter	2238	N		5	6		4	2	1					1	2								21
CRWN 1	ALE:Emerging Tech	Livia Perez	2023 Fall Quarter	2238	N		6	13	1		3	1	1					1	1							27
CRWN 1	ALE:Emerging Tech	Marilyn Dilworth Patton	2023 Fall Quarter	2238	N	5	24	1		2																32
CRWN 1	ALE:Emerging Tech	Marilyn Dilworth Patton	2023 Fall Quarter	2238	N	8	19	1		1	1															30
CRWN 1	ALE:Emerging Tech	Lisa Berkley	2023 Fall Quarter	2238	N	8	10	7	1	1	3	1														31
CRWN 1	ALE:Emerging Tech	Francis Carolina Gonzalez Riano	2023 Fall Quarter	2238	N	10	15		1	1								1								28
CRWN 1	ALE:Emerging Tech	Linda MacDonald Glenn	2023 Fall Quarter	2238	N	5	18	4		3	1															31
CRWN 1	ALE:Emerging Tech	Francis Carolina Gonzalez Riano	2023 Fall Quarter	2238	N	6	11		1	1	2															21
CRWN 1	ALE:Emerging Tech	Francis Carolina Gonzalez Riano	2023 Fall Quarter	2238	N	6	7																			13
CRWN 1	ALE:Emerging Tech	Jeanne Proust	2023 Fall Quarter	2238	N	15	8		1																	24
CRWN 1	ALE:Emerging Tech	Jeanne Proust	2023 Fall Quarter	2238	N	10	9	2	1	1	1															24
CRWN 70	Intro to Radio	Shavit Melamed	2023 Fall Quarter	2238	N	2	3	4	1	1		1	3						1							16
CRWN 70L	Radio Production	Manel Camps	2023 Fall Quarter	2238	N	6	8	1		1																16
CRWN 81	Purposeful Life	Lisa Berkley	2023 Fall Quarter	2238	N	6	22	6	3	1								1	2					1		42
CRWN 81	Purposeful Life	Lisa Berkley	2023 Fall Quarter	2238	N	6	17	9	4		1	2							1							40
CRWN 88	ComputFuturol	Peter L Rothman	2023 Fall Quarter	2238	N	10	12												1							23
CRWN 90	EntrepreneurshipAcad	Nada Miljkovic; Yuliya Monastyrska	2023 Fall Quarter	2238	N	2	19	1		1																23
CRWN 91	Marketing for Good	Richard Vargas	2023 Fall Quarter	2238	N	9	12			2									1							24
CRWN 95	Business Assistance	Yuliya Monastyrska	2023 Fall Quarter	2238	N	14	2	3	3	1		1														24
CRWN 100	Org Fundamentals	Jeremy Neuner; Peter Joseph Koht	2023 Fall Quarter	2238	N		16												2					1		19
CSE 3	Comp Tech in Society	Gerald Bennett Moulds	2023 Fall Quarter	2238	N		168		18	21		5	3			1		4	6	5				1		232
CSE 12	Com Sys/Assmbly Lan	Sagnik Nath	2023 Fall Quarter	2238	N	14	65		35	24	26		27		5	3	2	16	2	5				3		227
CSE 12	Com Sys/Assmbly Lan	Marcelo Siero	2023 Fall Quarter	2238	N	64	37	6	14	24	4	5	8		1	1	2	3		1				5		175
CSE 13S	Comp Sys and C Prog	Kerry Scott Veenstra	2023 Fall Quarter	2238	N	13	48	34	30	33	9	11	13		3	1	1	3	2	14				9		224
CSE 13S	Comp Sys and C Prog	Kishore Kumar Pusukuri	2023 Fall Quarter	2238	N	34	47	12	13	23	22	30	13			9		12	1	5				1		222
CSE 13S	Comp Sys and C Prog	Kishore Kumar Pusukuri	2023 Fall Quarter	2238	N	22	28	8	16	14	12	10	10			8		11	2	1				4		146
CSE 16	Appl Discrete Math	John T Musacchio	2023 Fall Quarter	2238	N	13	25	28	20	27	24	24	23	1				5	1	3				2		196
CSE 16	Appl Discrete Math	Alexandra Kolla	2023 Fall Quarter	2238	N		22	9	14	27	16	7	32	5	8	1	1	4		3				2		151
CSE 20	Beginning Python	Cormac A Flanagan	2023 Fall Quarter	2238	N	59	53	43	27	45	13	9	16	10		5	5	13	7	9						314
CSE 20	Beginning Python	Oswald A Campesato	2023 Fall Quarter	2238	N		199	24	8	10	9	1	5		1	1		10	4	5				4		281
CSE 20	Beginning Python	Larissa A Munishkina	2023 Fall Quarter	2238	N	40	139	42	13	62	7	1	21			8	3	7	5	3				3		354
CSE 30	Prog Abs Python	Larissa A Munishkina	2023 Fall Quarter	2238	N	28	23	12	11	5	5	3	1			5		1	2	4				1		101
CSE 30	Prog Abs Python	Oswald A Campesato	2023 Fall Quarter	2238	N		164	19	10	7	5		7				1	5			1			6		225
CSE 40	ML Basics	Lise Getoor	2023 Fall Quarter	2238	N	5	48	26	8	34	15	8	17			3		4	23	3				1		195
CSE 80A	Universal Access	Roberto Manduchi	2023 Fall Quarter	2238	N		10	19	16	6	8	4	2	2				2	11							80
CSE 80N	Intro to Networking	Richard Michael Jude Graziani	2023 Fall Quarter	2238	N	92	33	5	5	8	4															147
CSE 100	Logic Design	Martine Schlag	2023 Fall Quarter	2238	N	5	20	13	12	13	5	8	8			3		7	1	3				5		103
CSE 100L	Logic Design Lab	Martine Schlag	2023 Fall Quarter	2238	N	1	7	4	1	2						1		1		1				3		21
CSE 100L	Logic Design Lab	Martine Schlag	2023 Fall Quarter	2238	N		2	2	4	3	1	2	3			1		1		1						20
CSE 100L	Logic Design Lab	Martine Schlag	2023 Fall Quarter	2238	N		3	2	3	4	2	1	2			1		1						2		21
CSE 100L	Logic Design Lab	Martine Schlag	2023 Fall Quarter	2238	N	4	5	3	1	1	2	1	1					1	1	1						21
CSE 100L	Logic Design Lab	Martine Schlag	2023 Fall Quarter	2238	N		3	2	3	3		4	2					3								20
CSE 101	Data Structs & Algs	Allen Van Gelder	2023 Fall Quarter	2238	N	4	10	2	1	5	2		11	2		12		3	1	17	2			5		77
CSE 101	Data Structs & Algs	Alex Pang	2023 Fall Quarter	2238	N	10	13	14	9	13	13	5	9			5		7	1	8				6		113
CSE 101	Data Structs & Algs	Patrick Tantalo	2023 Fall Quarter	2238	N	15	80	28	13	37	14	11	25	3	1	2		5		10	1			5		250
CSE 102	Intro Algorthm Anyl	Delbert Dean Bailey	2023 Fall Quarter	2238	N		15			29			20			4		5	3	2				1		79
CSE 103	Computational Models	Daniel Fremont	2023 Fall Quarter	2238	N	4	18	32	30	66	27	21	31		7		1	3	1	1				3		245
CSE 107	Probability/Stats	Patrick Tantalo	2023 Fall Quarter	2238	N	7	34	20	20	31	18	7	34	7	5	5	1	10		12				6		217
CSE 114A	Found of Program Lang	Owen Arden	2023 Fall Quarter	2238	N	23	24	22	18	17	9	10	15		2	4	1	3	1	1				1		151
CSE 115A	Intro Software Eng	Richard K Jullig	2023 Fall Quarter	2238	N	11	73	24	19	6	9	1	3											1		147
CSE 115D	Software Design Accel	Richard K Jullig	2023 Fall Quarter	2238	N	4	38	7	3	3														1		56
CSE 120	Computer Architect	Heiner Litz	2023 Fall Quarter	2238	N	6	6	13	7	12	16	10	11	8	2			2		1				2		96
CSE 120	Computer Architect	Sagnik Nath	2023 Fall Quarter	2238	N	15	46	15	20	31	3	5	6	1		1		1	1	7				1		153
CSE 121	Embedded System Design	Marcelo Siero	2023 Fall Quarter	2238	N	41	27		4	8	3		1					2						3		89
CSE 130	Prin Comp Sys Dsgn	Andrew Quinn	2023 Fall Quarter	2238	N	7	16	10	15	29	19	13	14		2	2	1	6		9				1		144
CSE 130	Prin Comp Sys Dsgn	Kerry Scott Veenstra	2023 Fall Quarter	2238	N	4	7	10	14	20	8	12	6		2		3	16		11				4		117
CSE 132	Computer Security	Alvaro A Cardenas	2023 Fall Quarter	2238	N	5	39	15	14	8			1							1				1		84
CSE 138	Distributed Systems	Liting Hu	2023 Fall Quarter	2238	N	14	25	16	5	3	1		4								1					69
CSE 140	Artif Intelligence	Leilani Hendrina Gilpin	2023 Fall Quarter	2238	N	8	110	11	2										2					3		136
CSE 142	Machine Learning	Razvan V Marinescu	2023 Fall Quarter	2238	N	8	7	6	5	3			2			1		1	1							34
CSE 144	Applied ML	Yuyin Zhou	2023 Fall Quarter	2238	N	8	24	12	1	1	5										2	1				54
CSE 150	Intro Comp Networks	Christina Leigh Parsa	2023 Fall Quarter	2238	N	3	33	7	16	17	6	12	11	1		9		12	1	5				3		136
CSE 157	Internet of Things	Katia Obraczka	2023 Fall Quarter	2238	N		4	4		3	1		2						1							15
CSE 180	Database Systems I	Sheldon Finkelstein	2023 Fall Quarter	2238	N	6	7	9	6	17	18	18	27		1	6		8	7	14						144
CSE 185E	Tech Writ Comp Engs	Gerald Bennett Moulds	2023 Fall Quarter	2238	Y		23	16	8	3	2							4								56
CSE 185S	Tech Writ Comp Engs	Gerald Bennett Moulds	2023 Fall Quarter	2238	Y		41	31	2	8		1	2					2								87
CSE 200	Research & Teaching	Harikrishna Santhosh Kuttivelil	2023 Fall Quarter	2238	N		1	1											3		75					80
