Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
ART 20G	Intro Print/Draw	Whitney Joanne Payne Humphreys	2024 Spring Quarter	2242	N		17	2	2	2		1		1						1						26
ART 20H	Intro Sculpt/Public	Kathleen Chris Perry	2024 Spring Quarter	2242	N	1	12	4	2	1									1				2			23
ART 20I	Intro Photography	Kathleen Chris Perry	2024 Spring Quarter	2242	N		10	4	4	4	1												1			24
ART 20J	Intro Draw/Paint	Grant Whipple	2024 Spring Quarter	2242	N		6	9	3				1	1				2		1				2		25
ART 80E	Enviro Art Expanded	Elizabeth Stephens	2024 Spring Quarter	2242	N	19	76	28	14	10	5	7	1	3			2	7	10	8			4	4		198
ART 101	Computer Prog Arts	Wes Modes	2024 Spring Quarter	2242	N	51	14	11	5	2	4	3	1					3	4	2						100
ART 106O	2D Animation	Ann Amica Altstatt	2024 Spring Quarter	2242	N	24	22	7	8	3	7	1	1	1				4	7	8			1	1		95
ART 108	Art & Social Practice	Cláudio Bueno	2024 Spring Quarter	2242	N	1	10	3																1		15
ART 111	Figure Drawing	Travis McEwen	2024 Spring Quarter	2242	N		17	7																		24
ART 112	Media Wrks On Paper	Travis McEwen	2024 Spring Quarter	2242	N		22	3																		25
ART 125	Enviro Art Studio	Ann Amica Altstatt	2024 Spring Quarter	2242	N		9	9	1	1									1							21
ART 137	Outdoor Paint Proj	Grant Whipple	2024 Spring Quarter	2242	N		5	6	5	2	2	1						1		1			1			24
ART 138	Facture and Meaning	Melissa Gwyn	2024 Spring Quarter	2242	N	1	13	3	3	2	2		1													25
ART 150	Darkroom Practices	Kathleen Chris Perry	2024 Spring Quarter	2242	N		8	2	3	5	1								1							20
ART 158	Adv Photography	Karolina Karlic	2024 Spring Quarter	2242	N	5	1	1	4									1			2			1		15
ART 163C	Magnified Imagination	Enrique Martinez Leal	2024 Spring Quarter	2242	N	4	3	3	2	2		1							2					1		18
ART 165	Print Med Vis Comm	Sarah Sanford	2024 Spring Quarter	2242	N	2	10	6	2		2		1						1							24
ART 172	Public Art	Robert John Gordon	2024 Spring Quarter	2242	N	4	8	3	1														1			17
ART 175	Taking Art to Streets	John Jota Leanos	2024 Spring Quarter	2242	N	16	4												3		1					24
ART 177	Careers Creative Econ	Shelby Graham	2024 Spring Quarter	2242	N		20	2		1									4							27
ART 188	Int/Adv Sclpt/Fndry	Sean M Monaghan	2024 Spring Quarter	2242	N		12	6	1	2																21
ARTG 10	Aesthetic Designs	Kristen Ling Gillette	2024 Spring Quarter	2242	N	23	58	13	7	10	8	2	2					8	18	5			1	4		159
ARTG 40	Designing Experiences	mattie brice	2024 Spring Quarter	2242	N		29	3	1	1	1		2					1	1	1						40
ARTG 50	Play Radical Endeavor	Patrick Michael Ballard	2024 Spring Quarter	2242	N	11	16	3		5			5	1		1		1					1			44
ARTG 118	Char Creation in Games	Eduard Joseph Gregor	2024 Spring Quarter	2242	N	7	28	10	4	4	1	1	1					7		1			6	2		72
ARTG 129	Spec Topic Game Des	dani wright	2024 Spring Quarter	2242	N	57													1					1		59
ARTG 143	Ecofutures	micha cardenas	2024 Spring Quarter	2242	Y		12				1							1	3							17
ARTG 170	Game Design I	Tamara Madeleine Duplantis	2024 Spring Quarter	2242	N	6	19		1	1																27
ARTG 172	Game Design III	Tamara Madeleine Duplantis	2024 Spring Quarter	2242	N	86	43		2	4		1							1				1			138
ASTR 5	Universe Formation	Ryan Joseph Foley	2024 Spring Quarter	2242	N	17	27	17	22	18	16	8	20	11	8	1	1	2	21	6			1	1		197
ASTR 9B	Intro Research Phys	Ruth Murray-Clay	2024 Spring Quarter	2242	Y	8	15		1	1	1												4			30
ASTR 19	Practical Programming	Kevin A Bundy	2024 Spring Quarter	2242	N	13	15	2	1	6	1		1						3	2			1			45
ASTR 21	The Diverse Universe	Constance Mary Rockosi; Graeme H Smith	2024 Spring Quarter	2242	N	2	6	4	5	6			1						4				1	1		30
ASTR 112	Physics of Stars	Natalie Batalha	2024 Spring Quarter	2242	N	1	1	2	3	4	2		3					2		1						19
ASTR 117	Hi Energy Astrophys	Noemie Globus	2024 Spring Quarter	2242	N	2	4	7	2											1						16
ASTR 119	Intro Sci Computing	Naor Movshovitz	2024 Spring Quarter	2242	N	20	5	5		3		1	2					3	1							40
ASTR 136	Adv Astro Lab	Constance Mary Rockosi; Puragra Guha Thakurta	2024 Spring Quarter	2242	N	5	2		8	3	1												2			21
ASTR 289	Adaptive Optics	Rebecca Marie Jensen-Clem	2024 Spring Quarter	2242	N		1			1						1					7		1			11
BIOC 100C	Biochemistry	Hanns Hinrich Boeger	2024 Spring Quarter	2242	N	9	26	6	9	14	6	4	16			1		8	1	1				1		102
BIOC 163B	Bioc Thermodynamics	Glenn L Millhauser	2024 Spring Quarter	2242	N	2	10	10	10	3	3		4													42
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2024 Spring Quarter	2242	N		13	23	24	15	26	14	20		3	2	3	3					1			147
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2024 Spring Quarter	2242	N	8	30	72	28	56	17	30	12		3	4		3	6	3			1	2		275
BIOE 20F	Field Biology Practice	Abraham Borker	2024 Spring Quarter	2242	N	5	9	3		1	1								3							22
BIOE 20F	Field Biology Practice	Abraham Borker	2024 Spring Quarter	2242	N	3	9	1	4		1								2				1			21
BIOE 20F	Field Biology Practice	Abraham Borker	2024 Spring Quarter	2242	N	5	8	1		2			1						1							18
BIOE 82	Intro Field Res/Con	Sean Bryant Reilly	2024 Spring Quarter	2242	N	7	12			1									1	1						22
BIOE 107	Ecology	Malin L Pinsky	2024 Spring Quarter	2242	N	4	32	10	7	21	5	4	7		2	1	2	8	1					1		105
BIOE 109	Evolution	Rachel Meyer	2024 Spring Quarter	2242	N	29	29	3	3	14	3	6	13	1		3		2	1	2						109
BIOE 114	Herpetology	Sean Bryant Reilly	2024 Spring Quarter	2242	N	7	12		1	4																24
BIOE 114L	Herpetolgcl Resrch	Sean Bryant Reilly	2024 Spring Quarter	2242	N	21	2						1													24
BIOE 118	Plants and Society	Jarmila Pittermann	2024 Spring Quarter	2242	N	2	15	4	12	6	2							2	2					2		47
BIOE 120	Marine Botany	Kristen Kusic Heady	2024 Spring Quarter	2242	N	13	38		4	11			5						2	1			4	1		79
BIOE 120L	Marine Botany Lab	Kristen Kusic Heady	2024 Spring Quarter	2242	N	6	14			2			1						1				1	1		26
BIOE 120L	Marine Botany Lab	Kristen Kusic Heady	2024 Spring Quarter	2242	N	11	12			3										1			1			28
BIOE 120L	Marine Botany Lab	Kristen Kusic Heady	2024 Spring Quarter	2242	N	6	13			2													2	1		24
BIOE 125	Ecosystems of Calif	Matthew C Kustra	2024 Spring Quarter	2242	N	1	10	10	3	10	5	3	2					1		1			1	2		49
BIOE 128L	LrgMarineVertebField	Roxanne Santina Beltran	2024 Spring Quarter	2242	N		5	8											1							14
BIOE 129	Biol Marine Mammals	Caroline Brett Casey; Dan Costa	2024 Spring Quarter	2242	N	6	38	25	20	9	5	3	5					1								112
BIOE 129L	Marine Mammals Lab	Caroline Brett Casey; Dan Costa	2024 Spring Quarter	2242	N	6	14	4	4	3	1		3													35
BIOE 129L	Marine Mammals Lab	Caroline Brett Casey; Dan Costa	2024 Spring Quarter	2242	N	2	8	1	5	6	3	2	4				1									32
BIOE 129L	Marine Mammals Lab	Caroline Brett Casey; Dan Costa	2024 Spring Quarter	2242	N	7	13	1	3	7		1	1					1		1						35
BIOE 136	Enviro Physiology	Terrie M Williams	2024 Spring Quarter	2242	N	21	50	5															3	1		80
BIOE 145	Plant Ecology	Ingrid Marie Parker	2024 Spring Quarter	2242	N		8	5	5	6	4	3	2					1	2	1			4	1		42
BIOE 147	Community Ecology	Laurel R Fox	2024 Spring Quarter	2242	Y	2	3	2	3	3	8	3	2	2				1		1				2		32
BIOE 151A	Ecol Field Methods	Donald A Croll; Gage Hart Dayton	2024 Spring Quarter	2242	N	12	9	3	1																	25
BIOE 151B	Ecol Fld Mthds Lab	Donald A Croll; Gage Hart Dayton	2024 Spring Quarter	2242	N	12	9	3	1																	25
BIOE 151C	Terrestrial Ecosys	Donald A Croll; Gage Hart Dayton	2024 Spring Quarter	2242	N	9	12	1	1	2																25
BIOE 151D	Conserv/Practice	Donald A Croll; Gage Hart Dayton	2024 Spring Quarter	2242	N		16	3	6																	25
BIOE 173	Contemporary Genetics	Joanna Lynne Kelley	2024 Spring Quarter	2242	N	1	5	4		4	1							1	1							17
BIOE 174	Evolutionary Medicine	Omar Cornejo	2024 Spring Quarter	2242	N		6	3	4	4	1	4	2	2					1	1			1			29
BIOE 189F	Special Topics: EEB	Roxanne Santina Beltran	2024 Spring Quarter	2242	N	9	8											1								18
BIOL 20A	Cell & Molecular Bi	Guido Bordignon	2024 Spring Quarter	2242	N	33	108		31	108		27	84	1	14	35		23	2	8			1	11		486
BIOL 20L	Experimental Lab	Jeremy C Lee	2024 Spring Quarter	2242	N	9	34	25	21	14	2	4	2	2				5					1			119
BIOL 80J	Biology Emerging Disea	James A Shanks	2024 Spring Quarter	2242	N	1	7	3	6	13	5	8	17	1		4		4	1	3				1		74
BIOL 100	Biochemistry	Douglas Kellogg	2024 Spring Quarter	2242	N	4	15	7	10	32	7	4	40	6		8		1	2	1				3		140
BIOL 101	Molecular Biology	Carol Greider	2024 Spring Quarter	2242	N	20	53	30	23	16	5	8	3			1		1								160
BIOL 101L	Molecular Bio Lab	Michael Jake Doody	2024 Spring Quarter	2242	N	1	46	27	18	3	5	3	1				1	2					1			108
BIOL 103L	Toxic RNA Lab III	Jeremy R Sanford	2024 Spring Quarter	2242	N	6	16	1			1								1				1			26
BIOL 105	Genetics	Jeremy C Lee	2024 Spring Quarter	2242	N	6	27	19	11	23	28	15	50	21		12		19	1	7				3		242
BIOL 112	Principles of Virology	David Fielding Boyd	2024 Spring Quarter	2242	N	2	11	6	5	5	1	1	1					2	2	1				1		38
BIOL 113	Prin of Epidemiology	Valerie Crystal Cortez	2024 Spring Quarter	2242	N	1	12	12	5	5	6		2	2			1							1		47
BIOL 114	Cancer Cell Biology	Shaheen Sikandar	2024 Spring Quarter	2242	N		9	2	2	11	2	1	8						3	1				3		42
BIOL 115L	Eukaryotc Molec Lab	Michael Jake Doody	2024 Spring Quarter	2242	N		6	6	3																	15
BIOL 117	Neglected Diseases	William Sullivan	2024 Spring Quarter	2242	N		8	6	2	15			2						5							38
BIOL 120	DevelopmentalBiology	Sofie R Salama	2024 Spring Quarter	2242	N	1	5		2	6			5					1	3							23
BIOL 122L	Phage Biology Lab II	James A Shanks	2024 Spring Quarter	2242	N		4	9		1		1											1			16
BIOL 129A	Adv Topics:Systm Neuro	Yi Zuo	2024 Spring Quarter	2242	N		3	2	3	11	1	1	2													23
BIOL 129L	Neurobiology Lab	James A Shanks	2024 Spring Quarter	2242	N	3	7	1	6	1			1											1		20
BIOL 130	Human Physiology	Laura Christine Chappell	2024 Spring Quarter	2242	N	3	2	3	1	1	4	3	7				1	1								26
BIOL 130L	Human Physiology Lab	Giulia Jale Gurun Gurun	2024 Spring Quarter	2242	N	1	2	4	2	11	4	9	3					1	1							38
BIOL 186L	Undergrad Rsrch MCD	David A Feldheim	2024 Spring Quarter	2242	Y	5	11	2		2																20
BIOL 189	Health Sci Intrnshp	William Sullivan	2024 Spring Quarter	2242	N	2	18	4	2			1														27
BIOL 215	MCD Biostatistics	Dan B Turner-Evans	2024 Spring Quarter	2242	N		20			3											9					32
BME 23L	BME Molecular Biology2	Dianne G Hendricks	2024 Spring Quarter	2242	N	19	11			3													1			34
BME 80G	Bioethics 21st Cent	Karen Hayden Miga	2024 Spring Quarter	2242	Y	56	42	17	15	19	6	6	5	1	1	1			3		6		1	2		181
BME 105	Genetics/Genomics	Angela Brooks; Shelbi Russell	2024 Spring Quarter	2242	N	7	17	12	10	20	6		6	1						1						80
BME 110	Comp Bio Tools	Ali Shariati	2024 Spring Quarter	2242	N	35	8	1		2								1								47
BME 118	Math of the Mind	David Haussler	2024 Spring Quarter	2242	Y	2	3			1									5	3				1		15
BME 129C	Design/Implement BME	Joshua M Stuart	2024 Spring Quarter	2242	N	15	3		2																	20
BME 160	ResBioProgramming	Tal Sharf	2024 Spring Quarter	2242	N	8	14	12	4	2	2	3	4	1		1		1	1	2	2			1		58
BME 163	Data Visualization	Christopher Vollmers	2024 Spring Quarter	2242	Y	42	22	8	1	10	4	1	6					1	4				1	1		101
BME 177	Engr Stem Cells	Ali Shariati	2024 Spring Quarter	2242	N	22	13	7	5																	47
BME 177L	Eng Stem Cell Lab	Benjamin R Topacio	2024 Spring Quarter	2242	N	4	13	1																		18
BME 177L	Eng Stem Cell Lab	Benjamin R Topacio	2024 Spring Quarter	2242	N	8	8	3																		19
BME 185	Tech Writing Biomol	Dianne G Hendricks	2024 Spring Quarter	2242	N	8	17	1	1	2													2			31
BME 218	Math of the Mind	David Haussler	2024 Spring Quarter	2242	Y	3	2	2													5					12
BME 263	Data Visualization	Christopher Vollmers	2024 Spring Quarter	2242	Y	5	1														11					17
BME 272	Precision Medicine	Daniel Kim	2024 Spring Quarter	2242	N		2			1											11					14
BME 280B	Bioinform/Bioeng Sem	Ali Shariati	2024 Spring Quarter	2242	N														1		37		1			39
CHEM 1C	General Chemistry	Peter Scott Weiss	2024 Spring Quarter	2242	N	8	18	17	19	5	8	3	13					3	1	3				2		100
CHEM 1N	Gen Chem Lab	Levi Matsushima	2024 Spring Quarter	2242	N	1	43	24	16	7	4	3	1	1	1			4		1				3		109
CHEM 3B	General Chemistry	Geri Kerstiens	2024 Spring Quarter	2242	N		153	37	36	137	19	10	42	1		4		8	2				3	5		457
CHEM 3BL	General Chemistry Lab	Geri Kerstiens	2024 Spring Quarter	2242	N		229	32	24	32	27	21	21	8	11	9	7	32	2				8	5		468
CHEM 3C	General Chemistry	Aura Alegra Eroy-Reveles	2024 Spring Quarter	2242	N		213	55	59	72	13	39	41			2		3	2				1	1		501
CHEM 3CL	General Chemistry Lab	Jin Zhong Zhang; Melissa Ann Kreger	2024 Spring Quarter	2242	N	22	344	59	15	21	12	4	11	4	1	2	1	4					1	2		503
CHEM 8B	Organic Chemistry	Anne Sizemore	2024 Spring Quarter	2242	N	11	52	19	33	50	21	44	50	16		9		12		5			2	3		327
CHEM 8M	Organic Chem Lab	Catherine Suzanne McCaughey	2024 Spring Quarter	2242	N	3	33	19	21	24	9	4	6			3		2	1	1			1	2		129
CHEM 103	Biochemistry	Sarah Loerch	2024 Spring Quarter	2242	N	11	4	3	1	2	2	2	2	3		2		2		1				1		36
CHEM 109	Org Chem:Apps to Bio	Jevgenij Raskatov	2024 Spring Quarter	2242	N	3	35																			38
CHEM 110	IntermedOrganicChem	Catherine Suzanne McCaughey	2024 Spring Quarter	2242	N	2	18	4	5	6	3	4	6			1		2	2							53
CHEM 110L	Int OrganicChem Lab	Catherine Suzanne McCaughey	2024 Spring Quarter	2242	N	7	15	1	1	3	1	1	3			1		1	1							35
CHEM 151B	Main Group Elements	Timothy C Johnstone	2024 Spring Quarter	2242	N	2	1	1	3		1		3			3										14
CHEM 161L	ChemBio Research Lab	Shaun M Mckinnie	2024 Spring Quarter	2242	N	4	6	1					1													12
CHEM 163C	Stat Thermo & Kinetics	Jin Zhong Zhang	2024 Spring Quarter	2242	N	9	9	9	5	3	1		2					1						1		40
CHEM 169	Drug Design/Discvry	Robert Scott Lokey	2024 Spring Quarter	2242	N	15	2	1	1									3	3	1				1		27
CHIN 3	Chinese: First Year	Elu (I Ju) Tu	2024 Spring Quarter	2242	N		6	4	2	3				1					1							17
CHIN 3	Chinese: First Year	Elu (I Ju) Tu	2024 Spring Quarter	2242	N		4	2		3	1															10
CHIN 6	Chinese: Second Year	Ting-Ting Wu	2024 Spring Quarter	2242	N	5	14	3	1	1	2	2														28
CHIN 6	Chinese: Second Year	Ting-Ting Wu	2024 Spring Quarter	2242	N	6	8	5	1	4		2			1			1								28
CHIN 80	Chinese for Traveling	Elu (I Ju) Tu	2024 Spring Quarter	2242	N		42		2		1		2						6							53
CHIN 105	Adv Chinese: History	Ting-Ting Wu	2024 Spring Quarter	2242	N	6	16	7	1	1		1	1							1						34
CLNI 70	Community Garden	Linnea K Beckett	2024 Spring Quarter	2242	N	16		2	1				1						4							24
CMMU 30	NumbersSocialJustice	Julianne Elsie Foxworthy Gonzalez	2024 Spring Quarter	2242	N	13	11	10	8	5	2		1	1					7							58
CMMU 102	Prep Field Studies	Alison Alkon	2024 Spring Quarter	2242	N	4	6	2	1	4	1		2						1				3			24
CMMU 149	Pol Econ Food & Ag	Julie H Guthman	2024 Spring Quarter	2242	N		6	2	5	4	1	1	1					1	5	1				1		28
CMMU 163	Healthcare Inequal	Sierra Marie Edenhofer	2024 Spring Quarter	2242	N	3	19	8	1	4	2	2	2	2		3		1	1	1			1			50
CMMU 165	CommunityGlobalHealth	Laura Beth Bugg	2024 Spring Quarter	2242	Y	1	7	5	2		1															16
CMPM 15	Research Explorations	David Manuel Torres-Mendoza	2024 Spring Quarter	2242	N	40	15	4	5	3				1				1	7					2		78
CMPM 20	P&P Resilience	Magy Seif El-Nasr	2024 Spring Quarter	2242	Y														11	6				1		18
CMPM 27	Substance Painter	Christopher Yonge	2024 Spring Quarter	2242	N	14	11	3	3	1			2						1	1						36
CMPM 80I	Introduction to HCI	Katherine C Isbister	2024 Spring Quarter	2242	N	59	28	2	3	1	2	1	4					1	3				1			105
CMPM 118	Rsrch Exp in ENG	David Lee	2024 Spring Quarter	2242	N		96		1	2									3	1			1	2		106
CMPM 118	Rsrch Exp in ENG	Jason Eshraghian	2024 Spring Quarter	2242	N	54	1	3	3										5	1				1		68
CMPM 120	Game Develop Exp	Jim Whitehead	2024 Spring Quarter	2242	N	59	40	27	7	11	8	2	4			1	2	2	2					1		166
CMPM 130	UI & UX Design	Kathryn Elizabeth Ringland	2024 Spring Quarter	2242	N		133	17	2	2	3	1	1	1				1	2	1			1			165
CMPM 131	User Experience	Christina Chung	2024 Spring Quarter	2242	N		65	23	13	14	2	1	2			2	1		2							125
CMPM 146	Game AI	Batu Aytemiz	2024 Spring Quarter	2242	N		33	7	8											1	1					50
CMPM 147	Generative Design	Wes Modes	2024 Spring Quarter	2242	N		51	18	5	4	1	1		2		1		1	1	4				3		92
CMPM 151	Algorithmic Music	Brian M Hansen	2024 Spring Quarter	2242	N	13	36	9	3	5	7	7	3	1						1				1		86
CMPM 169	Creative Coding	Tyler Coleman	2024 Spring Quarter	2242	N	19	19	3	1	3	1		2						1	2						51
CMPM 170	Rapid Prototyping	Nathan Altice	2024 Spring Quarter	2242	N	16	11	7	1		1															36
CMPM 172	Game Production Studio	Graeme Devine; Tyler Coleman	2024 Spring Quarter	2242	N	40	32	9		1														1		83
CMPM 172	Game Production Studio	Graeme Devine; Tyler Coleman	2024 Spring Quarter	2242	N	26	34	8		2								1								71
CMPM 179	Game Design Practicum	James Collin Fey	2024 Spring Quarter	2242	Y	31	3																			34
CMPM 180	Topics in CM	Samantha Gorman	2024 Spring Quarter	2242	N	2	6	2	2		1							1					1			15
CMPM 180	Topics in CM	Magy Seif El-Nasr	2024 Spring Quarter	2242	N	3	2	2		2		1							2	1						13
CMPM 203	Comp Media Methods	Sri H Kurniawan	2024 Spring Quarter	2242	N		4														6					10
CMPM 244	AI in Games	Batu Aytemiz	2024 Spring Quarter	2242	N	1	10														2					13
CMPM 290A	Topics Comp Media	Ayesha Khalid	2024 Spring Quarter	2242	N		11	3													6					20
COWL 52	Personal Finance	Patricia M Kelly	2024 Spring Quarter	2242	N	323	230	47	26	16	5	4	4	1		2		12	37	13				6		726
COWL 52	Personal Finance	Patricia M Kelly	2024 Spring Quarter	2242	N	197	65	15	10	7	4	1	2			1		22	10	8				7		349
COWL 65	Meaning Paradox Love	Addi Somekh	2024 Spring Quarter	2242	N	5	159												7	1						172
COWL 66	Systems Theory	Addi Somekh	2024 Spring Quarter	2242	N	1	29												1							31
COWL 70C	Advanced Book Arts	Gary E Young	2024 Spring Quarter	2242	N		10														2					12
COWL 89	Fac Research Colloq	Abigail Heald	2024 Spring Quarter	2242	N		90	46	11	7	8	3	1	2		1		4	13	1				1		188
COWL 111	Mock Trial Workshop	Caitlin Marie Stinneford	2024 Spring Quarter	2242	N	5	25	2	3	2									6							43
COWL 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2024 Spring Quarter	2242	N	3	16	4	4	2		2							5	1				2		39
COWL 140	Designing Your Life	Remy Franklin	2024 Spring Quarter	2242	N	3	22	1	2	1	2						2	1	3	1				2		40
COWL 168	Social Change	Caitlin Marie Stinneford	2024 Spring Quarter	2242	N	6	50	15	5	7					1			1	6					1		92
COWL 184C	Leadership & Instit	Caitlin Marie Stinneford	2024 Spring Quarter	2242	N	10	32	2	1	3									3							51
CRES 70B	Black Radical Univ?	Xavier Livermon	2024 Spring Quarter	2242	N		21	12	1									3	2				4			43
CRES 70U	(Un)docu Studies	Raul Meneses Samperio	2024 Spring Quarter	2242	N														37	6						43
CRES 101	CRES Resrch Methods	Fahima Ife	2024 Spring Quarter	2242	N	31	12			1								2					2			48
CRES 123	NativeAm Indig Intro	Iokepa Casumbal-Salazar	2024 Spring Quarter	2242	N	26	18	2										1	2							49
CRES 127	Indigenous Environment	Fuifuilupe Niumeitolu	2024 Spring Quarter	2242	Y	5	16	6	1										1							29
CRES 130	Blackness In Motion	Savannah T Shange-Binion	2024 Spring Quarter	2242	Y	6	9	4		2	1							1	11	1						35
CRES 131	Black Freedom Movemnts	Xavier Livermon	2024 Spring Quarter	2242	N		16	12	1	2		1						1	7	1			10			51
CRES 161	Economies of Housing	Luis Trujillo	2024 Spring Quarter	2242	Y	3	5	1	1		1		2						2				1			16
CRES 190X	Racial Capitalism	Nicholas Oliver Mitchell	2024 Spring Quarter	2242	N		10												4							14
CRSN 55	Service Learning	Susan Allen Watrous	2024 Spring Quarter	2242	N		17	1											2				1			21
CRSN 61	Sustainable Living	Julianne Adams Hazlewood	2024 Spring Quarter	2242	N	3	15	7	9		1	2	2	3	1		2	2						1		48
CRSN 82	Enviro&Soc in Film	Neil Schaefer	2024 Spring Quarter	2242	N		6	6	5	4	3		1					3	3	2						33
CRSN 90	Food Justice/Sustain	Katie Lenore Monsen	2024 Spring Quarter	2242	N	3		3		3										1						10
CRSN 151B	Sust Innovation	Anne Freiwald; Clara Sophia Weygandt	2024 Spring Quarter	2242	N	6	12		1														2			21
CRSN 151C	Sust Lab Tools	Anne Freiwald	2024 Spring Quarter	2242	N	4	5												1							10
CRSN 152	IDEASS Lab	Tamara Bethune Ball	2024 Spring Quarter	2242	N		3	4											3				1			11
CRSN 152	IDEASS Lab	Anne Freiwald	2024 Spring Quarter	2242	N	10	6	2											1							19
CRSN 161	Sustainable Living	Sue A Carter	2024 Spring Quarter	2242	N	4	9	4	1	1	1					1		1			1					23
CRWN 1	ALE:Emerging Tech	Francis Carolina Gonzalez Riano	2024 Spring Quarter	2242	N	1	12		1	2	1	3	4	1		2								3		30
CRWN 70	Intro to Radio	Shavit Melamed	2024 Spring Quarter	2242	N	1	9	1	2		1													1		15
CRWN 70L	Radio Production	Manel Camps	2024 Spring Quarter	2242	N	5	8				1													1		15
