Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
CRWN 81	Purposeful Life	Lisa Berkley	2024 Spring Quarter	2242	N	12	19	17	9	6	8	7	1			2		10	6	1			1	4	1	104
CRWN 92	Soc/Creative Entrepr	Alexandra Loken; Kathleen J Greaney	2024 Spring Quarter	2242	N	1	16	3	1	1	2	1							1							26
CRWN 95	Business Assistance	Yuliya Monastyrska	2024 Spring Quarter	2242	N	12	7		1				2						2							24
CSE 3	Comp Tech in Society	Gerald Bennett Moulds	2024 Spring Quarter	2242	N		158		16	15		5	9			3		13	15	6			1	1		242
CSE 12	Com Sys/Assmbly Lan	Sagnik Nath	2024 Spring Quarter	2242	N	80	50	20	11	38	11	7	15	5	1	6	1	11	1	3				2		262
CSE 12	Com Sys/Assmbly Lan	Marcelo Siero	2024 Spring Quarter	2242	N	102	70	11	15	23	8	8	8	1		2		8	2	1			5	3		267
CSE 13S	Comp Sys and C Prog	Alexander J Rudnick	2024 Spring Quarter	2242	N	62	51	20	20	19	3	4	2		1	2		5		1				2		192
CSE 13S	Comp Sys and C Prog	Kerry Scott Veenstra	2024 Spring Quarter	2242	N	14	20	17	13	12	10	11	12		3	5		3		5	1					126
CSE 16	Appl Discrete Math	Anuj Ajay Kamat; Patrick Tantalo	2024 Spring Quarter	2242	N	5	25	20	23	52	27	17	63	13	5	6	4	9	2	9				7		287
CSE 16	Appl Discrete Math	Juan Camilo Lozano	2024 Spring Quarter	2242	N	10	17	12	13	16	12	8	26	1		2				2						119
CSE 20	Beginning Python	Larissa A Munishkina	2024 Spring Quarter	2242	N	83	25	2	3	6		1	9			5		12	7	4				2		159
CSE 20	Beginning Python	Oswald A Campesato	2024 Spring Quarter	2242	N	2	60	29	17	10	9	6	11	1	2	3	1	8	14	3			1	10		187
CSE 30	Prog Abs Python	Larissa A Munishkina	2024 Spring Quarter	2242	N	18	12	9		9		4	5					3		2				2		64
CSE 30	Prog Abs Python	Oswald A Campesato	2024 Spring Quarter	2242	N	6	177	32	17	15	2	4	15	5		3	1	14	3		1		1	2		298
CSE 40	ML Basics	Yang Liu	2024 Spring Quarter	2242	N	12	27	29	16	20	5	7	1	1					7	2						127
CSE 80N	Intro to Networking	Christina Leigh Parsa	2024 Spring Quarter	2242	N	4	9	5	5	15	1		4			3			8	1				4		59
CSE 100	Logic Design	Ethan  Sifferman; Martine Schlag	2024 Spring Quarter	2242	N	7	23	8	5	22	1	8	11	3		2		4		3				5		102
CSE 100L	Logic Design Lab	Ethan  Sifferman; Martine Schlag	2024 Spring Quarter	2242	N	1	4		1	5			5	1		1		1		1				1		21
CSE 100L	Logic Design Lab	Ethan  Sifferman; Martine Schlag	2024 Spring Quarter	2242	N		5	4	1	5		1		1				1		1						19
CSE 100L	Logic Design Lab	Ethan  Sifferman; Martine Schlag	2024 Spring Quarter	2242	N	3	5	1		2		3	3					1						3		21
CSE 100L	Logic Design Lab	Ethan  Sifferman; Martine Schlag	2024 Spring Quarter	2242	N	2	3	1	1	7		3	1	1		1		1						1		22
CSE 100L	Logic Design Lab	Ethan  Sifferman; Martine Schlag	2024 Spring Quarter	2242	N	1	6	2	2	3	1	1	2					1								19
CSE 101	Data Structs & Algs	Niloofar Montazeri	2024 Spring Quarter	2242	N	60	39	4	20	16	14	4	8					28	1	15			1	18		228
CSE 101	Data Structs & Algs	James Edward Davis	2024 Spring Quarter	2242	N		65	50	8	15	63	1	25					14		11				5		257
CSE 102	Intro Algorthm Anyl	Patrick Tantalo	2024 Spring Quarter	2242	N	12	45	23	12	34	13	6	23	1	3	2		2		2				6		184
CSE 103	Computational Models	Delbert Dean Bailey	2024 Spring Quarter	2242	N		27			54			34			4				1				1		121
CSE 105	Modern Algor Toolbox	Evangelos Chatziafratis	2024 Spring Quarter	2242	Y	1	4		1	2	1													1		10
CSE 107	Probability/Stats	John T Musacchio	2024 Spring Quarter	2242	N	2	15	8	9	13	4	5	7	2	1	4		2		2				5		79
CSE 109	Quantum Computing	Peter Young	2024 Spring Quarter	2242	Y		1	1	3	3	5	2	3					5	1	1				2		27
CSE 110A	Fund Compiler Des 1	Tyler Sorensen	2024 Spring Quarter	2242	N	8	19	8	11	9	9	5	9					12	3	8			1	8		110
CSE 111	Adv Programming	Ethan  Sifferman	2024 Spring Quarter	2242	N	10	26	15	9	12	2	4		1			2	3	1	3				1		89
CSE 114A	Found of Program Lang	Lindsey Kuper	2024 Spring Quarter	2242	N	24	34	18	9	19	14	8	16			2		4		1						149
CSE 115A	Intro Software Eng	Richard K Jullig	2024 Spring Quarter	2242	N	17	71	27	14	3		3			1			2	1					1		140
CSE 115C	Software Design II	Richard K Jullig	2024 Spring Quarter	2242	N	39	38	14	1		1								2	1				1		97
CSE 120	Computer Architect	Scott Beamer	2024 Spring Quarter	2242	N	4	22	19	16	15	11	4	7	4		5		7	2	4				7		127
CSE 120	Computer Architect	Sagnik Nath	2024 Spring Quarter	2242	N	4	64	32	22	66	12	15	20	2	2	2		1		3				1		246
CSE 121	Embedded System Design	Jose Renau Ardevol	2024 Spring Quarter	2242	N	21	36	13	1	3			2			3		1		2				1		83
CSE 123B	Engr Design Proj II	David Charles Harrison	2024 Spring Quarter	2242	N		13	7			7		12													39
CSE 125	Log Desgn W/Verilog	Dustin Richmond	2024 Spring Quarter	2242	Y	4	14	5	7	6	5	3	1		2			1		6			1	2		57
CSE 130	Prin Comp Sys Dsgn	Kerry Scott Veenstra	2024 Spring Quarter	2242	N	18	34	21	23	17	13	11	14		4	1	1	6		4				6		173
CSE 130	Prin Comp Sys Dsgn	Liting Hu	2024 Spring Quarter	2242	N	6	24	19	21	22	8	12	13		7			13						7		152
CSE 134	Embedded OS	Andrew Quinn	2024 Spring Quarter	2242	N	1	8	3	5	6	3	2	2						6	2						38
CSE 140	Artif Intelligence	Niloofar Montazeri	2024 Spring Quarter	2242	N	68	43	6	1	1	3		1		1			1	2	1				3		131
CSE 142	Machine Learning	Xin Wang	2024 Spring Quarter	2242	N	7	3	2	5	2	3	3	3		1	1		2	2	4				2		40
CSE 143	Natural Lang Process	Jeffrey Michael Flanigan	2024 Spring Quarter	2242	N	31	76	7	5										3					1		123
CSE 144	Appld ML:Deep Learn	Yi Zhang	2024 Spring Quarter	2242	N	6	18	16	4	7	3	1	1					1	6		2			1		66
CSE 146	Ethics & Algorithms	Lise Getoor	2024 Spring Quarter	2242	N	5	37	5	2	2						1					1			1		54
CSE 150	Intro Comp Networks	Chen Qian	2024 Spring Quarter	2242	N	9	24	28	46	43	26	9	4			5		1	3				2			200
CSE 151	Adv Computer Net	Richard Michael Jude Graziani	2024 Spring Quarter	2242	N	18	26	1		1									2							48
CSE 151L	Adv Computer Net Lab	Richard Michael Jude Graziani	2024 Spring Quarter	2242	N	17	27	1		1									1							47
CSE 160	Intro Comp Graphics	James Edward Davis	2024 Spring Quarter	2242	N	8	38	27	22	23	7	3	4					3	4	5				3		147
CSE 164	Computer Vision	Cihang Xie	2024 Spring Quarter	2242	N	1	10	2	1	4								1	7				1			27
CSE 181	Database Systems II	Sheldon Finkelstein	2024 Spring Quarter	2242	N		4	3	3	4	1	2					1		1					1		20
CSE 182	Intro Database Mgmt	Sheldon Finkelstein	2024 Spring Quarter	2242	N	4	4	9	12	14	10	10	22		9	8	3	11	6	6						128
CSE 183	Web Applications	Luca De Alfaro	2024 Spring Quarter	2242	N	17	22	9	5	9	4	6	7					1	1	4				1		86
CSE 183	Web Applications	Massimo Di Pierro	2024 Spring Quarter	2242	N		46	6	4	4	3	2	4	2				1	1	3				2		78
CSE 185E	Tech Writ Comp Engs	Gerald Bennett Moulds	2024 Spring Quarter	2242	Y		24	17	9	4	1		3					3					1			62
CSE 185S	Tech Writ Comp Engs	Gerald Bennett Moulds	2024 Spring Quarter	2242	Y		39	26	11	3	1							1	1	2				1		85
CSE 187	Full Stack Web Dev II	David Charles Harrison	2024 Spring Quarter	2242	N	4	7	14	8	2	3								4	1				1		44
CSE 198	Indiv Study Or Res	Leilani Hendrina Gilpin	2024 Spring Quarter	2242	N		16												3				2			21
CSE 210A	Programming Languag	Owen Arden	2024 Spring Quarter	2242	N	12	18	13	2	3	3							1	1		4					57
CSE 216	Formal Methods	Daniel Fremont	2024 Spring Quarter	2242	N		2	2	1	8	1		1			1			2		1		1	1		21
CSE 232	Distributed Systems	Mohsen Lesani	2024 Spring Quarter	2242	N	1	5	2	1		2								1		1		1			14
CSE 242	Machine Learning	Razvan V Marinescu	2024 Spring Quarter	2242	N	12	6	15	6	2						3					6	1	1	1	1	54
CSE 244C	Adv Computer Vision DL	Yuyin Zhou	2024 Spring Quarter	2242	N	3	9	3													4					19
CSE 280G	VLSI/CAD Seminar	Dustin Richmond; Scott Beamer	2024 Spring Quarter	2242	N														5		8					13
CSE 290S	Adv Topics:Comp Sys	Peter Alexander Alvaro	2024 Spring Quarter	2242	N	7															4					11
CSE 297A	Individual Study	Leilani Hendrina Gilpin	2024 Spring Quarter	2242	N		11														4		1			16
CSP 293	Special Topics CSP	Borja Gonzalez Reguero	2024 Spring Quarter	2242	N	1	3	2	1												7					14
EART 20	Environmental Geolo	Slawomir M Tulaczyk	2024 Spring Quarter	2242	N	5	6	4	12	25	12	14	11	5	1				7	3				4		109
EART 20L	Envirnmtl Geolgy Lb	Slawomir M Tulaczyk	2024 Spring Quarter	2242	N		21	2		1			1					1								26
EART 20L	Envirnmtl Geolgy Lb	Slawomir M Tulaczyk	2024 Spring Quarter	2242	N		11	4		1	1															17
EART 20L	Envirnmtl Geolgy Lb	Slawomir M Tulaczyk	2024 Spring Quarter	2242	N		8	2	2	1	1		2													16
EART 106	Coasts in Crisis	Gary B Griggs	2024 Spring Quarter	2242	N	3	9	2	12	41		7	16			1		4	9	1						105
EART 109	Field Geology	Hilde L Schwartz	2024 Spring Quarter	2242	N		1		4	4	2	2	3	1		1		1	1		1					21
EART 109L	Field Geology Lab	Hilde L Schwartz	2024 Spring Quarter	2242	N		2	4		2	1		1					1								11
EART 109L	Field Geology Lab	Hilde L Schwartz	2024 Spring Quarter	2242	N		4	2		2								1			1					10
EART 110C	The Dynamic Earth	Emily Elizabeth Brodsky	2024 Spring Quarter	2242	N		2	5	3	3	14	10	8		1	1		1		5			1	2		56
EART 110N	Dynamic Earth Lab	Emily Elizabeth Brodsky	2024 Spring Quarter	2242	N		6	2	1	1	3	1														14
EART 110N	Dynamic Earth Lab	Emily Elizabeth Brodsky	2024 Spring Quarter	2242	N		3	2	1	2	2	1						1		1				1		14
EART 110N	Dynamic Earth Lab	Emily Elizabeth Brodsky	2024 Spring Quarter	2242	N		6	5	1		2	1	2					3		1			1			22
EART 120	Sedimntlgy&Strtgrph	Matthew E Clapham	2024 Spring Quarter	2242	N		5	8	4	5	1		1													24
EART 120L	Sedmen&Stratgpy Lab	Matthew E Clapham	2024 Spring Quarter	2242	N		6	2	1	1	1		3													14
EART 124	Model Earth Climate	Nicole A Feldl	2024 Spring Quarter	2242	N	2	4	1	1	1			1											2		12
EART 127	Measuring Earth Hist	Terrence J Blackburn	2024 Spring Quarter	2242	Y	7	2	2				1				1								2		15
EART 142	Engineering Geology	Slawomir M Tulaczyk	2024 Spring Quarter	2242	N	2	4	1	4	2	5							3	2							23
EART 146	Groundwater	Andrew T Fisher	2024 Spring Quarter	2242	N		1	3	2	5		3	3	1		1		2						1		22
EART 146L	Groundwater Laboratory	Andrew T Fisher	2024 Spring Quarter	2242	N		7	1		1	1					3		1								14
EART 164	Planetary Atmospheres	Xi Zhang	2024 Spring Quarter	2242	Y	2	2	2	4	8	2								2							22
EART 189A	GIS-Earth Sciences	William Alan Longhurst Chapman	2024 Spring Quarter	2242	N		6	4	2	1																13
EART 191	Earth Sci Capstone	Ian Garrick-Bethell	2024 Spring Quarter	2242	N		2	10	2			6	1													21
ECE 10	Kinematics&Dynamics	Dejan Milutinovic	2024 Spring Quarter	2242	N	2	2	5	2	4	7	3	11	4				1								41
ECE 13	Computer Systems & C	Tae Myung Huh	2024 Spring Quarter	2242	N	34	15	11	36	17	6	2		4		8		7	1	5				3		149
ECE 30	Engr Prin of Elec	Marco A Rolandi	2024 Spring Quarter	2242	N	80	80	45	23	13	2	1	2			2		1						1		250
ECE 80B	Medical Innovations	Shiva Abbaszadeh	2024 Spring Quarter	2242	N	6	17	12	6	1	3								3				1	1		50
ECE 103	Signals & Systems	Hao Ye	2024 Spring Quarter	2242	N		51	25	30	17	8	2	1	2	1	1	1	3		1				3		146
ECE 103L	Signals Systems Lab	Hao Ye	2024 Spring Quarter	2242	N		36	24	21	21	11	12	11	2				5		2				3		148
ECE 104	Bioelectronics	Marco A Rolandi	2024 Spring Quarter	2242	Y	4	7	6	6	2	1	1						1		1			2	1		32
ECE 118	Intro Mechatronics	Gabriel Hugh Elkaim	2024 Spring Quarter	2242	Y	4	17	10	9	15	6	2						2						2		67
ECE 129C	Capstone Project III	Himadri Basu	2024 Spring Quarter	2242	N		6	6	4	3																19
ECE 129C	Capstone Project III	Stephen C Petersen	2024 Spring Quarter	2242	N		20	21	4	7																52
ECE 135	Elecromag Flds&Wavs	Austin Chen	2024 Spring Quarter	2242	N		3	6	6	10	9	5	5			2				1						47
ECE 135L	Electromag Lab	Austin Chen	2024 Spring Quarter	2242	N		37	6	1		1							1								46
ECE 136	Eng Electromagnetcs	Keith Corzine	2024 Spring Quarter	2242	N	1		2			4						1		1	1						10
ECE 173	Hi-Spd Digtl Design	Jason Eshraghian	2024 Spring Quarter	2242	N	5	13	10	5	1		1	1	1				2								39
ECE 180J	Adv Renewable Energy	Yu Zhang	2024 Spring Quarter	2242	N	3	2	10	11	5	4		3			1			1					1		41
ECE 204	Bioelectronics	Marco A Rolandi	2024 Spring Quarter	2242	Y	4	4		2												4					14
ECE 216	Bio-Inspired Locomotion	Mircea S.V. Teodorescu	2024 Spring Quarter	2242	N	8	11											1					1			21
ECE 250	Digital Signal Proc	Hao Ye	2024 Spring Quarter	2242	Y		7	2		2	1										3					15
ECE 290	ECE Graduate Seminar	Colleen Josephson	2024 Spring Quarter	2242	N														1	4	15					20
ECE 293	Adv Topics in ECE	Colleen Josephson	2024 Spring Quarter	2242	Y		8	2		1											7					18
ECON 1	Intro Microeconomic	Julie H Gonzalez	2024 Spring Quarter	2242	N	1	13	11	14	14	15	14	30					14	19	2			1	4		152
ECON 1	Intro Microeconomic	Kwok-Chiu Fung	2024 Spring Quarter	2242	N	14	18	3	22	24	4	3	4					2	1	1				2		98
ECON 2	Intro Macroeconomic	Subhra Saha	2024 Spring Quarter	2242	N	3	60	47	20	13	9	5	2	2		2		1	1							165
ECON 2	Intro Macroeconomic	Subhra Saha	2024 Spring Quarter	2242	N	1	62	48	15	11	10	4	2	2		1		4	3	1						164
ECON 10B	Econ of Accounting	Kevin K Jones	2024 Spring Quarter	2242	N		15	5	12	18	5	7	17	1		3		4	14	10				4		115
ECON 100A	Intermed Microecon	Kristian M Lopezvargas	2024 Spring Quarter	2242	N	2	8	7	12	11	3	15	3						3							64
ECON 100A	Intermed Microecon	Jonathan M. Robinson	2024 Spring Quarter	2242	N	2	21	13	6	11	11	19	15			1		3	10	3						115
ECON 100B	Intermed Macroecon	Alonso A Villacorta	2024 Spring Quarter	2242	N	5	10	10	2	16	4	2	6	2		1		1	1	2			1			63
ECON 100B	Intermed Macroecon	Hikaru Saijo	2024 Spring Quarter	2242	N	14	22	12	12	19	6	1	1	2					2	2				1		94
ECON 101	Managerial Econ	Julie H Gonzalez	2024 Spring Quarter	2242	N	1	10	9	6	6	7	1	4			1		2	13	1				3		64
ECON 104	Numbr Truth: Statis	Hamidreza Habibi	2024 Spring Quarter	2242	N	10	8	5	7	11	2	1	3	2	2		1	5	8	2				1		68
ECON 110	Managerl Cost Acct	Yacoub Intonios Moussa	2024 Spring Quarter	2242	N		25		8	16	3	7	20			4		5	12	8						108
ECON 111C	Intermed Account III	Scott Anderson	2024 Spring Quarter	2242	N	4	11	8	10	13	4	10	3					3	4	1						71
ECON 113	Intro Econometrics	Brenda Samaniego de la Parra	2024 Spring Quarter	2242	N	3	4	6	9	6	8	5	12			1		3	2	2				2		63
ECON 113	Intro Econometrics	Laura Giuliano	2024 Spring Quarter	2242	N	2	20	28	10	17	7	3	3	5	2			2	1	1			1	1		103
ECON 114	Adv Quant Methods	Jessie Li	2024 Spring Quarter	2242	N		4	2	2	1	1								1				3	1		15
ECON 116	AdvTopicsAcctgEthic	Yacoub Intonios Moussa	2024 Spring Quarter	2242	N	1	10	10	10	15	10	2						2	5							65
ECON 119	Advanced Accounting	Sudhindra Kankanwadi	2024 Spring Quarter	2242	N		4	1		5	5	1	3					1	8	2						30
ECON 124	Machine Learning  Econ	Michael Leung	2024 Spring Quarter	2242	N	12	2	2	1	4	1	2	1	3				2	3	2						35
ECON 125	Econ History Of US	Aaron Gregory Meininger	2024 Spring Quarter	2242	N	2	4	9	7	8	5	2				3		6	6	5				1		58
ECON 131	Internatnl Markets	Chenyue Hu	2024 Spring Quarter	2242	N		3	5	10	3	4	1	1	2					6	1						36
ECON 133	Security Markets	Kai Pommerenke	2024 Spring Quarter	2242	N	2	3	4	10	11	7	6	3	2		3			8	5			1			65
ECON 138	Technology & Innovat	Kai Pommerenke	2024 Spring Quarter	2242	N	1	4	2	4	2	3	5	2	1					4	2						30
ECON 139B	E-Commerce Strategy	Stephen Arthur Owen	2024 Spring Quarter	2242	N		9	12	3	7	2								5							38
ECON 140	International Trade	Gueyon Kim	2024 Spring Quarter	2242	N	6	15	8	9	9	6	2	1					1	2	2			1			62
ECON 149	East&Southeast Asia	Kwok-Chiu Fung	2024 Spring Quarter	2242	N	25	40	5	28	9	2	1						3	13	2				1		129
ECON 159	Econ of Organizatns	Nirvikar Singh	2024 Spring Quarter	2242	N	6	8	10	4	2		1	1						2				1			35
ECON 160A	Indust Organization	Natalia Lazzati	2024 Spring Quarter	2242	Y	6	9	8	3	2	5	8	2			3			8				1	1		56
ECON 161A	Marketing	Stephen Arthur Owen	2024 Spring Quarter	2242	N		19	33	21	13	4	1	4					1	4							100
ECON 182	Unemployment	Pascal Michaillat	2024 Spring Quarter	2242	N	3	3	1	4	2	3		1						2					1		20
ECON 194B	Adv Bsns Prof Devlp	Kevin K Jones	2024 Spring Quarter	2242	N		31	2	1	7		1							2	1						45
ECON 197	Economic Rhetoric	Aaron Gregory Meininger	2024 Spring Quarter	2242	N		11	8	5	2		1	2					1	2	2						34
ECON 197	Economic Rhetoric	Aaron Gregory Meininger	2024 Spring Quarter	2242	N	2	15	4	2	2	2							3	3							33
ECON 201	Applic In Microecon	Justin Marion	2024 Spring Quarter	2242	N		4		2	3											1					10
ECON 202	Macroecon Analysis	Hikaru Saijo	2024 Spring Quarter	2242	N	3	2	2	2	2											1					12
ECON 224	EconAppMachineLearning	Michael Leung	2024 Spring Quarter	2242	N	9	1														1					11
ECON 294A	Applied EconFin Lab	Pedro Henrique Braz Vallocci	2024 Spring Quarter	2242	N	6	4																			10
EDUC 10	Intro to Learning	Roberto Santiago de Roock	2024 Spring Quarter	2242	N		107	6	2	1	1							3	1					1		122
EDUC 60	Schooling, Dem. & Jus.	Rene Kissell	2024 Spring Quarter	2242	N	100	44	12	2	4	3	4	2					1	3	1			1	1		178
EDUC 110	Ed, Dem, and Movements	Amanda Lashaw	2024 Spring Quarter	2242	N	2	31	8	5	2	1								1							50
EDUC 115	K-12 Student Assess	Kip T Tellez	2024 Spring Quarter	2242	N		5	7	4	2		3						1	5							27
EDUC 126	Fdn Lit Lrn/Cont Persp	Michelle Aguilera	2024 Spring Quarter	2242	N	9	30			6			5					4	2	1				1		58
EDUC 141	Bilingual & School	Nora Walsh Lang	2024 Spring Quarter	2242	N	5	26	3	5	2					1			1	6							49
EDUC 164	Urban Education	Kristina Grasty	2024 Spring Quarter	2242	N	6	23	12	2	1				1	1				1							47
EDUC 177	TeachingLingDiverse	Emily Reigh	2024 Spring Quarter	2242	N		37	4		1						1		1	2							46
EDUC 185C	Intro Teach Science	Joyce Hill	2024 Spring Quarter	2242	N	10	19	1	1														1			32
EDUC 190	Senior Sem Capstone	Amanda Lashaw	2024 Spring Quarter	2242	N		10	14	2	2									8	1				1		38
EDUC 202A	Adv Student Teach	Sumita Ruth Jaggar	2024 Spring Quarter	2242	N	1	1	1													17					20
EDUC 202A	Adv Student Teach	Jamie Dewitt; Marissa Rhea Ferejohn	2024 Spring Quarter	2242	N		2	1													11					14
EDUC 202A	Adv Student Teach	Johnnie Brooks Wilson	2024 Spring Quarter	2242	N		2														17					19
EDUC 202B	Adv Student Teach	Sumita Ruth Jaggar	2024 Spring Quarter	2242	N	1	1	1													17					20
EDUC 202B	Adv Student Teach	Jamie Dewitt; Marissa Rhea Ferejohn	2024 Spring Quarter	2242	N		2														12					14
EDUC 202B	Adv Student Teach	Johnnie Brooks Wilson	2024 Spring Quarter	2242	N		2														17					19
EDUC 202C	Adv Student Teach	Jamie Dewitt; Marissa Rhea Ferejohn	2024 Spring Quarter	2242	N		2														12					14
EDUC 202C	Adv Student Teach	Sumita Ruth Jaggar	2024 Spring Quarter	2242	N	1	1	1													17					20
EDUC 202C	Adv Student Teach	Johnnie Brooks Wilson	2024 Spring Quarter	2242	N		2														17					19
EDUC 214	Contemp Issues Educ	Kip T Tellez	2024 Spring Quarter	2242	N		4														49					53
EDUC 217	Topics Elem Ed PE	Christy Carey Lasher	2024 Spring Quarter	2242	N		2														17					19
EDUC 219	Elem Ed Prfrm Arts	Caitlin Mary Johnston	2024 Spring Quarter	2242	N		2														17					19
EDUC 225	Reading Across Curr	George Bunch	2024 Spring Quarter	2242	N		3	1													30					34
EDUC 297F	Independent Study	Josephine Pham	2024 Spring Quarter	2242	N		3														7					10
EDUC 297F	Independent Study	Molly Shaw	2024 Spring Quarter	2242	N		2														20					22
ENVS 23	Physcl & Chem Envir	Scott Winton	2024 Spring Quarter	2242	N	20	45	33	31	20	12	6	3	1	3	2	1	2		2				3		184
ENVS 84	Envs Stu Internship	Katie Lenore Monsen	2024 Spring Quarter	2242	N														121	4			16			141
ENVS 100	Ecology and Society	Katherine Seto	2024 Spring Quarter	2242	N	24	16	20	5	3	1	3	2	1	1			2	2							80
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai; Madeleine Patricia Fairbairn	2024 Spring Quarter	2242	N	4	6	4	1	2	1		1					1	1							21
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai; Madeleine Patricia Fairbairn	2024 Spring Quarter	2242	N	5	5	4	2		4		2							1						23
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai; Madeleine Patricia Fairbairn	2024 Spring Quarter	2242	N	7	8			1	1		2					1	1							21
ENVS 100L	Ecol & Soc Writ Lab	Emily Murai; Madeleine Patricia Fairbairn	2024 Spring Quarter	2242	N	4	8	3		2	1	2							2							22
ENVS 104A	Intro Field Methods	Gregory S Gilbert	2024 Spring Quarter	2242	N		10	3	4	2			1						1				1			22
ENVS 104L	Field Methods Lab	Gregory S Gilbert	2024 Spring Quarter	2242	N		16	3		1			2													22
ENVS 107A	Nat Hist Field Qtr	Christopher Michael Lay	2024 Spring Quarter	2242	N		16	8		1																25
ENVS 107B	Nat Hist Field Qtr	Christopher Michael Lay	2024 Spring Quarter	2242	N		21	2		1														1		25
ENVS 107C	Nat Hist Field Qtr	Christopher Michael Lay	2024 Spring Quarter	2242	N		22	1		1														1		25
ENVS 115C	Advanced GIS	Barry Nickel	2024 Spring Quarter	2242	N	25	6			2									2	2				1		38
ENVS 120	Conservation Biology	Natalia Ocampo-Penuela	2024 Spring Quarter	2242	N	2	23	13	2	7	1		1						2							51
ENVS 130C	Fld Exp Agro/Food Sys	Pallab Kumer Sarker	2024 Spring Quarter	2242	N		4	14	5	6	2								2							33
ENVS 140	Natl Environ Policy	Mijin Cha	2024 Spring Quarter	2242	Y		24	17	1	3	3		2													50
ENVS 142	Sustainable Energy	Elliott Campbell	2024 Spring Quarter	2242	N	11	5	9	3	3			2					3	6	3						45
ENVS 154	Amazon Cultur/Consrv	Flora E. Lu	2024 Spring Quarter	2242	N	3	16	12	4	3	2								1							41
ENVS 164	Proj/Prac Soil Eco	Weixin Cheng	2024 Spring Quarter	2242	N		13	2		1									1							17
ENVS 166	Agroecosys Analysis	Hannah Danielle Waterhouse	2024 Spring Quarter	2242	N	4	23	7	1	3	2	1	3						1	1			3	1		50
ENVS 170	Agri & Climate Chng	Katie Lenore Monsen	2024 Spring Quarter	2242	N	4	11	9	3	3	2		2										2			36
ENVS 179	Env Interpretation	Tod Haddow	2024 Spring Quarter	2242	N	3	6		3					1						1			1			15
ENVS 190	Capstone:EnvrProblem	Katie Lenore Monsen	2024 Spring Quarter	2242	N	10	14	12	3	3	2	2	8					1					4			59
ENVS 196G	Senior Seminar in GIS	Barry Nickel	2024 Spring Quarter	2242	N		16												1	1			2			20
ESCI 100B	Fund Env Processes	Phoebe Lam	2024 Spring Quarter	2242	N	4	18	5	7	7	5	4	3							1			1			55
ESCI 191	Capstone Seminar	Claudie Beaulieu	2024 Spring Quarter	2242	N	2	3	3	3		2		1													14
ESCI 191	Capstone Seminar	Andrew M Moore	2024 Spring Quarter	2242	N	7	4	1				1														13
FILM 20A	Intro Film Studies	Logan Kennard Walker; Peter Eo Limbrick	2024 Spring Quarter	2242	N		17	53	25	14	2	1						8	3	2				1		126
FILM 20P	Productn Technique	Joseph Erb	2024 Spring Quarter	2242	N	10	46	7	7	12	1	1	1					7	6	1			1			100
FILM 132B	Internatnl Cinema	Peter Eo Limbrick	2024 Spring Quarter	2242	N	4	21	28	16	10	4	5	3	1	1			5	2	2			1			103
FILM 136B	Hist of Television	Logan Kennard Walker; Peter Eo Limbrick	2024 Spring Quarter	2242	N	9	52	15	1	2			1		1	1	1	1	5					1		90
FILM 150	Screenwriting	Natasha V.	2024 Spring Quarter	2242	N		4	8	2	3	2								1							20
FILM 160	Film Genres	Shelley Stamp	2024 Spring Quarter	2242	N	1	3		1	6	20	9	5	4				1	7	2			1			60
FILM 165A	Film,Video & Gender	Peter Eo Limbrick; Topiary Landberg	2024 Spring Quarter	2242	N		19	23	6	7	3	1	4	3	1	4		1	4	4						80
FILM 165D	Asian Americans	Lahn S Kim	2024 Spring Quarter	2242	N		6	13	9	5	2	1	9				1	3	2	3			2			56
FILM 170A	Digital Media Prod	Joseph Erb	2024 Spring Quarter	2242	N	1	4			1			1					2	3	2						14
FILM 170B	Film/Video Productn	Quentin Alcott Lareau	2024 Spring Quarter	2242	N		15			3													1			19
FILM 171C	Found Footage	Topiary Landberg	2024 Spring Quarter	2242	N		6	3	2		1								1							13
FILM 171S	Spec Topics in Prod	Irene E. Lusztig	2024 Spring Quarter	2242	N		5	3	2	1																11
FILM 172	NarrativeVideoWksp	Quentin Alcott Lareau	2024 Spring Quarter	2242	N		7	3	1				2										1			14
FILM 185D	Sound/Image Theory	Allen Riley	2024 Spring Quarter	2242	N		2	10	10	9	1		1					1	1	2				1		38
FILM 194D	Film History Sem	Livia Perez	2024 Spring Quarter	2242	N	12	5							1										1		19
FILM 194S	Special Topics Seminar	John Jota Leanos	2024 Spring Quarter	2242	N	6	17																			23
FILM 196A	Sr Prjct Narr Prod	Susana Barron	2024 Spring Quarter	2242	N	7	7																1			15
FILM 196C	Sr Documntry Wksp	Jonathan Alonso	2024 Spring Quarter	2242	N	6	2	3																		11
FILM 197	Digital Media Wkshp	Susana Ruiz	2024 Spring Quarter	2242	N		2	8	2	1	1															14
FMST 10	FeminismGlobalSouth	Anjali R Arondekar	2024 Spring Quarter	2242	N	7	77	19			2		2	1	1				4					1		114
