Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
ASTR 10	Big Bang Planet Earth	Alexie Leauthaud	2023 Winter Quarter	2230	N		50	41	17	12	7	4	5		1			1	9	2				3		152
ASTR 117	Hi Energy Astrophys	Noemie Globus	2023 Winter Quarter	2230	N	1	3	2	2	1	2	1	2					1		1				1		17
ASTR 119	Intro Sci Computing	Kevin A Bundy	2023 Winter Quarter	2230	N	6	9	1	3	3				1		2			1					2		28
ASTR 220A	Stars and Planets I	Ryan Joseph Foley	2023 Winter Quarter	2230	N	4	4	3		2											3					16
ASTR 260	Instrument for Astr	Constance Mary Rockosi	2023 Winter Quarter	2230	N		2														9					11
BIOC 100B	Biochemistry	Michael D Stone	2023 Winter Quarter	2230	N	16	21	39	16	22	16	6	2			1		1								140
BIOC 163A	Quantum Mech/Spec BMB	William G Scott	2023 Winter Quarter	2230	N	3	10	3	10	23	1	1	4			2		2						2		61
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2023 Winter Quarter	2230	N		9	18	9	16	5	6	2											1		66
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2023 Winter Quarter	2230	N		15	31	12	43	22	14	16	4	1			1								159
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2023 Winter Quarter	2230	N	4	17	41	25	66	24	19	15		15	7		8	3	4				3		251
BIOE 82	Intro Field Res/Con	Allison Gong	2023 Winter Quarter	2230	N	3	10		3	7						1		1	1	1						27
BIOE 107	Ecology	Bruce E Lyon	2023 Winter Quarter	2230	N	8	7	9	9	12	8	23	18			2		7		1				2		106
BIOE 108	Marine Ecology	Mark H Carr	2023 Winter Quarter	2230	Y	5	7	9	5	29	8	7	9			2		1	2	1				1		86
BIOE 109	Evolution	Joanna Lynne Kelley	2023 Winter Quarter	2230	N	6	57	16	18	24	4	3	7	2	1			5		1				1		145
BIOE 117	Botany Flower Plnts	Kathleen M Kay	2023 Winter Quarter	2230	N	5	9	5	5	6	2	4	3					3								42
BIOE 117L	Systemtc Botany Lab	Kathleen M Kay	2023 Winter Quarter	2230	N	2	3	1	1	5	2	1	5					1								21
BIOE 117L	Systemtc Botany Lab	Kathleen M Kay	2023 Winter Quarter	2230	N		3	2	1	6	1	2	4					1								20
BIOE 122	Invertebrat Zoology	Baldo Branimir Marinovic	2023 Winter Quarter	2230	N	1	14	16	12	5	16	15	18					3								100
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2023 Winter Quarter	2230	N	1	2	4	3	6	5	1	2					1								25
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2023 Winter Quarter	2230	N	4	2	4	6	3	4		1					1								25
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2023 Winter Quarter	2230	N	2	3	3	4	5	4	3						1								25
BIOE 122L	Invertebrt Zool Lab	Baldo Branimir Marinovic	2023 Winter Quarter	2230	N	2	2	2	5	5	2	3	3						1							25
BIOE 125	Ecosystems of Calif	Kat Bernier	2023 Winter Quarter	2230	Y		6	4	1	5		1	2				1	1	1					1		23
BIOE 131	Animal Physiology	Rita Mehta	2023 Winter Quarter	2230	N		25	25	9	23	6	1	3			1		1								94
BIOE 131L	Animal Physiolo Lab	Rita Mehta	2023 Winter Quarter	2230	N		14			1			1													16
BIOE 131L	Animal Physiolo Lab	Rita Mehta	2023 Winter Quarter	2230	N		25	1		1	1							2								30
BIOE 137	Molecular Eco	Rachel Meyer	2023 Winter Quarter	2230	N	4	9	4		3		1	5		1				2							29
BIOE 137L	Molecular Eco Lab	Rachel Meyer	2023 Winter Quarter	2230	N	13	8	3	1	1	1					1			1							29
BIOE 140	Behavioral Ecology	Caroline Brett Casey	2023 Winter Quarter	2230	N	11	21	23	9	14	3	3	3	3	1			1	1							93
BIOE 141L	Behav Ecol Fld Crs	Bruce E Lyon	2023 Winter Quarter	2230	N	4	8	4	1	4	2		1						1	1						26
BIOE 145	Plant Ecology	Ingrid Marie Parker	2023 Winter Quarter	2230	Y		13	10	3	5	3	4	2					2								42
BIOE 159A	Fld Qtr:Marine Ecol	Peter T Raimondi	2023 Winter Quarter	2230	N		20	2																		22
BIOE 159C	Fld Qtr:Field Ecolo	Peter T Raimondi	2023 Winter Quarter	2230	N		19			3																22
BIOE 159F	Global Change Ecology	Kristy Jean Kroeker	2023 Winter Quarter	2230	N	2	9	4	3	2		1							1							22
BIOE 163	Reef/Mangrv/Seagras	Donald C Potts	2023 Winter Quarter	2230	N	3	6	3	6	5	4	1	2													30
BIOE 163L	Reef/Mangr Eco Lab	Donald C Potts	2023 Winter Quarter	2230	N	3	8	8	5	3	2	1														30
BIOE 172	Population Genetics	Omar Cornejo	2023 Winter Quarter	2230	Y		1	2		2	5	1	6			1		1	1							20
BIOL 20A	Cell & Molecular Bi	Guido Bordignon	2023 Winter Quarter	2230	N	9	48		9	67		23	66		12	12		8	1	5				5		265
BIOL 20L	Experimental Lab	James A Shanks	2023 Winter Quarter	2230	N	14	55	40	15	15	9	5	5			1								3		162
BIOL 100	Biochemistry	Jeremy C Lee	2023 Winter Quarter	2230	N	7	21	12	12	16	15	10	47	6		8		29		5				4		192
BIOL 101L	Molecular Bio Lab	Jeremy Earl Kreher	2023 Winter Quarter	2230	N		9	21	9	15	11	5	14			6								1		91
BIOL 105	Genetics	Upasna Sharma	2023 Winter Quarter	2230	N	13	41	20	16	57	9	22	17	6		4		10		1				13		229
BIOL 107L	Syn Gene Reg Lab II	Rohinton T Kamakaka	2023 Winter Quarter	2230	N	7	6	2																		15
BIOL 110	Cell Biology	Hannah Marie Vicars	2023 Winter Quarter	2230	N	2	9	21	10	11	20	14	10		4	5		1								107
BIOL 111A	Immunology I	Susan Carpenter	2023 Winter Quarter	2230	N	23	36	1		4			2						1					4		71
BIOL 115	Eukaryotc Molec Bio	Hanns Hinrich Boeger	2023 Winter Quarter	2230	N	3	23	4	7	16		3	17						1					1		75
BIOL 115L	Eukaryotc Molec Lab	Jeremy Earl Kreher	2023 Winter Quarter	2230	N		1	3	5	3			1													13
BIOL 118	Human Genetics	Olena Morozova	2023 Winter Quarter	2230	N	8	15	5	2	9	3	4	13	1					2	1						63
BIOL 122K	Phage Biology Lab I	James A Shanks	2023 Winter Quarter	2230	N	1	2	4	4	3	2	2														18
BIOL 125	Intro to Neurosci	Euiseok Kim	2023 Winter Quarter	2230	N	3	9		7	8	6	10	12			2		2	1	3				1		64
BIOL 126	Neural Plasticity	Yi Zuo	2023 Winter Quarter	2230	Y	2	7	6	7	10	2	2	3	2		1										42
BIOL 129C	Adv Nerv Sys Disorders	David A Feldheim	2023 Winter Quarter	2230	N		9			2																11
BIOL 129L	Neurobiology Lab	Jeremy C Lee	2023 Winter Quarter	2230	N	5	10																			15
BIOL 130	Human Physiology	Giulia Jale Gurun Gurun	2023 Winter Quarter	2230	N	2	6	10	8	10	4	4	19			1	2			1						67
BIOL 130L	Human Physiology Lab	Giulia Jale Gurun Gurun	2023 Winter Quarter	2230	N	2	8	6	8	12	9	2	10											2		59
BIOL 186L	Undergrad Rsrch MCD	Douglas Kellogg	2023 Winter Quarter	2230	Y	16	3																			19
BIOL 186R	UG Research: MCD Bio	Douglas Kellogg	2023 Winter Quarter	2230	Y	1	9		1																	11
BIOL 189W	Human Biology DC	Michael Jake Doody	2023 Winter Quarter	2230	N	1	10	4	4	1	1															21
BIOL 200F	Logic Sci Discovery	Douglas Kellogg; Upasna Sharma	2023 Winter Quarter	2230	N		5	4	6																	15
BIOL 230	Grant Writing Bio Sci	Lindsay Hinck; Susan Carpenter	2023 Winter Quarter	2230	N		3		1												11					15
BIOL 289	Practice of Science	Olena Morozova; Sofie R Salama	2023 Winter Quarter	2230	N	1	8														15					24
BME 5	Intro to Biotech	Nader Pourmand	2023 Winter Quarter	2230	N	3	4	8	5	3	8	7	3	1		4		3	4	1				1		55
BME 21L	Intro to Basic Lab	Dianne G Hendricks	2023 Winter Quarter	2230	N		10	1					1											1		13
BME 22L	BME Molecular Biology1	Dianne G Hendricks	2023 Winter Quarter	2230	N	7	8			1																16
BME 22L	BME Molecular Biology1	Dianne G Hendricks	2023 Winter Quarter	2230	N	6	4		1																	11
BME 22L	BME Molecular Biology1	Dianne G Hendricks	2023 Winter Quarter	2230	N	4	5		1	3																13
BME 80H	The Human Genome	Christopher Vollmers; Richard Edward E Green	2023 Winter Quarter	2230	N	2	8			15			6						2							33
BME 110	Comp Bio Tools	Daniel Kim	2023 Winter Quarter	2230	N	9	11	7	6	2	5	1	2					1	3					1		48
BME 122H	Env Virology	David Lee Bernick	2023 Winter Quarter	2230	N		17						1					1								19
BME 128	Protein Engineering	Rebecca M Dubois	2023 Winter Quarter	2230	N	2	7	8	4	3	1	1	1					1	2		1					31
BME 160	ResBioProgramming	David Lee Bernick	2023 Winter Quarter	2230	N	5	47	15	2	5	3	2						3	6	3	3			2		96
BME 177	Engr Stem Cells	Ali Shariati	2023 Winter Quarter	2230	N	12	13	7	3										1							36
BME 230A	Intro Comp Genomics	Benedict John Paten; Joshua M Stuart	2023 Winter Quarter	2230	N	16	5	5	5	1		2		1				1			13	1				50
BME 275	Entrepren in Biotech	Richard Edward E Green	2023 Winter Quarter	2230	Y		7														4					11
BME 278	Stem Cell Biology	Camilla E Forsberg	2023 Winter Quarter	2230	N	1	1	1													8					11
CHEM 1A	General Chemistry	Geri Kerstiens	2023 Winter Quarter	2230	N		140	42	46	147	16	5	31	4		4		14	6	4				5		464
CHEM 1B	General Chemistry	Geri Kerstiens	2023 Winter Quarter	2230	N		78	31	29	87	8	10	22		2	2		9	7	5				2		292
CHEM 1C	General Chemistry	Aura Alegra Eroy-Reveles	2023 Winter Quarter	2230	N		97	28	24	39	9	29	28	7		8		5		5						279
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2023 Winter Quarter	2230	N		153	22	4	9	5	4	1					2	1	1				4		206
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2023 Winter Quarter	2230	N		221	9	8	9		1						1						1		250
CHEM 4B	Advanced Gen Chem	Ilan Benjamin	2023 Winter Quarter	2230	N			1		5	5	4	1			1		3								20
CHEM 8A	Organic Chemistry	Robert Scott Lokey	2023 Winter Quarter	2230	N	11	30	9	17	20	21	20	49	1		10		3		1				3		195
CHEM 8B	Organic Chemistry	Burcak Artun	2023 Winter Quarter	2230	N	37	29	31	48	48	40	42	25	21	11	7		13	1	9				4		366
CHEM 8L	Organic Chem Lab	Caitlin Maria Binder	2023 Winter Quarter	2230	N	55	84	23	9	7	2		1											1		182
CHEM 8M	Organic Chem Lab	Caitlin Maria Binder	2023 Winter Quarter	2230	N	70	108	19	5	8	1	4	3		1	1								1		221
CHEM 151A	Chemistry of Metals	Timothy C Johnstone	2023 Winter Quarter	2230	N		9	5	3	14	2	1	9		1	1	2	1								48
CHEM 151L	Inorganic Lab	Timothy C Johnstone	2023 Winter Quarter	2230	N	4	9	11	6	3	4	2	5					2						1		47
CHEM 160K	Biochem Research Lab	Seth M Rubin	2023 Winter Quarter	2230	N		13	2																		15
CHEM 163B	Chem Thermodynamics	Shaowei Chen	2023 Winter Quarter	2230	N		4	10	9	6	9	4	4	1				1		1				1		50
CHEM 164	Physical Chem Lab	Yat Li	2023 Winter Quarter	2230	N	3	5	3	12	10	7	4	3					1		1						49
CHEM 200B	Adv Macro Structr	Sarah Loerch	2023 Winter Quarter	2230	N	3	3	1	4	1																12
CHEM 242C	Spctroscpy Analytics	John MacMillan	2023 Winter Quarter	2230	N		10	1	1												3					15
CHEM 262	Statistic Mechanics	Ilan Benjamin	2023 Winter Quarter	2230	N		10	5	2	4	1										2					24
CHIN 2	Chinese: First Year	Elu (I Ju) Tu	2023 Winter Quarter	2230	N	7	15		3			1														26
CHIN 2	Chinese: First Year	Elu (I Ju) Tu	2023 Winter Quarter	2230	N	1	6		3	3					1	1				1	1			1		18
CHIN 5	Chinese: Second Year	Ting-Ting Wu	2023 Winter Quarter	2230	N	1	5	6	1	3	1	1							2							20
CHIN 107	Chinese: Classical Prose	Ting-Ting Wu	2023 Winter Quarter	2230	N	8	12	3		3	2			1					2							31
CLNI 85	Global Action	Erin S Ramsden	2023 Winter Quarter	2230	N	3	11	3	1	1									1							20
CLNI 85	Global Action	Erin S Ramsden	2023 Winter Quarter	2230	N	7	6	5		1	1					1								1		22
CLNI 85	Global Action	Erin S Ramsden	2023 Winter Quarter	2230	N	21												2								23
CLNI 85	Global Action	Erin S Ramsden	2023 Winter Quarter	2230	N		21	1			1								1							24
CMMU 20	Media/Social Movements	Rachel A Goodman	2023 Winter Quarter	2230	N	5	14	13	2	5	5		1					1	3	1				4		54
CMMU 101	Soc Mvmts/3rd Sectr	Mary Beth Pudup	2023 Winter Quarter	2230	N	6	4	4	1	5	5		4			1		1	1					1		33
CMMU 107	Analys Fld Material	Elliott Oakley	2023 Winter Quarter	2230	N		8	2	1	2	3	1						1								18
CMMU 107	Analys Fld Material	M. W. Amarasiri de Silva	2023 Winter Quarter	2230	N	2	6	1	4	1																14
CMMU 134	No Place Like Home	Kyle Rod Galindez	2023 Winter Quarter	2230	N	15	14	3	1										1							34
CMMU 137	CommunityClimateChange	Elliott Oakley	2023 Winter Quarter	2230	N		6	9	1	6							1	1	1	1						26
CMMU 165	CommunityGlobalHealth	-	2023 Winter Quarter	2230	N	3	21	9	1					1					3							38
CMMU 186	FoodAgri/Soc	Erica Zurawski	2023 Winter Quarter	2230	N	5	12	3	6	4	3		4						1					3		41
CMPM 15	Research Explorations	David Lee	2023 Winter Quarter	2230	N	8	45	3	1	4		1			1				1	1				1		66
CMPM 26	3D Animation	Christopher Yonge	2023 Winter Quarter	2230	N	12	12	8	7	6	1	1						2	11	6				1		67
CMPM 80K	FoundationsGameDesgn	Noah Wardrip-Fruin	2023 Winter Quarter	2230	N	72	71	38	16	19	13	3	11	5	3	3	1	15	5	11				3		289
CMPM 163	Game Graphics	Eric Lengyel	2023 Winter Quarter	2230	N		46	12	7	6	6		3	2					3	1						86
CMPM 169	Creative Coding	Wes Modes	2023 Winter Quarter	2230	N		65	3	1	1			1					1		1						73
CMPM 171	Game Design II	Katherine Ann Green; Wes Modes	2023 Winter Quarter	2230	N		59	5	1																	65
CMPM 171	Game Design II	Katherine Ann Green; Wes Modes	2023 Winter Quarter	2230	N		63	6	5			1														75
CMPM 176	Game Systems	Jared Nassar Pettitt	2023 Winter Quarter	2230	N	3	37	32	6	23	5	1		1				5	4					1		118
CMPM 178	Design Research	David Lee	2023 Winter Quarter	2230	N	15	51	12	7	6	1	1						2	4					1		100
CMPM 194F	Group Tutorial	David Lee	2023 Winter Quarter	2230	N		50	1											1							52
CMPM 202	Comp Media Reserch	Adam Marshall Smith	2023 Winter Quarter	2230	N	1	1	1													8					11
CMPM 230	Game Data Science	Magy Seif El-Nasr	2023 Winter Quarter	2230	N	1	5														4					10
COWL 12	Public Speaking	Catherine Marie Carlstroem	2023 Winter Quarter	2230	N		1	7	6										5							19
COWL 52	Personal Finance	Patricia M Kelly	2023 Winter Quarter	2230	N	102	340	65	27	24	3	3	1	2		3		3	22	9				6		610
COWL 52	Personal Finance	Patricia M Kelly	2023 Winter Quarter	2230	N	29	31	3	1	1			1					2	8	1				1		78
COWL 111	Mock Trial Workshop	Caitlin Marie Stinneford	2023 Winter Quarter	2230	N	8	34	5	1	4		2	1					1	3							59
COWL 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2023 Winter Quarter	2230	N	5	30	3	3	2	1	1						1	11	2				1		60
COWL 140	Designing Your Life	Remy Franklin	2023 Winter Quarter	2230	Y	3	7	1			1							1	2	1						16
COWL 168	Social Change	Caitlin Marie Stinneford	2023 Winter Quarter	2230	N	17	59	12	4	5	2		2					2	2	1						106
COWL 168	Social Change	Caitlin Marie Stinneford	2023 Winter Quarter	2230	N	13	75	10	4	5	2		2			1		1	3							116
COWL 184B	Leadership & Instit	Caitlin Marie Stinneford; Cynthia Kathleen Larive	2023 Winter Quarter	2230	N	13	31	3	1																	48
COWL 194F	Group Tutorial	Shelly A. Grabe	2023 Winter Quarter	2230	N	2	12	1	1																	16
CRES 70S	Intro to the Sikhs	Naindeep Chann	2023 Winter Quarter	2230	N	6	96	21	14	7	1	1	3					8	13	4				4		178
CRES 70S	Intro to the Sikhs	Naindeep Chann	2023 Winter Quarter	2230	N		5	2	2											1						10
CRES 70U	(Un)docu Studies	Raul Meneses Samperio	2023 Winter Quarter	2230	N														22	3						25
CRES 100	Comparative Theories	Luis Trujillo	2023 Winter Quarter	2230	N	19	12	5	2	2		1	5		1	1	1	4	3							56
CRES 110G	Westside Stories	Savannah T Shange-Binion	2023 Winter Quarter	2230	Y	3	3	4	3	1		2	2						12	1				1		32
CRES 121	K-12 Ethnic Studies	Tricia Gallagher-Geurtsen	2023 Winter Quarter	2230	Y	20	13	7		1	1	2	3							2				1		50
CRES 132	Black Speculations	Sophia Azeb	2023 Winter Quarter	2230	N	3	14	4	4	3	1	1							4							34
CRES 188A	Transnatl AAPI Studies	Thien-Huong Ninh	2023 Winter Quarter	2230	N		8	2		1	1							1	1							14
CRES 190R	Hist of Carceral State	Marisol LeBron	2023 Winter Quarter	2230	Y		5	3			1								1							10
CRSN 20G	PeregrFalconsReturn	Glenn Roy Stewart	2023 Winter Quarter	2230	N	26	29			8			2					2	2							69
CRSN 55	Service Learning	Susan Allen Watrous	2023 Winter Quarter	2230	N		18	5																		23
CRSN 152	IDEASS Lab	Tamara Bethune Ball	2023 Winter Quarter	2230	N		4	2	2	1														1		10
CRWN 70	Intro to Radio	Manel Camps	2023 Winter Quarter	2230	N	5	5	4											1							15
CRWN 70L	Radio Production	Manel Camps	2023 Winter Quarter	2230	N	5	3	4	1	1									1							15
CRWN 80F	Science Fiction	Dion N Farquhar	2023 Winter Quarter	2230	N	6	7	6	3										3	1						26
CRWN 86	Story in Digital Age	Kathleen J Greaney	2023 Winter Quarter	2230	N	8	11		1	2	1	1						1								25
CRWN 90	EntrepreneurshipAcad	Kathleen J Greaney	2023 Winter Quarter	2230	N	4	14	3		3		1	2						1					1		29
CRWN 95	Business Assistance	Nada Miljkovic; Yuliya Monastyrska	2023 Winter Quarter	2230	N	17	6	2					1					2	2							30
CRWN 96	Digital Theater WS	Abel Cornejo	2023 Winter Quarter	2230	N	10	7			2																19
CRWN 100	Org Fundamentals	Peter Joseph Koht	2023 Winter Quarter	2230	N		16												1					2		19
CRWN 140	Designing Your Life	Remy Franklin	2023 Winter Quarter	2230	Y	3	8	1	1										3							16
CSE 3	Personal Computers	Gerald Bennett Moulds	2023 Winter Quarter	2230	N		239		11	26		5	12			2		10	11	6				3		325
CSE 12	Com Sys/Assmbly Lan	Sagnik Nath	2023 Winter Quarter	2230	N	78	60	17	12	18	7	4	9	4	3	4		11		1				1		229
CSE 12	Com Sys/Assmbly Lan	Marcelo Siero	2023 Winter Quarter	2230	N	89	62	17	12	29	3	4	13	1		2		9		6				1		248
CSE 13S	Comp Sys and C Prog	Kerry Scott Veenstra	2023 Winter Quarter	2230	N		12	14	22	29	22	16	23		5	4	6	31	1	24				22		231
CSE 13S	Comp Sys and C Prog	Darrell D. E. Long	2023 Winter Quarter	2230	N	5	7	19	16	10	27	7	13	3	2	2	5	17		12				8		153
CSE 16	Appl Discrete Math	Owen Arden	2023 Winter Quarter	2230	N	66	82	69	36	22	14	4	13		3	3	2	2		1						317
CSE 20	Beginning Python	Larissa A Munishkina	2023 Winter Quarter	2230	N	11	21	14	2	15	3	6	14		1	7	9	11	5	4	1			3		127
CSE 20	Beginning Python	Benedict John Paten	2023 Winter Quarter	2230	N	36	14	9	9	13		5	4		3	4		9	8	3				3		120
CSE 20	Beginning Python	Tracy Larrabee	2023 Winter Quarter	2230	N	6	70	19	29	20	7	3	5	3				9	16	7				3		197
CSE 20	Beginning Python	Oswald A Campesato	2023 Winter Quarter	2230	N		35	9	4	6	1	2	4				1	9	4	6				6		87
CSE 20	Beginning Python	Oswald A Campesato	2023 Winter Quarter	2230	N		11	3	2	2			1					1	2	2				1		25
CSE 30	Prog Abs Python	Larissa A Munishkina	2023 Winter Quarter	2230	N	45	71	42	43	40	14	8	23		9	12	7	7	1	9				8		339
CSE 30	Prog Abs Python	Kishore Kumar Pusukuri	2023 Winter Quarter	2230	N	109	109	25	23	7	8	2	5					2	1	2				5		298
