Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
ARTG 137	Tabletop RPG Design	Elizabeth A Swensen	2022 Fall Quarter	2228	N	20	4									1		1	1							27
ARTG 142	Black Aesthetics	A.M. Darke	2022 Fall Quarter	2228	Y	1	11											1	2					1		16
ARTG 170	Game Design I	Tamara Madeleine Duplantis	2022 Fall Quarter	2228	N		88			5			1						1							95
ARTG 170	Game Design I	Kristen Ling Gillette	2022 Fall Quarter	2228	N		22	2				1						1	2							28
ASTR 1	The Cosmos	Nia Imara	2022 Fall Quarter	2228	N	14	50	18	14	11		3	3	1				1	2					2		119
ASTR 2	Overview Universe	Nia Imara	2022 Fall Quarter	2228	N	13	36	20	14	15	4	3	3	1			1	2	2	1				1		116
ASTR 113	Intro Cosmology	Piero Madau	2022 Fall Quarter	2228	N	6	9	1	8	3	1		2			1		3						1		35
ASTR 119	Intro Sci Computing	Naor Movshovitz	2022 Fall Quarter	2228	N	14	5	3	1	1			2		1			3		3						33
ASTR 204	Astrophysics II	Ruth Murray-Clay	2022 Fall Quarter	2228	N		8		1	2																11
ASTR 292	Seminar	Puragra Guha Thakurta	2022 Fall Quarter	2228	N	2															15					17
BIOC 100A	Biochemistry	William G Scott	2022 Fall Quarter	2228	N	6	22	5	13	56	16	11	30			7		3		3				8		180
BIOE 20B	Developmt & Physiol	Elsie Cecilia Prieto Carrillo	2022 Fall Quarter	2228	N	8	126	39	10	13	11	4	6					2	1							220
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2022 Fall Quarter	2228	N	1	13	18	5	19	6	2	7		1	1		1								74
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2022 Fall Quarter	2228	N	1	8	39	38	48	39	19	26		2	3		9	9	2				2		245
BIOE 82	Intro Field Res/Con	Sean Bryant Reilly	2022 Fall Quarter	2228	N		25																	2		27
BIOE 82	Intro Field Res/Con	Kristen Kusic Heady	2022 Fall Quarter	2228	N	12	12												1							25
BIOE 107	Ecology	Laurel R Fox	2022 Fall Quarter	2228	N	7	11	16	8	18	15	14	11	4				5	1					1		111
BIOE 109	Evolution	Kathleen M Kay	2022 Fall Quarter	2228	N	14	33	12	6	17	5	5	5			2		1								100
BIOE 124	Mammalogy	Gizelle M Hurtado	2022 Fall Quarter	2228	N		18			5			2													25
BIOE 124L	Mammalogy Lab	Gizelle M Hurtado	2022 Fall Quarter	2228	N		16			5			3						1							25
BIOE 125	Ecosystems of Calif	Timothy Michael Brown	2022 Fall Quarter	2228	Y		31		7	3	2	2	2	1	1	2	3	1		1				3		59
BIOE 126	Biol Large Marine Vert	Roxanne Santina Beltran	2022 Fall Quarter	2228	N	28	21	4	2	3	1							2	1	1						63
BIOE 134	Comparative Anatomy	Rita Mehta	2022 Fall Quarter	2228	N		38	9	4	3	1	1	2					1	1							60
BIOE 134L	Comparative Anatomy Lab	Rita Mehta	2022 Fall Quarter	2228	N		25	4		1		1		1												32
BIOE 134L	Comparative Anatomy Lab	Rita Mehta	2022 Fall Quarter	2228	N		24	1	2		1															28
BIOE 135	Plant Physiology	Jarmila Pittermann	2022 Fall Quarter	2228	N		14	10	8	7	16	3								1						59
BIOE 135L	Plant Physiology Lab	Jarmila Pittermann	2022 Fall Quarter	2228	N		9	3	2	2	3	1								1						21
BIOE 135L	Plant Physiology Lab	Jarmila Pittermann	2022 Fall Quarter	2228	N		6	4	3	4	1													1		19
BIOE 135L	Plant Physiology Lab	Jarmila Pittermann	2022 Fall Quarter	2228	N		8	4	3	3	2															20
BIOE 159A	Fld Qtr:Marine Ecol	Peter T Raimondi	2022 Fall Quarter	2228	N		25	2		1																28
BIOE 159B	Fld Qtr:Ichthyology	Giacomo Bernardi	2022 Fall Quarter	2228	N	3	15	7	3																	28
BIOE 159C	Fld Qtr:Field Ecolo	Giacomo Bernardi; Suzanne Henson Alonzo	2022 Fall Quarter	2228	N		17	7	3																	27
BIOE 159E	Fld Qtr:Behav Ecol	Suzanne Henson Alonzo	2022 Fall Quarter	2228	N	19	7		2																	28
BIOE 165	Marine Conserv Bio	Jessie Beck	2022 Fall Quarter	2228	N	4	51	16	2	2		1			1											77
BIOE 183W	Research in EEB	Donald C Potts	2022 Fall Quarter	2228	N	3	3	2	4											1				2		15
BIOL 15	Research Reports	Theodore R Holman	2022 Fall Quarter	2228	N		7	1		1									2							11
BIOL 20A	Cell & Molecular Bi	John W Tamkun	2022 Fall Quarter	2228	N	2	55	4	7	47	16	44	53	33	20	11	8	40	2	17				9		368
BIOL 20L	Experimental Lab	James A Shanks	2022 Fall Quarter	2228	N	11	62	53	29	27	6	6	4			1			2	2				1		204
BIOL 80A	Female Physiology	Stella Villegas Amtmann	2022 Fall Quarter	2228	N	5	34	26	34	41	24	14	13	8		1		3	29	5				2		239
BIOL 89	Fdns4Global&CommHealth	Grant A Hartzog; Matthew B Sparke	2022 Fall Quarter	2228	Y	25	37	21	10	2	4	4	2		2	1	1	3	1	3				3		119
BIOL 101	Molecular Biology	Jordan Ward	2022 Fall Quarter	2228	N	9	13	20	25	22	26	18	15			10		3		1						162
BIOL 101L	Molecular Bio Lab	Jeremy Earl Kreher	2022 Fall Quarter	2228	N	1	21	37	22	19	23	12	17			4		1		1				1		159
BIOL 105	Genetics	Michael Jake Doody	2022 Fall Quarter	2228	N	6	34	21	45	44	44	45	83		32	8		6		2				6		376
BIOL 109L	Yeast Molecular Gen	Giulia Jale Gurun Gurun	2022 Fall Quarter	2228	N		4		2	3	2	3	1	1										1		17
BIOL 110	Cell Biology	Guido Bordignon	2022 Fall Quarter	2228	N	6	64		16	94		13	31		3			2		1						230
BIOL 115L	Eukaryotc Molec Lab	Jeremy Earl Kreher	2022 Fall Quarter	2228	N		3	4	1	1	2	1														12
BIOL 121L	Enviro Phage Bio Lab	James A Shanks	2022 Fall Quarter	2228	N		2	3	4	1																10
BIOL 125	Intro to Neurosci	David A Feldheim	2022 Fall Quarter	2228	N	3	23	5	5	27	3	9	28						4	1				2		110
BIOL 186L	Undergrad Rsrch MCD	Michael Jake Doody	2022 Fall Quarter	2228	Y	1	10	2																		13
BIOL 189W	Human Biology DC	Martha C Zuniga	2022 Fall Quarter	2228	N		6	6		2	2	4														20
BIOL 200A	Critical Analysis	Carol Greider; Jordan Ward	2022 Fall Quarter	2228	N	3	7																			10
BME 5	Intro to Biotech	Nader Pourmand	2022 Fall Quarter	2228	N	1	1	8	6	10	13	10				5			5					1		60
BME 18	Sci Principles Life	David Haussler	2022 Fall Quarter	2228	N	3	35		6	16		7	4					1	3					2		77
BME 21L	Intro to Basic Lab	Dianne G Hendricks	2022 Fall Quarter	2228	N	2	14		1																	17
BME 21L	Intro to Basic Lab	Dianne G Hendricks	2022 Fall Quarter	2228	N	2	9			1	1															13
BME 21L	Intro to Basic Lab	Dianne G Hendricks	2022 Fall Quarter	2228	N	1	14			1																16
BME 80H	The Human Genome	Christopher Vollmers; Richard Edward E Green	2022 Fall Quarter	2228	N	2	12		8	13		2	5					1	4					1		48
BME 110	Comp Bio Tools	Todd M.J. Lowe	2022 Fall Quarter	2228	N	8	9	5	7	9	7	3	9	2		3		4	1					5		72
BME 122H	Env Virology	David Lee Bernick	2022 Fall Quarter	2228	N		15	1	1	1	1								1					1		21
BME 129A	Project Des/Imp BME I	Angela Brooks	2022 Fall Quarter	2228	N		14	1		1										1				2		19
BME 130	Genomes	Richard Edward E Green	2022 Fall Quarter	2228	N	2	9	2		5	1	2	3						2	1	1			3		31
BME 132	Evol Genomics	Shelbi Russell	2022 Fall Quarter	2228	Y	7	3		1	1	2		1													15
BME 140	Bioinstrumentation	Nader Pourmand	2022 Fall Quarter	2228	N		7	1	4			3	1							1	1					18
BME 185	Tech Writing Biomol	Dianne G Hendricks	2022 Fall Quarter	2228	N	20	6	7	1		2		2				1									39
BME 205	BioinfoModel/Algorthm	David Lee Bernick	2022 Fall Quarter	2228	N		29	6	2	3	1	1	1					2			11	1				57
BME 232	Evol Genomics	Shelbi Russell	2022 Fall Quarter	2228	Y	3		1													5	1				10
BME 272	Precision Medicine	Daniel Kim	2022 Fall Quarter	2228	N	3	5	2													6					16
BME 280B	Bioinform/Bioeng Sem	Tal Sharf	2022 Fall Quarter	2228	N														2		38	1				41
BME 296	Research Bioinfo	Russell Corbett-Detig	2022 Fall Quarter	2228	N		3														14					17
CHEM 1A	General Chemistry	Aura Alegra Eroy-Reveles	2022 Fall Quarter	2228	N		201	34	38	58	16	30	29	6		13		10	4	6				16		461
CHEM 1B	General Chemistry	Geri Kerstiens	2022 Fall Quarter	2228	N		109	22	22	85	11	6	40	3	2	5		16	5	5				4		335
CHEM 1C	General Chemistry	Aura Alegra Eroy-Reveles	2022 Fall Quarter	2228	N		72	17	17	41	15	23	23	5		5		6	1	4						229
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2022 Fall Quarter	2228	N		104	11	14	11	4	1	4			1		1	1	3				1		156
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2022 Fall Quarter	2228	N		230	9	9	7	3		1					3	1					1		264
CHEM 4A	Advanced Gen Chem	Theodore R Holman	2022 Fall Quarter	2228	N	1	4	8	2	1	2		2							1						21
CHEM 8A	Organic Chemistry	Robert Scott Lokey	2022 Fall Quarter	2228	N	14	39	14	40	178		48	8			3		6	2	2				6		360
CHEM 8L	Organic Chem Lab	Caitlin Maria Binder	2022 Fall Quarter	2228	N	75	186	16	6	12	5	3	3			1		2		2				3		314
CHEM 122	Instrumental Analys	Pradip Mascharak	2022 Fall Quarter	2228	N	1	4	7	1	2	3		3											1		22
CHEM 139	Chemical Prob Solving	Alex Ayzner	2022 Fall Quarter	2228	N		6	3	4	2		3						2	2					2		24
CHEM 146A	Adv Lab Organic	Caitlin Maria Binder	2022 Fall Quarter	2228	N	6	14		1	1		1	1													24
CHEM 160J	Biochem Research Lab	Seth M Rubin	2022 Fall Quarter	2228	N		11	4																		15
CHEM 163A	Quantum Mech & Spec	Yuan Ping	2022 Fall Quarter	2228	N	2	9	7	6	7	7	6	4	2		3								1		54
CHEM 171	Chem Bio	Shaun M Mckinnie	2022 Fall Quarter	2228	Y		6				1		1						1					1		10
CHEM 261	Founda Spectroscopy	Jin Zhong Zhang	2022 Fall Quarter	2228	N	8	8	5	3																	24
CHEM 271	Chemical Biology	Shaun M Mckinnie	2022 Fall Quarter	2228	Y	3	6	3					1					1			2					16
CHIN 1	Chinese: First Year	Elu (I Ju) Tu	2022 Fall Quarter	2228	N	1	17		1	4	1							1	1							26
CHIN 1	Chinese: First Year	Elu (I Ju) Tu	2022 Fall Quarter	2228	N	9	5		1	3									5		1			1		25
CHIN 1	Chinese: First Year	Elu (I Ju) Tu	2022 Fall Quarter	2228	N	2	10	1	1	4	1		2						1		1					23
CHIN 4	Chinese: Second Year	Ting-Ting Wu	2022 Fall Quarter	2228	N		11	3	3	1		1				1			1							21
CHIN 103	Advanced Chinese	Ting-Ting Wu	2022 Fall Quarter	2228	N	6	17	1			1								1							26
CHIN 103	Advanced Chinese	Ting-Ting Wu	2022 Fall Quarter	2228	N	4	18	1	1	1																25
CLNI 1	ALE:Intl/Global Persp	David M Lau	2022 Fall Quarter	2228	N	1	22	4			1		1			1										30
CLNI 1	ALE:Intl/Global Persp	Ajit Abraham	2022 Fall Quarter	2228	N		10	3	10		2	1				1		1	1							29
CLNI 1	ALE:Intl/Global Persp	Ajit Abraham	2022 Fall Quarter	2228	N	1	8	10	4	1	3	2	1													30
CLNI 1	ALE:Intl/Global Persp	Alisha Rene Romano	2022 Fall Quarter	2228	N	8	8	5	1	1			1					4	2							30
CLNI 1	ALE:Intl/Global Persp	Clara Sophia Weygandt	2022 Fall Quarter	2228	N	8	18	3	1																	30
CLNI 1	ALE:Intl/Global Persp	M. W. Amarasiri de Silva	2022 Fall Quarter	2228	N	14	4	10	2																	30
CLNI 1	ALE:Intl/Global Persp	M. W. Amarasiri de Silva	2022 Fall Quarter	2228	N	16	5	6		1						1										29
CLNI 1	ALE:Intl/Global Persp	Oscar Perea Rodriguez	2022 Fall Quarter	2228	N		5	11	7	1	1	1	1			1			2							30
CLNI 1	ALE:Intl/Global Persp	Oscar Perea Rodriguez	2022 Fall Quarter	2228	N		8	8	6	1	1	1	1						4							30
CLNI 1	ALE:Intl/Global Persp	Ajit Abraham	2022 Fall Quarter	2228	N	1	12	6	2	4	5															30
CLNI 1	ALE:Intl/Global Persp	Amber Sylva	2022 Fall Quarter	2228	N	14	7	4	1	1			1						1	1						30
CLNI 1	ALE:Intl/Global Persp	Amber Sylva	2022 Fall Quarter	2228	N	7	12	5	3							1			2							30
CLNI 1	ALE:Intl/Global Persp	David M Lau	2022 Fall Quarter	2228	N	4	24	1	1																	30
CLNI 1	ALE:Intl/Global Persp	Jeremy Gauger	2022 Fall Quarter	2228	N		21	3	3	2		1														30
CLNI 70	Community Garden	Linnea K Beckett	2022 Fall Quarter	2228	N	10	7	3											1							21
CMMU 10	Intr To Cmmu Actvsm	Leslie Lopez	2022 Fall Quarter	2228	N	4	28	22	9	18	4	3	4			14		1	3	2				4		116
CMMU 105A	Field Study	Mary Beth Pudup	2022 Fall Quarter	2228	N	2	17	3	3	3	3		1													32
CMMU 105B	Field Study	Mary Beth Pudup	2022 Fall Quarter	2228	N		18	7	2	2	2		1													32
CMMU 105C	Field Study	Mary Beth Pudup	2022 Fall Quarter	2228	N	9	10	10		2	1															32
CMMU 132	Amer Cities Soc Chg	Mary Beth Pudup	2022 Fall Quarter	2228	N	5	6	6	2	6	3		1					1	1	1						32
CMMU 145	Global Capitalism	Mark Richard Sean Howard	2022 Fall Quarter	2228	N	3	12	3	2	1	1	1		1		1		1	2	1				1		30
CMMU 167	SpecTopHealthEquity	M. W. Amarasiri de Silva	2022 Fall Quarter	2228	N	8	4																			12
CMPM 15	Research Explorations	David Lee; James Edward Davis	2022 Fall Quarter	2228	N	5	31												5		1					42
CMPM 25	3D Modeling	Christopher Yonge	2022 Fall Quarter	2228	N	44	60	31	13	13	1	4	2			3		5	14	4				2		196
CMPM 35	Data Structs Media	Brian M Hansen	2022 Fall Quarter	2228	N		61	4	3	1		2						1	1							73
CMPM 121	Game Technologies	David Abramov	2022 Fall Quarter	2228	N	24	66	16	3	2	1															112
CMPM 122	Business of Games	Joel Dreskin	2022 Fall Quarter	2228	N		25		1	2			1			1		1	2							33
CMPM 150	Digital Audio	Brian M Hansen	2022 Fall Quarter	2228	N		73	13	2	6	3				1					1						99
CMPM 170	Game Design I	Adam Marshall Smith; Wes Modes	2022 Fall Quarter	2228	N		134			2			3													139
CMPM 176	Game Systems	Elin Carstensdottir	2022 Fall Quarter	2228	N		99	18	6	11	4								1	1				2		142
CMPM 177	Creative Strategies	Hadiseh Gooranorimi	2022 Fall Quarter	2228	N	111	5											1	2					1		120
CMPM 194F	Group Tutorial	David Lee	2022 Fall Quarter	2228	N		37												3					2		42
CMPM 201	Intro Comp Media	Jim Whitehead	2022 Fall Quarter	2228	N	1	4														6					11
CMPM 243	Social Computing	David Lee	2022 Fall Quarter	2228	N		6														5					11
CMPM 280G	Generative Seminar	Adam Marshall Smith	2022 Fall Quarter	2228	N		2														11					13
CMPM 297A	Ind Stu or Research	Michael B John	2022 Fall Quarter	2228	N		4														12					16
COWL 1	ALE:ImaginingJustice	Johnny L. Allen	2022 Fall Quarter	2228	N	3	6	4	3	3	1		1				1		1							23
COWL 1	ALE:ImaginingJustice	Catherine Marie Carlstroem	2022 Fall Quarter	2228	N			6	6		5	2						1	3	1				1		25
COWL 1	ALE:ImaginingJustice	Catherine Marie Carlstroem	2022 Fall Quarter	2228	N		1	7	7	3	1	1		1				1	8							30
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2022 Fall Quarter	2228	N	5	19	1	1	2						1		1	1							31
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2022 Fall Quarter	2228	N		13	4	2	2	1	1						1	1							25
COWL 1	ALE:ImaginingJustice	Kathryn McQueen	2022 Fall Quarter	2228	N		5	3	5	4	5			1				2	3							28
COWL 1	ALE:ImaginingJustice	Virginia Darlow Troyer	2022 Fall Quarter	2228	N		15	2	2	6	3	2							1							31
COWL 1	ALE:ImaginingJustice	Kathryn McQueen	2022 Fall Quarter	2228	N		3	3	5	8	5	2	1	1					3							31
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2022 Fall Quarter	2228	N	2	6	3	4	4	2	1	1	2				2	1							28
COWL 1	ALE:ImaginingJustice	Maria Frangos	2022 Fall Quarter	2228	N	1	17	7	1	1	1		1													29
COWL 1	ALE:ImaginingJustice	Maria Frangos	2022 Fall Quarter	2228	N		20	4	3	2									2							31
COWL 1	ALE:ImaginingJustice	Todd Nathan Thorpe	2022 Fall Quarter	2228	N		17	7	4	2						1				1						32
COWL 1	ALE:ImaginingJustice	Lara Ramos Galas	2022 Fall Quarter	2228	N	1	9	5	4	4	2			1	2			2								30
COWL 1	ALE:ImaginingJustice	Kathryn McQueen	2022 Fall Quarter	2228	N		6	2	9	4	5	1	1		1				1							30
COWL 111	Mock Trial Workshop	Caitlin Marie Stinneford	2022 Fall Quarter	2228	N	3	36	5	4	3			2			1								1		55
COWL 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2022 Fall Quarter	2228	N	1	36	13	6	3	3	1	1					2	2	1				1		70
COWL 158A	Oral History	Cameron Mark Vanderscoff	2022 Fall Quarter	2228	N		13	4	2										1					1		21
COWL 168	Social Change	Caitlin Marie Stinneford	2022 Fall Quarter	2228	N	1	34	5	1									2								43
COWL 184A	Leadership & Instit	Caitlin Marie Stinneford; Cynthia Kathleen Larive	2022 Fall Quarter	2228	N	4	35	4	1	1	1		1						2	1						50
COWL 194	Group Tutorial	Shelly A. Grabe	2022 Fall Quarter	2228	N	2	7		1																	10
CRES 10	Intro to CRES	Marisol LeBron	2022 Fall Quarter	2228	N		113	56						14	1	1		3	10					2		200
CRES 68	Black Studies	Xavier Livermon	2022 Fall Quarter	2228	N	2	39	13	5	7	4	2	4					1	21	1						99
CRES 188T	Race, Sci, Tech	Thien-Huong Ninh	2022 Fall Quarter	2228	N		7	1		2			1	1			2	3		1						18
CRES 190B	Migration Studies	Thien-Huong Ninh	2022 Fall Quarter	2228	N		4		2									2	2							10
CRSN 1	ALE:Environ/Society	Clara Sophia Weygandt	2022 Fall Quarter	2228	N	13	9	3	3	1								1								30
CRSN 1	ALE:Environ/Society	Martin Rizzo-Martinez	2022 Fall Quarter	2228	N		25	1		3			1													30
CRSN 1	ALE:Environ/Society	Shannon J Cummings	2022 Fall Quarter	2228	N		28			1								1								30
CRSN 1	ALE:Environ/Society	Joy Anna Hagen	2022 Fall Quarter	2228	N	3	10	4	3	2	1		2	1		2			2							30
CRSN 1	ALE:Environ/Society	Candace Calsoyas	2022 Fall Quarter	2228	N	1	9	1	4	7	2		2					1	3							30
CRSN 1	ALE:Environ/Society	Kevin D MacClaren	2022 Fall Quarter	2228	N		22	4	1	2	1															30
CRSN 1	ALE:Environ/Society	Maximillian Myers Schmeder	2022 Fall Quarter	2228	N	2	22	1	1	1	1								2							30
CRSN 1	ALE:Environ/Society	Julianne Adams Hazlewood	2022 Fall Quarter	2228	N		7	9	3	5	1	2	2													29
CRSN 1	ALE:Environ/Society	Neil Schaefer	2022 Fall Quarter	2228	N	1	6	11	5	4	1															28
CRSN 1	ALE:Environ/Society	Neil Schaefer	2022 Fall Quarter	2228	N		2	12	5	6	2	2							1							30
CRSN 1	ALE:Environ/Society	Martin Rizzo-Martinez	2022 Fall Quarter	2228	N		25	3			1								1							30
CRSN 1	ALE:Environ/Society	Katherine Marie Ross	2022 Fall Quarter	2228	N	4	15	1	1	3	2	1	1					1								29
CRSN 1	ALE:Environ/Society	Katherine Marie Ross	2022 Fall Quarter	2228	N	4	8	4	5			2						1	1	1						26
CRSN 55	Service Learning	Susan Allen Watrous	2022 Fall Quarter	2228	N		13	4											6							23
CRSN 90	Food Justice/Sustain	Katie Lenore Monsen	2022 Fall Quarter	2228	N	5	2		1		2	1														11
CRSN 151C	Sust Lab Tools	Sue A Carter	2022 Fall Quarter	2228	N		5	2		4									3					2		16
CRSN 151C	Sust Lab Tools	Tela Favaloro	2022 Fall Quarter	2228	N	2	10	2	3		1	1	1											3		23
CRSN 152	IDEASS Lab	Eli Nygren	2022 Fall Quarter	2228	N		15						2						1							18
CRWN 1	ALE:Emerging Tech	Francis Carolina Gonzalez Riano	2022 Fall Quarter	2228	N	10	13		1			1	2						1							28
CRWN 1	ALE:Emerging Tech	Tim R Fitzmaurice	2022 Fall Quarter	2228	N	16	12	1					1													30
CRWN 1	ALE:Emerging Tech	Kathleen J Greaney	2022 Fall Quarter	2228	N	4	11	1	3	4		1	1			1		2								28
CRWN 1	ALE:Emerging Tech	Francis Carolina Gonzalez Riano	2022 Fall Quarter	2228	N	4	25		1																	30
CRWN 1	ALE:Emerging Tech	Marilyn Dilworth Patton	2022 Fall Quarter	2228	N	8	15	2	1	1		1				2										30
CRWN 1	ALE:Emerging Tech	Marilyn Dilworth Patton	2022 Fall Quarter	2228	N	7	18	1	1	2									1							30
