Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
CRWN 1	ALE:Emerging Tech	Linda MacDonald Glenn	2022 Fall Quarter	2228	N	8	12	4		2	1															27
CRWN 1	ALE:Emerging Tech	Lisa Berkley	2022 Fall Quarter	2228	N	8	6		3	5	2	1	2											1		28
CRWN 1	ALE:Emerging Tech	Linda MacDonald Glenn	2022 Fall Quarter	2228	N	8	12	3		1	1					1										26
CRWN 1	ALE:Emerging Tech	Lisa Berkley	2022 Fall Quarter	2228	N	12	14	1	1																	28
CRWN 1	ALE:Emerging Tech	Kathleen J Greaney	2022 Fall Quarter	2228	N	7	13	4	1	3			1						1							30
CRWN 1	ALE:Emerging Tech	Nada Miljkovic	2022 Fall Quarter	2228	N	9	11	5	2	1																28
CRWN 1	ALE:Emerging Tech	Nada Miljkovic	2022 Fall Quarter	2228	N	5	7	1	3	2	1	1	1													21
CRWN 70	Intro to Radio	Manel Camps	2022 Fall Quarter	2228	N	5	8	1											1							15
CRWN 70L	Radio Production	Manel Camps	2022 Fall Quarter	2228	N	5	8											1								14
CRWN 79	Soc Eth Technology	Abel Cornejo	2022 Fall Quarter	2228	N	2	8																	1		11
CRWN 88	ComputFuturol	Peter L Rothman	2022 Fall Quarter	2228	N	8	14																			22
CRWN 91	Marketing for Good	Richard Vargas	2022 Fall Quarter	2228	N	7	16																			23
CRWN 95	Business Assistance	Nada Miljkovic; Yuliya Monastyrska	2022 Fall Quarter	2228	N	10	6	6																		22
CSE 3	Personal Computers	Gerald Bennett Moulds	2022 Fall Quarter	2228	N		220		7	18		5	7			7		3	15	5	3			3		293
CSE 12	Com Sys/Assmbly Lan	Sagnik Nath	2022 Fall Quarter	2228	N	38	89	31	32	57	9	34	8	4		4	1	22	5	6				3		343
CSE 13S	Comp Sys and C Prog	Ethan L Miller	2022 Fall Quarter	2228	N		8	12	21	36	11	19	37			29		70		57				25		325
CSE 16	Appl Discrete Math	Allen Van Gelder	2022 Fall Quarter	2228	N	125	32	24	25	12	11	8	12			2		4	2	3				7		267
CSE 20	Beginning Python	Cormac A Flanagan	2022 Fall Quarter	2228	N	69	57	40	31	28	14	17	18			11		7		6				2		300
CSE 20	Beginning Python	Larissa A Munishkina	2022 Fall Quarter	2228	N	26	86	29	42	18	17	17	15		5	8	4	9	1	3				3		283
CSE 20	Beginning Python	Tracy Larrabee	2022 Fall Quarter	2228	N	27	162	26	22	8	2	2	4	2		1			8	2				3		269
CSE 20	Beginning Python	Benedict John Paten	2022 Fall Quarter	2228	N	118	57	31	26	27		13	13		2	3		16	11	8	2			8		335
CSE 30	Prog Abs Python	Larissa A Munishkina	2022 Fall Quarter	2228	N	33	80	35	16	43	10	11	50		17	10	8	13	4	20				12		362
CSE 80A	Universal Access	Roberto Manduchi	2022 Fall Quarter	2228	N		4	11	14	7	7	6	6	3					4	1						63
CSE 80N	Intro to Networking	Richard Michael Jude Graziani	2022 Fall Quarter	2228	N	52	49	14	5	12	5							1	5							143
CSE 100	Logic Design	Martine Schlag	2022 Fall Quarter	2228	N	2	9	8	7	7	3	10	9			7		8		5				6		81
CSE 100L	Logic Design Lab	Martine Schlag	2022 Fall Quarter	2228	N	2	9	8	7	7	3	10	9			7		7		6				5		80
CSE 101	Data Structs & Algs	Ioannis Demertzis	2022 Fall Quarter	2228	N	32	35	15	23	25	24	19	8					24	1	21				27		254
CSE 101	Data Structs & Algs	Seshadhri Comandur	2022 Fall Quarter	2228	N	24	24	13	29	20	8	2	34					16		13				9		192
CSE 102	Intro Algorthm Anyl	Patrick Tantalo	2022 Fall Quarter	2228	N	8	48	37	12	45	24	6	27		2	1		4		3				5		222
CSE 103	Computational Models	Delbert Dean Bailey	2022 Fall Quarter	2228	N		10			44			41			2		1		5						103
CSE 107	Probability/Stats	Patrick Tantalo	2022 Fall Quarter	2228	N	3	10	8	5	30	23	15	55	6	9	6	5	10	1	4				5		195
CSE 109	Quantum Computing	Alexandra Kolla	2022 Fall Quarter	2228	Y		2	7	3	3	2		1	1				2		3				2		26
CSE 111	Adv Programming	David Charles Harrison; Omar Ahmadyar	2022 Fall Quarter	2228	N		12	8	11	8	5	6	8			1		5	2	6				7		79
CSE 114A	Found of Program Lang	Owen Arden	2022 Fall Quarter	2228	N	7	13	27	20	23	8	18	16		4	2	2	2		1						143
CSE 115A	Intro Software Eng	Richard K Jullig	2022 Fall Quarter	2228	N	14	65	9	9	4			1													102
CSE 115D	Software Design Accel	Richard K Jullig	2022 Fall Quarter	2228	N	7	10	3																		20
CSE 118	Mobile Applications	David Charles Harrison	2022 Fall Quarter	2228	N		2	9	9	5	4	4	7					2	1	8				3		54
CSE 120	Computer Architect	Sagnik Nath	2022 Fall Quarter	2228	N	18	42	17	12	41	4	6	1	1	2	2	1	1		1				3		152
CSE 120	Computer Architect	Jose Renau Ardevol	2022 Fall Quarter	2228	N	27	55	10	6	15	3	6				2		2		1				2		129
CSE 121	Embedded System Design	Heiner Litz	2022 Fall Quarter	2228	N		16	18	2	9	1	1	3							2						52
CSE 130	Prin Comp Sys Dsgn	Peter Alexander Alvaro	2022 Fall Quarter	2228	N	4	38	25	20	38	16	11	11					8	1	10				17		199
CSE 132	Computer Security	Alvaro A Cardenas	2022 Fall Quarter	2228	N	12	23	6	4	2									1							48
CSE 140	Artif Intelligence	Narges Norouzi	2022 Fall Quarter	2228	N	7	13	17	6	9	5	2	8		1				1	7				2		78
CSE 142	Machine Learning	Xin Wang	2022 Fall Quarter	2228	N	2	4		5	5	3	4	4	1	1	3	1	1	2	7	1			3		47
CSE 144	Applied ML	Narges Norouzi	2022 Fall Quarter	2228	N	4	20	26	16	15	9	6	3		1	1			2	2				2		107
CSE 150	Intro Comp Networks	Christina Leigh Parsa	2022 Fall Quarter	2228	N	3	32	12	7	27	17	8	20			4		4		11				1		146
CSE 160	Intro Comp Graphics	James Edward Davis	2022 Fall Quarter	2228	N	12	34	12	14	13	9	5	6					4		2				3		114
CSE 163	Data Prog & Viz	Suresh K Lodha	2022 Fall Quarter	2228	N	23	17	19	5	10	6		6					1						2		89
CSE 180	Database Systems I	Sheldon Finkelstein	2022 Fall Quarter	2228	N	3	9	14	15	18	24	15	6	7		2		1		3						117
CSE 185E	Tech Writ Comp Engs	Gerald Bennett Moulds	2022 Fall Quarter	2228	Y		21	17	6	6		1	2					4		1				1		59
CSE 185S	Tech Writ Comp Engs	Gerald Bennett Moulds	2022 Fall Quarter	2228	Y		33	31	13	8	1		1					1		3						91
CSE 186	Full Stack Web Dev. I	David Charles Harrison	2022 Fall Quarter	2228	N	1	5	23	19	16	16	6	7	2		2		10	4	11				4		126
CSE 200	Research & Teaching	Katia Obraczka	2022 Fall Quarter	2228	N														3		87	2				92
CSE 201	Analysis Algorithms	Sheldon Finkelstein	2022 Fall Quarter	2228	N	3	8	14	8	8	3	1	7					1			1	7				61
CSE 208	Intro InformtnTheory	Yu Zhang	2022 Fall Quarter	2228	Y	3	6	1													5					15
CSE 211	Compiler Design	Tyler Sorensen	2022 Fall Quarter	2228	N	9	10	4	2	1											1					27
CSE 220	Comp Architecture	Scott Beamer	2022 Fall Quarter	2228	N	2	9	4	5	3		2	1								1					27
CSE 231	Adv Operating Systm	Andrew Quinn	2022 Fall Quarter	2228	N	1	16	7			1															25
CSE 242	Machine Learning	Razvan V Marinescu	2022 Fall Quarter	2228	N	3	37	15	10	1											6					72
CSE 246	Resp. Data Science	Leilani Hendrina Gilpin	2022 Fall Quarter	2228	N		27											1			1					29
CSE 250A	Computer Networks	Chen Qian	2022 Fall Quarter	2228	N	4	15		3		1															23
CSE 280O	APL Seminar	Lindsey Kuper; Tyler Sorensen	2022 Fall Quarter	2228	N		4												3		6					13
EART 1	Oceanography	Gary B Griggs	2022 Fall Quarter	2228	N	4	22	6	8	27	16	23	44	13		11		5	32	2				2		215
EART 5	California Geology	Elise Knittle	2022 Fall Quarter	2228	N		61	28	9	78	9	7	17					5	6	1				1		222
EART 5L	Calif Geology Lab	Elise Knittle	2022 Fall Quarter	2228	N		6	2		3	2		3			1		2								19
EART 5L	Calif Geology Lab	Elise Knittle	2022 Fall Quarter	2228	N		12	3	2	4	1		1													23
EART 5L	Calif Geology Lab	Elise Knittle	2022 Fall Quarter	2228	N		19	6		3										1				1		30
EART 5L	Calif Geology Lab	Elise Knittle	2022 Fall Quarter	2228	N		6	11		6	1							1	1					1		27
EART 7	History of Life	Matthew E Clapham	2022 Fall Quarter	2228	N		86	7	8	9	8	7	4	1		1	4	9	11	5				3		163
EART 8	Planetary Discovery	Walter Heron Franci Nimmo	2022 Fall Quarter	2228	N		23	25	26	16	9	8	1					4	13	3						128
EART 11	Earthquakes	Heather Savage	2022 Fall Quarter	2228	N	2	13	23	10	35	41	20	17			5	1	16	44	14				21		262
EART 32	The Science of Cooking	Patrick Y Chuang	2022 Fall Quarter	2228	N		32	11	24	41	3	21	3	6	1			10	42	16				3		213
EART 104	Geologic Hazards	Susan Y. Schwartz	2022 Fall Quarter	2228	N	3	4	3	6	3	2		6			1				1						29
EART 109	Field Geology	Hilde L Schwartz	2022 Fall Quarter	2228	N		3	3	2	3	1	1	5					2						1		21
EART 109L	Field Geology Lab	Hilde L Schwartz	2022 Fall Quarter	2228	N		5		2	3	1		1											1		13
EART 110A	Evolution Of Earth	James C Zachos; Terrence J Blackburn	2022 Fall Quarter	2228	N	1	13	24	18	10	5	10	3	1		1				1						87
EART 111	Math in Earth Science	Sarah Ursula Neuhaus	2022 Fall Quarter	2228	N	1	2	2	5	1		5	2	1		1		3			1			1		25
EART 112	Geophysical Data Sci	Emily Elizabeth Brodsky	2022 Fall Quarter	2228	N	1	3	1	1	1	2								1							10
EART 116	Hydrology	Noah J Finnegan	2022 Fall Quarter	2228	N		4	4	2	6	4		3	1				1						2		27
EART 119A	Intro Sci Prog	Mathis P Hain	2022 Fall Quarter	2228	N	10	9	6	3	4	1							1								34
EART 121	The Atmosphere	Nicole A Feldl	2022 Fall Quarter	2228	N		2			3			3							1				4		13
EART 131	Sea Level Change	Tamara Pico	2022 Fall Quarter	2228	N		11	11	2	1	1															26
EART 150	Structural Geology	Jeremy Keith Hourigan	2022 Fall Quarter	2228	N	1	2	1	5	4	3		3					2		1						22
EART 150L	Structual Geol Lab	Jeremy Keith Hourigan	2022 Fall Quarter	2228	N	1	1	3	4	1	2		1					1		1						15
EART 160	Planetary Science	Ian Garrick-Bethell	2022 Fall Quarter	2228	N	2	8	2	4	5	3	2	1					3	1					1		32
EART 191D	Practical Geochem	Myriam Telus	2022 Fall Quarter	2228	N		8			1											2					11
ECE 8	Robot Automation	Ricardo Gabriel Sanfelice	2022 Fall Quarter	2228	N	5	9	6	5	4	4	1			2			3	4	1				3		47
ECE 13	Computer Systems & C	Steve McGuire	2022 Fall Quarter	2228	N		9	22	11	18	10	5		1		2		3	2	9				3		95
ECE 101	Intro Elec Circuits	Austin Chen	2022 Fall Quarter	2228	N		7	12	18	10	7	9	26	5		6		3		3						106
ECE 101L	Intr Elec Circ Lab	Austin Chen	2022 Fall Quarter	2228	N		22	9	18	24	11	6	5			2		4		2						103
ECE 102	Props Of Materials	Nobuhiko P Kobayashi	2022 Fall Quarter	2228	N	17	8	4	2	9	2	3	5	2	2											54
ECE 102L	Props Of Matrls Lab	Nobuhiko P Kobayashi	2022 Fall Quarter	2228	N	17	12	8	3	4	2	1	3					2						1		53
ECE 103	Signals & Systems	Hamid R Sadjadpour	2022 Fall Quarter	2228	N	2	6	3	4	10	22	10	15			4		4		4				4		88
ECE 103L	Signals Systems Lab	Hamid R Sadjadpour	2022 Fall Quarter	2228	N	9	15	15	11	6	6	2	3					7		4				3		81
ECE 118	Intro Mechatronics	Gabriel Hugh Elkaim	2022 Fall Quarter	2228	Y	2	5	4	3	6	1															21
ECE 129A	Capstone Project I	Tela Favaloro	2022 Fall Quarter	2228	N		1	4	20	20	6	7	7													65
ECE 130	Optoelect/Photonics	Ahmet Yanik	2022 Fall Quarter	2228	Y	23	1												1							25
ECE 130L	Optoelectronics Lab	Ahmet Yanik	2022 Fall Quarter	2228	N	19	5												1							25
ECE 141	Feedback Cntrl Syst	Dejan Milutinovic	2022 Fall Quarter	2228	N	6	5	7	5	6	3	6	4	2				6	1					1		52
ECE 171	Analog Electronics	Jason Eshraghian	2022 Fall Quarter	2228	N	4		5	2	4	1		7					1		1						25
ECE 171L	Analog Electron Lab	Jason Eshraghian	2022 Fall Quarter	2228	N	13	4	5	2							1		2								27
ECE 201	Intro Nanotechnolgy	Holger Schmidt	2022 Fall Quarter	2228	N			2	1	1			1								7					12
ECE 236	Optics/Microscopy	Sara Abrahamsson	2022 Fall Quarter	2228	N	10	2				1										6					19
ECE 240	LinearDynamicalSystem	Nhan Nguyen	2022 Fall Quarter	2228	N		2	1		2	1	1								1	11	2				21
ECON 1	Intro Microeconomic	Subhra Saha	2022 Fall Quarter	2228	N	2	22	34	26	25	16	4	12	1	1	2	2	6	1	3				1		158
ECON 1	Intro Microeconomic	Julie H Gonzalez	2022 Fall Quarter	2228	N	1	10	11	12	11	14	12	22			2		4	31	8	1			8		147
ECON 2	Intro Macroeconomic	Julie H Gonzalez	2022 Fall Quarter	2228	N	1	15	16	16	13	17	20	38			9		9	6	4						164
ECON 10A	Econ of Accounting	Yacoub Intonios Moussa	2022 Fall Quarter	2228	N	3	20	12	7	33	9	11	31			8	1	23	9	7				5		179
ECON 10A	Econ of Accounting	Kevin K Jones	2022 Fall Quarter	2228	N		13	10	10	27	8	3	10	2	5			3	1	4				6		102
ECON 11A	Math Methd for Econ	Qi Gong	2022 Fall Quarter	2228	Y	1	1	2	1	2	1		2													10
ECON 100A	Intermed Microecon	Natalia Lazzati	2022 Fall Quarter	2228	N	7	26	15	5	20	9	15	7	3	1	1		1	3	1						114
ECON 100A	Intermed Microecon	Jonathan M. Robinson	2022 Fall Quarter	2228	N	1	13	13	7	6	12	14	6			3		4	2	5				2		88
ECON 100B	Intermed Macroecon	Hikaru Saijo	2022 Fall Quarter	2228	N	7	28	34	34	16	7		9			2		4	1	1				3		146
ECON 101	Managerial Econ	Julie H Gonzalez	2022 Fall Quarter	2228	N	1	5	6	6	5	5	10	10			2		1	6	3				2		62
ECON 104	Numbr Truth: Statis	George Bulman	2022 Fall Quarter	2228	N	1	14	8	6	12	2	4	7					6	4	1				4		69
ECON 111A	Intermed Account I	Scott Anderson	2022 Fall Quarter	2228	N	4	17	2	8	7	15	10	6			1		4	7	2						83
ECON 113	Intro Econometrics	Laura Giuliano	2022 Fall Quarter	2228	N	4	15	12	11	13	7	8	8	3		3	3	3	8	3						101
ECON 113	Intro Econometrics	Carlos Eduardo Dobkin	2022 Fall Quarter	2228	N	14	15	15	14	14	11	13	14					5	5	2				1		123
ECON 114	Adv Quant Methods	Julian Martinez-Iriarte	2022 Fall Quarter	2228	N	2	8	3	3	2		3						3		3				3		30
ECON 117B	Tax Factors	Yacoub Intonios Moussa	2022 Fall Quarter	2228	N	5	12	3	6	18	2	13	24			8		2	12	3				1		109
ECON 125	Econ History Of US	Aaron Gregory Meininger	2022 Fall Quarter	2228	N		7	21	14	9	1	1	2			1			5	1				2		64
ECON 126	Why Succeed/Fail	Robert Brian Baden	2022 Fall Quarter	2228	N	2	10	18	23	23	18	9	2			3		1	19							128
ECON 133	Security Markets	Kai Pommerenke	2022 Fall Quarter	2228	N	2	3	6	13	8	7	9	6	1		2		2	2	2						63
ECON 136	Business Strategy	Robert Brian Baden	2022 Fall Quarter	2228	N	14	25	14	21	14	13	5	5			1		1	9	2				1		125
ECON 141	Internatl Finance	Kenneth M Kletzer	2022 Fall Quarter	2228	N	2	16	4	4	5	7	2	2					2	13							57
ECON 150	Public Finance	Justin Marion	2022 Fall Quarter	2228	N		3	2	5	4	1	1	1					3	4							24
ECON 161A	Marketing	Stephen Arthur Owen	2022 Fall Quarter	2228	N	2	10	24	23	25	11	4							2							101
ECON 166A	Game Theory /Apps I	Dong Wei	2022 Fall Quarter	2228	Y	6	19	5	5	4	2	4	3			1			3	3				1		56
ECON 186	Mathematical Mthds	Ian H Allen	2022 Fall Quarter	2228	N	1	2	2		2	1					1					9					18
ECON 197	Economic Rhetoric	Aaron Gregory Meininger	2022 Fall Quarter	2228	N	2	6	6	4	4	4		1				1		6							34
ECON 200	Microecon Analysis	Dong Wei	2022 Fall Quarter	2228	N	5	6	1	2	3	1										1					19
ECON 204A	Adv Microec Theor I	Natalia Lazzati	2022 Fall Quarter	2228	N	2	4	3	1	2											1					13
ECON 205A	Adv Macroec Theor I	Kenneth M Kletzer	2022 Fall Quarter	2228	N	2	5	1	1	2											1					12
ECON 211A	Adv Econometrics I	Julian Martinez-Iriarte	2022 Fall Quarter	2228	N		1	3	3	2	2										1					12
ECON 216	Applied Economet I	George Bulman	2022 Fall Quarter	2228	N		4	3	1	6	1										4					19
ECON 233	Finance I	Kai Pommerenke	2022 Fall Quarter	2228	N	2	3	6	5	1											2					19
ECON 294A	Applied EconFin Lab	Subhra Saha	2022 Fall Quarter	2228	N	2	8														1					11
EDUC 10	Intro to Learning	Roberto Santiago de Roock	2022 Fall Quarter	2228	N	69	16	11	5	2	1	1	1			2	1	5	3	1						118
EDUC 50B	CAL Teach 1: Math	Hayley Vandercook	2022 Fall Quarter	2228	N		8	1		1			1													11
EDUC 50C	CAL Teach1: Science	Emily Maddox	2022 Fall Quarter	2228	N		11	2	1	1																15
EDUC 60	Schooling, Dem. & Jus.	Kylie Alisa Kenner	2022 Fall Quarter	2228	N	9	60	42	24	20	8	2	3			1		3	5							177
EDUC 141	Bilingual & School	Benjamin Mathews James	2022 Fall Quarter	2228	N	7	16	3	1	6	3		1	1				2	3	1				1		45
EDUC 160	Educ Reform Issues	Rene Kissell	2022 Fall Quarter	2228	N	17	9	10		2		1				1	1		1	1						43
EDUC 177	TeachingLingDiverse	Eduardo Mosqueda	2022 Fall Quarter	2228	N		30	2	1	6	1		1					2								43
EDUC 180	Intro To Teaching	Kim Vachon	2022 Fall Quarter	2228	N	12	34	11	2	7	2		4	1				3	3					2		81
EDUC 181	Race, Class, Cultur	Amanda Lashaw	2022 Fall Quarter	2228	N		12	13	6	5	3	1							5	1						46
EDUC 190	Senior Sem Capstone	Amanda Lashaw	2022 Fall Quarter	2228	N		8	4	2	2									1							17
EDUC 200	Beg Student Teach	Jamie Dewitt; Marissa Rhea Ferejohn	2022 Fall Quarter	2228	N		5														8	1				14
EDUC 200	Beg Student Teach	Johnnie Brooks Wilson	2022 Fall Quarter	2228	N		4														23					27
EDUC 204	English Development	Nora Walsh Lang	2022 Fall Quarter	2228	N		5														20					25
EDUC 211	TeachSpecialPopulatn	Jamie Dewitt	2022 Fall Quarter	2228	N		4														23					27
EDUC 211	TeachSpecialPopulatn	Jamie Dewitt	2022 Fall Quarter	2228	N		5														20					25
EDUC 220	Reading & Lang Arts	Jennifer Jones Hinz	2022 Fall Quarter	2228	N		3	1													23					27
EDUC 222	Math Learn & Teach	Johnnie Brooks Wilson	2022 Fall Quarter	2228	N		4			1											22					27
ENVS 19	Topics in Nat Hist	Sean Bryant Reilly	2022 Fall Quarter	2228	N	10	8			4									1							23
ENVS 24	General Ecology	Andy John Kulikowski II II	2022 Fall Quarter	2228	N	4	14	6	3	17	7	5	8	1			1	4	2	3				1		76
ENVS 80B	Forecast Globl Warm	Elliott Campbell	2022 Fall Quarter	2228	N		25	15	12	13	11	2		2	1			3	11	3				6		104
ENVS 80F	Intro to Agroecology	Damian Michael Parr	2022 Fall Quarter	2228	N	71	34	17	7	2	8	2		1				4	2	1						149
ENVS 108	General Entomology	Andy John Kulikowski II II	2022 Fall Quarter	2228	N	1	13	17	4	5	4	1			1				1							47
ENVS 108L	Gen Entomology Lab	Andy John Kulikowski II II	2022 Fall Quarter	2228	N	5	10	4	3	1	1								2					2		28
ENVS 115A	GIS & Envnmtl Applc	Barry Nickel	2022 Fall Quarter	2228	Y	34	15	9	6	4	4								2	1				2		77
ENVS 115L	GIS & Envrn App Lab	Barry Nickel	2022 Fall Quarter	2228	Y	10	1	2	1	2																16
ENVS 115L	GIS & Envrn App Lab	Barry Nickel	2022 Fall Quarter	2228	Y	11	1	2		1	1													1		17
ENVS 115L	GIS & Envrn App Lab	Barry Nickel	2022 Fall Quarter	2228	Y	9	1	3	1	2									1							17
ENVS 115L	GIS & Envrn App Lab	Barry Nickel	2022 Fall Quarter	2228	Y	7	1	1	1				1							1				1		13
ENVS 115L	GIS & Envrn App Lab	Barry Nickel	2022 Fall Quarter	2228	Y	11	1		1	1																14
ENVS 130A	Agroeco & Sust Ag	Katie Lenore Monsen	2022 Fall Quarter	2228	N	5	26	15	7	5	4		2						1							65
ENVS 130L	Agroeco & Sust Lab	Katie Lenore Monsen	2022 Fall Quarter	2228	N		8	3	1	3			1						2							18
ENVS 130L	Agroeco & Sust Lab	Katie Lenore Monsen	2022 Fall Quarter	2228	N	1	6	1	2	4	1		1						1							17
ENVS 130L	Agroeco & Sust Lab	Katie Lenore Monsen	2022 Fall Quarter	2228	N	3	6		2	3	3															17
ENVS 130L	Agroeco & Sust Lab	Katie Lenore Monsen	2022 Fall Quarter	2228	N	1	6		3	4	1								2							17
ENVS 143	Sustain Development	Adam Kerry French	2022 Fall Quarter	2228	N	1	27	9	4	4	2	2														49
ENVS 144	Climate Politics	Sikina Jinnah	2022 Fall Quarter	2228	Y	2	16	2	4	4										1						29
ENVS 145	Green Cities	Charles Rivasplata	2022 Fall Quarter	2228	N	1	26	4											2							33
ENVS 148	Cities, Urban Planning	Gary Patton	2022 Fall Quarter	2228	Y		5			3			1						1							10
ENVS 163	Plant Disease Ecol	Gregory S Gilbert	2022 Fall Quarter	2228	N		17	6	3	2	2	3	2											1		36
ENVS 167	Freshwater/Wetland	Katie Lenore Monsen	2022 Fall Quarter	2228	N	4	12	17	5	8		1	2						1							50
ENVS 167L	Freshwater Eco Lab	Katie Lenore Monsen	2022 Fall Quarter	2228	N	14	7		3																	24
ENVS 169	Climate Change Eco	Michael E Loik	2022 Fall Quarter	2228	N	5	6	10	5	2	2	1							2							33
ENVS 174	Gender and Environment	Susan Maret	2022 Fall Quarter	2228	N		19			1									1					1		22
ENVS 177	TeachEnvironEduc	Whitney Lane Cohen	2022 Fall Quarter	2228	N	1	10	7	1	2														1		22
ENVS 184	Envs Stu Internship	Jeffrey T Bury	2022 Fall Quarter	2228	N														8	2						10
ESCI 30	Bio Princip Env Sci	Kendra Turk-Kubo	2022 Fall Quarter	2228	N		17	20	16	11	8	3	2	2				2	1	1				1		84
ESCI 122	Air Pollution	Peter Scott Weiss	2022 Fall Quarter	2228	N	1	5	2	6	3	1	2	1						1							22
ESCI 160	Data Analysis Envs	Claudie Beaulieu	2022 Fall Quarter	2228	N	6	25	11	14	11	6	2	1											1		77
FILM 20A	Intro Film Studies	Logan Kennard Walker	2022 Fall Quarter	2228	N	48	60	32	21	8	3					2		5	1	2				2		184
FILM 80A	The Film Experience	Quentin Alcott Lareau	2022 Fall Quarter	2228	N		309			20			29					6	14	2		1		2		383
FILM 80S	Sp Top Film/Dig Med	James C Lyons	2022 Fall Quarter	2228	N	2	97	41	10	5	3	1	8	2	1	1		10	9	3	1			2		196
FILM 130	Silent Cinema	Shelley Stamp	2022 Fall Quarter	2228	N		24	19	6	12	14	4	5	1				2	1	1						89
FILM 132B	Internatnl Cinema	Topiary Landberg	2022 Fall Quarter	2228	N		3	13	6	6	13	5	6	2	1			2	2	1				1		61
FILM 134A	Amer Film: 1930-1960	Shelley Stamp	2022 Fall Quarter	2228	N	14	41	40	10	20	8	2	3					3	2					3		146
FILM 150	Screenwriting	Natasha V.	2022 Fall Quarter	2228	N		5	5	3	1	1	1							2					1		19
FILM 160	Film Genres	Daryl Bjorn Jones	2022 Fall Quarter	2228	N		32												3							35
FILM 162	Film Authors	Quentin Alcott Lareau	2022 Fall Quarter	2228	N		23		1	8			12						2					1		47
FILM 165D	Asian Americans	Lahn S Kim	2022 Fall Quarter	2228	N		7	9	12	15	6	3	3	1				1	4							61
FILM 170A	Digital Media Prod	Chris Kerich	2022 Fall Quarter	2228	N	14	5	1	3		1															24
FILM 170B	Film/Video Productn	Cameron Maxwell Archer	2022 Fall Quarter	2228	N		15		6	2								1								24
FILM 171A	Prod Workshop-Sound	Anna M Friz	2022 Fall Quarter	2228	N	2	9	4	3	1																19
FILM 172	NarrativeVideoWksp	Cameron Maxwell Archer	2022 Fall Quarter	2228	N		8		2			1														11
FILM 194S	Special Topics Seminar	Lahn S Kim	2022 Fall Quarter	2228	N		9	10		1		2							1							23
FMST 1	Feminist Stds Intro	Anjali R Arondekar	2022 Fall Quarter	2228	N		224												2					2		228
FMST 80S	Women In Music	Madison Erin Heying	2022 Fall Quarter	2228	Y	7	13	1	2	1					1			1	2							28
FMST 112	Women and the Law	Amy Krauss	2022 Fall Quarter	2228	Y	15	8	1		1														1		26
FREN 1	French: First Year	Renee Cailloux	2022 Fall Quarter	2228	N	5	7	4	2	3	1		1	2	1	1		1	1							29
FREN 1	French: First Year	Carine Rohmer	2022 Fall Quarter	2228	N	7	6	4	1	2	1	1						2	2	1						27
FREN 1	French: First Year	Carine Rohmer	2022 Fall Quarter	2228	N	5	6	2		2		1	1	1				1	4	1				1		25
FREN 4	French: Second Year	Harley Siskin	2022 Fall Quarter	2228	N	4		2	1	3	3		1						1							15
GAME 200	Game Design Systems	Michael B John	2022 Fall Quarter	2228	N		22														14					36
GAME 230	Game Engineering	Edward Franklin Melcer	2022 Fall Quarter	2228	N		7	1	1	1	2		1								7	1				21
GAME 235	Game Development I	Zachary Charles Emerzian	2022 Fall Quarter	2228	N	6					1										7					14
GAME 271	Games&PlayStudio II	Steven Goodale	2022 Fall Quarter	2228	N		7														11					18
GAME 280A	Games Proseminar	Michael B John	2022 Fall Quarter	2228	N		23														25					48
GAME 290A	Adv Topics Games	Michael B John	2022 Fall Quarter	2228	N		15														10	1				26
GCH 10	COVID Culture & Health	Jessie Dubreuil	2022 Fall Quarter	2228	N	2	2	6	3	2	1		1					3	3	1						24
GERM 1	German: First Year	Sarah T Schuchard	2022 Fall Quarter	2228	N	2	2	1	1	3	1		1	1				3	2							17
GERM 1	German: First Year	Gabriela Andrea Gavande	2022 Fall Quarter	2228	N		7	2	5	2	1	2	1	2				2	1	1						26
GREE 1	Elem Ancient Greek	Kristina J. Chew	2022 Fall Quarter	2228	N		8	1	3	3								1	2					1		19
HAVC 40	Museum Cultures	Jennifer Ann Gonzalez	2022 Fall Quarter	2228	N	14	50	17	16	8	3	1	2	2	1	1	1	1	8	2				2		129
HAVC 46	Intro to U.S. Art	Matthew Harrison Tedford	2022 Fall Quarter	2228	N	33	33	18	20	17	5		5	1				3	6							141
HAVC 51	Ancient Greek Art	Maria Evangelatou	2022 Fall Quarter	2228	N	14	21	27	30	20	13	7	6	1	3	5		10	31	7				7		202
HAVC 70	Pacific Islands Art	Stacy L Kamehiro	2022 Fall Quarter	2228	N		2	9	12	8	9	5	6	4	4	2	1	1	24	6				2		95
HAVC 127F	AsianAmVisualCulture	Christina Marie Ayson Plank	2022 Fall Quarter	2228	N	7	15	12	12	13	2	2						3	2	1						69
HAVC 143E	History of Design	Albert Narath	2022 Fall Quarter	2228	N	6	31	37	14	15	8	3	3						12					2		131
HAVC 151	Greek Myths	Maria Evangelatou	2022 Fall Quarter	2228	N	6	13	14	7	7	2	5	1			2		1	5	3				1		67
HAVC 162A	Adv Studies:The Maya	Carolyn Dean	2022 Fall Quarter	2228	N	1	7	6	4	5	2	7	3	2	1	1	3	2		2				1		47
