ENVS 25	Enviro Policy/Econ	Sikina Jinnah	2020 Summer Quarter	2204	N	8	15	14	10	4	5	2	2					1								61
ENVS 65	Fresh Water Process	Kelsey Johana Forbush	2020 Summer Quarter	2204	N		4	1	1	2	1		3					1	4							17
ENVS 125	Ecosystems of Calif	Erika S Zavaleta	2020 Summer Quarter	2204	Y		7	3	5	4	3	2	1					1	1					1		28
ENVS 143	Sustain Development	Adam Kerry French	2020 Summer Quarter	2204	N		13	1	3	1	2								2							22
ENVS 157	Writing In Natl Sci	Myra Ellen Finkelstein	2020 Summer Quarter	2204	N	4	7		1	1			1													14
ENVS 158	Pol Ecol & Socl Chg	James Alejandro Artiga-Purcell	2020 Summer Quarter	2204	N	4	1	6	1	2	1								2							17
ENVS 172	EnvRisks/PubPolicy	Stephanie Webb	2020 Summer Quarter	2204	N	2	2	2		2	1								2	1						12
ENVS 190	Capstone:EnvrProblem	Katie Lenore Monsen	2020 Summer Quarter	2204	N		11	3	1	4		1	2				1	1	5							29
FILM 20A	Intro Film Studies	Alessia Cecchet	2020 Summer Quarter	2204	N	15	26	19	18	4	3			1	1		1	2	1							91
FILM 20P	Productn Technique	Quentin Alcott Lareau	2020 Summer Quarter	2204	N		48	12	3	3		1						5	6	1						79
FILM 80V	Video Games/Culture	Soraya E.A. Murray	2020 Summer Quarter	2204	N	9	52	7		1		1		1					5	3						79
FILM 134B	Amer Film:1960-Pres	Christina Corfield	2020 Summer Quarter	2204	N	7	24	16	3	4	3		3	1				2	1							64
FILM 136A	Exper Film & Video	Elia C Vargas	2020 Summer Quarter	2204	N	1	7	12	5	5	2	1	2	1					4							40
FILM 136B	Hist of Television	Daryl Bjorn Jones	2020 Summer Quarter	2204	N	22	7	4		3	1			1		1										39
FILM 136C	Visual Culture&Tech	Chris Kerich	2020 Summer Quarter	2204	N	28	6	2	1		2		1					3	1							44
FILM 150	Screenwriting	Natasha V.	2020 Summer Quarter	2204	N		5	3	5										1							14
FILM 168	Natnl Cine & Cultur	Raed El Rafei	2020 Summer Quarter	2204	N	4	4	7	5	8	3	3	1						1					1		37
FILM 170A	Digital Media Prod	Warren Sack	2020 Summer Quarter	2204	N	3	25	2		1									1							32
FILM 189	Adv Topics:Dig Media	Kara Stone	2020 Summer Quarter	2204	N	14	8	4																		26
FMST 1	Feminist Stds Intro	Ceylan Cemali	2020 Summer Quarter	2204	N	22	4	9	3	3	1		1						5							48
FMST 188	Topics in FMST	Dana Theresa Ahern	2020 Summer Quarter	2204	N	1	3	2	3	2								1	1							13
HAVC 118	Contemp African Dia	Axelle Toussaint	2020 Summer Quarter	2204	N		11	6	2	2								2	4					1		28
HAVC 127F	AsianAmVisualCulture	Christina Marie Ayson Plank	2020 Summer Quarter	2204	N	15	16	15	13	11	5	1	1					1	11	1				1		91
HAVC 142	Art and Ecology	Chessa Adsit-Morris	2020 Summer Quarter	2204	N	2	9	3	1	1	1	1		1					1							20
HAVC 143D	Arch City Vis Cult	Leslie Erin McShane Lodwick	2020 Summer Quarter	2204	N	5	12	1	2	5	1	1	2					1	10	1						41
HAVC 191B	Guadalupe Virgin	Tara Ann Field	2020 Summer Quarter	2204	N	1	7	3	4	3	1							1	2					3		25
HIS 2B	World Since 1500	Daniel McKenna Joesten	2020 Summer Quarter	2204	N	24	8	2	2	4		1	2					1	4	2				1		51
HIS 10A	U.S. History To 1877	Donald Thomas Hickey	2020 Summer Quarter	2204	N		7	11	12	7	3	2	3	1		1			57	2				2		108
HIS 59	Hist Eng Language	Charles W Hedrick	2020 Summer Quarter	2204	N	4	32	10	8	4	3	3	5	1	3	2		8	28	1				13		125
HIS 60	Medical/Sci Term	Charles W Hedrick	2020 Summer Quarter	2204	N	8	35	8	4	2	5	1						2	2	1						68
HIS 100	His Skills & Methds	Matthew D O'Hara	2020 Summer Quarter	2204	N		2	3	5	5		1		1					3					1		21
HIS 101D	World His of Science	Minghui Hu	2020 Summer Quarter	2204	N		2	1	4	5	2	2	1			1	1	2	5	2				1		29
HIS 134A	Colonial Mexico	Matthew D O'Hara	2020 Summer Quarter	2204	N	2	4	5	6	8	2	1	5	1				4	4							42
HIS 139C	Queer Pasts	Bristol Anne Cave-LaCoste	2020 Summer Quarter	2204	N	6	18	6	1	2	2		1						1							37
HISC 80O	Popular Music	Jared A Gampel	2020 Summer Quarter	2204	N		2	2	6	3		1						1	3	1				2		21
HISC 80R	Urban Consciousness	Key MacFarlane	2020 Summer Quarter	2204	N	1	16	3		1									2							23
HISC 103	The Problem of CA	Adrian Jay Drummond-Cole	2020 Summer Quarter	2204	N		14	4		1						1		2	4							26
HISC 104	Political Writing	Melody Jessica Nixon	2020 Summer Quarter	2204	N	2	5	2	1										1					1		12
JAPN 1	Japanese: First Year	Keiko Yukawa	2020 Summer Quarter	2204	N	2	16			2		1	1			1			2		1			1		27
JAPN 1	Japanese: First Year	Keiko Yukawa	2020 Summer Quarter	2204	N	2	12	2	1			1	1	1					1							21
KRSG 12A	Service Learning	Franklin Edward Williams	2020 Summer Quarter	2204	N		4	3	2	4			1	1				1	2					1		19
KRSG 25	Transfer Success	Farnaz Fatemi	2020 Summer Quarter	2204	N	9	3	1	2		1								1					1		18
KRSG 25	Transfer Success	Farnaz Fatemi	2020 Summer Quarter	2204	N	15	4	4	1	3						1										28
KRSG 25	Transfer Success	Farnaz Fatemi	2020 Summer Quarter	2204	N	11	8	2		2	1								1							25
KRSG 25	Transfer Success	Juliana I Leslie	2020 Summer Quarter	2204	N		24	2	1										1							28
KRSG 25	Transfer Success	Juliana I Leslie	2020 Summer Quarter	2204	N		19	6	2											1				1		29
KRSG 25	Transfer Success	Juliana I Leslie	2020 Summer Quarter	2204	N		16	4	3	1									2							26
KRSG 25	Transfer Success	Farnaz Fatemi	2020 Summer Quarter	2204	N	8	10	5	2				1	1				1								28
KRSG 25	Transfer Success	Juliana I Leslie	2020 Summer Quarter	2204	N		13	1	3	3	2								1					1		24
KRSG 25	Transfer Success	Nirshan Rex-Boniface Perera	2020 Summer Quarter	2204	N		13	1		3			1					2	1					2		23
KRSG 25	Transfer Success	Nirshan Rex-Boniface Perera	2020 Summer Quarter	2204	N		9	2	1	6	1							2	1							22
